Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,通信会社（企画担当）,お客様の様子,・通信を使った設備投資の照会数が非常に増えてきた。
,,○,一般小売店［酒］（経営者）,販売量の動き,・前年は９月後半から10月にかけて、飲酒運転の取締まりが非常に厳しく、その影響が酒の販売に大変悪い影響を及ぼしていたが、ここに来て、そうした動きも一段落しており、売上もやや回復基調にある。
,,○,住関連専門店（従業員）,販売量の動き,・競合店が閉店したことで販売量が伸びている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・宿泊客の動向をみると、豪州、韓国、香港からのスキーツアーが前年に比べて増えている。消費単価に顕著な変化はみられないが、総合的にみて売上は前年を上回っている。
,,○,旅行代理店（従業員）,販売量の動き,・道内と東京方面への国内旅行が活発化しており、前年実績を超えるようになってきた。
,,○,旅行代理店（従業員）,来客数の動き,・来客数が徐々に増えてきている。
,,○,美容室（経営者）,お客様の様子,・客との会話のなかで、旅行やショッピングの話が多くなってきている。また商品の売上も以前より増えている。
,,□,商店街（代表者）,お客様の様子,・今年は積雪がなく生活しやすいが、燃料店などは前年割れの状態となっている。ただ、元々購買力の低い月なので、全体としては大きくは変わっていない。
,,□,商店街（代表者）,来客数の動き,・寒さと積雪の影響で、引き続き来客数が落ち込んでいる。今年は道路のあちこちがツルツル路面となっているため、外出を控える高齢者が多く、高齢者の来街が多い平日の落ち込みが特に目立っている。
,,□,商店街（代表者）,お客様の様子,・消費意欲が減退したままであり、セール等も思うような結果が出ていない。
,,□,商店街（代表者）,それ以外,・気温の影響が非常に大きくなっている。バーゲン月の今月も、冬物を扱っている店舗はそれなりの売上となっているが、春物に切替えた店舗は後半の気温低下により動きが鈍っており、全体的に景気が良いとは感じられない。
,,□,百貨店（売場主任）,来客数の動き,・初売り３日間は大幅な来客数増を記録したものの、例年開催している大型催事を行わなかったことによる集客減もあり、月間を通しての来客数は減少した。ボーナス減少などの影響もあるだろうが、季節商材が苦戦していることから天候不順による影響が大きい。
,,□,百貨店（販売促進担当）,販売量の動き,・冬物セール初日に来客が集中するという最近の傾向は今年も変わらず、初売り初日の１月２日は圧倒的な規模の売上となったが、２日目以降は今月中旬まで売上が減少傾向にあった。客は欲しいものだけを買う傾向が強まっており、価格インセンティブによる衝動買いが少なくなったことがセールの収束が早まっている背景として挙げられる。
,,□,スーパー（企画担当）,来客数の動き,・ここ数か月、既存店における来客数の前年割れが続いている。客単価の上昇や低下はあるものの、売上は一進一退の状況が続いている。
,,□,家電量販店（店員）,来客数の動き,・初売りの来客数は良かったが、月後半の来客数は前年を下回って推移した。しかしながら、その一方で薄型テレビの販売台数は前年の1.5倍と伸びており、全体としては変わらない。
,,□,家電量販店（地区統括部長）,単価の動き,・販売量が前年比104％と微増で推移しているが、単価が前年比95％と減少しているため、実質的な売上としてはあまり変わらない。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・暖冬、少雪の影響で暖房用灯油の販売が低迷している。
,,□,高級レストラン（スタッフ）,来客数の動き,・来客数はほぼ前年並みとなったが、下旬以降の落ち込みが目立っており、厳しい状態が続いている。
,,□,スナック（経営者）,来客数の動き,・年明け当初は客の入りが良かったが、中旬になると中だるみで良くない状態となった。月末になって宴会も入るようになり、少しずつ上向いており、最終的には前年並みの売上が見込める。
,,□,旅行代理店（従業員）,来客数の動き,・毎日の客の流れをみると、変動が大きく、客の多い日と少ない日の差が激しい。客の動きが活発化してきているようにもみえるが、具体的な数字には現れていない。
,,□,旅行代理店（従業員）,来客数の動き,・来客数が前年よりも低迷している。インターネットを介してのホテル、旅館の直販による影響が大きい。
,,□,タクシー運転手,来客数の動き,・1月は雪が少なく、暖かい日が多かったので、タクシーの利用が前年より減っている。新年会のシーズンであるが、すすきのの人出も少なく、特に夜の利用が少ない。
,,□,タクシー運転手,お客様の様子,・夜の繁忙時間になっても空車待ちの人の列ができない。飲食店従業員からは、徒歩あるいは相乗りをすることで客が交通費を節約するようにしていると聞いている。
,,□,タクシー運転手,販売量の動き,・今年は雪がほとんど降らず、また気温も高いため、タクシーの利用客が減少している。夜の繁華街も閑散としており、スナック等の経営者からも暇だという話を多く聞いている。
,,□,設計事務所（所長）,競争相手の様子,・例年、この時期は動きが少なく、前年と比べても特に変化はみられない。
,,□,設計事務所（職員）,お客様の様子,・新年度の経済成長見通しでも指摘のあるように、新たな施設投資を目的とした設計を依頼する客の数が伸び悩んでいる。わずかに投資を続ける客からは設計報酬まで見直しを要求されるなど、価格低減の要求が強い。
,,▲,スーパー（店長）,販売量の動き,・北海道における既存店の売上は前年比95.6％であり、12月と同水準にある。部門別にみると、家電及び化粧品の低迷により、住居用品が前年比91.7％と不振であるほか、暖冬の影響で冬物処分セールが不調な衣料品も前年比93.4％と低迷している。唯一、食品のみが前年比99.8％と前年並みとなっている。今年は元旦の初売りが前年比95.0％と例年になく低調に推移しており、中盤にばん回したものの、降雪や新規競合店出店の影響もあり、苦戦している。
,,▲,スーパー（店長）,販売量の動き,・販売量は前年比102％と前年を上回っているが、前年５月の競合店オープン時と同じくらいの販売量にとどまっている。
,,▲,コンビニ（エリア担当）,単価の動き,・客の買物の様子をみると、再び単価の安い商品に移っている気配がある。
,,▲,コンビニ（エリア担当）,単価の動き,・年明け以降、前年と比較して客単価が低くなっている。雪が少ないため、客は遠出をして買物に行く傾向があり、スーパーと競合する商品の動きが悪い。
,,▲,コンビニ（エリア担当）,販売量の動き,・12月までは安定していたが、１月は買上点数が減少傾向にある。客単価は前年並みを維持しているが、原油高騰の影響か、買い控えの傾向が強い。
,,▲,衣料品専門店（店長）,販売量の動き,・今年は例年よりも暖かく、雪も非常に少ないため、冬物商材の動きが悪かった。
,,▲,家電量販店（経営者）,販売量の動き,・年末商戦明けの消費がかなり落ち込んでいる。
,,▲,乗用車販売店（従業員）,競争相手の様子,・管内の同業者をみると、前年並みの売上に達している企業が少ない。
,,▲,高級レストラン（スタッフ）,販売量の動き,・年々１月の状況が悪くなっている。特に12月に前年実績を上回ると、その反動が１月に出てくる感じがある。ランチは前年を超えたが割引メニューが中心で利益につながりにくく、道内企業の会社員による利用も減少したままである。ディナーは前年比70％と激減したが、個室が道外企業の新年会利用などで前年並みとなった。全体の売上はぎりぎりで前年並みとなった。
,,▲,観光型ホテル（経営者）,来客数の動き,・依然として道内客の動きは鈍い上、本州からのツアー客の入込にも陰りが出てきている。旭山動物園の人気は絶大だが、ノロウイルスの異常発生の影響もあり、厳しい情勢にある。ただ、宿泊単価、総消費単価が高水準にあるのが、救いになっている。
,,▲,観光型ホテル（経営者）,来客数の動き,・今月は、特に後半の動きが悪いが、２月の予約状況は例年より良いことから、何らかの特殊要因があるとみられる。
,,▲,観光名所（役員）,来客数の動き,・観光入込が伸び悩んでおり、ロープウェイの輸送人員は前年比で７％の減少となっている。
,,▲,その他サービスの動向を把握できる者,来客数の動き,・天候不順のため、３日間ほどフェリーが運休となり、旅客数は前年比で４％の減少と３か月連続での減少となった。
,,▲,住宅販売会社（経営者）,来客数の動き,・相変わらずマイホームセンター、モデルハウス等への来場者が少ない。
,,×,＊,＊,＊
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,家具製造業（経営者）,受注量や販売量の動き,・特に請負物件に活発な動きがある。
,,○,輸送業（経営者）,取引先の様子,・３か月前と比べると燃料が安くなったほか、天候の影響で休航することが非常に少なかったことから全体としては上向いている。またセールスの強化を図ったことも理由の一つとして挙げられる。
,,□,輸送業（支店長）,受注量や販売量の動き,・鉄鋼及びその周辺メーカーは好調を維持しているものの、総体として取扱数量の増加はみられない。また輸出入コンテナもほぼ前年並みの数量で推移している。
