Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,コンビニ（エリア担当）,来客数の動き,・タスポの効果により、引き続き来客数が増加している。それに伴い、菓子や飲料水の販売量が増加している。気温は前年より若干低めだが、６月の低温と比較すると高く、その恩恵を受けている。
,,○,観光型ホテル（スタッフ）,単価の動き,・北海道観光の最盛期になり、宿泊の予約状況をみると、道内客の動きは鈍いが、道外からの観光客は前年並みとなっている。特に、海外客については、前年より料金を押さえ気味にしているせいもあって、前年よりも増えている。
,,□,商店街（代表者）,販売量の動き,・バーゲンということもあり、かなりの販売量となっているが、商品価格も低下しているため、数が出ても売上につながらず、予算を切る日もあった。月全体をみると、売上の良い日と悪い日の両方があり、どちらともいえない状況である。
,,□,コンビニ（エリア担当）,単価の動き,・来客数は前年を上回っているが、客単価が前年を下回っている。このため景気が良いのか悪いのか判断が付かない。
,,□,コンビニ（エリア担当）,単価の動き,・ガソリン高騰の影響で、郊外の大型スーパーへの移動を控えているのか、アルコールなどの単価の高い重量商品の販売量が増加している。客からも、自動車の利用を控えているとの話を聞く。
,,□,家電量販店（経営者）,お客様の様子,・北京オリンピックを前にして、テレビやＤＶＤレコーダーの需要が思いのほか悪い。
,,□,家電量販店（店員）,来客数の動き,・週末に行われるイベント招待会には集客できるが、平日の来客数が少ない。
,,□,乗用車販売店（従業員）,販売量の動き,・生活費の負担が大きくなっていることから、自動車を買うどころでない人が多い。
,,□,一般レストラン（スタッフ）,販売量の動き,・北海道洞爺湖サミットの影響で、６月後半から７月10日までの来客数及び売上が前年の70％と大幅に落ち込んでおり、引き続き厳しい状況にある。
,,□,旅行代理店（従業員）,お客様の様子,・学校が夏休みに入っているにもかかわらず、申込件数があまり伸びてこない。
,,□,タクシー運転手,お客様の様子,・原油高騰に伴いガソリンや灯油などの燃料費が上がっていることから、自家用車の乗り控えがあるかと思われたが、さほどタクシーの利用にはつながっていない。
,,□,タクシー運転手,来客数の動き,・夏休みに入って観光客が少し増えたが、その割にタクシーの売上が増えていない。原油高騰に伴う物価高の影響から利用客が減っている。
,,□,美容室（経営者）,来客数の動き,・季節的な要因もあるが、３か月前と比べて、来客数、単価、売上のいずれも悪くない状況にある。
,,□,住宅販売会社（経営者）,来客数の動き,・住宅業界はどん底の状態で横ばいを続けている。モデルハウス等への来場者もほとんどみられない。
,,▲,商店街（代表者）,販売量の動き,・消費者の生活防衛意識は依然として変わらず、業種を問わず前年を下回っている状態にある。夏物衣料も、大型店、路面店にかかわらずセールを行っているが、前年並みの売上を確保できていない。出張者が多く訪れる屋台村も晩酌程度の利用に過ぎず、各店が前年割れの状態にある。注文したおにぎりをホテルに持ち帰り食べる客も増えている。
,,▲,商店街（代表者）,お客様の様子,・夏物シーズンの真っ最中であり、浴衣を中心に若い人向きの商品の動きは前年と大差がないが、中高年向きの少し単価の高い商品の動きが良くない。生活防衛意識が強まっている印象がある。
,,▲,商店街（代表者）,お客様の様子,・客の動きみると、安い物を探して歩き回る傾向が出ている。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・観光客向けの仕事をしているが、北海道洞爺湖サミットの影響からか、観光客の動きが相当悪い。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・今月は各地で夏の祭りが行われており、例年であれば売上が伸びてくる時期であるが、今年は今一つ売上が伸びてこない状況にある。天候も良い状態で推移しているにもかかわらず、ビール等の飲料水の売上が不振である。
,,▲,百貨店（売場主任）,お客様の様子,・季節商材の値下げ時期だが、依然として、来客数の減少が続いており、厳しい状況から抜け出すことができないでいる。特に50～70才代の客が減っており、生活環境が厳しい様子がうかがえる。
,,▲,百貨店（売場主任）,単価の動き,・全体的にお中元商品の客単価が低下している。
,,▲,百貨店（販売促進担当）,販売量の動き,・７月に入り、セール立ち上げ後の１週間こそ勢いがあったものの、２週目以降は売上が前年を大きく下回っている。来客数が減少傾向にあるうえ、客単価も低下傾向にある。価格志向の代名詞とも言うべきセールの不振は、消費者の購買心理の冷え込みが更に強まっていることを表している。
,,▲,スーパー（店長）,販売量の動き,・酒や飲料といった夏物商材の動きが今一つ良くない。７月は販売量が大きく伸びなければならない月であるにもかかわらず、６月並みの数字となっている。
,,▲,スーパー（役員）,単価の動き,・石油製品の値上げが今後も続くと誰もが思っていることから、買物は価格の低い商品に集中している。価格の高い商品については客離れを感じる。
,,▲,スーパー（役員）,単価の動き,・来客数の増加により、既存店ベースの売上は前年から10％台の増加となっているが、ここ３か月、１人当たりの平均買上点数が月を追うごとに減少している。今月の買上点数は前年を1.2％下回っている。
,,▲,コンビニ（エリア担当）,お客様の様子,・タスポの効果で売上の増加が続いている。しかし、ガソリン価格の高騰、物価上昇の影響により、客単価は低下している。周囲の一次産業も厳しい状態が続いており、今後は厳しくなる可能性が高い。
,,▲,家電量販店（地区統括部長）,販売量の動き,・今月は、中旬の気温上昇の影響でエアコンを中心とした季節商材の売行きが好調であった反面、期待していた薄型テレビやＤＶＤレコーダーの売行きが予想以上に悪く、全体としては前年をやや下回っている。
,,▲,乗用車販売店（営業担当）,販売量の動き,・燃料高の影響で買い控えが生じている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・今月は北海道洞爺湖サミットの影響があり、観光客の入込数は前年から10％の減少となっている。特に上旬がひどく悪かった。
,,▲,高級レストラン（スタッフ）,お客様の様子,・今夏は、６月中旬以降、ビール客が一時的に増えていたが、大通公園のビヤガーデンが始まってから客足が一気に遠のき、例年と同様の状態に戻ってしまった。大通公園のビール客はすすきのへ出るケースも少なく、タクシー運転手にもその効果は出ていないようだ。
,,▲,観光型ホテル（経営者）,来客数の動き,・国内ツアー客の動きが良くない。地元大手建設業の倒産があったこともあり、地元からの集客も悪く、とにかく客が動かない状態にある。アジア人観光客の集客も良くない。まずまずなのは、夏休みの家族個人旅行だけである。
,,▲,旅行代理店（従業員）,来客数の動き,・原油高騰の影響はかなり大きく、観光や業務性のパックツアーを中心に落ち込みがみられる。海外旅行はアジアを除き、かなり悪化している。北京オリンピックの影響も否めない。
,,▲,旅行代理店（従業員）,販売量の動き,・前年と比較して明らかに受注量が減っている。北海道洞爺湖サミット開催による道内旅行の出控えとガソリン価格高騰のダブルパンチにより、道内宿泊券の取扱は大いに苦戦を強いられている。海外旅行の燃油サーチャージによる影響は言うまでもない状況である。
,,▲,通信会社（企画担当）,競争相手の様子,・原油高に起因する物価上昇により、通信機器の信頼性よりも価格を重視する客が増加しており、安価な通信業者へ客が流出している。
,,▲,観光名所（役員）,来客数の動き,・７月に入り、北海道洞爺湖サミットによる交通規制強化をきっかけに、団体客、個人客共に大幅に落ち込んでいる。海外客はまずまずの状況で推移しているものの、来客数が前年を下回るのは確実な状況である。
,,▲,観光名所（職員）,来客数の動き,・３か月前と比べると、利用者数が252％の伸びとなっているものの、閑散期に比べての比較である。前年との比較では、86.9％となっており、ガソリンの高騰及び物価高騰の影響が随所に出てきている。
,,▲,美容室（経営者）,来客数の動き,・年金生活者の来店周期が以前より長くなってきている。医療、福祉等の将来への不安感が増大しており、支出を抑えているように感じられる。特に、最近は行政への不満の声が多く聞かれる。
,,▲,美容室（経営者）,来客数の動き,・北海道の景気が下降線をたどっているなか、ガス・水道・電気といった公共料金や灯油、ガソリンを始めとした物価も値上げが続いており、景気の悪さに拍車が掛かっている。
,,▲,設計事務所（職員）,お客様の様子,・複数の観光ホテルの新築に対する融資が保留され、事業着手が延期されるなど、民間工事が少ない。わずかに国の関連機関の工事があるのみで、建設工事の総量が極めて少なくなっている。
