Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,お客様の様子,・暖冬ではあるが、２月は気温の低下した日も多く、冬物の最終処分において、客がまだ冬物を求める様子がみられた。春物に関しては、割と客の動きが早くなっている様子がみられる。
,,○,一般小売店［土産］（店員）,来客数の動き,・客の様子をみると、欲しいものにはお金を惜しまないが、興味のないものなどはほとんど買わないという二極的な選択の買い方がみられる。
,,○,コンビニ（エリア担当）,それ以外,・大型建築工事が増加しているほか、造船業や自動車販売業が好調であり、その影響がみられるようになってきている。客の動向をみると、現場工事従事者の動きが良くなってきている。
,,○,乗用車販売店（営業担当）,販売量の動き,・来客数が減ってきているものの、販売量が前年を上回ってきている。
,,○,その他専門店［ガソリンスタンド］（経営者）,来客数の動き,・客は価格に対しては敏感だが、来客数及び販売数量は伸びている。
,,○,スナック（経営者）,来客数の動き,・前年の２月と比べると、今年は良くなってきている。
,,○,観光型ホテル（経営者）,販売量の動き,・本州ツアー客や海外客の動きが活発であり、宿泊単価には厳しいものがあるが、付帯収入が好調で総消費単価が上昇している。一方、地元客、道内客は伸び悩んでおり、湯治客も減少傾向にある。
,,○,旅行代理店（従業員）,販売量の動き,・２月に入って国内旅行の受注が増加している。特に添乗員付きの高単価商品が売れている。
,,○,旅行代理店（従業員）,販売量の動き,・客足が増えており、すでにゴールデンウィークの受注も始まってきている。
,,○,観光名所（役員）,販売量の動き,・ロープウェイの輸送人員、土産物の販売額が共に前年比で15％ほど増加しているなど、回復基調にある。
,,□,商店街（代表者）,販売量の動き,・引き続き暖冬の影響が現れており、冬物衣料の処分品が不調である。天候に大きく影響を受けない飲食関連も前年を確保できない状態である。
,,□,一般小売店［酒］（経営者）,販売量の動き,・今月は当地の冬の大きなイベントである「小樽雪あかりの路」が開催され、50万人を超える人が見物に来た。期間中、得意先の飲食店、ホテル等では、その恩恵を受けたことから、売上が好調に推移したが、そのような特殊要因の中でのことなので、景気が良くなったとは判断できない。
,,□,百貨店（販売促進担当）,お客様の様子,・暖冬の影響で春物のコートなどの出足は良いが、必ずしも景気が上向いているとは言い難い状況にある。
,,□,スーパー（役員）,お客様の様子,・来客数が増加傾向にある。
,,□,スーパー（役員）,単価の動き,・客単価が前年比101.5％と前年を上回っており、３か月前と比較して変化なく推移している。
,,□,家電量販店（店員）,単価の動き,・薄型テレビの販売台数が前年を超えており、引き続きよく売れている。客単価が少し低いものの、来客数は前年と変わっておらず、イベントの際の客の反応も良い。
,,□,家電量販店（地区統括部長）,単価の動き,・販売量は前年比103.5％と微増しているが、客単価が全体で96.2％と落ち込んでおり、トータルでは前年とほぼ変わらない状況である。
,,□,乗用車販売店（従業員）,販売量の動き,・今月前半はかなり苦戦しており、前年実績を下回っていたが、後半は巻き返しており、トータルでは変わらない状況である。
,,□,高級レストラン（スタッフ）,単価の動き,・アラカルト料理と比べてセット料理のウエイトが高くなってきており、その分、単価が下がり気味である。ランチ、ディナー共、こうした動きが顕著である。
,,□,高級レストラン（スタッフ）,販売量の動き,・全体売上は前年を超えた。昼食は広告を出したメニューが女性客に好評であり、前年比は20％の増加となった。ただ、道内企業のサラリーマンの利用はまだ少ないままである。夕食も広告メニューの効果で新規客が増えたが、客が減っており、結果として前年並みとなった。個室は、本州の自動車企業とその関係団体、リース系企業による利用分が増収に結び付き、前年を大きく上回った。さっぽろ雪まつり期間中は、昼夜とも前年並みであったが、会場付近のホテルにあるレストランでは、悪天候の影響で、特に夕食利用が増えたと聞いている。
,,□,一般レストラン（スタッフ）,来客数の動き,・ディナータイムの来客数は変わらないが、ランチタイムの来客数が３か月連続して減少している。
,,□,観光型ホテル（経営者）,来客数の動き,・２月の売上、来客数は、前年より10％ほど増加しているが、前年が悪すぎたためであり、平年ベースでみると、あまり変わらない。
,,□,旅行代理店（従業員）,お客様の様子,・例年どおりで特に変わった様子もない。販売単価が上がっているようにもみえない。
,,□,タクシー運転手,来客数の動き,・２月はさっぽろ雪まつりなどのイベントが開催され、イベントへの来場客は増えているが、海外からの観光客が増えているためであり、タクシーの利用にはほとんど結び付いていない。また、雪の日が少なく、暖かい日が多かったことから、タクシー利用客は前年よりも減っている。ノルディックスキー世界選手権札幌大会も開催されているが、宣伝がほとんど行われていないため、あまり盛り上がっていない。
,,□,タクシー運転手,競争相手の様子,・同業他社も前年割れのところが多く、例年にない暖冬少雪が響いているようだ。
,,□,美容室（経営者）,来客数の動き,・前年に比べて来客数の月ごとの変動が大きくなってきているが、３か月平均でみると前年並みの来客数となっている。
,,□,設計事務所（職員）,販売量の動き,・札幌市内の空地での開発基本構想の件数は以前と変わりない。ファンド関連の不動産取引もピークを超えたとの観測もあり、景気動向に大きな変化はみられない。
,,□,住宅販売会社（従業員）,お客様の様子,・客の所得水準がやや低下気味のためか、住宅ローンの借入がままならない状況にある。
,,▲,商店街（代表者）,販売量の動き,・１月と比較して来客数が減少している。また客の低価格志向が強いことに加えて、春の異動シーズンを控えていることから、客の財布のひもも固く、客単価が低下している。
,,▲,商店街（代表者）,お客様の様子,・暖冬の影響で季節商材の売上が低迷している。また消費者の先行き不安によるものなのか、前年の11月ごろから客の買い控えを強く感じるようになってきている。
,,▲,スーパー（店長）,販売量の動き,・北海道全体での売上高は１月と比較して3.4％の増加となっている。部門別にみると、衣料品が前年比101.4％、住居用品が前年比96.4％、食品が前年比98.9％、専門店が前年比94.5％となっており、住居用品と専門店の落ち込みが目立っている。住居用品では、家電、化粧品、寝具が低迷しており、専門店では雑貨、アパレルの店舗が苦戦している。一方、食品では畜産、加工食品、そう菜が好調に推移しており、衣料品では冬物処分品と定価販売している春物の動きに支えられ、婦人衣料、インナーウェアが堅調に推移している。
,,▲,スーパー（店長）,販売量の動き,・３か月前と比較して、販売量が１割弱落ち込んでおり、前年比でもやや悪くなっている。
,,▲,コンビニ（エリア担当）,単価の動き,・客の買物個数が増えない。例年であれば、積雪の影響で自宅近くの店で買物するようになるのだが、暖冬の影響で遠くの大型店で買物をする客も増えているようである。財布のひもが緩くなった気配が感じられない。
,,▲,コンビニ（エリア担当）,来客数の動き,・暖冬の影響により除雪業者への経済効果がないことに加えて、漁獲高の減少により加工場の閉鎖、規模縮小などが起きており、給料日前の売上が低迷している。
,,▲,コンビニ（オーナー）,単価の動き,・客単価が低下しており、来客数も減少している。
,,▲,衣料品専門店（店長）,販売量の動き,・今年の北海道は暖冬であり、石油製品の値上がりが落ち着いたようではあるが、やはり、このことが家計に響いており、商売にも影響している。
,,▲,家電量販店（経営者）,販売量の動き,・年末商戦後の反動と例年どおりの２月の販売量の少なさが重なり、売上が落ちている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・和食レストランの昼食利用客が前年比で10％程度減少しているなど、前年８月に閉店した百貨店の影響が顕著に表れている。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・全国的な暖冬の影響で国内からのスキー客が減少している。海外からのスキー客は増えているが、国内客のマイナス分をカバーするまでには至っておらず、売上も悪くなっている。
,,▲,旅行代理店（従業員）,販売量の動き,・毎月の客の動きが大きく上下している。２月の道内温泉への申込は動きが悪く、３月の申込も前年を大きく下回っている。４月の申込も選挙の影響か出足が悪い。
,,▲,美容室（経営者）,販売量の動き,・一向に客足が増加してこない。
,,×,住宅販売会社（経営者）,販売量の動き,・マンション等の販売はまずまずだが、一戸建て住宅の受注が非常に減っている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,家具製造業（経営者）,受注量や販売量の動き,・大都市圏を中心に高額品の販売が好調である。
