Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,乗用車販売店（従業員）,販売量の動き,・新型コロナウイルスの影響で先行きが不透明なところもあるが、消費税増税後の反動減がみられた前年と比べると、若干、景気は良くなってきている。
,,□,商店街（代表者）,来客数の動き,・11都府県を対象とした緊急事態宣言が続くなか、区域内の来街者数は昼間、夜間を問わず最低の水準が継続している。特に夜間においては、午後６時頃の来街者が例月の１～２割程度まで落ち込んでいる。荒天の影響もあり、１人の客もみられなかった日があるという店舗も僅かではあるが増えてきている。
,,□,百貨店（販売促進担当）,来客数の動き,・11都府県を対象とした緊急事態宣言の影響で人の動きが抑制されており、来客数が減少したままの状態が続いている。緊急事態宣言が解除されるまでは今の状況が続くことになる。
,,□,スーパー（店長）,お客様の様子,・食品の売上が好調であり、１月も前年を３％程度上回っている。一方、衣料品は前年の８割程度の水準から脱却できずにいる。新型コロナウイルスの感染防止対策が始まった頃から不要不急ではない商材の購入を控える傾向が続いており、新型コロナウイルス禍前の状態にはなかなか戻ってこない。
,,□,スーパー（企画担当）,販売量の動き,・３密を避ける意味合いもあり、客の来店頻度が低下する傾向が続いている。一方、まとめ買いによる買上点数の上昇がみられる。また、巣籠り消費のなかで多少値が張ってもおいしいものを食べたいという気持ちがあるのか、本マグロや国産牛肉のような高単価商材も新型コロナウイルス禍前と比べてよく売れている。
,,□,スーパー（役員）,来客数の動き,・ここ数か月、営業指標などの数値に大きな変化はみられない。来客数は減少しているものの、客単価が上昇していることで、売上は前年を３～５％前後上回って推移している。元々、レストランや居酒屋などの事業者による買上が多くみられていたが、それにもかかわらず来客数の減少が５％程度にとどまり、客単価が大きく伸びていることから、家庭内需要が相当増えていることがうかがえる。
,,□,スーパー（役員）,販売量の動き,・節分商材やバレンタイン商材の販売が好調である。外食、旅行などの費用がこうした家庭内イベントの費用に回っているとみられる。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数は減少したままである。ただ、客単価が上がっていることから、売上が若干の減少にとどまる状況が続いている。
,,□,衣料品専門店（店長）,来客数の動き,・今年の初売りは来客数が前年の60％にとどまった。また、必要なものしか売れなかったことで客単価も落ち込んでおり、良いところが全くなく苦戦した。
,,□,乗用車販売店（従業員）,販売量の動き,・12月は客の動きが悪かったが、１月に入り客の動きが良くなっており、販売量が増えている。当社の決算が近づいていることもあり、売れている営業マンも多くなっている。ただ、例年、当地では春先に向けての需要がみられ始める時期であるため、景気が良くなっているのか判断に難しい面もある。
,,□,乗用車販売店（従業員）,販売量の動き,・１月の販売量は前年並みに推移している。客の動きもそれほど悪くない。ただ、法人客の一部では、在宅勤務などの影響で商談に時間が掛かるケースが増えている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・自粛傾向が全体的に強まっていることで、販売量が減少している。
,,□,旅行代理店（従業員）,販売量の動き,・悪い状況のまま変化がみられない。ネガティブな報道の影響もあり、景気が良くなる気配も感じられない。
,,□,通信会社（企画担当）,来客数の動き,・当地の警戒ステージが下がらないなか、外出自粛の影響もあり、来客数が増えてこない状況にある。そのため、店頭での通信サービス販売もなかなか増えてこない。
,,□,美容室（経営者）,お客様の様子,・客の予約状況、売上をみても３か月前とほぼ変わらない状況にある。
,,□,美容室（経営者）,来客数の動き,・感染拡大地域からの客の利用について、独自条件を設定しており、それをクリアできない場合はほかの席との間隔を空けるようにするか、利用自体を遠慮していただくようにしている。また、店内における受入許容人数を設定していることもあり、来客数が以前の水準に戻っていない状況にある。
,,▲,商店街（代表者）,お客様の様子,・客の様子をみる限り、景気は悪い。仕事量が段々と減ってきているようである。
,,▲,百貨店（営業販促担当）,来客数の動き,・来客数が回復してこない。特に１月は感染者が全国的に増えたことで、来客数が極端に落ち込んでいる。
,,▲,コンビニ（エリア担当）,それ以外,・感染者の増加に伴い、商材の動きが一層落ち込んでいる。店内での販売は、来客数が減少しているものの、客単価の上昇により落ち込み分をカバーできているが、外販の減少幅が拡大しており、全体売上も減少している。
,,▲,コンビニ（エリア担当）,お客様の様子,・時間帯にもよるが、３か月前と比べて客の動きが落ち込んでいる。繁華街でオープンしている店の数、タクシー運転手の話などからも景気の悪さがうかがえる。
,,▲,家電量販店（店員）,来客数の動き,・正月の初売りの客足が鈍かった。後半になっても来客数の伸びがみられなかった。
,,▲,乗用車販売店（経営者）,お客様の様子,・例年であれば増販期を迎える時期であり、客の来店も活発になってくるが、今年は様々な業種での低迷が報道されていることもあり、客の動きがとても悪い。新型コロナウイルスの感染拡大も影響している。
,,▲,乗用車販売店（従業員）,販売量の動き,・いまだに新型コロナウイルスによる影響が続いており、なかなか上向きになってこない。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・懸念していたとおり、来客数の減少がみられ始めている。前年は新型コロナウイルスの影響で衛生関連商材の動きが良かったが、今年はその分がマイナスとなっている。
,,▲,高級レストラン（経営者）,来客数の動き,・当地においては、まず街中の飲食店などで新型コロナウイルスのクラスターが出たことで、人通りがほぼなくなった。その後も、隣町で複数のクラスターが生じ、累計で何百人という単位の感染者が発生したため、住民が飲食などに出掛ける機会もほぼなくなった。このため、限られた客しか来店せず、このままで営業を続けていけるのかと思うほどの客入りで困っている。
,,▲,旅行代理店（従業員）,来客数の動き,・年明けからの緊急事態宣言の影響により、客の動向がますます悪化してしまっている。
,,▲,タクシー運転手,来客数の動き,・この３か月間、来客数が徐々に減ってきている。繁華街は客の流れもなく、深夜は一瞬ゴーストタウンにみえるほどの壊滅的な状況にある。店も商売をやめてしまったのか、シャッターが降りているところも多い。
,,▲,タクシー運転手,販売量の動き,・新型コロナウイルスの影響による外出自粛が長期化しており、営業収入が低迷している。また、貸切りバスの稼働率も低迷しており、このまま続けば事業継続も危ぶまれる。
,,▲,美容室（経営者）,来客数の動き,・新年会や成人式などのイベントが中止となるなど、人の動きが減少している影響で来客数が減少している。
,,▲,住宅販売会社（経営者）,お客様の様子,・新型コロナウイルスの影響で、分譲マンションのモデルルームに来訪する客の多くが、気軽に再訪できなくなっている。そのため、契約に至るまでの時間が長くなってきている。
,,×,商店街（代表者）,来客数の動き,・商店街の来街者が減少している。特に土日の人出は、新型コロナウイルス禍前の半分以下の水準に落ち込んでいる。
,,×,商店街（代表者）,来客数の動き,・当地は他地域に先駆けて緊急事態宣言相当の自粛が要請されたが、その成果もあり、感染者数が減少傾向に転じている。ただ、それと裏腹に中心部の通行量は、日中で通常時の半分程度、夜間で２割程度まで落ち込んでおり、商売にならない状況となっている。休業要請の対象業種ではない店舗も休業に追い込まれており、事態は一層悪化している。Ｇｏ　Ｔｏ　商店街キャンペーンも延期を繰り返していることで、いまだに実施に至っておらず、実施予定者側も疲労困ぱいしている。
,,×,一般小売店［土産］（経営者）,来客数の動き,・当地でも新型コロナウイルスのクラスターが幾つも発生していることで、ゴーストタウンのようになっている。１月の売上は前年比16.4％にとどまっており、35人の社員を守れなくなってきている。
,,×,一般小売店［土産］（経営者）,来客数の動き,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの一時停止、11都府県を対象とした緊急事態宣言の発令があったことで、観光客、ビジネス客が減っている。体感では前年から８～９割近い減少とみられ、前年４月に緊急事態宣言が全国に拡大されたときと同じような状況にある。
,,×,一般小売店［酒］（経営者）,お客様の様子,・当地では、１月に入り、地域の様々なところで新型コロナウイルスの感染者が発生しており、その影響で客足がほぼ途絶えている。特に顧客である飲食店への影響が顕著であることから、景気は悪い。
