Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,来客数の動き,・ゴールデンウィークの来客数の動きから、景気はやや良くなっている。
,,○,一般小売店［土産］（経営者）,お客様の様子,・ニュースなどから消費税増税が見送られるのではないかという雰囲気になっており、消費者から歓迎する声が上がっている。
,,○,百貨店（担当者）,単価の動き,・顧客向け施策の実施期間中の売上は減少したものの、通常時の売上は総じて増加傾向にある。
,,○,百貨店（販売促進担当）,それ以外,・５月中旬以降、気温が上昇したことにより、婦人服を中心に初夏物の動きが良くなってきており、それまで低迷していた衣料品が回復傾向に転じている。
,,○,スーパー（店長）,来客数の動き,・来客数が徐々に前年実績を上回るようになってきた。
,,○,スーパー（役員）,来客数の動き,・既存店ベースの来客数が前年並みを確保したことから、３か月前との比較ではやや良くなっている。ただ、景気が回復している様子までは感じられない。
,,○,スーパー（役員）,お客様の様子,・北海道新幹線の開業効果から、ゴールデンウィーク以降、観光客が増加しており、街全体が活気付いている。
,,○,コンビニ（エリア担当）,販売量の動き,・沿岸部を中心に売上、来客数が回復傾向にある。サケマス漁の代替としてサバやサンマの漁が始まったことの影響とみられる。ただ、加工場などの周辺事業への効果が薄く、大幅な改善まではみられない。
,,○,コンビニ（オーナー）,販売量の動き,・５月は売上が前年比105％、来客数が前年比101％、客単価が前年比104％となった。特に品ぞろえを拡大した冷凍食品は前年比150％と大きく伸びた。
,,○,衣料品専門店（経営者）,販売量の動き,・ゴールデンウィークが終わってから天候が良くなったことで売上の増加につながった。
,,○,高級レストラン（スタッフ）,販売量の動き,・４月に続き、観光客の団体利用が多い。ランチ、ディナーともに客単価が例年にないほど高く、全体売上は前年から40％増加している。ただ、業界の人手不足が深刻である。
,,○,観光型ホテル（スタッフ）,来客数の動き,・近隣アジアからの外国人観光客がマイナス基調で推移したものの、国内からの報奨旅行、イベント需要が好調に推移したことで、トータルではプラスとなった。
,,○,旅行代理店（従業員）,来客数の動き,・５月はゴールデンウィーク期間中も含めて暖かい日が続いたことから、芝桜やチューリップの花めぐりなどの観光需要が好調に推移している。
,,○,観光名所（従業員）,来客数の動き,・５月26日時点の利用乗降客数が前年比107％となっており、やや良くなっている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光客の入込により、旅客、車両ともに輸送量が増加している。
,,○,住宅販売会社（経営者）,お客様の様子,・北海道新幹線の開業以降、当地域に観光客が大勢訪れており、飲食店、ホテル、旅館などがにぎわっている。ただ、そうした効果が一般消費や住宅建築にはまだ結び付いていない。
,,□,商店街（代表者）,お客様の様子,・客の気持ちは以前と比べて少しは上向いているが、買物の様子は依然として変わらない。
,,□,商店街（代表者）,来客数の動き,・５月に入り、地元住民の来街が増加していたが、下旬に真夏日が４日連続で続いた影響で高齢者の客足がしばらく途絶えたため、月全体としては例年並みであった。また、観光客は外国人観光客も含めて中心市街地に宿泊することが多いものの、日中は他所に出かけるため、中心市街地では夜間に飲食店などを利用するのみであり、お土産などの物販店で目立った消費をしていない。
,,□,商店街（代表者）,販売量の動き,・一般消費に大きな増減はみられないが、外国人観光客による消費が大幅に落ち込んでおり、外国人観光客をターゲットにした店では売上が２～４割ほど落ちている。来客数が減少している影響も少しはあるが、何よりも客単価の大幅な低下が大きく影響しており、特にブランド品、高級品、家電製品などの落ち込みが大きくなっている。
,,□,商店街（代表者）,お客様の様子,・客足が冬期間と変わらない。自分自身も買物や外食をできる限り控えている面があるが、それと同じような雰囲気を街中で感じる。
,,□,百貨店（売場主任）,来客数の動き,・４月に続き、来客数が10％近くダウンしており、なかなか回復してこない。定価品の売場だけではなく、催事場も売上が前年割れしており、来客数減少のダメージが大きい。
,,□,スーパー（企画担当）,来客数の動き,・株価が安定しないことで、株を保有していない人も景気の悪さを何となく感じている。消費税増税の１年後には持ち直しの動きも感じられたが、その後は原材料価格高騰の影響もあり、加工食品などは支払時に10％近い負担感を持っているようである。来店頻度も週３回の客が2.5回程度まで低下している。
,,□,衣料品専門店（店長）,お客様の様子,・例年、この時期はクールビズ関連の販売量が多くなるが、今年は客の買換えが進まず、買い控えが目立つなど、春先に引き続き財布のひもが固い。
,,□,家電量販店（店員）,来客数の動き,・来客数が前年よりも落ちている。
,,□,乗用車販売店（経営者）,販売量の動き,・新車、中古車ともに大きな変化はみられない。商材や経済状況に大きな変化がなく、ユーザーの購入意欲を前向きにさせる要因に乏しい。
,,□,乗用車販売店（従業員）,販売量の動き,・新車の販売台数が上向いてこない。特に軽自動車が奮わない。中古車は前年並みで推移している。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車が出た割になかなか伸び悩んでいる。
,,□,自動車備品販売店（店長）,販売量の動き,・カーナビは客単価が落ちているものの、販売量は前年並みであった。逆に夏タイヤは高単価商材で動きがみられる。車の納車が進む時期になるとともに、車内用品も比例して売れるようになってきている。
,,□,高級レストラン（スタッフ）,販売量の動き,・景気は３か月前と変わらない。当店では春先の値下げと告知拡大により、来客数が増えてきているが、値ごろ感のある料金のメニューばかりに注文が集中しており、景気回復を感じにくい状況にある。
,,□,旅行代理店（従業員）,お客様の様子,・春から秋にかけては旅行業の受注シ-ズンであり、前年並みの受付数があることから、景気は変わらない。
,,□,タクシー運転手,来客数の動き,・３～４月にかけて観光客の貸切利用実績が前年比で数パーセント落ち込んだものの、５月に入ってイベント観光のオーダーが若干伸びており、３か月前との比較ではプラスマイナスゼロであった。
,,□,通信会社（社員）,販売量の動き,・以前であれば客が商材を購入する際にグレードを上げたり、追加で関連商材をもう１品購入するといった余裕があったが、客の所得が変わってこないなかで、現在はそうした余裕がなくなってきている。必要な商材１点を安く買い、しかもグレードは抑えるというのがここ最近の流れとなっており、景気は全く上向いていない。
,,□,通信会社（企画担当）,販売量の動き,・通信機器の販売量は伸びているものの、都市部、量販店を中心に競合他社への乗換え流出が想定よりも多く、自社の通信サービスの利用実数が伸びてこないため、全体としては変わらない。
,,□,パチンコ店（役員）,単価の動き,・依然として、観光旅行業のみが潤っている。建設業は以前の勢いがないうえ、熊本地震の復興に伴い資材の不足や価格高騰の影響も懸念される。
,,□,美容室（経営者）,来客数の動き,・ゴールデンウィーク前後で来客数がかなり変化している。
,,□,住宅販売会社（経営者）,来客数の動き,・この数か月間、分譲マンションのモデルルームへの来客数が安定しており、大きな変化がみられない。
,,▲,商店街（代表者）,販売量の動き,・ゴールデンウィーク明けから25日にかけての買上客数が前年比で20％近く落ちている。ただ、月末になり少し盛り返してきている。
,,▲,一般小売店［酒］（経営者）,単価の動き,・単価の低い飲料水などは相変わらず堅調に推移しているが、単価の高い商材はブレーキがかかったようであり、動きが非常に鈍い。
,,▲,百貨店（販売促進担当）,販売量の動き,・ゴールデンウィーク後に低温や天候不順が続いたこともあり、来客数、買上客数とも苦戦している。５月後半からの気温の上昇とともに初夏アイテムの動きが回復したが、中盤までの不振をカバーするほどではなく、月全体では前年割れとなっている。
,,▲,スーパー（店長）,来客数の動き,・来客数の前年割れが継続している。また、客１人当たりの購入点数も前年割れとなっている。
,,▲,コンビニ（エリア担当）,お客様の様子,・ゴールデンウィークは悪天候だったこともあり、非常に厳しい結果であった。特に行楽用品の売上が厳しかった。また、４月に一部の商材で値上げのあったたばこやウィスキーなどの酒類の売上も低迷している。
,,▲,衣料品専門店（店長）,来客数の動き,・売上が前年を下回るなど、やや悪くなっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・自店だけではなく他店も含めてみると、全体的に２～３月と比べて販売台数が減っている。熊本地震の影響もあり、客がネガティブな方向に向かっている。
