Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,住宅販売会社（経営者）,お客様の様子,・円安株高でムードが非常に良くなっている。
,,○,商店街（代表者）,単価の動き,・卒業、入学等のシーズンとなり、パール等の装身具の売行きが良くなっており、客単価も前年と比べて20～30％上がっている。
,,○,商店街（代表者）,お客様の様子,・地域によって寒暖の差があるため、購入する商品が多少違うものの、細身の花柄のパンツなど、春物のトレンドに対しての客の関心が高く、興味を持って購買している客が比較的多い。
,,○,百貨店（売場主任）,単価の動き,・一般商品の動きも良いが、宝飾品やラグジュアリーブランドが好調である。
,,○,百貨店（販売促進担当）,販売量の動き,・まだまだ雪は残っているものの、日差しが春めいてきており、春物商材が動き出してきた。これから雪解けとともに、ますます購買に対する意欲は高まってくる。
,,○,百貨店（販売促進担当）,それ以外,・大雪などの天候要因を除けば堅調に推移している。天候要因を考慮しても買上客数は上向き傾向にある。都心の店舗のように、新政権の経済対策の効果や株高が直接的に影響しているとは思えないが、心理的には東日本大震災以降の消費控えからの回復が感じられる。
,,○,百貨店（役員）,来客数の動き,・客単価は変わらない又は下がっているが、来客数及び買上客数が伸びている。消費者の買いたい気持ちが高ぶってきている。
,,○,スーパー（店長）,販売量の動き,・１月から３月までの販売量が少しずつ右肩上がりで、増えてきている。
,,○,スーパー（店長）,販売量の動き,・衣料品については、低温が続き、春物本来の動きが多少鈍いが、高単価商品の動向が良い。食品については、販売量が堅調であることに加えて、単価も上がっており、好調である。住居については、雪解けが遅く自転車が不振だが、携帯電話、入園入学用品を中心に大きく伸長している。
,,○,スーパー（店長）,来客数の動き,・雪が残るなか、来客数が落ちるとみていたが、売上の状況をみても、客の動きをみても、そうはなっておらず好調である。
,,○,衣料品専門店（店員）,来客数の動き,・灯油等の値上げが冬場の家計を圧迫していたが、春になり、圧雪スケートリンクのような道路の雪が解けてきたことで、外出しやすくなり、それにともない購買動向も上向いてきた。
,,○,乗用車販売店（従業員）,販売量の動き,・北海道特有の影響ではあるが、暖かくなるにつれて、販売量、来客数ともに上向いてきている。今年は雪が特に多かったため、冬場の客の動きが鈍かったが、春先になり、雪が段々と解けてきて、一気に流れがきている。
,,○,乗用車販売店（営業担当）,販売量の動き,・当初想定したよりも受注量が上向きになってきている。全国的な傾向ではあるが、それに伴いメーカーも販売計画の上方修正を発表してきた。
,,○,自動車備品販売店（店長）,来客数の動き,・前年と比較して来客数が伸びていることに加えて、カーナビの販売台数が伸びている。
,,○,高級レストラン（スタッフ）,来客数の動き,・３月に入り、卒業や進学、転勤などの歓送迎会の客単価が上昇している。最近までは低単価コースに集中していたが、今は高単価商品のコースが多くなっている。
,,○,スナック（経営者）,来客数の動き,・やはり新政権の経済対策の効果が少しずつ出てきている。人が飲食街に少しずつ出てくるようになっており、客が増えてきている。
,,○,観光型ホテル（経営者）,来客数の動き,・外国人旅行客数が増加傾向にあることに加えて、国内の個人旅行客数が少しずつ回復しており、計画値を上回ってきた。
,,○,旅行代理店（従業員）,販売量の動き,・2012年度の決算見込を達成予定である。年明けから世上の雰囲気が上向いており、数値が伸びている。
,,○,旅行代理店（従業員）,販売量の動き,・３月に入っても降雪が多く、特に３月２日から３日にかけては管内で死者が出るほどの暴風雪であった。そのため、ＪＲや高速バスが天候により運休となるなか、航空機は比較的運休が少なく、札幌～女満別路線の需要が高まった。
,,○,観光名所（従業員）,来客数の動き,・当社の利用乗降客数において、３か月前の12月は前年比97.7％であったが、今月は25日までの実績で前年比102％と増加している。
,,○,美容室（経営者）,お客様の様子,・価格が高くても性能が良い商品であれば、以前よりも説明を聞くようになったり、購入する傾向が出てきた。従来は価格重視の傾向が顕著だった。
,,○,美容室（経営者）,お客様の様子,・来店客から、国内や海外に旅行する話がいつもよりも頻繁に聞かれる。
,,○,設計事務所（所長）,お客様の様子,・新規の問い合わせが増えている。
,,○,住宅販売会社（従業員）,来客数の動き,・転勤、引越しのシーズンに入ったこともあり、この機に分譲マンションを購入しようと考えている客が増加している。その結果、モデルルームへの来客数が増えている。
,,□,商店街（代表者）,お客様の様子,・３月になり、世の中が全体的にせわしなく動いているが、その割に売上の増加が見込めない。
,,□,一般小売店［土産］（経営者）,お客様の様子,・台風並みの突風と吹雪が続いたことが消費を落としている。今の状況ではあまり良くなるところまで見えていない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・３月は第１週及び第２週の週末が例年にないほどの吹雪となり、交通が遮断された状況もあり、極端に客足が鈍かった。通常であれば週末は売上に期待できるが、今月は週末の売上が非常に良くなかった。後半になり、幾分持ち直してきたが、全体的にはまだ良くなった印象はない。
,,□,百貨店（売場主任）,お客様の様子,・春物の婦人関連のジャケットやコートの動きが活発化している。新ブランドを導入したこともあり、パンツコーナーの売上が顕著に伸びている。しかし、紳士関連に関しては、春物のコート、スーツ、ジャケット関係の動きが前年比80％台と非常に厳しい状況である。
,,□,百貨店（売場主任）,お客様の様子,・24日現在、全館での売上は前年比97.3％と前年割れである。買上客数は前年比96％と前月を下回っている。一方、客単価は前年比100.7％とかろうじて前年並みとなっている。
,,□,スーパー（役員）,来客数の動き,・３月は順調に見える走り出しであったが、その後、例年にない大雪に見舞われた上、週末も降雪が続いたため、来客数が大きく落ち込んだ。客単価は前年比100.6％とやや上昇しているが、来客数の落ち込みの影響が大きく、売上は前年比で2.0～2.5％のマイナスで終わりそうな気配である。
,,□,スーパー（役員）,販売量の動き,・３月に入り、入学進学のお祝いギフトの動きが好調である。明るい話題が多いせいか、客の財布のひもが若干緩んでいる。
,,□,コンビニ（エリア担当）,来客数の動き,・客単価は上昇しているが、たばこの販売減にともなう客の来店回数の減少が続いている。
,,□,コンビニ（エリア担当）,販売量の動き,・公共工事が減少しており、工事現場作業者の来店が減少している。また、早朝の来客数も減少している。
,,□,衣料品専門店（店長）,来客数の動き,・景気が改善するような流れになっているが、中小企業は給与のベースアップもなく、厳しい状況にある。
,,□,家電量販店（経営者）,販売量の動き,・大型商材の販売数が絶対的に少ない。ＬＥＤ照明は売れてはいるが、単価低下が激しく、全体的な売上増にはつながっていない。
,,□,家電量販店（店員）,来客数の動き,・３月後半は来客数、売上とも前年を上回った。春需要が高まってきた。
,,□,乗用車販売店（従業員）,販売量の動き,・ショールームへの来客数が一向に増えず、にぎやかさがない。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が高止まりしているため、販売量が低迷している。
,,□,高級レストラン（スタッフ）,販売量の動き,・春休みに入った３月後半から、昼は家族連れの観光客の入りが良いが、夜は厳しく、全体ではほぼ前年並みである。マスコミで報道されているような景気が良くなっているという実感はない。
,,□,高級レストラン（スタッフ）,お客様の様子,・大雪などの影響で昼食が伸びず、前年並みとなった。夕食は週末の早い時間帯に家族連れなどでにぎわったが、その後が続かず、前年を下回った。地域別にランチの状況をみると、都市が低価格で地方がやや高めの傾向にあるが、地方の良心的な店は来客数を減らしても堅調な商売を続けているようだ。
,,□,観光型ホテル（スタッフ）,来客数の動き,・恒常的に近隣アジアからの観光客の入込が低調である。一方、国内旅行商品とビジネス目的の宿泊客は堅調である。
,,□,旅行代理店（従業員）,それ以外,・航空運賃の低価格化に反応して利用件数が伸びているが、結局は総売上と高収入商品の取扱額の低下につながっている。
,,□,タクシー運転手,来客数の動き,・３月は12月に次いでタクシーの売上が良い月である。今年は中旬までは雪の日が多く、乗客数も売上も前年より良かったが、中旬以降は暖かい日が多く、前年より売上が悪くなった。１か月を通すと前年並みの売上である。
