I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［酒］（経営者）,単価の動き,・このところ高額商材の売行きが大変堅調であり、６月はその動きがより一層顕著に表れている。特にワイン、シャンパン、ウィスキーといった商材で客単価が顕著に上がっている。
,,◎,観光名所（従業員）,来客数の動き,・６月25日現在、来客数が前年比129.9％と大きく伸びている。特に中国本土からの団体観光客の増加が著しい。
,,○,商店街（代表者）,来客数の動き,・６月に入り、来街者の服装をみると、例年よりもビジネス客が多かった。土産や夜の飲食の売上は普段と変わらなかったが、宿泊、駐車場を含めた交通関連、昼の飲食などが売上を伸ばした。景気の動向としては、原材料価格の高騰や電気料金の値上げの影響を受けつつも、ビジネス関連が活発化しつつあることから、わずかながら上向いている。
,,○,商店街（代表者）,販売量の動き,・大きな回復基調はまだみられないものの、家電関連を除けば若干だが前年を上回っている店舗が多い。ただ、店舗による格差が激しいため、景気の回復感は店舗によりさまざまである。その一方で、先行きを悪く言う人が少ないため、全体的には景気回復が進んでいる。また、外国人観光客をターゲットにした新規出店が大手を中心に加速しており、地域活性化に向けてのヒントがうかがえる。
,,○,一般小売店［土産］（経営者）,来客数の動き,・依然として航空機の乗降客が前年を５％程度上回っており、それに比例して、当店の売上も前年を５％上回る状況が続いている。
,,○,百貨店（販売促進担当）,来客数の動き,・６月初めは来客数、購買率、客単価のいずれも苦戦していたが、10日以降は持ち直し傾向となっている。客単価、購買率とも前年を上回って推移しており、売上も前年をクリアする日が続いている。
,,○,スーパー（役員）,お客様の様子,・お中元ギフトの販売が好調である。客単価も前年を５％程度上回っており、客に少し余裕が出てきたように感じられる。
,,○,コンビニ（店長）,来客数の動き,・６月の売上は、めん類やベーカリー、デザートなどの商品力の向上が奏功し、前年比103％と前年を上回った。
,,○,高級レストラン（スタッフ）,お客様の様子,・平日は観光客、特に年配の夫婦の来店が顕著であり、なかには、ようやく来ることができたと有り難い言葉をかけてくれる客もみられた。一方、週末は地元客が目立った。開店と同時に満席となる日もあり、全体の売上は前年を少し上回った。
,,○,スナック（経営者）,来客数の動き,・少しずつ観光客が増えているなかで、一般客も飲食店街に出てくるようになっている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・近隣アジアからの外国人観光客の団体旅行が好調である。国内客は、個人型のビジネス、観光ともに堅調である。
,,○,旅行代理店（従業員）,販売量の動き,・羽田便の供給座席数が増加したことから、外国人観光客の入込が伸びている。また、医学系の学会や学生のスポーツ大会、合宿などが管内で実施され、人の動きが活発化している。
,,○,タクシー運転手,来客数の動き,・６月はＹＯＳＡＫＯＩソーラン祭りなどのイベントやお祭りがあったことから、タクシーの売上が前年を上回った。夜の人出も前年より増えている。
,,○,タクシー運転手,販売量の動き,・６月に入り、競馬開催が始まったことなどから、人の出入りが多くなっており、特に観光客の入込が増えている。売上も３か月前に比べると14.8％も増加しており、前年と比べても７％程度増加している。
,,○,タクシー運転手,販売量の動き,・タクシーの乗降客数はほぼ横ばい状態であるものの、貸切バスの稼働率が向上している。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・例年と比較して、輸送量は全体的に減少しているものの、観光シーズンを迎えたことで、特に乗用車が増加傾向にあり、３か月前よりは上向いている。
,,○,住宅販売会社（経営者）,お客様の様子,・客が消費税増税の影響に慣れてきているなか、株価の上昇傾向が続いていることから、徐々に高額商材にも消費が回ってきつつある。
,,□,商店街（代表者）,販売量の動き,・全体的には買い控えの消費行動は変わっておらず、変化はみられない。
,,□,商店街（代表者）,お客様の様子,・今のところ、客の反応は前月と同じようであり、変わりがみられない。
,,□,百貨店（売場主任）,お客様の様子,・店内改装に伴う販売面積の減少といったマイナス要因もあるが、外国人観光客による売上が前年比240％と大きく伸びている一方で、来客数はほぼ前年並みで推移しており、全体売上は前年割れとなった。ただし、定価品の売上がほぼ前年並みであったこと、父の日やお中元の売上が２けたの伸びとなったなど、結果の出ている部門もみられる。
,,□,百貨店（担当者）,来客数の動き,・客単価は変わらないものの、来客数が減少している。
,,□,百貨店（販売促進担当）,お客様の様子,・近隣に競合する商業施設が開店して以降、来客数が減少傾向にある。客単価は前年を上回っているものの、店舗内の買回りが顕著に悪化しており、特に食料品の苦戦が目立っている。
,,□,スーパー（店長）,来客数の動き,・来客数の減少が継続している。
,,□,スーパー（企画担当）,お客様の様子,・全体のムードとしては、株式を所有していない人までもが株価高騰の恩恵を受けているような雰囲気があり、何かほんの一押しで消費が上向きそうな気配がある。ただ、従来どおりの手法では難しい。
,,□,スーパー（企画担当）,単価の動き,・一部の加工食品の店頭売価が上昇してきているが、大方の商材は競合他社の低価格政策もあり、上昇局面にはない。特に最近ではコンビニエンスストアにおいても特売チラシを折り込むなど、従来にない価格競争の激しさが感じられる。
,,□,コンビニ（エリア担当）,販売量の動き,・６月は前年との気温差が大きいことから、飲料水やアイスクリームの売上が前年と比べて大きく減少している。ただ、そうした状況のなかでも、高額商材の動きは良い。
,,□,コンビニ（エリア担当）,単価の動き,・６月は天候が悪かったことが大きく影響し、特に夏型商材で売上の減少がみられる。
,,□,衣料品専門店（経営者）,お客様の様子,・６月は低温の影響が大きく、浴衣などの夏物商材の動きが鈍かった。催事の売上は前年並みであったが、客単価が上がった一方で、来客数が減少した。また、プレミアム付商品券の購入に伴う出費が家計に負担をかけてしまっている面もうかがえる。
,,□,家電量販店（店員）,販売量の動き,・６月の売上は前年を下回った。特に夏物商材が動いていない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量も売上も前年並みで､景気が上向いているとは思えない｡
,,□,乗用車販売店（従業員）,販売量の動き,・販売量が増えるような、これといった要因がみられない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量や客が落とすお金の金額をみても、景気が良くなっているとは全く感じられない。ただ、北海道という土地柄、例年、４～５月が盛り上がって６月が夏枯れで落ち込む時期であるため、全体としては変わらない状況にある。
,,□,乗用車販売店（従業員）,販売量の動き,・例年、売上の落ち込む時期であり、今年は人事異動なども絡んできているため、６月の販売量はそれほど多くなかった。
,,□,乗用車販売店（役員）,販売量の動き,・新型車投入後も販売量に回復の兆しがみられない。客の動きにも変化がなく、見込み客も、購入予定客も増えてこない。
,,□,自動車備品販売店（店長）,競争相手の様子,・カー用品店ではスタットレスタイヤの商談会を例年８月に行っているが、今年は売上確保のための取組として、７月からスタートする予定となっている。
,,□,その他専門店［医薬品］（経営者）,単価の動き,・客の動きをみると、必要品を吟味し、購入を後回しにして、結局買わない傾向がみられる。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油価格が安定しているため、変化がみられない。
,,□,高級レストラン（経営者）,お客様の様子,・円安にともなう物価の高騰が不景気感を助長している。
,,□,高級レストラン（スタッフ）,販売量の動き,・売上は前年並みとなったが、客の流れが読みにくい。少ないながらも新規顧客がみられる一方で、いつも来店していた客がめっきり来なくなったりもする。食料品の値上げが続くなか、良質の食材を使った割高のメニューが敬遠されるようになってきており、地元客の単価低下は徐々に深刻さを増している。先日、顧客の服飾店を訪ねたが、ポイントアップの日だったらしく、混雑していた。しかし、普段の日は客入りが良くないらしく、売上の良い人気百貨店に出店していても特典がないと客を呼べないとこぼしていた。
,,□,観光型ホテル（役員）,来客数の動き,・個人客は増加しているが、料金改定により貸切観光バスの運賃が高騰したため、外国人観光客の団体利用の減少が目立つ。また、本州方面からの団体客も同様に減少しており、来客数が全体的に微減している。
,,□,旅行代理店（従業員）,お客様の様子,・株価上昇などの効果もあり、ある一定クラス以上の顧客の購買力は堅調だが、若者や子育て世代などの旅行需要が低調である。インターネットでの購入やＬＣＣ利用に流れている客も多い。
