Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,百貨店（販売促進担当）,来客数の動き,・緊急事態宣言が解除されてから、来客数が戻りつつある。ただし、まだまだ前年の水準には及んでいない。インバウンドや他地域から訪れる客が増えてこないため、厳しい状況は続いている。
,,○,百貨店（営業販促担当）,販売量の動き,・新型コロナウイルス対策に伴う外出の自粛が６月19日に解除されたことで、客の動きが活発になってきている。特別定額給付金として10万円が支給されていること、キャッシュレス・消費者還元事業が６月で終了することも後押しとなっている。
,,○,スーパー（店長）,お客様の様子,・外出の自粛により衣料品、日用品目的の来客が激減していたが、週末の来客数は新型コロナウイルスの感染拡大前と同じような水準まで回復してきている。
,,○,乗用車販売店（従業員）,販売量の動き,・新型コロナウイルス対策による緊急事態宣言の解除から徐々に良くなりつつある。今後についても期待している。
,,○,自動車備品販売店（店長）,お客様の様子,・自粛ムードが和らいでいるなか、特別定額給付金が支給されていることで、来客数や購買点数の増加がみられる。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・少しずつではあるが、販売量が回復傾向にある。
,,○,高級レストラン（スタッフ）,販売量の動き,・緊急事態宣言が解除されたことで営業を再開した。ただ、売上は前年比30％程度であり、水準としては低い。昼は客の動きが少しみられるものの、夜の動きが悪い。料理がおいしくないことはないと捉えているが、客足が伸びてこない。客が飲食店を不安に思っているのか、昼の限られた時間での利用がしづらくて来店しないのか、理由がよく分からないため、対処方法も見付けられない。食材業者は平常の営業体制に戻りつつあるが、日によっては食材が足りなくなるなど、在庫管理が厳しくなっている。どうみん割の効果は、今のところ一時的かつ限定的な動きにとどまっており、２年前の北海道ふっこう割のような手応えが感じられない。一方、道内の各自治体などからは食に関する事業支援の相談が増えてきている。
,,○,旅行代理店（従業員）,来客数の動き,・どうみん割に関する問合せが急増している。
,,○,タクシー運転手,販売量の動き,・新型コロナウイルスが収まりつつあることで、経済も少しずつ動き出している。ただし、観光貸切りバスは早くても９月までは本来の動きに戻ることはない。今後、第２波が訪れることになれば、事業そのものをリストラクチャする必要がある。
,,○,タクシー運転手,来客数の動き,・５月に緊急事態宣言が解除されたことで、少しずつではあるが、人の動きが出てきている。ただし、例年並みの水準まで回復することは難しい。
,,○,通信会社（企画担当）,来客数の動き,・来客数が全道平均で前年の７割まで回復してきている。ただし、新型コロナウイルス感染拡大防止に向けた取組の観点から、これ以上の来客数回復は難しい状況にある。
,,○,美容室（経営者）,来客数の動き,・緊急事態宣言の解除に伴い、これまで約２か月間来店を控えていた客が来店するようになっており、６月は３か月前と比較して来客数及び売上が増加している。
,,□,商店街（代表者）,来客数の動き,・緊急事態宣言が解除されたことで、歩道を歩く人が僅かながらに増加している傾向がみられるが、昼間の飲食店や物販店、夜型飲食店の来客数は低調なままである。これは新型コロナウイルスに対する不安材料が多いこと、６月に入り区域内のカラオケ店が閉店したことなどから、若年層の来街者が依然として少ないためとみられる。
,,□,商店街（代表者）,販売量の動き,・青果物の輸入の動きがいまだに回復してこない。客足も思っていたよりも戻っていない。
,,□,百貨店（役員）,それ以外,・６月の来客数は減っているものの、客単価が上昇している。これは営業再開後の勢いが若干みられるためであり、このような状況が何か月も続く保証はない。
,,□,スーパー（店長）,それ以外,・新型コロナウイルスの影響で景気は悪化したままである。最悪の状況は脱しており、徐々に回復する傾向がみられているが、以前の状況と比較すると景気はまだまだ悪い。
,,□,スーパー（企画担当）,来客数の動き,・巣籠り消費が一段落している。
,,□,スーパー（役員）,来客数の動き,・食品スーパーマーケットでは６月に入ってからチラシを再開している。商品情報が多くなったことで、来客数が増加しているが、客単価が低下する傾向もみられるなど、新型コロナウイルスの感染拡大前の状態に戻りつつある。ただ、客単価が低下しているとはいえ、前年を上回る状況はまだ続いており、しばらくは４～５月と同様の特需が続く。
,,□,スーパー（役員）,販売量の動き,・６月19日に外出自粛などの制限が解除されたが、その少し前から、一般食品の購入量が一気に減ってきた。外食する人が増えてきたためとみられる。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数は減少したままである。新型コロナウイルスの影響が継続しており、特に朝や夜間の落ち込みが大きい。
,,□,家電量販店（店員）,お客様の様子,・５月末から６月中旬にかけて、エアコンの売行きが好調である。前年を上回って推移しており、下見の客も増えてきている。
,,□,乗用車販売店（経営者）,販売量の動き,・新型コロナウイルスが引き続き大きな影響を及ぼしている。レンタカー需要の大きな落ち込みがみられるほか、積極的な営業活動ができないことなどで、販売量も落ち込みが大きい。
,,□,乗用車販売店（従業員）,販売量の動き,・３～５月にかけて新型コロナウイルスの影響で販売量が相当落ち込んだが、低金利の施策などの活用をメーカーがうたっていることもあり、６月以降は若干回復している。ただし、水準自体はまだ低いままであり、劇的な回復とはなっていない。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・良い意味で平常時の状態に戻りつつある。検疫防疫商材を買い求める客も、以前のような買いあさる行為をしなくなってきている。マスクやウイルス対策商材はこのまま普通の安定商材になる。
,,□,高級レストラン（スタッフ）,来客数の動き,・６月下旬に都道府県をまたぐ移動の制限が解除されたことで、徐々にではあるが、週末の観光客が目立つようになってきた。ただ、平日はまだ開店休業の状態が続いている。今のところ、ランチのみの営業となっているが、売上は前年比で88％の減少となっている。
,,□,旅行代理店（従業員）,お客様の様子,・北海道の緊急事態宣言は解除されたものの、依然として客の警戒心が強く、旅行需要は戻ってきていない。６月も取扱が皆無のため、前月と同様に各社員に休業日を追加設定させている。このままの状態が続く場合、会社全体が危機的状況に陥る可能性もある。
,,□,旅行代理店（従業員）,販売量の動き,・新型コロナウイルスの影響で、販売量などが最低となっている状況に変化はみられない。
,,□,タクシー運転手,来客数の動き,・２月28日の北海道知事による緊急事態宣言発出後、全く人の動きがなくなった。さらに、４月７日の国の緊急事態宣言後は一段と人出がなくなった。当地のタクシー１台当たりの売上は５月でマイナス55％であったが、休業などで稼働台数を減らしていたため、全体ではマイナス70％の売上であった。６月以降は少しずつ動きが出てきており、タクシー１台当たりの売上はマイナス40％程度まで回復するなど、５月と比べればマーケットの動きは若干良くなっている。
,,□,タクシー運転手,販売量の動き,・新型コロナウイルスの影響による減収は底を打った感がある。今後は回復のスピードに期待することになる。
,,▲,商店街（代表者）,お客様の様子,・客の様子をみると、商材の評価に対してものすごく敏感に反応している。また、単価の安い商材を求める傾向もみられる。
,,▲,コンビニ（エリア担当）,お客様の様子,・観光関係の動きが少しずつ戻りつつあるが、まだ完全に戻った状況ではない。
,,▲,コンビニ（エリア担当）,来客数の動き,・店舗における来客数の動きや周辺における宿泊施設の動きから、景気はやや悪くなっている。
,,▲,衣料品専門店（店長）,お客様の様子,・集客が厳しい中、売上確保のために投売り以下のセールを実施している。売上が伸びたとしても、投売り商材しか売れていない過酷な日々となっており、購入者の目の厳しさが強く感じられる。
,,▲,乗用車販売店（従業員）,来客数の動き,・特別定額給付金の支給がようやく始まったが、まだ客の購買意欲にはつながっていない。客からは生活資金や貯金に回すといった声も上がっている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・新型コロナウイルスの影響による活動自粛が影響し、客足が伸びてこない。
,,▲,美容室（経営者）,来客数の動き,・営業日数、営業時間を自主的に短縮し、感染拡大防止を考えた前月と比べれば、若干持ち直した感があるが、いまだに客自体が来店に慎重になっている傾向がみられる。
,,×,商店街（代表者）,来客数の動き,・緊急事態宣言の解除に伴って少しずつ来客数が増えてきているが、通常の状態に戻るまで、まだまだ時間が掛かる。商店街では閉店したままの店や、やめてしまった店もあるため、以前のような状態に戻るのか、心配している。
