I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［酒］（経営者）,単価の動き,・主力商品の１つであるウィスキーが40～50％の大幅値上げをしたにもかかわらず、販売量が落ちておらず、それどころか増加傾向にある。また、シャンパンなどの高額商材についても売行きが好調である。
,,○,百貨店（担当者）,来客数の動き,・来客数が前年並みを維持し始めた。
,,○,スーパー（店長）,単価の動き,・来客数は前年を下回っているが、商品単価、客単価とも伸びている。付加価値の高い商材の動きも良い。
,,○,スーパー（役員）,来客数の動き,・北海道新幹線開業を控えて一時的に人口が増加しており、それに伴い売上もやや良くなっている。
,,○,コンビニ（店長）,来客数の動き,・12月の売上は前年比109％となった。特におせち、クリスマスケーキの予約販売の売上が前年比125％と寄与した。
,,○,衣料品専門店（店長）,単価の動き,・来客数は前年並みであったが、カシミヤコート、ブランドスーツなどの高単価商材がよく売れたこともあり、客単価が前年と比べて3000円程度上回って推移した。
,,○,乗用車販売店（従業員）,販売量の動き,・新型車効果がみられたことで、やや良くなっている。
,,○,乗用車販売店（従業員）,販売量の動き,・新型車の動きが好調であり、それにあわせて新型車以外の販売量も前年を上回って推移している。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格の下落により、自動車用燃料の販売量が好調に推移している。
,,○,高級レストラン（経営者）,来客数の動き,・歳末商戦に入ってから来客数が増加している。
,,○,スナック（経営者）,来客数の動き,・３か月前と比べると、売上はやや良くなっているが、期待していたほどの売上がみられず、失望した月であった。
,,○,観光型ホテル（スタッフ）,来客数の動き,・コンサートイベントやスポーツ大会が好調要因となっている。外国人観光客の宿泊も恒常的に受注できており、高稼働となっている。
,,○,旅行代理店（従業員）,販売量の動き,・11月に続き、毎日というほどではないが、売上が前年実績を上回る営業日が増えてきている。
,,○,タクシー運転手,販売量の動き,・11月と比較して、利用客数が増加しており、業績が堅調に推移している。
,,○,通信会社（企画担当）,競争相手の様子,・健全な状態ではないのかもしれないが、値引き、キャッシュバック合戦により札幌圏を中心に商戦が大きく盛り上がっている。
,,○,観光名所（従業員）,来客数の動き,・12月24日までの利用客数は前年比で約135％と大きく増加している。３か月前の９月の前年比は約110％であった。
,,○,美容室（経営者）,単価の動き,・前年と比べて客単価が３％程度上昇しており、それに伴って売上も増加している。
,,□,商店街（代表者）,お客様の様子,・街なかでクリスマスソングがあまり聞こえてこないなど、少しさみしい月であった。客の様子をみても、クリスマスプレゼントの買上が前年より少なく、客単価も低い状況にある。
,,□,商店街（代表者）,お客様の様子,・客の様子は３か月前と変わらない。
,,□,商店街（代表者）,来客数の動き,・12月に入って比較的暖かい日が続いていることで冬物衣料の売上が今一つ伸びていない。また、11月に発売したプレミアム付商品券は12月及び１月限定で使用されることになるが、来街者の増減で判断すると12月に限っては効果が目立っておらず、売上アップにつながっていない。当地区のホテルの宿泊状況は好調であったが、区域内を買物する外国人観光客などの姿はほとんどみられなかった。一部の店舗では年末大売出しによる売上の増加があったが、全体的には例年とほぼ変わらない状況で推移した。
,,□,商店街（代表者）,販売量の動き,・雪が早くから降ったこともあり、ファッション関連の店舗が好調に推移するとみていたが、実際には暖冬の影響で、期待していたほど伸びなかった。プレミアム付商品券については使用率80％を超えて、客の消費意欲の刺激にかげりがみえてきた。
,,□,百貨店（売場主任）,来客数の動き,・12月はプレミアム付商品券の効果もあり、毎年行っている全市連合大売出しが好調であるものの、暖冬の影響でコートの売行きが前年の80％台にとどまった。一方、お歳暮商戦についてはほぼ前年並みであった。新たに物産催事を組み入れるなど、集客動員策を重ねているが、全体としては非常に厳しい状況であった。
,,□,百貨店（売場主任）,お客様の様子,・来客数が前年比102％と回復を感じさせるが、大幅な減少がみられた11月との累計では前年比100％と横ばいであった。外国人観光客の売上が前年比135％と伸びているのに対して、地元客は微増にとどまった。また、お歳暮は前年並みの売上をキープするも、中旬までの天候の影響で、冬物のアウター、靴などの季節商材が落ち込んだままであり、日配品の回復が待たれる。
,,□,百貨店（販売促進担当）,販売量の動き,・来客数の微減が続いている。12月としては異例の暖かさからか、コートや手袋、マフラーなどの防寒衣料を中心とした冬物商材の売上が減少している。
,,□,百貨店（販売促進担当）,それ以外,・暖冬の影響により、コートなどの冬物防寒衣料や雑貨が低迷している。12月下旬になり、気温の低下や降雪がみられたものの、セール待ちの時期と重なり、需要喚起とはならなかった。
,,□,スーパー（店長）,来客数の動き,・平成26年４月の消費税増税以降、衣食住部門の全てで来客数の前年割れが続いている。
,,□,スーパー（企画担当）,販売量の動き,・売上全体の前年比の数字は堅調であるが、商品単価の上昇に伴い販売量の前年割れが続いており、価格上昇に対する客の購買行動はなお厳しい状況にある。
,,□,スーパー（役員）,販売量の動き,・ここ数か月で初めて客単価が前年を下回った。12月ということもあり、客単価は11月と比べて約15％上昇しているが、前年と比べると約11％の低下となっている。ここ数か月、商品単価に大きな変化はみられないため、客１人当たりの平均買上点数が減少しているとみられる。また、12月中旬までの暖冬により、鍋用品などの季節商材の動きが悪いことも影響している。
,,□,コンビニ（エリア担当）,来客数の動き,・売上以上に来客数が減少している。客単価は維持されていることから、客の来店頻度の低下が影響している。特にたばこと酒の売上減少が続いており、客が消費量を抑制しているとみられる。
,,□,衣料品専門店（経営者）,販売量の動き,・前年と比べて客単価が上昇しているが、安い特価品が売れない。せっかく買うのであれば、質の良い商材や自分の満足ゆく商材を選び、無駄な出費をしないという客の傾向がうかがえる。その一方で、売掛けの回収率が前年から上昇したこと、ガソリン、灯油などの価格が前年と比べて安価で推移していることなどのプラス材料もみられた。
,,□,家電量販店（店員）,来客数の動き,・12月はプレミアム付商品券の発売と全市連合大売出しの効果で好調なスタートとなり、近年にないにぎわいがみられた。
,,□,乗用車販売店（役員）,販売量の動き,・待望の新型車が発表され、受注もみられたが、他の車種を含めた全体の販売量が依然として伸びてこない。新車、中古車ともに改善されてこない状況にある。
,,□,自動車備品販売店（店長）,販売量の動き,・降雪が少ないため、冬タイヤなどの冬物商材の販売量が前年比70％と大きく落ち込んだ。
,,□,高級レストラン（スタッフ）,販売量の動き,・ランチタイムは下旬に入ってから観光客や家族連れが集中し、満席の日が続いた。ディナータイムは来客数こそ少ないが、料理単価が高かったことやアルコールの注文が多かったことから、最終的な売上は前年を10％上回った。
,,□,高級レストラン（スタッフ）,販売量の動き,・12月前半は温暖な気候で客足が良かったが、客単価が全体的に上がらなかった。また、クリスマスの売上が前年を下回ったことで、全体での売上は前年をやや下回った。
,,□,旅行代理店（従業員）,来客数の動き,・当地では10月以降、畑の冠水や早い降雪により農業被害が発生していることや一部地域の水産業が不振であったことに加えて、昨今の消費税増税報道などにより、客の消費マインド、特に観光需要が抑制されている。
,,□,旅行代理店（従業員）,それ以外,・12月の販売額は３か月前と比べて減少しているが、前年比では微増と多少はプラス要素がみられるため、全体としては変わらない。
,,□,旅行代理店（従業員）,来客数の動き,・来客数は増加していないが、客単価がやや上がっている。
,,□,タクシー運転手,販売量の動き,・プレミアム付商品券などの利用が好調なことから、運送収入の前年比を押し上げている。ただし、運送回数は前年比で減少している。
,,□,タクシー運転手,来客数の動き,・売上が前年比で微増が続くなど、見込みよりも若干良かった。
,,□,美容室（経営者）,販売量の動き,・ここ数か月の売上をみると、10月、12月は前年より５％ほど良かったが、９月、11月は前年実績を割り込んでいる状況から、景気が良くなっているとは言えない。
,,□,美容室（経営者）,単価の動き,・前年に比べて売上が増加している。
,,□,住宅販売会社（経営者）,お客様の様子,・消費税増税から１年以上が過ぎたが、なかなか増税前の状況に戻らず、客の様子見が続いている。
,,▲,商店街（代表者）,来客数の動き,・観光客の減少により、飲食関係の店舗が全体的に悪かった。
