Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,百貨店（売場主任）,単価の動き,・来客数が前年を上回り、安定して推移している。また、外国人観光客による売上が２けたの増加となったほか、地元客も２か月連続で前年を上回った。客単価もアップしており、購買意欲の向上が感じられる。
,,○,百貨店（販売促進担当）,来客数の動き,・１月に引き続き、外国人観光客の好調な入込やさっぽろ雪まつり、冬季アジア大会などのイベントが寄与し、来客数の増加が続いている。買上率や客単価も上昇傾向にあり、相乗効果が生じている。
,,○,コンビニ（エリア担当）,単価の動き,・競合店との価格差が影響する酒は依然として悪いが、生鮮品は青果の単価上昇もあり、ほぼ前年並みの売上で推移している。一方、たばこの販売量は５％程度の減少が続いている。
,,○,衣料品専門店（店長）,お客様の様子,・先物オーダースーツなどが前年比120％で推移している。問い合わせも増えてきており、来月以降のオーダーの予約も入ってきている。
,,○,乗用車販売店（経営者）,販売量の動き,・競合他社も含めて新型車効果が徐々に売上に反映されてきている。若干ではあるが消費者マインドも上向きになってきている。
,,○,乗用車販売店（従業員）,販売量の動き,・北海道の場合、納車が春先の３～４月になる、この時期から売れ始める傾向があり、今年も景気は上向きになってきている。ただ、４月からの税制変更を前にしての駆け込み需要による分も若干ある。
,,○,乗用車販売店（従業員）,販売量の動き,・当地区の販売量が前年比120％で推移していることから、市場全体の景気は上向き傾向にある。
,,○,観光型ホテル（スタッフ）,来客数の動き,・冬季アジア大会の効果により、宿泊料及び飲食収入が押し上げられる結果となった。また、エスコート型旅行による国内客も堅調であった。
,,○,旅行代理店（従業員）,来客数の動き,・今年は流氷の接岸状況などが10数年ぶりに大変良好な状況となっており、天候も比較的安定していることから、当地への観光需要が好調に推移している。
,,○,旅行代理店（従業員）,販売量の動き,・店頭への来客数、販売量共に回復傾向にあり、前年の台風被害以降、継続していた消費低迷期を脱し、元の状態に戻りつつある。ただ、必ずしも景気が良くなっているというわけではない。
,,○,旅行代理店（従業員）,お客様の様子,・先行３か月の旅行相談件数が増えてきている。
,,○,タクシー運転手,来客数の動き,・さっぽろ雪まつりや冬季アジア大会などの大きなイベントがあったことで、外国人観光客の利用が増えており、売上も上々であった。
,,○,通信会社（企画担当）,販売量の動き,・通信サービスの個人契約の解約が想定よりも少なく、道内法人の大口契約も目標以上となっている。
,,○,美容室（経営者）,販売量の動き,・ここ数か月と比べて、２月は技術売上及び関連商品の売上が好調である。例年の２月の雰囲気とは異質に感じられるくらい客の動きが活性化している。
,,□,商店街（代表者）,お客様の様子,・客の反応が前月と変わらない。
,,□,商店街（代表者）,来客数の動き,・当市３大まつりの１つである冬のイベントが初旬に開催され、商店街に来街する客が増加したが、イベントが終了し、中旬になると人通りが途絶えた。また、下旬には冬季アジア大会が行われたが、当市を訪れる観光客などは少なく、選手とみられる外国人をわずかに見掛けた程度であった。月全体としては中旬以降の出控えなどにより、来街者の増加には至らなかった。
,,□,商店街（代表者）,単価の動き,・旧正月期間は航空機やホテルの利用が好調だったが、外国人観光客が立ち寄る店舗の売上は前年から大幅に減少した。旅行形態の変化がいわれているが、それだけでは説明できないほどの落ち込みであり、今後に向けての対応策も必要になってきている。
,,□,一般小売店［土産］（経営者）,来客数の動き,・２月はさっぽろ雪まつりと当市の冬のイベントが重なったこともあり、売上は前年比で104％、前々年比で99.5％となった。ただし、売上の60％以上を外国人観光客が占めているなど、日本人観光客が増えていないため、当市全体の景気はあまり良くなっていない。
,,□,百貨店（担当者）,販売量の動き,・売上に変化がみられない。
,,□,百貨店（営業販促担当）,来客数の動き,・総体の来客数が伸びてこない。イベントや催事など、瞬間的な集客はあるが、日々にならすと減少傾向が続いている。特にアパレルフロアでは減少傾向が続く中、春物の定価品が出始めた月後半の来客数が大きく減少した。
,,□,スーパー（店長）,販売量の動き,・社会行事や生活歳時などの関連商材では客単価が上昇するなど、良い傾向もみられつつあるが、客１人当たりの買上点数は前年割れの状態が継続している。
,,□,スーパー（企画担当）,お客様の様子,・前年の台風被害で土が流出した畑の客土工事でダンプが行き交っている。このような状況をみても、当地での消費に勢いが出てくることなど想像もできない。
,,□,スーパー（役員）,販売量の動き,・ここ数か月、生鮮食品、特に水産関連商材の相場高が続いている。食料品全般で単価が上昇していることから、客の買上点数が減少しつつある。ただ、売上はどうにか前年を維持できている。
,,□,コンビニ（エリア担当）,販売量の動き,・一部の店舗では売上の回復がみられるが、競合店の閉鎖によるものであり、全体としては悪い状況が続いている。特に沿岸部ではいまだ回復がみられない。時期的に水産業従事者などの支払が厳しくなっていることも影響している。
,,□,コンビニ（オーナー）,来客数の動き,・２月の売上は前年比97％であった。２月上旬から２週間、競合コンビニ店が改装のため休業していたことで売上が５％アップしたが、競合店がチェーン変更してリニューアルオープンした後は、売上が２％ダウンした。
,,□,家電量販店（店員）,お客様の様子,・１人立ちセットの予約件数が前年よりも少ない。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車が出た割に販売量の伸びがさほど大きくない。
,,□,自動車備品販売店（店長）,競争相手の様子,・車の販売量は前年並みだが、車整備やメンテナンスの売上が前年を若干下回っている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・２月の自動車用燃料の販売量が前年比で大幅に低下している。一方、灯油の販売量はほぼ前年並みである。
,,□,高級レストラン（経営者）,お客様の様子,・米国の新大統領就任による影響で株価が上がり、円安傾向にあるため、物価が上がることが懸念される。また、米国の新大統領の政権運営が不安定なため、これからどういう影響が出てくるのか不透明である。
,,□,高級レストラン（スタッフ）,販売量の動き,・前年よりも客単価が下がっているものの、来客数は増えている。昨春からの告知がうまくいっていること、温暖な日が多かったことが要因であり、売上は前年をやや上回った。
,,□,観光型ホテル（役員）,来客数の動き,・国内客が増加しているものの、外国人観光客の減少により相殺されており、大きな変化はみられない。
,,□,旅行代理店（従業員）,販売量の動き,・2017年の新プランが発売されたこともあり、店頭への来客数、取扱量が増加している。
,,□,タクシー運転手,来客数の動き,・２月はさっぽろ雪まつり、冬季アジア大会などが開催されたことで多くの観光客が北海道を訪れたが、タクシーの利用はあまり増えていない。１台当たりの売上は前年比プラスだが、乗務員不足でタクシーの稼働が悪く、会社としての売上はマイナスであった。
,,□,タクシー運転手,単価の動き,・業界全体の推移をみても下降傾向にあり、あまり景気の良さを実感できない。何より労働者不足が顕著であり、何らかの対策を講じる必要性を強く感じている。
,,□,タクシー運転手,販売量の動き,・前年末から人材確保が順調に進んでいるが、その結果がまだ表れていないため、景気は変わらない。
,,□,観光名所（従業員）,来客数の動き,・２月26日現在の乗降客数は前年比92.4％となり、前年を下回ったが、悪天候による営業休止が今年は６日もあり、前年の１日から大きく増加したことが要因であり、景気は変わらない。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・例年と比較して天候状態が良く、欠航回数が少ないため、輸送量が例年ほど減少していない。
,,▲,商店街（代表者）,来客数の動き,・天候不良や駅前の百貨店の撤退によって中心部の商店街への来街者が減っていることが多少影響している。
,,▲,商店街（代表者）,販売量の動き,・クリスマス、年末シーズンと比べると、２月は厳冬期ということもあり、客足も客単価も落ち込んでいる。
,,▲,スーパー（店長）,販売量の動き,・販売量は前月よりも増えているものの、３か月前と比べると７％弱ダウンしている。来客数、売上は現状、前年比91％台で推移している。
,,▲,スーパー（店長）,来客数の動き,・衣料品や家電、暮らしの品などの買回り品の動向が良くない。
,,▲,スーパー（企画担当）,販売量の動き,・節分、バレンタイン商戦などの催事販売の売上は前年を上回っているものの、それ以外の一般販売の売上は年明けから急速に伸び悩んでいる。特に１人当たりの買上点数に減少傾向がみられることが気掛かりである。
