Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,販売量の動き,・３か月前は天候不順で夏物処分セールが不振、また、観光客の動きも悪かったが、今月は大きくマイナスに働く要因がないため、３か月前からの伸率はやや良い。
,,○,商店街（代表者）,単価の動き,・今月前半の出だしは遅かったものの、防寒物がようやく中期以降に動きだし、全体的に単価の高い商品が売上の主力となっている。
,,○,家電量販店（店長）,販売量の動き,・売上が３か月連続で前年の金額をクリアするなど、現状の競合状況を考えれば健闘していると思われる。
,,○,タクシー運転手,来客数の動き,・今月は例年より寒かったせいもあり、タクシーの利用が、電話での注文、流しでの利用ともに若干ではあるが、前年同月より増加している。
,,○,タクシー運転手,お客様の様子,・前月ごろから前年比でプラスに転じ、今月もプラスで推移しているなど、市内業界は全体的に上向き傾向になっている。
,,○,美容室（経営者）,お客様の様子,・以前よりも、客がお勧め商品に興味を示すようになり、商品説明をすると買っていく客が多くなってきた。
,,□,商店街（代表者）,販売量の動き,・客の財布のひもが固く、なかなか買物をするという心境にはならない。
,,□,一般小売店［土産］（店員）,来客数の動き,・団体の観光客数は前年より２％ほど増えているが、売上が95％前後で推移しており、客は土産をあまり買わなくなっている。
,,□,百貨店（売場主任）,お客様の様子,・平日は全く商高として目立つ動きはなかったが、今月はプロ野球優勝セール、社員販売会等のイベントを数多く行っており、こうしたイベントの時の買上が非常に大きく、全体としてはあまり変化はみられない。
,,□,スーパー（店長）,販売量の動き,・ポイントカードの導入など、販促を強化した結果、客数は前年並みに回復したが、依然として販売点数や単価の落ち込みが止まらず、全体的には変わらない。
,,□,衣料品専門店（店長）,単価の動き,・前月同様にプライス設定を高くして、品質をあげた効果が出ているが、全体としては変わらない。
,,□,衣料品専門店（店員）,単価の動き,・気温が低下したため、ブルゾンコートが動いているが、まだ単価の高いウール製の商品よりも、単価の低いコットンが中心に動いているため、思った通りの売上とはなっていない。ただし、販売量としてはそれほど売れてなくはないという状況であり、全体としては変わらない。
,,□,家電量販店（店長）,お客様の様子,・競合する他店ではチラシを打込むなど、各店とも売出しを実施しているが、週末もそれほど売上があがっていない。また、客の来店数は前年に比べて若干減っているうえ、今月は大物商品が買い控えの状態となっている。特にパソコンは前年に比べて、大幅に減少している。
,,□,家電量販店（店員）,単価の動き,・テレビの単価がやや上昇しているほか、AV商品の動きが良くなってきたが、全体としては変わらない。
,,□,住関連専門店（営業担当）,お客様の様子,・気温が例年より低く、初雪が早かったが、季節商材、特に防寒衣料品等は買い方が慎重で売上上昇につながっていない。また、雪が早く降った割には、雪関連商品は売上に結びついていない。
,,□,その他専門店［医薬品］（経営者）,単価の動き,・商品購入の際に、大容量品を選択する客はおよそ２割程度で、大体は小容量品に手を出しているように、目的品しか購入しない客が増えている。また、単価が低下している。
,,□,高級レストラン（スタッフ）,お客様の様子,・ディナーは客数、売上とも前年よりアップし、フルコース客が少し回復した。しかし、個室利用が前年の半分程度となり、しばらく続いていた団体需要が切れたため、全体では変わらない。
,,□,観光型ホテル（スタッフ）,単価の動き,・宿泊単価は相変わらず低位に推移しているが、付帯収入は若干増加している。
,,▲,商店街（代表者）,来客数の動き,・今月は来客数が低調で、販売量の動きが悪く、かつ低価格志向である。
,,▲,商店街（代表者）,お客様の様子,・客単価が低く、依然として慎重な買物と、当面必要な物しか購入しない傾向が続いている。特にセールを行っても来店客数の割には売上があがらないというのが現状である。
,,▲,スーパー（店長）,競争相手の様子,・同業者の新規出店、改装等による競争店の影響がある。
,,▲,スーパー（企画担当）,お客様の様子,・個別商品の販売動向は天候や相場、社会問題の動向等の影響を受けながら、好不調の二極分化的な動きが進んでいるが、全体的には単価の低下が続いており、高価格帯の商品の動きがあまり良くない。
,,▲,衣料品専門店（店長）,お客様の様子,・客が商品を買う時の決め方が非常に遅くなっており、店の催事などをみても、決して良くはなっていない。また、来客数も落ち込んでいる。
,,▲,乗用車販売店（従業員）,販売量の動き,・一般家庭の収入が少なくなってきているため、自動車のような買物の代替サイクルが長くなってきている。
,,▲,住関連専門店（従業員）,お客様の様子,・買物に節約している様子がうかがえる。
,,▲,その他専門店［ガソリンスタンド］（経営者）,お客様の様子,・官公庁の賃金カット、民間企業のリストラなどの影響により、消費意欲が衰退している。
,,▲,高級レストラン（スタッフ）,単価の動き,・格安の催物の反響が大きく、単品メニューではなく、お得なセットメニューの注文が多くなっているなど、客単価が低下している。
,,▲,観光型ホテル（経営者）,単価の動き,・来客数はそこそこであるが、道外団体客の宿泊単価は底がみえないなど、とにかく単価は低水準である。付帯収入も伸び悩み、不況感というよりも、賢い庶民の手堅いデフレ対策がうかがわれる。
,,▲,旅行代理店（従業員）,販売量の動き,・バリ島の爆破テロ以降、熟年層を中心に海外旅行需要が冷え込み、温泉旅行など近場での旅行にシフトしている。
,,▲,旅行代理店（従業員）,来客数の動き,・前年は米国における同時多発テロの影響があり、国内が急激な伸びであったが、前年の勢いはなく、前年と比べて横ばいとなっている。海外は低額商品傾向は変わらない。
,,▲,旅行代理店（従業員）,来客数の動き,・今月中旬から来店客数の減少が気になりだした。イラク情勢が混沌としており、武力行使に発展すれば海外旅行は、更にダメージを受ける。
,,▲,タクシー運転手,来客数の動き,・観光客の入込の実績が前年比でマイナスになっているという状況もあり、タクシー利用者の１人当たりの利用金額が少なくなっている。市内観光についても、バスやレンタカーを利用する人が増えているため、タクシーを使って市内観光する人が減少しているという現状である。
,,▲,通信会社（企画担当）,販売量の動き,・携帯電話市場に飽和感がある。また、企業はより一層の経費削減を意図しており、最もやり玉になっているのが通信費である。
,,▲,その他レジャー施設（職員）,来客数の動き,・前年も冬期には観光客・イベント数の減少に伴い、売上、来店客数が著しく減ったが、開業景気が続いていた前年同月と比較すると、今年は１か月ほどその時期が早い。
,,▲,設計事務所（所長）,お客様の様子,・例年ならば、来春に向けた話が出てくる頃だが、今年は動きが鈍い。金融政策の混乱の影響か、個人も企業も様子をうかがっているようである。
,,▲,住宅販売会社（従業員）,販売量の動き,・長期的な将来の不安から大きな借入れ等は控えるような動きになっている。
,,▲,住宅販売会社（従業員）,お客様の様子,・販売量の動き、客の動きなど、全てにおいて状況が悪くなっている。
,,×,商店街（代表者）,競争相手の様子,・廃店、倒産、リストラにより職場を失う人が多いなか、日常生活に不況感が一段と強まっており、客は無駄なお金を使わない。最小限にて我慢比べという状況となっている。
,,×,百貨店（売場主任）,来客数の動き,・防寒商品、特にコート、ブーツ関連の動きが悪い。
,,×,スーパー（店長）,来客数の動き,・今月に入り、全館での客数は前年比90％程度と悪化状況にある。前月は、前年比をやや下回る程度であり、落ち込みが大きい。また、商品単価も下げ止まりがきかず、前年比をやや下回って推移している。社内では、政策的に低単価商品の拡販を実施しているが、客１人当たりの買上点数が増加せず、結果的に客単価の下落となっている。
,,×,コンビニ（エリア担当）,来客数の動き,・前月、今月と客数が減っている。
,,×,コンビニ（エリア担当）,来客数の動き,・給料日前後以外、客の動きが非常に鈍くなっている。
,,×,住関連専門店（経営者）,来客数の動き,・今年の前半は、客数については変動がそれほどでもなく、客単価が低下していたのだが、後半に入り、客数までもが減少してきている。
,,×,高級レストラン（経営者）,来客数の動き,・開店以来、商売を40年ほど行っているが、今年ほど売上が落ち込んだ年はない。完全に消費が落ち込んでいるということが非常に察せられる。
,,×,高級レストラン（スタッフ）,来客数の動き,・宿泊部門は格安ビジネスホテルの台頭により、客の奪い合いが続いていることに加えて、観光客の流入が減少しており、安く販売しても客の戻りがないような状態である。
