Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,来客数の動き,・例年と比べて雪が根雪になるのが早かったため、防寒衣料の動きが活発化しており、中には前年比で２～３割伸びている店もある。逆に観光客はダイヤの乱れなどが影響して前年をやや下回っている。
,,○,商店街（代表者）,それ以外,・気温が低いことから、防寒衣料の売れ行きが好調である。また気温の低さは全国的なものであることから北海道以外の店舗でも防寒衣料は順調に売れているようだ。
,,○,商店街（代表者）,単価の動き,・年末なので商品は多少売れている。全般的にムードとしては良くなっている。
,,○,一般小売店［土産］（店員）,販売量の動き,・販売量が多くなっていることから、景気の上向きが肌で感じられる。１人当たりの買物点数が増えていることに加えて、客単価も上昇しており、経済的、心理的にも景気が上向きになりつつあることが感じられる。
,,○,百貨店（売場主任）,単価の動き,・ボーナス支給後の週末に、カシミヤコートや有名ブランドの高額品がよく売れていた。
,,○,百貨店（販売促進担当）,お客様の様子,・クリスマス商戦において、より間際に購買するという傾向が強まっている中、中旬からクリスマスイヴにかけて、海外のスーパーブランドなどの高額商品が力強く動いた。クリスマスギフトあるいは自分へのごほうびといった自家需要が目的であり、目的を伴った購買については、財布のひもが緩んでいる。
,,○,百貨店（役員）,単価の動き,・12月に入ってギフト商品、特に海外の有名ブランド商品やファー付のジャケット・コートといった単価の高い商品が売れ、15％以上の売上増加という数字が現れている。
,,○,スーパー（店長）,来客数の動き,・前年の12月は衣料品が不振であったが、今年の夏期以来、景気回復の指標となる紳士服・紳士用品が前年比で２けたの伸びを維持している。部門別の売上をみると、衣料品が前年比109％、住居用品が前年比100％、食品が前年比97％となっているほか、テナントが入居している専門店が前年比93％となっている。北海道地区全体では他店との競合状態も影響して、前年比98％と前年を下回っているものの、札幌地区に限れば前年比101％と前年並みの売上を保っている。
,,○,コンビニ（エリア担当）,単価の動き,・単価の高い商品の動きが良くなってきている。
,,○,衣料品専門店（店員）,お客様の様子,・特に30～40代で購買意欲のある客が増えてきている。
,,○,家電量販店（店員）,販売量の動き,・12月商戦ということで全体的に商品が売れている。ただし売れている商品は、高額商品とすそ物品とに二分化されており、売上は前年実績をやっと達成できたという状況である。
,,○,家電量販店（地区統括部長）,販売量の動き,・客単価が前年比126.7％と上昇している。
,,○,乗用車販売店（営業担当）,販売量の動き,・販売実績が前年を上回るようになった。
,,○,観光型ホテル（経営者）,来客数の動き,・一般募集の団体客及び外国客が好調であるなど、道外からのツアー客が順調に増加している。ただし地元客及び個人客は伸び悩んでいる。
,,○,観光型ホテル（スタッフ）,販売量の動き,・宿泊人数が増加するとともに単価も上昇しており、底を脱した気配がうかがえる。
,,○,タクシー運転手,お客様の様子,・客からの注文の数が若干増えている。
,,○,観光名所（役員）,販売量の動き,・11月まで、ロープウェイの輸送人員は前年比を下回っていたが、12月は回復の兆しがみられる。
,,□,商店街（代表者）,単価の動き,・ここ数か月、売上が横ばい傾向にある。客は価格に対して敏感である。
,,□,商店街（代表者）,お客様の様子,・依然として購買動向は慎重であるが、ボーナスが出たこともあり、季節商材の売上がやや増加した。
,,□,スーパー（店長）,競争相手の様子,・競合店の影響を受けている店舗が５店舗あるものの、既存店全体としてはまずまずの状況である。
,,□,スーパー（店長）,販売量の動き,・12月の売上は前月比で10％ほど増加しているが、前年比でみるとほぼ前年並みである。天候不順による落ち込み分を最後までばん回できなかった。
,,□,コンビニ（エリア担当）,お客様の様子,・スーパーマーケットのチラシなど、競合店の販促活動の回数がかなり増加しており、売上はかなり厳しい状況にある。
,,□,家電量販店（店長）,販売量の動き,・来客数が前月より減少しており、客単価も低下している。
,,□,乗用車販売店（従業員）,販売量の動き,・毎年、12月は厳しいが、特に今年は販売台数の伸びもなく、一層厳しい状況にある。
,,□,住関連専門店（従業員）,販売量の動き,・年末商品の動きが悪く、全体としては変わらない。
,,□,高級レストラン（スタッフ）,販売量の動き,・来客数は前年並みであったが、12月のメイン商品となるクリスマスケーキやおせち等の売行きが悪く、一般購買層の他店への流出や低価格商品への移行がみられた。
,,□,高級レストラン（スタッフ）,単価の動き,・売上、客数とも前年比を下回ったものの、客単価が前年比で３％上昇した。ただし前々年とほぼ同じ水準の単価であり、当地区の景気はまだ厳しいままである。客層は観光客が主であるが、ランチにおける観光客の比率が前年比で２ポイント上昇している。
,,□,観光型ホテル（経営者）,単価の動き,・前月から単価をより高くしようと営業方針を変えている。来客数は減ったが、単価が上昇したため、売上は前年と変わらない。
,,□,タクシー運転手,お客様の様子,・年末の繁忙期を迎えたが、すすきの等の繁華街において、タクシーが全く拾えなくなるような状況は発生しなかった。不況感からか、客は極力出控えているようだ。
,,□,タクシー運転手,販売量の動き,・１年のうちで最大の繁忙期だが、忘年会の切上げ時間が早く、送り迎えについても家族の自家用車によるものが目立ち、タクシーの利用客は少なかった。
,,□,美容室（経営者）,来客数の動き,・最近は客の来店周期が固定化してきており、客の動きに変化がみられない。
,,□,設計事務所（職員）,お客様の様子,・予算執行時期の関係からか公共工事の見積依頼が少なく、民間工事の計画依頼も少ない。
,,▲,商店街（代表者）,お客様の様子,・積雪が多かったことから、客の様子がますます悪くなっている。
,,▲,スーパー（店長）,販売量の動き,・今年は特に12月商戦を強化して、10～20％オフのような企画を連日実施しているが、思うような効果が得られず、売上は前年比で３％程度しか増加していない。逆に客単価が低下する状況となっており、客の買い控えが強く感じられる。
,,▲,スーパー（企画担当）,お客様の様子,・お歳暮ギフトやクリスマス商品のようにし好性の強い商品の動きはやや良くなってきているが、日常の食品については、野菜や米の単価低下に加えて、１人当たりの買上点数もなかなか回復せず、客単価は低下の一途をたどっている。
,,▲,衣料品専門店（店長）,来客数の動き,・今年は雪が降るのが遅かったので、冬物の衣料品や靴の出足が悪く、それほど良くなかった。
,,▲,乗用車販売店（従業員）,販売量の動き,・販売車種は新型効果のあったコンパクトカーが主となっており、法人の需要も伸びないことから、販売台数、売上とも前年からの落ち込みが大きい。
,,▲,高級レストラン（スタッフ）,販売量の動き,・今月は前半の出足が悪く、後半に入り盛り返した。数字だけをみると、売上は前年比100％であったが、顧客の利用割合が前年の45％となり、宣伝広告費をかけたことを考えると、やや悪いといえる。ランチの売上は背広姿の男性客が激減して、前年から30％減少した。ディナーは前年並みとなったが、フリーでの来客が減少した。クリスマスディナーはプレゼントを抱えた20～30代のカップルがほとんどで、以前のように家族客やグループ客は来店しなくなった。個室の利用は前年を超えた。
,,▲,一般レストラン（スタッフ）,来客数の動き,・前年の12月の売上には全然到達していない状態である。天候が悪いことが原因としてあり、近辺のショッピングモールも集客が良くなかったと聞いている。
,,▲,旅行代理店（従業員）,販売量の動き,・旅行申込が間際化しており、先行販売量は前年比で15～20％の減少となっている。道内の旅行需要でしのいでいるが、財布のひもは固く、特に夫婦での旅行が減少している。
,,▲,旅行代理店（従業員）,来客数の動き,・年末の動きが悪く、単価も上がらない。先行きに不安を感じているのか、手元の現金や資産を動かしたくないという様子がうかがえる。
,,▲,旅行代理店（従業員）,販売量の動き,・来客数が減っている。天候不順等で航空機の欠航が多かったことや、機材の故障が多かったことが影響している。
,,▲,タクシー運転手,来客数の動き,・12月は忘年会等があり、一年間で最もタクシーの利用の多い月であるが、前半は雪がなかったことで、タクシーの利用客が例年より大きく減った。一方、中旬以降は雪の多い日が続いたが、市内の除雪体制が悪いせいか、道路が大渋滞となったことで、売上が大きく減少した。
,,×,スナック（経営者）,来客数の動き,・今年は忘年会もあまり入らず、前年を下回ることとなった。
"企業
動向
関連

(北海道)",,◎,－,－,－
