Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,販売量の動き,・今月は例年になく夏日が長期化しているため、夏物商材の動きが特に活発化している。酒屋や自販機ではビールを始めとした各種飲料水の売行きが伸びているほか、外食ではそば屋の売上が伸びている。衣料品ではＴシャツ、ショートパンツなどの軽衣料が男女ともに伸び、前年比105～115％の伸びがみられた。
,,○,商店街（代表者）,販売量の動き,・夏休み中ということもあるが、来客数が増加している。
,,○,百貨店（販売促進担当）,来客数の動き,・猛暑の影響で夏物衣料が堅調に推移している。
,,○,スーパー（店長）,販売量の動き,・猛暑の影響もあり、飲料やビール等の売上が好調であった。販売量も前年比102％と前年を上回っている。
,,○,スーパー（店長）,販売量の動き,・８月は猛暑の影響で夏物商材の動きが好調であった。特に飲料・アイスは２けた以上の伸びがみられた。衣料品も月前半に大きな伸びがみられた。
,,○,家電量販店（店員）,販売量の動き,・猛暑による特需で夏物家電がかなり売れている。エコポイント制度の効果も拍車をかけている。
,,○,家電量販店（地区統括部長）,販売量の動き,・例年にない猛暑の影響で、エアコンや扇風機などの夏物家電の売行きが好調で、全体の売上を底上げしている。
,,○,観光型ホテル（経営者）,お客様の様子,・従来の客層である滞在型の富裕層が戻ってきている。まだ財布のひもが大きく緩んできているわけではないが、レストランなどの高額メニューも売れ始めている。
,,○,旅行代理店（従業員）,販売量の動き,・円高の効果もあり、海外旅行はヨーロッパやハワイ、グアム方面を主流として、取扱額が前年比149％となっている。また、国内旅行については、道内や東京近郊を主流として、取扱額が前年比107％となっている。一方、業務性の旅行については、前年比93％にとどまっている。
,,○,旅行代理店（従業員）,販売量の動き,・８月の取扱額は、国内旅行が前年比98％、海外旅行が前年比122％となっており、全体では前年をやや上回っている。
,,○,タクシー運転手,販売量の動き,・タクシーの売上は、３か月前に比べると10％くらい伸びている。売上は月によって左右されるので一概には言えないが、少しずつ良くなっている傾向がうかがえる。
,,○,通信会社（企画担当）,販売量の動き,・タッチ型のスマートフォン端末が個人・法人問わずに好調である。また、コンテンツサービスへの加入者も伸びている。
,,○,観光名所（職員）,来客数の動き,・北海道観光が繁忙期に入ったこともあり、３か月前に比べると、来客数は158.9％と伸びている。車を利用した個人客が減少しているものの、定期観光バス利用客が増加傾向にある。
,,○,パチンコ店（役員）,来客数の動き,・３か月前に比べると、イベント等に対する反応が良くなってきている。客単価は相変わらず低い水準で推移しているが、新たな顧客が増加してきている。
,,□,商店街（代表者）,お客様の様子,・最近の株安、ドル安など、景気に対する不安感が消費にブレーキをかけている。また、残暑が厳しく、客がなかなか秋物に目を向けてくれない。
,,□,商店街（代表者）,お客様の様子,・天候不順のせいで気温が高いことから、いまだに夏物を着る客が多く、シーズン物や秋物への購買意欲が全くみられない。
,,□,商店街（代表者）,来客数の動き,・夏の最大イベントがあったにもかかわらず、今月の来客数はそれほど増加しなかった。イベント期間中においても、天候等の影響もあり、商店街を訪れる客は前年比で３割近く減少した。また、５月には海外からの旅行客も多くみられたが、今月は海外及び道内外からの旅行客も期待したほどの数とはならなかった。
,,□,一般小売店［土産］（経営者）,来客数の動き,・観光地に店を出しているが、観光客のうち15％程度が中国人という感じがある。中国人の買う物は限定されているため、なかなか当店の主力商品である昆布は売れないのが現状である。
,,□,一般小売店［酒］（経営者）,販売量の動き,・今月の売上自体は悪くないが、夏場の繁忙期という季節要因を取り除くと、３か月前とほとんど変わらない水準であった。また、得意先の飲食店がこのところ５～６軒閉店していることも、売上の不振につながっている。
,,□,百貨店（売場主任）,単価の動き,・暑い日が続いていることもあり、単価の高い秋物の動きがあまり良くない。逆に低単価の夏物のセール品ばかりが動いている。
,,□,百貨店（売場主任）,販売量の動き,・今月は猛暑が続いているため、食品のなかでも水物が非常に売れている。また、婦人服・紳士服ともに半袖・カットソー・ブラウス・パンツの動きが顕著である。特にスカートは今月に入って前年比120％の販売量となっている。
,,□,百貨店（販売促進担当）,お客様の様子,・お盆を過ぎても気温が下がらないため、秋物の動きが鈍い。
,,□,スーパー（役員）,単価の動き,・客単価は前年比99.5％となり、前月より１ポイント上昇したものの、３か月前よりは３ポイント低下している。例年になく猛暑が続いたことから、来客数の増加を期待していたが、豪雨など北海道ではあまり例のない気象現象がみられたことにより、来客数が今一つ増えなかった。
,,□,スーパー（役員）,お客様の様子,・気温が上がり、天候にも恵まれたことから、旧盆までは帰省・行楽で人が動き、夏物の売上も好調であった。しかしながら、その後は一転して悪くなっている。残暑が厳しく、例年売れる秋物の売上が大幅ダウンとなっている。
,,□,コンビニ（エリア担当）,単価の動き,・今月は猛暑の影響で、夏物商材がお盆以降も売れ続けている。客の来店頻度も高くなっているが、低単価商品に集中して購入する傾向が強まっており、以前よりも単価の低下幅が大きくなっている。
,,□,衣料品専門店（店長）,お客様の様子,・展示会等をやっても客が集まりづらく、集まってきた客もなかなか商品を買ってくれない。
,,□,乗用車販売店（従業員）,販売量の動き,・減税や補助金のおかげで自動車の販売量が増加しているが、今月は補助金が確実に間に合う最後の月であったことから、客の意識も特に高かった。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・猛暑でどこにも外出したくないとは思うのか、景気自体はあまり変わっていない。一方、処方せん客の来店頻度は遅れ気味となってきている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・依然として自動車用燃料の販売量が減少傾向にある。
,,□,高級レストラン（スタッフ）,販売量の動き,・前年よりも販売量がやや減っているが、大きくは変わっていない。暑い日が続き、夏休みのレジャーなどでお金を使ってしまったためか、飲食店には足が向かないようだ。知り合いの店では、内食が浸透してきたことで、例年よりも売上がやや減少したと聞いている。
,,□,高級レストラン（スタッフ）,来客数の動き,・景気自体は変わらないが、近年、お盆休みの込み合う時期を避けて、月後半に夏休みを取り、北海道を旅行する人が増えている。
,,□,タクシー運転手,来客数の動き,・依然として電話注文数が減少している。前年比でみると、来客数も減少している。
,,□,通信会社（社員）,販売量の動き,・客の様子をみると、景気が上向きになる要素がないため、契約に対して相変わらず慎重な態度を取っている。
,,□,観光名所（役員）,来客数の動き,・４～７月までは毎月、来客数が前年を上回るなど、景気は良い方向へ動いていたが、８月は他地域での高速道路料金無料化の社会実験の影響に加えて、お盆時期の天候不順もあり、来客数に伸びがみられず、前年並みの数字を確保するのがやっとであった。
,,□,美容室（経営者）,お客様の様子,・世の中の状況に慣れて、現状維持で生活をするという空気が強くなってきた。余計なことにお金を使わずに地道に生活をするパターンが定着してきている。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光最盛期だが、ツアー客が減少していることから、引き続き前年を下回って推移している。
,,□,住宅販売会社（従業員）,販売量の動き,・販売戸数が回復傾向にあったが、ここに来てモデルルームへの来訪客数が伸び悩んでいる。お盆休みや夏休みが影響しているのか、回復のペースが鈍化している。
,,▲,商店街（代表者）,単価の動き,・以前は50万円以上の商品が月に５～６点売れていたが、ここ数か月は半減している。
,,▲,百貨店（売場主任）,来客数の動き,・３～４月にかけて買上客数が前年比102～103％と回復していたが、５月以降は前年を下回り始めている。特に８月は前年比93.2％となっており、６～７月の前年比96.5％と比べて減少幅が拡大している。
,,▲,高級レストラン（スタッフ）,販売量の動き,・例年にない猛暑が続いていること、高速道路料金無料化の社会実験の対象から外れた地域であることなどから、夏休み期間への影響を懸念したが、来客数、売上ともほぼ前年並みであった。週末は満席となるが、平日は空席が目立つ。
,,▲,観光型ホテル（経営者）,単価の動き,・本州ツアー客を中心に宿泊客が減少しているものの、海外客でカバーしている。旅行会社からの料金値下げ要求やインターネット販売商品の増加により、客単価が継続的に下落している。
