Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,商店街（代表者）,販売量の動き,・今のところ天候の影響もなく、青果物が順調に出荷されている。
,,◎,一般小売店［土産］（経営者）,来客数の動き,・雪が遅く、暖かな冬となったことで景気は良くなっている。北海道胆振東部地震以降、外国人観光客が戻ってきていることもプラスである。
,,◎,観光名所（従業員）,来客数の動き,・12月は風雪や冷え込みが穏やかであるなど、比較的天候が良いため、来客数が伸びている。特に、国内シルバー層の観光団体旅行客がこれまでと比べて目立っている。12月26日現在、来客数は前年比111.4％と好調である。
,,○,一般小売店［酒］（経営者）,単価の動き,・このところ、ワイン、シャンパンなどの売上が増えてきている。特に12月は高額のシャンパンの売行きがとても良く、売上を押し上げている。このことから景気は回復基調にある。
,,○,百貨店（売場主任）,単価の動き,・衣料品や身の回り品などの動きは鈍いものの、高額商材の動きが良くなっている。また、近隣に公共施設がオープンしたこともあり、来客数も増えてきている。
,,○,百貨店（販売促進担当）,単価の動き,・来客数及び買上客数が前年と比べて若干のマイナスで推移しているが、外国人観光客がプラスで推移していることで、客単価が大きく上昇しており、全体売上もプラスとなっている。年末年始にかけてもこの傾向は続く。
,,○,スーパー（店長）,来客数の動き,・買上客数が増加傾向で推移している。
,,○,スーパー（店長）,お客様の様子,・近隣の総合スーパーが来月閉店することで、当店の売上にもマイナスの影響が生じているものの、現時点においては、売上、来客数のいずれもじわじわと増加傾向にある。
,,○,スーパー（役員）,お客様の様子,・北海道胆振東部地震の影響と連休が取りやすい曜日並びのため、子供が帰省すると話す客が多くみられる。
,,○,コンビニ（エリア担当）,来客数の動き,・北海道胆振東部地震以降、来客数の減少が続いていたが、12月に入り減少幅が小さくなっており、回復傾向がみられる。クリスマス、年末年始の予約商品の動きも前年並みであった。
,,○,衣料品専門店（店長）,販売量の動き,・既製品の売上は前年と比べて僅かに落ちているが、オーダー品の売上が前年比130％と伸びをみせている。客の購買意欲が明らかに上向いてきている。
,,○,家電量販店（店員）,販売量の動き,・12月前半から来客数が伸びている。４Ｋテレビ、レコーダー、チューナーなどの売行きが好調であり、客単価アップにつながっている。
,,○,乗用車販売店（従業員）,販売量の動き,・僅かではあるが、来客数が増加している。
,,○,自動車備品販売店（店長）,競争相手の様子,・北海道胆振東部地震の１か月後から集客施策を行っていたこともあり、直近２か月の来客数が前年比110％と伸長し、タイヤ販売も前年並みとなった。ただ、要因は検証中だが、同様の集客施策を行っていた競合店では、タイヤ販売が前年比80％となっており、差が付いている。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格が急落し、石油製品価格が下落傾向にあることで、販売量が回復傾向にある。
,,○,一般レストラン（スタッフ）,来客数の動き,・北海道胆振東部地震で減少した外国人観光客が予想以上に早く回復してきている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・北海道ふっこう割の利用客が好調であった。市内の大型施設を利用したコンサートイベントもプラスに作用した。
,,○,旅行代理店（従業員）,来客数の動き,・９～10月は北海道胆振東部地震及びブラックアウトの影響から外国人観光客の減少がみられたが、11月以降は回復し、前年を上回る利用客がみられている。12～１月は観光閑散期であるが、１月以降の冬観光にも期待できる。
,,○,タクシー運転手,来客数の動き,・12月は年末の繁忙期であり、年間でタクシーの売上が最も多い月である。ただ、売上は天候にも左右されるため、今年のタクシー１台当たりの売上は前年と比べると若干のマイナスであった。一方、会社の売上は、乗務員不足でタクシーの稼働率が落ちていることで前年比マイナス８％であった。
,,○,タクシー運転手,販売量の動き,・冬季の繁忙期を迎えている中、序盤戦は暖冬の影響で客足が鈍かったこともあり、前年を割り込んでいたが、中盤以降、雪が降り始めたことで月全体では例年どおりの販売量となった。
,,○,通信会社（企画担当）,販売量の動き,・品質に対する信頼感の観点から、競合他社にサービスを切り替える客の数が大幅に減少している。
,,○,美容室（経営者）,来客数の動き,・３か月前は北海道胆振東部地震が発生した月であるため、その月と比較すると景気は良くなっている。全体的な雰囲気もやや良くなっている。
,,□,商店街（代表者）,単価の動き,・北海道胆振東部地震の影響はほぼなくなっているが、クリスマスのギフトシーズンであるにもかかわらずギフト需要が減っている。客単価も10％以上の落ち込みがみられる。
,,□,商店街（代表者）,お客様の様子,・客の反応が以前と変わらず、変化がみられない。
,,□,商店街（代表者）,来客数の動き,・12月１日から年末大売出しを行っているが、客足が低調であり、抽選会場への来場者もまばらであった。特に土日は来街者が少なく、お歳暮商戦も例年を下回ったとみられる。また、北海道ふっこう割による観光客の増加も当地では目立った影響はなかった。
,,□,商店街（代表者）,販売量の動き,・待望の雪が降り、冬物商材が売れ始めたが、今年は雪が少なかったため、販売量の伸びがなかなかみられなかった。また、飲食店では、年末の予約が遅くなっているなど、苦戦を強いられている。特に夜遅くの飲み屋では、早めの帰宅者が増えていることで一層の苦戦を強いられている。
,,□,百貨店（担当者）,販売量の動き,・12月に入り、降雪などの悪天候の影響で来客数が伸び悩んでいる。クリスマス直前になり、反動で盛り返してきているものの、前半の落ち込み分をばん回できていない状況にある。
,,□,百貨店（営業販促担当）,販売量の動き,・来客数は前年並みをキープできているが、買上客数、買上点数が前年を下回っている。特に婦人服の低下率が大きい。食品もお歳暮が低調に終わり、苦戦している。
,,□,スーパー（店長）,販売量の動き,・お歳暮ギフトの件数を抑える傾向がみられることで、販売量が前年を下回っている。また、クリスマスや年末商材の動きも鈍く、節約志向が依然として変わらない。
,,□,スーパー（企画担当）,お客様の様子,・ガソリンや灯油の価格低下がみられるものの、株式市況が低迷していること、北海道胆振東部地震以降の節約ムードが払拭されていないことから、客の購買動向も一進一退の様相を呈している。
,,□,スーパー（役員）,来客数の動き,・ここ数か月、来客数の伸びが全くないまま推移している。８月までは外国人観光客や他地域からの入込客の動きが良かったが、北海道胆振東部地震以降は前年から10％程度落ち込んで推移しており、小売業における来客数も前年と比べて１～２％の落ち込みとなっている。また、商品単価が前年より数％低いことで客単価も低下している。
,,□,コンビニ（エリア担当）,販売量の動き,・来客数が戻ってきているが、売上が回復してこない。
,,□,コンビニ（エリア担当）,販売量の動き,・農家などの動きが悪い。今年の秋の農作物の収穫が今一つであったことが、客の買い方にも反映されている。
,,□,高級レストラン（経営者）,お客様の様子,・年末を迎えて、歳末商材に動きが出ているため、当店にとっての景気の良しあしまでは判断できない。
,,□,高級レストラン（スタッフ）,販売量の動き,・地元常連客や外国人観光客の利用が増えている。また、スタッフが料理説明や飲物のおすすめなど、客が望んでいることを察して対応していることで、回転率、客単価も上がっている。総体売上は前年から50％の増加となった。
,,□,高級レストラン（スタッフ）,販売量の動き,・ランチ、ディナーのいずれも前年をやや上回った。ランチは後半になり、格安メニューよりもコース料理がよく出たことで客単価が上昇した。また、ディナーは予約を含めて全体的に悪くない状況で推移した。北海道ふっこう割による効果で、市内のホテルには道外からの観光客が順調に入っており、北海道胆振東部地震後のような閑散とした状況が続いていないことも良かった。
,,□,観光型ホテル（経営者）,来客数の動き,・北海道胆振東部地震以来、来客数の減少が続いている。北海道ふっこう割も道南や道央での利用に集中しており、道北、道東では効果が薄い。また、外国人観光客も十分に回復しておらず、厳しい状況が続いている。
,,□,旅行代理店（従業員）,お客様の様子,・景気動向は可もなく不可もなく推移している。農業関係者との取引も従来どおり順調に推移している。
,,□,旅行代理店（従業員）,販売量の動き,・客の様子をみると、景気が良くなかったためか、旅行を申し込む客が余りみられない。
,,□,旅行代理店（従業員）,それ以外,・第４四半期の動きが鈍く、景気は変わらない。
,,□,旅行代理店（従業員）,単価の動き,・高額商材が売れないため、景気は変わらない。
,,□,タクシー運転手,来客数の動き,・イベントや外国人観光客がほぼ戻ってきているが、来客数の推移をみると景気は変わらない。
