I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,観光名所（従業員）,来客数の動き,・26日現在、４月の利用乗降客数は前年比129％と約30％増加している。こうした前年を上回る傾向は、今年に入ってから継続的に続いている。
,,○,商店街（代表者）,販売量の動き,・春の訪れが早く、天候が安定しているなかで、気温の高い日が続いていることで、客の来街頻度が高まっており、久しぶりに衣料品関連の売上がわずかながらも増えている。
,,○,商店街（代表者）,来客数の動き,・４月中旬以降、道内外からの観光客が増加している。多くは団体客であり、旅行会社などが誘導する店舗の買物袋を携行する姿が多くみられた。また、例年以上に気温が上昇していることで、地域住民の来街者も増加しており、男性衣料品などの一部の店舗を除き、売上がアップしている。
,,○,商店街（代表者）,販売量の動き,・今年は雪解けが早かったことに加えて、気候も安定していることから、消費面でプラスに働いている。前年の消費税増税後の反動もあり、前年比も上向いている。また、旧正月後も外国人観光客が順調に来道しており、好調に推移している。外国人観光客を狙った新規出店も増えている。
,,○,百貨店（売場主任）,お客様の様子,・外国人客による売上が前年比240％、国内客による売上が前年比110％近くとなり、2014年の消費税増税後の落ち込みから回復している。来客数が若干減少しているが、ハンドバッグや装身具などのファッションアイテムの動きが前年比150％を上回るなど、客の購買意欲が感じられる。
,,○,百貨店（売場主任）,単価の動き,・一部の高額商材において、購買意欲が高まっている。
,,○,百貨店（販売促進担当）,販売量の動き,・気温の上昇とともに、アウターや靴などの春物アイテムの動きが活発になり、売上を押し上げている。ゴールデンウィークを間近に控えて、客の購買意欲が高まってきている。
,,○,スーパー（店長）,販売量の動き,・前年の消費税増税後の反動もあり、４月は販売量も売上も前年を上回っている。
,,○,スーパー（店長）,単価の動き,・競争環境の激化により来客数は前年を下回っているものの、商品単価、客単価とも上昇傾向にある。
,,○,スーパー（役員）,来客数の動き,・2014年４月は消費税増税前の駆け込み需要の反動で売上、来客数が落ち込んだ月であるため、売上、来客数とも前年を上回っている。ただ、2013年との比較ではそれほど大きな増加はみられない。一方、商品単価は前年から約７％上昇しているが、客１人当たりの平均買上点数がやや落ち込んだことから、客単価は前年から約３％の上昇となっている。
,,○,スーパー（役員）,お客様の様子,・価格の安い商材だけでなく、こだわり商材や地場産品など、やや価格の高い商材も売れるようになってきた。
,,○,コンビニ（エリア担当）,お客様の様子,・祝祭日や好天の日の来客数が増加傾向であり、行楽時の支出を増やす傾向がみられるようになってきた。その反面、悪天候時の祝祭日は来客数が大きく減少するなど、厳しい状況にあり、消費のメリハリがうかがえる。
,,○,コンビニ（エリア担当）,来客数の動き,・消費税増税前の駆け込み需要から一巡したこともあり、４月の売上は前年から回復してきている。後半に入ってからは、売上だけでなく、来客数も回復傾向にある。
,,○,コンビニ（エリア担当）,単価の動き,・４月は前年と比べて気温が高いこと、統一地方選挙の効果で酒などの免許品が動いていること、高速道路のインターチェンジが開通したことから、売上がやや増加している。ただ、前年の消費税増税前の駆け込み需要の反動でたばこの売上が相変わらず減少したままであり、影響が大きい。
,,○,コンビニ（エリア担当）,お客様の様子,・客の購買動向をみると、買う商材の数が増えている。
,,○,コンビニ（店長）,来客数の動き,・４月は売上が前年比103％、来客数が前年比102％、客単価が前年比101％となっている。前年は消費税増税直後で、客の買い控えがみられた分、今年の売上が増加している。
,,○,乗用車販売店（従業員）,販売量の動き,・販売量が増えてきており、前年を上回っている。
,,○,旅行代理店（従業員）,販売量の動き,・雪解けが順調に進んでいることから、農業系団体の需要が堅調である。また、宗教関係団体にも大型案件の動きがみられるなど、団体需要が全体をけん引している。一方、統一地方選挙の影響はあまりみられなかった。
,,○,美容室（経営者）,お客様の様子,・３か月間連続で売上が前年を上回っている。客の来店周期が以前よりも短くなってきたのが大きな要因となっている。
,,○,住宅販売会社（経営者）,お客様の様子,・日経平均株価が２万円を超えたこともあり、客のムードが非常に良くなっている。ただ、住宅投資に消費がまだ回ってきていないため、より一層の株高が必要である。
,,○,住宅販売会社（役員）,単価の動き,・分譲マンションの販売価格を値上げしたにもかかわらず、客の反応は悪くない。販売速度も以前と変わりなく、売行きは順調である。
,,□,商店街（代表者）,来客数の動き,・前年の４月は消費税増税の反動で最悪の状況であったが、今年は売上が戻ってきている。ただ、前々年までの水準には至っていない。
,,□,商店街（代表者）,お客様の様子,・客の傾向は過去と変わらないものの、気持ちの面では上向きになっている。
,,□,一般小売店［土産］（経営者）,来客数の動き,・天候が不順だったことに加えて、統一地方選挙の影響もあり、人出が極端に悪かった。ただ、中国人を始めとした外国人観光客の入込が好調だったことに助けられ、売上は前年比105％と前年を上回った。
,,□,一般小売店［酒］（経営者）,販売量の動き,・４月は統一地方選挙があったため、選対事務所の関係者など、そこに携わっている人達が外出、外食、飲食を手控えていることで、夜の客の出が少なかった。まだ選挙が終わったばかりであるため、あと１週間程度はその影響が残る。
,,□,百貨店（売場主任）,来客数の動き,・前年４月の消費税増税から１年が過ぎたが、物産展などの催事への来客数、買上客数が減ったままであり、イベント関連の売上が前年の80％台と厳しい状況にある。一方、春物の売上は、天候が春らしくなるとともにジャケット、コートに動きが出ており、前年を上回った。
,,□,スーパー（店長）,来客数の動き,・消費税増税から１年が経過したが、来客数、販売量、客単価のいずれも増税前の水準に戻っていない。
,,□,衣料品専門店（経営者）,来客数の動き,・統一地方選挙があったことで催事の来客数が減った。また、消費者が郊外の大型店に流れており、地元商店街の消費者の動きが著しく衰退してきている。
,,□,衣料品専門店（店長）,販売量の動き,・気温低下の影響がみられた。
,,□,乗用車販売店（従業員）,販売量の動き,・軽自動車税が４月から上がったあおりを受けて、販売量が伸び悩んだ。
,,□,乗用車販売店（従業員）,販売量の動き,・例年と比べて、数字上、大きな変化がみられない。
,,□,乗用車販売店（役員）,販売量の動き,・新車、中古車ともに受注量が上向いてこない。消費者のマインドに変化がない限り、現状のままで推移する。
,,□,自動車備品販売店（店長）,来客数の動き,・車検入庫は前年並みの水準を維持している。消耗品の夏タイヤは前年の1.5倍の売上がみられるが、３月と４月の累計では前年並みで終わりそうである。洗車用品も前年並みの売上となっている。来客数も大きく変わっていない状況にある。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・顧客に高齢者が多い商売であるため、年金減額の影響が厳しい。天候が良くなかったことも来客数の減少につながっている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油価格が安定しているため、特に目立った動きはみられない。
,,□,高級レストラン（スタッフ）,来客数の動き,・月前半は売上が前年を下回って推移していたが、月後半、特に下旬に入ってからは前年を上回る日が多く、最終的には前年を6.7％上回った。桜前線が例年よりも10日以上早かったことの影響とみられるが、それだけとは思えないような来客数の動きであった。
,,□,高級レストラン（スタッフ）,販売量の動き,・気温の上昇とともに売上が増加しており、景気回復と錯覚しそうであるが、こうした傾向は毎年のことであり、特に前年は売上を減らしていただけに、判断の付かない状況である。また、来客数は前年並みとなったものの、客単価は前年を下回った。地方で人気のガイドブック掲載店を訪ねたが、いつも混雑しているのに、当日は席がまばらで驚いた。
,,□,高級レストラン（スタッフ）,お客様の様子,・全体的に価格によって客の動きが左右される傾向が依然としてみられる。
,,□,一般レストラン（スタッフ）,単価の動き,・３月にメニューの値上げをしたが、低価格メニューの販売量が伸びるなど、客単価が思うように上がってこない。
,,□,スナック（経営者）,来客数の動き,・４月は統一地方選挙があったが、思ったほどの落ち込みはみられなかった。いつもどおりの来客数であった。
,,□,観光型ホテル（スタッフ）,来客数の動き,・国内客については、観光、ビジネスともに前年並みで堅調に推移している。ただ、観光目的の団体客、個人客はともに入込の動きが鈍く、横ばいでの推移となっている。
,,□,観光型ホテル（役員）,単価の動き,・引き続き宿泊単価が上昇傾向にあり、好調を維持している。
