Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,コンビニ（エリア担当）,来客数の動き,・天候に影響される傾向がみられるものの、客数は伸びている。
,,○,その他専門店［医薬品］（経営者）,販売量の動き,・冬支度の時期になり、風邪薬等必要不可欠な商品が動きだし、８～９月時よりも販売量が増えている。
,,○,タクシー運転手,お客様の様子,・業界全体で売上の低下が下げ止まった感があり、２か月連続で前年比プラスに推移している。
,,□,商店街（代表者）,来客数の動き,・百貨店の物産展などで街への集客はあったが、百貨店近くの飲食店への売上の増加にはつながらないなど、商店街全体としてのトレンドは変わらない。
,,□,商店街（代表者）,単価の動き,・単価が横ばいで推移しているため、売上に大きな変化がみられず、また、客数の多い休日などは、単価が落ちているため、全体としては変わらない。
,,□,商店街（代表者）,お客様の様子,・防寒需要の月だが、これといった流行もないため、前年のもので間に合わせている客が多く、客の動きに変化がみられない。
,,□,百貨店（売場主任）,販売量の動き,・３か月前は夏の売り尽くしセールの真っ最中で、最終値下げの時期であったが、客が商品をまとめて買うという傾向は全くみられなかった。今回も冬物衣料の品ぞろえはできているが、安くなってから買おうという傾向が強く、販売量の伸びに繋がらない。
,,□,家電量販店（店員）,単価の動き,・例年10月末からカードセールを行っているが、前年と比較して、大物商品が少なく、小物商品がよく動いているため、全体としては変わらない。
,,□,高級レストラン（スタッフ）,お客様の様子,・昼の時間帯は観光客が客の６割を占めているなど、ほぼ満席であり、客単価も例年より高いが、夜は来客数、客単価とも厳しく、全体としては変わらない。
,,□,高級レストラン（スタッフ）,お客様の様子,・午後から雨が降って気温が下がると、ディナー客の足が遠のくため、客数は減少しているものの、客単価が上昇しており、全体としては変わらない。
,,□,一般レストラン（スタッフ）,単価の動き,・客数は減っているが、客単価が前年同月比プラスとなっているため、全体としては変わらない。
,,□,観光型ホテル（スタッフ）,単価の動き,・宿泊客数は増加しているが、客単価のアップが図られず、全体としては横ばいで推移している。
,,□,タクシー運転手,来客数の動き,・10月は札幌でＤＰＩ世界会議等が開催され、タクシーの利用が期待されたが、会議開催期間中も含めたタクシーの利用は前年よりマイナスとなっているため、全体としては変わらない。
,,▲,商店街（代表者）,単価の動き,・総体的に商品単価が低下していることに加えて、客は必要なものしか買わないという傾向が強く、客単価も低下している。
,,▲,一般小売店［土産］（店員）,お客様の様子,・客を見ている限り、欲しい物を買いたいという意欲が低いようであり、客の購買意識が低く、また、購買点数も１、２点と少なくなっている。
,,▲,スーパー（店長）,販売量の動き,・平日の販売点数とセール期の販売点数の差がますます大きくなってきており、特にセール期のディスカウント商品のまとめ買いが、極端に目立つようになっている。
,,▲,スーパー（店長）,来客数の動き,・３～６月ごろの客数は前年比99.8％となっていたが、10月は92.3％と大幅な下落状況にある。この要因は競合環境の激化にあり、今後も消費需要の伸びは期待できないため、さらなる販売環境の悪化が想定される。また、商品単価も前年比で過去２年間下落を続けており、直近は前年比96％の状況となっている。
,,▲,スーパー（企画担当）,競争相手の様子,・競合他店の価格を前面に訴求したチラシは、折込頻度を含め、一段と激しくなっているなど、デフレ傾向の進行はなお続いている。
,,▲,コンビニ（エリア担当）,単価の動き,・客単価の減少が止まらない。
,,▲,コンビニ（エリア担当）,単価の動き,・より低価格な商品の販売量が増えている。
,,▲,衣料品専門店（店長）,販売量の動き,・景気不安による買い渋りが要因と思われるが、先月までに比べて、額面、単価、点数を比較すると点数の落ち込みが大きくなっている。
,,▲,乗用車販売店（従業員）,来客数の動き,・客の誘致をかなり行っているが、全く動きがない。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型車が例年より多く投入されたが、思ったより売れない。
,,▲,住関連専門店（従業員）,競争相手の様子,・最近、価格調査に行ったが、取引先の対応に非常に厳しいものがある。
,,▲,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・同業他社との競争のために、理由なく販売価格が下落している。
,,▲,高級レストラン（スタッフ）,来客数の動き,・レストランや宴会利用客は安定しているが、宿泊客数は６月のワールドカップの後遺症がいまだ癒えていない。米国テロで国内旅行が活発だった前年に比べると大幅な減少となっている。
,,▲,スナック（経営者）,単価の動き,・家賃・従業員の給料など経費は変わらないが、客に飲み代の金額を値切られるなど、利益が少なくなっている。
,,▲,観光型ホテル（経営者）,単価の動き,・国内景気の停滞に加えて、オフシーズンに入ってからの地域経済の一段の落ち込みに伴い、いわゆるレジャー支出は一段の落ち込みとなっている。レジャー支出の厳しさは、企業の経費削減を上回っている感がある。
,,▲,観光型ホテル（経営者）,来客数の動き,・減少の理由は不明だが、今月の入込客数は前年比で３％程度減少する見込みとなっている。
,,▲,旅行代理店（従業員）,単価の動き,・熟年の客が単価の安い道内温泉旅行にシフトしている。
,,▲,旅行代理店（従業員）,来客数の動き,・最近、客の来店頻度が減少傾向にある。
,,▲,タクシー運転手,来客数の動き,・観光客の入込が減少を続けていることに加えて、地場に多い食品業や建設業も仕事量が少なく、夜の繁華街では閑古鳥が鳴くという状態であるため、タクシー利用客が少なく、同業者のなかでも前年実績割れが依然として続いている。
,,▲,通信会社（企画担当）,販売量の動き,・企業が通信料削減のために、携帯電話の契約を法人名義から個人名義に、どんどん変えている。
,,▲,その他レジャー施設（職員）,来客数の動き,・イベント関連施設のため、スポーツ・観光シーズン終了とともに来客数・販売量が下がる傾向にある。開業２年目を迎え、目新しさがなくなったせいなのか、単価も前年の同時期に比べ落ちている。
,,▲,美容室（経営者）,来客数の動き,・客の来店の周期が長くなってきている。
,,▲,美容室（経営者）,販売量の動き,・客の動きが停滞しており、一日当たりの客数もここ５、６年全く同じである。
,,×,百貨店（販売促進担当）,販売量の動き,・９月の札幌市内は、競合店のリニューアルオープン、プロ野球の優勝セール等で需要が喚起されたが、10月はその反動に加えて、気温が高めで推移したことの影響を受け、衣料品が苦戦となっている。
,,×,コンビニ（エリア担当）,単価の動き,・より低単価な商品を購入する傾向が著しく進んでいる。
,,×,衣料品専門店（店長）,お客様の様子,・当店の客は高齢者が多く、10月からの医療費値上げが響いて買い控えが多い。
,,×,スナック（経営者）,来客数の動き,・飲食店に出かける客が、毎年、少なくなっている。
,,×,スナック（経営者）,来客数の動き,・当店だけではなく、繁華街は全体的に人が歩いていない。
,,×,設計事務所（所長）,お客様の様子,・景気が悪く先の見通しが立たないなか、銀行に借金をしてまで、住宅を建てたり、設備投資をして修理をしたりするといった機運にならないようである。
,,×,住宅販売会社（従業員）,販売量の動き,・将来に対する不安やデフレの懸念から、借金を控える傾向にあり、今まで好調だったマンションの売れ行きが低調になってきている。以前は一戸建ては控えてもマンションは売れる状況であったが、今はマンションにも影響が出てきている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,その他企業［コンベンション担当］,受注量や販売量の動き,・宿泊、レストラン、宴会部門とも前年を上回ったので、10月は景気が回復したのではないかと考える。
,,□,輸送業（経営者）,受注量や販売量の動き,・デフレの影響により、競争の激化で価格破壊が起こっている。
,,□,通信業（営業担当）,受注価格や販売価格の動き,・景気動向として受ける感触はそう悪くは感じないが、３か月前との比較では受注価格の低下もあり、横ばいの印象となっている。
,,□,通信業（営業担当）,受注価格や販売価格の動き,・２か月くらい前から受注量は増加傾向にあり、今月も同じ傾向と思われるため、前月比で判断すると変わらない。
,,□,金融業（企画担当）,それ以外,・新規の設備資金が少なく、企業の人員抑制志向も強い。
,,□,司法書士,取引先の様子,・不動産業、建築業においては、住宅建築や不動産取引が伸び悩んでいるため、３か月前と変わらない状況である。
,,□,その他サービス業［建設機械リース］（支店長）,取引先の様子,・建設機械、大型車両の販売台数が、前年比で大幅割れが続いており、小売業も既存店舗の売上は前年割れを、新規出店でカバーしている状況となっている。
