Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,それ以外,・アルバイト募集をしてもなかなか応募がなく、失業率が下がっている傾向がうかがえることから景気はやや良くなっている。ただ、参議院選挙の影響で夜の客足が悪くなっているとの声も聞こえてきている。
,,○,百貨店（販売促進担当）,お客様の様子,・客単価の上昇傾向が継続しているなかで、苦戦していた購買率が回復してきている。降雨と低温の影響により季節商材の動きは鈍いものの、客の購買にかかる機会損失が少なくなっている。
,,○,スーパー（役員）,お客様の様子,・北海道新幹線の開業により観光客が増え、街全体が活気付いてきており、少しずつプラスの効果が広がっている。
,,○,コンビニ（エリア担当）,来客数の動き,・気温の上昇とともに来客数が増加してきている。
,,○,衣料品専門店（経営者）,販売量の動き,・６月は天候に恵まれない、異常気象の月だった。毎日のように雨が降るなど、北海道にも梅雨が来たような感じで、気温も低く、朝晩にはストーブが必要なほどであった。ただ、催事については来客数、客単価とも増加しており、売上は前年を上回った。
,,○,高級レストラン（スタッフ）,来客数の動き,・４月以降、観光客の入込が良く、６月の来客数は前年を16％上回った。当地でのイベントの効果もあり、客からはホテルが取れないとの話も聞こえてくる。一方、客単価は横ばいで推移している。
,,○,観光型ホテル（スタッフ）,単価の動き,・近隣アジアからの外国人観光客は減少傾向にあるが、減少分を国内客の個人旅行でカバーすることができている。
,,○,旅行代理店（従業員）,来客数の動き,・３～４月の観光需要の端境期からグリーンシーズンを迎え、観光の繁忙期となってきている。ただし、前年と比較すると、景気の停滞感などによりやや前年を下回る傾向で推移している。
,,○,旅行代理店（従業員）,お客様の様子,・消費税増税の再延期により安心感が広がっている。ＩＳ関連のテロで大きな事件が少なくなってきたこともプラスである。また、伊勢志摩サミットが無事終了し、その前後で伊勢や広島がテレビで放映されたことが国内旅行のきっかけになっている。
,,○,旅行代理店（従業員）,販売量の動き,・来客数が若干減っているものの、売上が前年並みをキープしていることから、客の消費単価が上がってきている。
,,○,タクシー運転手,来客数の動き,・３か月前と比べると、夏場を迎えて観光客の入込が良くなってきている。ただ、毎年、この時期は上向き傾向になるため、全体的に景気が回復しているわけではない。地元客の動きがみえないなど、地方経済は横ばいの状況にあり、業界を取り巻く厳しさは変わらない。
,,○,通信会社（社員）,来客数の動き,・来客数の増えている店舗が多く、来客数全体が前年と比べて伸びている。
,,○,観光名所（従業員）,来客数の動き,・６月中旬から毎日のように天候が悪く、来客動機が低くなりがちな状況であったにもかかわらず、６月26日時点の来客数は前年比102.7％となっており、まずまずの天候であった前年とほぼ同じような利用客数の伸びがみられたことから、景気はやや良くなっている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・前年よりも若干ペースが落ちているが、旅客、車両ともに好調に推移している。
,,○,住宅販売会社（経営者）,お客様の様子,・北海道新幹線開業により、函館では飲食店、ホテルなどがにぎわっている。ただ、それがまだ消費や小売、建築などには結び付いていないのが現状である。
,,□,商店街（代表者）,お客様の様子,・客の話の内容が前月と変わらない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・今年に入ってから売上が弱含みで推移しており、前年までの勢いがみられなくなっている。外国人観光客による効果も少なくなっている。消費動向が何かおかしくなっているように感じる。
,,□,百貨店（売場主任）,お客様の様子,・来客数は前年並みであった。外国人観光客による売上が大幅なマイナスとなるなか、地元客による定価品の売上がほぼ前年並みとなるなど、堅実な結果がみられた。一方、父の日ギフトは主力の紳士雑貨がマイナスとなったものの、お中元商戦の立ち上がりはほぼ前年並みであった。洋服は客が値下げのタイミングを待っているようである。
,,□,百貨店（担当者）,来客数の動き,・３か月前との比較ではほとんど変化がみられない。
,,□,スーパー（役員）,販売量の動き,・６月は一般食品、菓子などの動きが良いものの、例年と比較して気温がやや低いことから、酒類や飲料などの動きが厳しい。全体的には、ここ３～４か月、客１人当たりの買上点数、来客数、客単価が前年を上回っているなど、変わりのない状況で推移している。
,,□,コンビニ（エリア担当）,来客数の動き,・６月は天候不順により飲料水やビールの売上が減少したものの、生鮮品や米飯の売上は前年並みを維持している。
,,□,衣料品専門店（店長）,来客数の動き,・来客数が非常に少なく、厳しい状況に変わりがみられない。
,,□,家電量販店（店員）,来客数の動き,・来客数が前年を下回ったものの、売上は前年から微増している。
,,□,乗用車販売店（経営者）,販売量の動き,・景気動向や販売量に大きく影響する要素は見当たらないが、消費者の購入意欲がなかなか上向いてこない。
,,□,乗用車販売店（従業員）,販売量の動き,・一向に販売台数の上向いてこない状況が続いている。
,,□,乗用車販売店（従業員）,お客様の様子,・ボーナスが前年並みの金額で支給されるなど、変化がみられないため、景況感も変わらない。
,,□,自動車備品販売店（店長）,お客様の様子,・例年であれば、春のタイヤのはき替え時期から来客数が一時的に増えるが、今年の来客数は前年の90％台であった。最近は２か月単位で来客数をみると、横ばいか減少の状態が続いている。
,,□,その他専門店［医薬品］（経営者）,それ以外,・客離れの防止策が急務となるなど、小売の難しさを感じる日々だ。地味かもしれないが、個々の客を逃がさないような工夫が求められている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が安定して推移していることから、景気は変わらない。
,,□,高級レストラン（経営者）,お客様の様子,・特別、景気が上向きになるような材料がない。英国のＥＵ離脱問題の影響により、今後、円高が進むことが懸念されるなど、不安材料の方が多く、景気が上向きになる要素がない。
,,□,高級レストラン（スタッフ）,販売量の動き,・６月は特定の日に予約が集中したが、月全体でみるとぎりぎりで前年並みの売上となった。当店は値下げしてから来客数がやや増えているが、長いゴールデンウィークの余波で客足が遠のいており、思うように売上が伸びなかった。参議院選挙の影響もあるかもしれないが、これまでの衆議院選挙や統一地方選ほどの影響はみられない。
,,□,旅行代理店（従業員）,単価の動き,・受注件数、取扱額ともに大きな変動がないため、景気は変わらない。
,,□,タクシー運転手,来客数の動き,・６月は当地で大きなイベントがあったほか、例年よりも雨の日が多かったにもかかわらず、タクシーの売上は前年比で若干のマイナスとなった。
,,□,タクシー運転手,来客数の動き,・ここ３か月、来客数は例年並みで推移している。国内旅行客による利用が減少するなか、外国人観光客による利用が増えている。
,,□,タクシー運転手,販売量の動き,・街全体の景気がここ半年くらいほぼ横ばいで推移しているため、販売量も前年並みで推移している。ただ、当社としては宣伝を積極的に行っているため、これから夏に向かって上向きになりそうな気配がある。
,,□,パチンコ店（役員）,単価の動き,・英国のＥＵ離脱問題による円高の影響がどれほどのものになるかが気掛かりである。原油価格が上昇すれば、中小の加工業や運送業に大きく影響することになる。特に運送業で値上げが行われることになれば、道内の観光業に与える影響も大きく、外国人観光客の足が遠のくことが懸念される。
,,□,美容室（経営者）,来客数の動き,・５月の来客数がかなり悪かったが、６月になり例年並みの来客数に復活した。今後も同じような来客数で推移するとみられる。
,,□,美容室（経営者）,単価の動き,・天候の変化によって、客のメニューが多少なりとも変化する状況にある。
,,□,住宅販売会社（経営者）,販売量の動き,・ここ数か月の分譲マンションの販売量の動きをみる限り、販売戸数は安定している。
,,▲,商店街（代表者）,単価の動き,・これまで客単価が上がっていたが、ここにきて客単価が10％程度落ちてきている。
,,▲,商店街（代表者）,来客数の動き,・例年であれば、比較的消費が活発になる時期であるが、上旬から中旬にかけての天候不順の影響もあり、地元客による来街に今一つ伸びがみられなかった。また、外国人観光客の入込も期待値よりも低く、ほとんどの業種で売上アップには至らなかった。
,,▲,商店街（代表者）,販売量の動き,・今年の北海道は寒い日が続いていることで、作物の生育にも大きな影響がみられ、農産物の価格が高騰している。また、夏物商材も衣類や家電などで販売不振が起きているなど、心配な状況にある。
