Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,その他レジャー施設（職員）,販売量の動き,・取扱チケットのカテゴリーが増えたため、大幅に販売量や来客数が増えた。ただし、客単価は低くなっている。
,,○,商店街（代表者）,お客様の様子,・今月は天候、来街者など比較的安定した状態で、若者中心の衣料店に動きが目立つ。
,,○,商店街（代表者）,お客様の様子,・ようやく気温が上がってきて、月前半は春物の羽織関係が売れていた。中旬からは夏のトレンドがある程度はっきりしてきたため、客の購買意欲が増している。カットソー、Ｔシャツなどの単品を中心に、客が商品を探している様子が確実にうかがえる。
,,○,一般小売店［酒］（経営者）,販売量の動き,・天候の回復もあり、４月に入ってから人出が活発になってきて、それに伴い販売量も幾分伸びてきている。
,,○,一般小売店［土産］（店員）,来客数の動き,・先々月まで、観光客が前年比で５～10％減っていたが、底入れしたのか前月から今月にかけてほぼ前年並みになり、改善傾向にある。
,,○,スーパー（店長）,来客数の動き,・来客数、販売量とも前年比は、全国平均値と比較すると遅れをとっているものの、前月との比較ではいずれも増加している。力強さには欠けるものの、１月、２月を底としてやや回復している状況となっている。内訳では、食品及び住居用品で全国平均を上回っている。
,,○,スーパー（店長）,来客数の動き,・雪の影響もあったのか、３か月前と比べると店全体の来客数が３％増加している。
,,○,スーパー（店長）,販売量の動き,・３か月前と比較して販売数量が25％伸びている。前年の12月と比べても約６％多くなっている。
,,○,衣料品専門店（店長）,単価の動き,・客１人当たりの買上点数が増えており、客単価も上昇している。
,,○,乗用車販売店（従業員）,販売量の動き,・雪解けが遅かった反動とも思うが、４月は前年より契約台数が多く、良い状況であった。
,,○,一般レストラン（スタッフ）,来客数の動き,・依然として客単価の前年割れが続いているが、来客数が前年比107％と伸びている。
,,○,観光型ホテル（スタッフ）,販売量の動き,・外国人客を中心に宿泊客数は３か月連続の２けた増加となった。ただし、宿泊単価は依然として前年割れと厳しい。
,,○,旅行代理店（従業員）,販売量の動き,・ヨーロッパ方面の海外旅行が順調に伸びており、国内旅行も道外に向かう旅行は好調に申込数を増やしている。
,,○,美容室（経営者）,お客様の様子,・客との会話の中で旅行や買物、食事など活動的な話題が多くなってきている。
,,□,商店街（代表者）,お客様の様子,・天候のせいもあるが、客の消費意欲が非常に低迷しているように感じる。バーゲンであっても反応が悪く、本当に必要なものしか求めない。
,,□,商店街（代表者）,お客様の様子,・天候がそれほど良くなっていないため、客の動きがまだ緩慢な状態である。
,,□,百貨店（売場主任）,単価の動き,・３月の実売期に苦戦していた春物のコートを４月上旬に値下げしたところ、ある程度販売に結びついた。また初夏物・夏物を早めに投入しているが、カットソーやセーターなど、低単価の商品が販売の主力となっている。
,,□,百貨店（役員）,お客様の様子,・中旬過ぎから気温が平年並みまで上がる日が多く、売上を上乗せしようと強い販促を仕掛けると客数はアップするが、客の買い方は慎重なままである。特にまとめ買い等があまりみられず、依然として前年を割り込んでいる。
,,□,スーパー（店長）,販売量の動き,・例年に比べて気温が低いことも影響しているが、春物、初夏物の売上がなかなか回復してこない。割引を実施しても客が飛びつかない状況が続いている。
,,□,家電量販店（店員）,来客数の動き,・入学、進学の客が少なく感じた。相変わらず複数の店を回る客が多く、特価商品の人気がある。
,,□,家電量販店（地区統括部長）,販売量の動き,・デジタル商品が好調に推移しているものの、前年末からの単価ダウンに歯止めがかからず、トータル的には変わらない。
,,□,住関連専門店（経営者）,来客数の動き,・とうとう商店街の店舗で閉店するところが２～３店出てきた。我慢ができずに限界を迎えている店舗が多いようだ。
,,□,高級レストラン（スタッフ）,来客数の動き,・大型店撤退のニュースなど、地域の衰退が消費者の利用意識を低下させている。
,,□,高級レストラン（スタッフ）,来客数の動き,・観光客の落ち込みが顕著である。この時期は、例年であれば観光バスや観光客が良く目に付くが、最近はあまりみられない。
,,□,高級レストラン（スタッフ）,お客様の様子,・ゴールデンウィークを控えているせいか、ランチ客が前年の７割となった。特にビジネスマンと時間に余裕のある女性客が減少したようだ。ディナーは企画商品が当たり、客数、売上、単価のいずれもが増加した。全体では前年を少し下回っている。
,,□,スナック（経営者）,来客数の動き,・４月は企業の異動の時期だが、歓送迎会は一次会で終わることが多く、二次会があっても、団体料金の安いスナックなどに流れていたようだ。
,,□,観光型ホテル（経営者）,販売量の動き,・道外客、地元客とも動きが良くない。１人当たりの消費額も伸びる気配がない。台湾からの旅行客は依然として好調である。名古屋圏からの客は増加傾向にある上、付帯収入部門での売上増加が顕著である。地元客を含めた道内客の動きの悪さが痛手である。
,,□,旅行代理店（従業員）,販売量の動き,・ゴールデンウィークの宿泊客が伸びず、長期間の休みの割には動きが鈍いように感じる。
,,□,旅行代理店（従業員）,来客数の動き,・例年のゴールデンウィークの動きに比べて来店が少なく、旅行申込も少ない上に、１泊程度の短い日程が増えている。
,,□,設計事務所（職員）,それ以外,・新年度を迎え、公共工事が発注される時期が近づいてきたが、例年より数や量が少ない。民間工事も医療施設や分譲マンションに限定されて、全般的には少ない。
,,□,住宅販売会社（従業員）,販売量の動き,・季節的にモデルハウスの来場者は増えてきているが、成約等は相変わらず低調な感じである。
,,□,住宅販売会社（従業員）,販売量の動き,・購買量の低下は所得の減少が最大の理由と受け止めている。
,,▲,商店街（代表者）,お客様の様子,・低単価志向が強く、また消耗品の動きも鈍く、落ち込みが大きい。
,,▲,百貨店（売場主任）,お客様の様子,・２月、３月と季節物の動きが鈍かったことから、今月は気温の上昇に伴い動きが活発になることを期待したが、思いのほか伸びきれずに推移した。母数の大きい衣料品・服飾雑貨の購買客数の減少に歯止めがかからない状況にある上、比較的、変動の少ない食料品でも、過去に例がないほどの大幅な落ち込みを記録した。少子化の進行に伴い、入学・進学の返礼ギフト需要が減少していることも影響している。
,,▲,百貨店（売場主任）,お客様の様子,・食品における物産催事は客数、売上とも非常に良いが、春物の婦人服、紳士服の動きが厳しい状況である。
,,▲,コンビニ（エリア担当）,来客数の動き,・幹線道路沿いの店舗で男性の来客数が前年に比べて減少している。雪解けの遅れが工事や農作業の遅れにつながっている可能性がある。
,,▲,コンビニ（エリア担当）,単価の動き,・客の買上点数は前年と比較するとほぼ変わっていない。ただし単価が低下しており、客はより安いものを求めているとみられる。
,,▲,コンビニ（エリア担当）,競争相手の様子,・順調に売上が伸びていると言われているスーパーも販促の機会が多くなり、前年は週2.0回であったものが今年は週3.6回まで増加している。通常の値段では売れず、単価自体も下がっており、景気は減退している。
,,▲,衣料品専門店（店長）,単価の動き,・色々と売り出しや展示会を行うが、今月の展示会では高額品が全く売れず、安い物でも数が減っている状態である。
,,▲,乗用車販売店（営業担当）,販売量の動き,・販売活動を強化しているが、景気が悪く商談にならない。
,,▲,その他専門店［ガソリンスタンド］（経営者）,お客様の様子,・原油価格の急騰により石油製品価格が暴騰している。
,,▲,観光型ホテル（経営者）,来客数の動き,・来客数の動きはここ数か月、前年に比べて停滞気味に推移している。愛知万博の影響、あるいは航空機の輸送能力の減少等が理由として考えられるが、何が本当の理由かはもう少し分析する必要がある。
,,▲,観光名所（役員）,来客数の動き,・函館への観光客入込者数は減少傾向にあり、施設内のレストラン利用者も減少している。
,,×,スナック（経営者）,来客数の動き,・４月は歓送迎会がある時期だが、いまだに国家公務員の倫理規程が厳しいため参加してくれる人が少ない。
,,×,タクシー運転手,来客数の動き,・４月になり、雪解けとともにタクシーの利用客が激減している。また規制緩和により、札幌のタクシー台数は３年間で14％増えているため、利用客の減少と合わせてますます売上が減少している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（団体役員）,受注量や販売量の動き,・総体的な受注量に変わりはないが、愛知万博の影響で中部地域への販売量が好調である。
