Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,家電量販店（経営者）,販売量の動き,・エコポイント制度の効果により、１～２月に比べて売上が大幅に増加している。
,,○,百貨店（販売促進担当）,販売量の動き,・以前は単品での購入が目立ったが、最近は客が複数の商品を購入するケースが増えつつある。
,,○,百貨店（販売促進担当）,来客数の動き,・前年12月から来客数が上向いており、今月もその傾向が続いている。
,,○,スーパー（店長）,販売量の動き,・前月に引き続き、販売量が前年比で102％とわずかに伸びている。積極的な企画や売出しにより売上も伸びている。
,,○,スーパー（役員）,販売量の動き,・市況は厳しいことに変わりはないが、商品単価が下落し続けており、前年比94％台での推移となっている。一方で、客１人当たりの買上点数が前年比109％台まで増加していることから、客単価は前年比103％台まで上昇しており、売上も前年比104％を超える伸びで推移している。
,,○,家電量販店（店長）,販売量の動き,・政府のエコポイント制度とＩＣＴ事業の駆け込み需要がピークに達し、ＡＶ機器を中心に盛り上がりをみせている。
,,○,家電量販店（店員）,販売量の動き,・エコポイント制度の効果で薄型テレビがよく売れている。駆け込み需要が多いことから、品薄状態となっている。
,,○,家電量販店（地区統括部長）,販売量の動き,・政府のエコポイント制度が４月から改定され、対象商品が大幅に削減されるのを受けて、薄型テレビの駆け込み需要が予想以上に多く、売上全体をけん引している。
,,○,その他専門店［医薬品］（経営者）,お客様の様子,・ここ数か月では、冬の定番商品に最も動きがみられた。寒暖の差が出てきたことで、体調を崩す人が増えており、病院や医療関連の動きがやや活発になっている。
,,○,高級レストラン（スタッフ）,来客数の動き,・来客数が少しずつ伸びてきている。特に、客単価が１万円以上する鉄板焼きのレストランでは、来客数が前月比137％と伸びている。
,,○,タクシー運転手,販売量の動き,・雪が多く、売上が伸びた３か月前と比べると、２％程度の減少となっているが、例年よりも減少幅が小さい。前年実績との比較では、１％程度の伸びとなっていることから、景気はやや良くなっている。
,,○,通信会社（社員）,販売量の動き,・新年度や新生活という節目の時期であり、それを１つのきっかけとして、現状の通信機器の利用状況や固定費の見直しを考える客が増えているため、消費が活発になっている。
,,○,通信会社（企画担当）,販売量の動き,・通信機器・端末の売上が想定を大きく上回っている。また、新千歳空港国際線ターミナル開港に関連した受注もあり、社内の雰囲気も良い。
,,○,美容室（経営者）,販売量の動き,・技術売上は前年並みだが、関連商品の売上は前年比で10％程度の増加となっている。比較的単価の高い商品でも、納得すると購入してもらえる感触が出てきている。
,,□,商店街（代表者）,来客数の動き,・今年は例年になく雪解けが遅く、３月に入っても大雪があったため、商店街への来街者が少ない。
,,□,商店街（代表者）,お客様の様子,・入学・卒業・就職・転勤関連の需要期ではあるが、商店街よりも郊外の大型店や低価格対応店等に客が流れており、前年割れのトレンドは変わらない。
,,□,商店街（代表者）,単価の動き,・クレジットカードの上限規制や景気の低迷による気分的な問題により、１人当たりの買上単価が前年から低下している。いわゆる高級品・高単価商品はよほど必要な物でない限り敬遠されている。
,,□,商店街（代表者）,お客様の様子,・気温の上下が非常に激しいことから、客も春物を探して何かが欲しい様子であっても、なかなか購入までに至らない状況が続いており、あまり良いとは言えない。
,,□,商店街（代表者）,お客様の様子,・これと言って変化が感じられない。客の方も景気の上向きも下向きも感じていない状況である。
,,□,一般小売店［土産］（経営者）,来客数の動き,・中国人観光客が増加しているが、その分、日本人観光客が大幅に減少している。
,,□,百貨店（売場主任）,単価の動き,・３月は買上客数が前年を上回る見通しではあるが、客単価が前年比92％となっており、直近３か月のトレンドに変化はみられない。
,,□,百貨店（役員）,お客様の様子,・３月は天候要因が大きすぎて、一概に景気について語れない面もあるが、季節が春めいてきたことで、顧客の動きが良くなりつつある。
,,□,スーパー（店長）,単価の動き,・今月はエコポイント制度改定の影響で駆け込み需要があり、薄型テレビ等で特需がみられた。一方、食品もセールの効果で前年に近い数字は維持できた。ただ、衣料品は厳しい数字に歯止めがかからない状況が続いている。
,,□,スーパー（役員）,お客様の様子,・新入学関連の返礼ギフトの動きが好調である。客は全てを節約するのではなく、必要な物にはお金を使うようになってきている。
,,□,乗用車販売店（従業員）,単価の動き,・販売車種は相変わらずスモールカーが中心であり、客単価が低く､利益も少ないため、良い状況とは言えない。
,,□,乗用車販売店（従業員）,販売量の動き,・一部の車種は好調であるが、全体的には良くない。特に購入時の登録台数が苦戦中である。
,,□,高級レストラン（スタッフ）,販売量の動き,・春休みに入り、週末は観光客の入込も良く、ほぼ前年比横ばいでの推移だが、平日のディナーが悪い。当地域の観光特性から、ディナーのフランス料理メニューは特に厳しく、全体では前年比マイナス７％となった。
,,□,高級レストラン（スタッフ）,販売量の動き,・売上、来客数とも前年を少し上回った。客の引きが早く、客単価も上がってこないが、外国人客の動きが好調である。まだ、少数ではあるが、高級店で中国の富裕層が目に付くようにもなってきている。知り合いの和食店では、中国人客が食べきれない量の料理を注文して、かなりの量を残して帰ることもみられるようである。
,,□,スナック（経営者）,来客数の動き,・例年と比べて、送別会が多かったことから、やや良くなっている。
,,□,スナック（経営者）,来客数の動き,・客の入込数は前年とほとんど変わらない状態である。
,,□,観光型ホテル（経営者）,来客数の動き,・客単価は徐々に下げ止まっており、底が見えてきたが、依然として国内ツアー客を中心に来客数が伸び悩んでいる。一方でアジアを中心とする外国人観光客は回復傾向にある。
,,□,観光型ホテル（経営者）,お客様の様子,・当ホテルに来館する客の様子から、景気は変わらない。２月は旧正月の効果でアジアからの外国人観光客で大いににぎわったが、今月は一服感が出ている。また、国内客の需要は低いままである。客の消費も鈍く、特にレストランの客単価に顕著に表れている。
,,□,観光型ホテル（スタッフ）,単価の動き,・宿泊料金の動向をみると、低価格商品に対する需要が高い。特典や付加価値を持たせた商品であっても、より低価格の商品に集中しており、消費者は価格訴求を優先している。
,,□,タクシー運転手,来客数の動き,・３月も売上が前年を下回っているが、10％以上のマイナスだった前月までと比べると、減少幅が小さくなっている。
,,□,タクシー運転手,来客数の動き,・電話注文数が減少しており、客が減少している。客単価も低下傾向にある。
,,□,観光名所（役員）,来客数の動き,・前月に引き続き台湾・韓国などの東アジアからの観光入込客は強含みで推移しているが、国内客は依然として今一つ伸びが感じられない。
,,□,観光名所（職員）,来客数の動き,・卒業旅行等の国内客の個人旅行の増加や、海外客の増加により、来客数は３か月前に比べて172％の増加となり、前年比も19％の増加となった。海外客は、台湾人・韓国人が減少しているものの、特に中国系が増加している。
,,□,パチンコ店（役員）,お客様の様子,・身の回りの景気は変わらないが、客の様子をみると、３か月前に比べて、お金に対する考え方がシビアになっている。特に、店内でのクレームに顕著に表れている。いまだ雇用問題が不安定ななかで、わずかではあっても、お金を得る可能性があることから、クレーム等の行動を起こすケースが増えている。
,,□,美容室（経営者）,お客様の様子,・３月は繁忙期であることから、売上は１～２月よりは良いが、前年に比べると10％程度減少している。ただ、店販品の売上や客単価は前年並みとなっている。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・転勤シーズンを迎えたことで、転勤等による利用は増加しているが、それ以外の目的での利用はほぼ前年並みとなっている。
,,□,設計事務所（所長）,お客様の様子,・春になっても問い合わせ数が一向に増えず、あっても以前のように話が決まらない。
,,□,住宅販売会社（経営者）,販売量の動き,・相変わらず住宅の売上についてはあまり好ましくない状況である。住宅版エコポイント制度の影響もまだ不透明である。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・３月は転勤・卒業等の行事が多いため、本来であれば、歓送迎会の多い時期だが、今年は歓送迎会が少ない。１次会、２次会とも、例年を大きく下回っている状況であり、酒等の販売量にも大きな影響が出ている。
,,▲,コンビニ（エリア担当）,単価の動き,・年度末に向けて増加していた各種工事が次々と終息に向かっているため、店舗での売上も鈍化している。
