Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,一般小売店［酒］（経営者）,販売量の動き,・今月半ばまではあまり良いと言えない状況であったが、後半に入ってからは売上がかなり盛り返している。
,,○,百貨店（販売促進担当）,来客数の動き,・天候が安定し、気温が上昇するにつれて、衣料品を中心に客の購買量が増えてきている。
,,○,スーパー（店長）,販売量の動き,・１月以降、販売量は上向きになってきている。
,,○,スーパー（役員）,販売量の動き,・前年は東日本大震災で工場が被災したことで、食料品等が十分に供給されず、欠品する商品が多数あったが、今年は潤沢に商品が供給されているため、品ぞろえも良く、売上が増加している。
,,○,コンビニ（エリア担当）,来客数の動き,・東日本大震災後の売上変動の反動があり、売上の変化を読みづらい状況ではあるが、来客数は少しずつ回復傾向にある。
,,○,衣料品専門店（店長）,それ以外,・前年と違い、天候状況が良くなかったことから販売動向が弱い印象であったが、気温が上昇するにつれて、消費が上向いてきている。また、東日本大震災から１年が経過し、消極的だった買物動向も回復している。
,,○,家電量販店（地区統括部長）,販売量の動き,・前年の家電エコポイント制度の終了と地上デジタル放送化の影響は依然として続いているが、年末から比べるとテレビの販売量が若干増えつつある。
,,○,乗用車販売店（従業員）,販売量の動き,・エコカー減税とエコカー補助金の効果により、前年よりも売上がかなり良い。
,,○,乗用車販売店（営業担当）,販売量の動き,・新型車効果の持続とエコカー減税、エコカー補助金の効果が大きい。
,,○,観光型ホテル（スタッフ）,来客数の動き,・依然として低価格競争は続いているが、国内のメディア募集型商品とＷｅｂ商品で人員を稼ぐ結果となった。
,,○,旅行代理店（従業員）,販売量の動き,・３月のビジネス需要及び観光需要は伸びてきている。前年は東日本大震災の影響でアウトバウンド、インバウンドともに大きく減少していたため、前々年との対比でどこまで回復できるかが上期のポイントとなる。
,,○,美容室（経営者）,お客様の様子,・来店時に関連商品の説明をすると以前より客の反応が良く、買上につながることが多くなってきた。
,,○,住宅販売会社（経営者）,お客様の様子,・為替が円安基調に振れているなか、復興需要への期待もあって、客の消費や投資のムードが大変良くなっている。
,,○,住宅販売会社（従業員）,販売量の動き,・広告量を減らしているにもかかわらず、販売量については月初めの段階で３月の目標を達成した。分譲マンションの販売については、価格が手ごろであればとにかくよく売れる。
,,□,商店街（代表者）,お客様の様子,・新入学、就職関連の商品に少しずつ動きは出ているが、前年に比べて動きが鈍い。雪解けが遅いことから、特に春物の衣料品や靴などの動きが悪い。悪天候が続いているため、商店街への来街も少ない。
,,□,商店街（代表者）,お客様の様子,・春めいてきて、少しは消費者の声にも弾みが出てきている。しかし、先行きへの心配感があるためか、客の慎重な購入態度は依然として変わらない。
,,□,商店街（代表者）,お客様の様子,・例年であれば、３月は春物に動きがみられるが、今年は気温が低いままであるため、なかなか客の購買意欲がわかないようであり、卒業、進学、就職関連以外の春物の動き出しが遅い。気温にも左右されており、良かったり悪かったりを繰り返し、販売量がなかなか伸び切れない状況にある。
,,□,商店街（代表者）,お客様の様子,・景気に変化はない。天候状態により客の動きが違うため、基本的な状況は以前と変わらない。
,,□,商店街（代表者）,販売量の動き,・今月初旬は、世界ジュニアスピードスケート選手権大会の効果により、若年層を中心とした客層による飲食及びスポーツ関連衣料品等で売上の増加があったが、大会終了にともない、売上は激減した。しかしながら、下旬に入り、地元客による入学卒業及び就職等のための買物が百貨店を中心に目立つようになっており、販売量が増加傾向となっている。
,,□,一般小売店［土産］（経営者）,来客数の動き,・客との会話からは、自己防衛の気持ちが強く、なかなか消費をしようという気になれないという話をよく聞く。福島県からの被災者の旅行客も少しずつみられるようになっているなど、少しは期待感も出てきているが、大きくは変わっていない。
,,□,百貨店（売場主任）,お客様の様子,・前年は東日本大震災後の来客数減少の影響で売上も非常に厳しく、前年比90％を下回っていた。今年は、前年以上に寒さが厳しく、雪の降る日も多かったが、春物の動き、物産催事での客の動員が多く、売上が非常に増加している。特に婦人物のニット、カットソーの売上は前年比120％を超えている。
,,□,百貨店（販売促進担当）,来客数の動き,・来客数を前年と比較すると、東日本大震災直後の営業日こそ増加になったものの、その後は前年並みか減少で推移している。前年は駅前通に地下歩行空間が開通したことの恩恵で３月後半から来客数が増加で推移していたが、一巡した今年は震災の影響を差し引いても苦戦している状況にある。
,,□,百貨店（役員）,来客数の動き,・今年は大雪による影響がかなり出ている。今月も春物ファッションが動かず、購買につながっていない。自転車も前年の半分以下の販売量となっている。自転車は雪解け後に動きがずれ込むとみられるが、減少分をばん回できるかは微妙である。
,,□,スーパー（企画担当）,販売量の動き,・前年の東日本大震災の反動から足元の売上動向は読みにくいが、前々年と比較しても売上が伸びておらず、やや停滞気味の状況にある。
,,□,スーパー（役員）,来客数の動き,・前年に東日本大震災後の仮需要やメーカーの資材不足から商品の品切れ等が発生したこともあり、今月は消費者動向を比較しづらい月である。来客数は前年比で0.7％上昇しているものの、商品単価の低下などもあり、客単価は前年比100.4％と、ここ数か月変わらない状況で推移しており、全体的な状況に変化はみられない。
,,□,コンビニ（エリア担当）,来客数の動き,・前年の東日本大震災にともなう一時的な商品買いだめの反動で、今月の売上は前年比では厳しい。しかし、夜間の来客数は、震災以降、依然として減少し続けている。
,,□,衣料品専門店（店長）,販売量の動き,・なかなか景気が良くならないことに焦っているが、良くなることを願っている。
,,□,衣料品専門店（店員）,単価の動き,・入学、卒業や転勤、異動のシーズンで出費が大きいなか、ガソリンの価格高騰の影響もあり、春物衣料の消費動向については、質が良くて少しでも安くなっている商品が求められている。
,,□,家電量販店（店員）,お客様の様子,・春商戦の１人立ちセットは例年並みによく売れているが、余計な買物をしない客が多い。
,,□,その他専門店［医薬品］（経営者）,販売量の動き,・マスコミ品ナショナルブランドは大手スーパー、ドラッグの専売となった。小規模店は独自の専門品に特化しないと生き残れない。
,,□,高級レストラン（経営者）,来客数の動き,・来客数がさほど増えていない。
,,□,高級レストラン（スタッフ）,単価の動き,・前年は東日本大震災の影響もあったため、前年との比較はできないが、前々年との比較では売上は93％となっている。３月中旬までは天候が悪く、客足が鈍かったが、下旬からは週末のランチはほぼ満席であった。
,,□,高級レストラン（スタッフ）,来客数の動き,・寒い日が多かったため、客の入りがやや悪かった。通常メニューはあまり人気がないが、低価格のフェアメニューは好調である。地方都市の飲食店は、以前の繁盛店も来客数の減少に歯止めがかからず、苦しい状況が続いている。
,,□,旅行代理店（従業員）,お客様の様子,・個人、法人ともに１か月前受注が多く、先行案件が少ない。消費者も先行きを手探りしているようで、結果的に間際の受注となっている。ただ、前年の東日本大震災の影響は薄れてきている。
,,□,タクシー運転手,来客数の動き,・前年は東日本大震災の影響で観光客が全く来なくなり、地元も自粛ムードでタクシーの売上も激減したが、今年は前年よりも売上が増加している。３か月前と比べても客の利用状況は変わらない。
,,□,タクシー運転手,販売量の動き,・例年より雪の日が多かったため、タクシーの利用客は若干伸びているが、景気そのものが良くなったというわけではない。
,,□,通信会社（社員）,お客様の様子,・報道をみると、株価の上昇や景気回復の兆しに関する好調が報じられているが、一般の個人事業主の話を聞くと、決してそのような感じはなく、来客数の減少、売上の維持又は減少がほとんどで何も変わっていない。都市部と地方部との温度差がとても大きく、違和感がある。
,,□,通信会社（企画担当）,競争相手の様子,・春商戦の効果もあり、想定以上の客から通信機器導入、更新の引き合いを受けているものの、競合他社への流出が前年以上に増加している。
,,□,観光名所（職員）,来客数の動き,・来場者については冬のイベントなどの効果もあり、３か月前に比べると153％と増加しているが、東南アジアからの来場者が減少傾向にあるなど、依然として東日本大震災の影響が残っている。
,,□,美容室（経営者）,販売量の動き,・この３か月間、売上が前年を約５％下回っている。特に何が悪いというわけではないが、売上の伸びない状況にある。
