Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,百貨店（売場主任）,販売量の動き,・12月に買い控えられていたウールコート等の商品が、年を越してから、急に売行きが良くなっている。
,,○,乗用車販売店（従業員）,販売量の動き,・車種に恵まれたこともあり、前年と比べて１割程度、販売台数が多い。
,,○,旅行代理店（従業員）,来客数の動き,・海外旅行を手控える動きが一段落している。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行の販売に復調の兆しがあり、国内旅行についても堅調に推移している。
,,□,商店街（代表者）,お客様の様子,・今月の前半は売出しの効果があり、前年よりも売上が増加した。後半の客の動きをみると、決定するまでに充分な時間をかけており、本当に必要な物だけを買っている。
,,□,百貨店（販売促進担当）,販売量の動き,・今月は売上や来客数が、これまでのように大きく伸びず苦戦している。
,,□,スーパー（店長）,単価の動き,・競合店のチラシ合戦等による単価の低下、販売数の伸び悩みが続き、売上や利益の増加につながらない。
,,□,その他専門店［医薬品］（経営者）,単価の動き,・来客数はやや増加傾向にあるが、単価が低下しており、売上はおおむね横ばいで推移している。
,,□,高級レストラン（スタッフ）,お客様の様子,・個人客を中心とした新年会等の団体予約の増加で、前年並みの売上を確保している。
,,□,一般レストラン（スタッフ）,お客様の様子,・フェアの期間中のお得なサービスメニューには反応して来客数が増加しているが、客単価が低下し、売上の増加につながらない。特に子供連れの家族客の財布のひもが固い。
,,□,スナック（経営者）,お客様の様子,・１月は新年恒例会などで出て歩く機会が多いが、２次会、３次会まで飲み歩く人は少なく帰りが早い。
,,□,美容室（経営者）,お客様の様子,・客との会話によると、年末から年始にかけて、温泉地や観光地などで過ごした客が例年よりもやや多くなっている。ただし、店の売上は、３か月前と比較して５％程度減少している。
,,□,住宅販売会社（従業員）,単価の動き,・販売量、単価ともに依然として低い水準で推移している。先行きの不透明感による住宅等の買い控えがみられる。
,,▲,商店街（代表者）,単価の動き,・冬物セールのペースが速く、既に最終プライスまで単価が低下している。
,,▲,一般小売店［土産］（店員）,お客様の様子,・買物点数が減少し、客単価も低下している。
,,▲,スーパー（店長）,単価の動き,・依然として低価格商品ばかりが動き、買上点数も減少している。チラシ、メモを持ちながら購入する客も増加している。
,,▲,スーパー（店長）,単価の動き,・客単価の大幅な低下に加え、来客数が競合のチラシ合戦等の影響で減少している。
,,▲,スーパー（店長）,販売量の動き,・限定500個の特売商品の販売時間が、これまでと比べて２倍の時間がかかっている。
,,▲,スーパー（企画担当）,単価の動き,・買上点数の底入れ感があるものの、各競合店のチラシ合戦が激しさを増し、販売単価の低下に歯止めはかかっておらず、売上が回復していない。
,,▲,コンビニ（エリア担当）,お客様の様子,・来客数は回復しているが、１品単価等の客単価が回復していない。
,,▲,コンビニ（エリア担当）,競争相手の様子,・100円ショップや外食チェーンの出店がある等、業態を越えた競合関係も激化している。
,,▲,衣料品専門店（店長）,お客様の様子,・１月は悪天候が多く、道路状況も悪いため、来客数が減少している。
,,▲,衣料品専門店（店員）,来客数の動き,・今月は成人式があるのにもかかわらず、成人式用のスーツ、シャツ、ネクタイ等の動きが例年に比べて非常に少ない。
,,▲,住関連専門店（営業担当）,単価の動き,・意識的に単価を下げて、来客数の増加を図っているが、客が低価格に慣れてしまい、効果がない。
,,▲,高級レストラン（スタッフ）,販売量の動き,・新年会の受注は好調だが、レストランの来客数が減少傾向にある。
,,▲,観光型ホテル（経営者）,来客数の動き,・12月までは米国テロの反動による国内旅行の増加により来客数が増加したが、今月はそのような傾向がなくなり、前年と比べて約５％減少している。
,,▲,タクシー運転手,来客数の動き,・３か月前と比較すると、実車率は良くなっているが、前年と比べて客がすぐにつかまらず、効率が良くない。特に繁華街の人出が悪い。
,,▲,タクシー運転手,お客様の様子,・３か月前と比べて、客がタクシーを利用する回数が減少している。
,,▲,その他レジャー施設（職員）,単価の動き,・施設へのリピーターの増加、新規の来客数の減少等もあり、客単価が低下している。
,,▲,美容室（経営者）,来客数の動き,・来店の間合いが長くなっており、来客数が減少している。
,,×,商店街（代表者）,お客様の様子,・例年の福袋の売上と比べると売行きが良くない。中味がはっきりしていて、必要な物がある福袋しか売れない。客は自分が欲しい物以外には、お金を出さない。
,,×,商店街（代表者）,お客様の様子,・炭鉱閉山等の影響もあり、来客数が減少し、割引のイベントを開催しても効果がない。
,,×,百貨店（売場主任）,単価の動き,・平均単価が各部署で上昇しているが、来客数が大幅に減少しており、売上が前年と比べて減少している。これは、百貨店の高単価への取組に対して、客がついてこられないことを物語っている。
,,×,百貨店（売場主任）,単価の動き,・高額商品の動きが急に悪化しており、宝石、冬物、ウールコート等の動きが非常に悪い。
,,×,スーパー（店長）,来客数の動き,・３か月前と比べて来客数が減少している。食品部門についても来客数の減少がみられる。
,,×,高級レストラン（スタッフ）,来客数の動き,・昼食時間帯は、今まで一回転以上の回転率があったが、来客数が減少しており、今月は空席が目立つようになっている。
,,×,スナック（経営者）,来客数の動き,・新年会の客が例年に比べて減少し、繁華街の人通りが減少している。
,,×,スナック（経営者）,競争相手の様子,・周囲で閉店する飲食店が多い。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,通信業（営業担当）,取引先の様子,・３、４月を目標とした商談が増加している。また、新たなビジネスモデルにつながる商談も増加している。
,,□,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・取引先で印刷機器を導入して内製化しており、印刷物発注が減少している。
,,□,通信業（営業担当）,受注量や販売量の動き,・次年度に向けた投資が増加すると期待したが、ほとんど変わっていない。
,,□,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・今月は、レストラン部門はそこそこ良いが、宴会、集会は前年実績を割っている。
,,▲,食料品製造業（経営者）,受注量や販売量の動き,・暖冬であり、鍋物需要が例年に比べて少ない。
,,▲,食料品製造業（団体役員）,受注量や販売量の動き,・例年と比べて、今月の販売量が減少していることに加え、低価格競争が激しくなっている。
,,▲,輸送業（営業担当）,受注量や販売量の動き,・貨物の荷動きが前年と比べて１割減少している。
,,×,輸送業（支店長）,受注量や販売量の動き,・年末までは荷主からの値引き要求が多いものの、貨物量の落ち込みはそれほど大きくなかったが、年明け以降は、荷主企業で在庫調整の動きが一段と増しており、資材等に限らず、一般消費財に至るまで単価、貨物量ともに大幅に減少している。
,,×,司法書士,取引先の様子,・金融機関の合併や譲渡に伴う融資の引締めにより、廃業もしくは、経営意欲の喪失による破産に追い込まれる取引先が増加している。
,,×,その他サービス業［システムハウス］（経営者）,競争相手の様子,・以前は弊社に発注していた取引先が、明らかに弊社と競合する営業活動をしている。この不況をしのぐためには、背に腹は代えられないといった感じである。
,,×,その他非製造業［機械卸売業］（従業員）,取引先の様子,・年明けの仕事の出具合が悪く、実際的には15日から始まっているため、設備の稼動状況は最悪であり、給料の支払に苦労しているという取引先の声が多い。見積案件は増加しているが、３月以降の仕事分で、１、２月の経費の捻出に苦労しているところが多い。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,＊,＊,＊
,,□,＊,＊,＊
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・求人広告受理件数が３か月に比べて約１割減少している。前年と比べても１割以上減少している。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・掲載件数が、３か月前から低下傾向にある。
,,▲,新聞社［求人広告］（担当者）,求人数の動き,・この数か月は求人広告数が低調であり、前年と比べても減少している。
,,×,人材派遣会社（社員）,採用者数の動き,・今年の採用を取り止める企業が多い。
,,×,職業安定所（職員）,雇用形態の様子,・パートの求人は増加したが、フルタイムの求人が大幅に減少している。
,,,,,
　２．東北,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
