Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,百貨店（販売促進担当）,単価の動き,・気温が低いため、衣料品を中心とした秋物商材へのシフトが早く、単価も上昇している。
,,○,住関連専門店（従業員）,販売量の動き,・冬物商材が早めに動いている。
,,○,高級レストラン（スタッフ）,来客数の動き,・レストランや地元の宴会の来客数が好調であり、６～７月にかけて落ち込んだ宿泊客や個人客の動きも回復しつつある。
,,○,一般レストラン（スタッフ）,単価の動き,・来客数は前年とほとんど変わらないが、客単価が１％程度上昇し、わずかではあるが売上が増加している。
,,○,観光型ホテル（スタッフ）,販売量の動き,・単価は横ばいだが、宿泊客数は増加に転じている。
,,○,旅行代理店（従業員）,販売量の動き,・熟年の客の動きが少し上向きになっている。
,,□,商店街（代表者）,来客数の動き,・夏のイベントが商店街で多く行われたため、来客数が増加したものの、単価は上昇せず、売上には変化がない。
,,□,商店街（代表者）,お客様の様子,・天候不順が夏物商戦に大きく影響している。また、客の買物に対する慎重な態度は依然として変わっていない。
,,□,商店街（代表者）,お客様の様子,・例年なら秋物が動き出す時期だが、天候が不安定なため、客に購買欲が湧かない。
,,□,百貨店（売場主任）,単価の動き,・天候不順という気象条件もあったが、夏物売り尽くしセールで最終プライスになって、ようやく客が購入するため、単価が例年より低下している。
,,□,スーパー（店長）,販売量の動き,・冷夏と長雨により、夏物衣料や行楽関連商品の売れ行きが不振である。
,,□,その他専門店［医薬品］（経営者）,単価の動き,・一品買いや目的買いをする傾向が続き、客は補足的な商品に手を出さなくなっている。
,,□,高級レストラン（スタッフ）,来客数の動き,・天候不順もあり、来客数は減少しているものの、客単価が上昇しており、全体として変わらない。
,,□,高級レストラン（スタッフ）,お客様の様子,"・通常は5,000円のディナーがメインであるが、カジュアルなカレーフェアを実施したところ、単価は低下したものの、来客数が増加している。"
,,□,一般レストラン（スタッフ）,来客数の動き,・お盆期間中の来客数が前年と比較して減少している。
,,□,旅行代理店（従業員）,単価の動き,・海外旅行については、低額商品に客が流れる傾向が続いている。
,,□,旅行代理店（従業員）,販売量の動き,・海外旅行の申込が依然として少ない。
,,□,タクシー運転手,お客様の様子,・客は急ぎの場合や、天候が悪い場合を除き、バス等の交通機関を利用する。
,,□,タクシー運転手,来客数の動き,・タクシー運賃を１割ほど値下げして需要喚起を図ったものの、輸送回数が増加していない。また、天候が悪いため夏祭り等の催物の人出も少なく、売上の増加につながっていない。
,,□,観光名所（職員）,単価の動き,・単価の低いものしか売れないという状況が依然として続いている。
,,□,美容室（経営者）,単価の動き,・来店時の予算を変える客は少なく、ワンランク上の商品を薦めても購入しない。
,,□,設計事務所（所長）,単価の動き,・商業系の建築、店舗の改装では、極端な低予算傾向にある。
,,□,住宅販売会社（従業員）,販売量の動き,・来客しても、なかなか販売に結びついていない。
,,▲,商店街（代表者）,来客数の動き,・８月の初旬から中旬まで、雨が続き商店街への来客数が大幅に減少し、夏物商材の処分セールが不調である。また、観光客も飲食街に出てこない。
,,▲,一般小売店［土産］（店員）,単価の動き,・例年８月は家族連れが多く、単価は低下するものだが、今年は一段とその傾向が強く、販売量そのものが減少している。
,,▲,百貨店（売場主任）,来客数の動き,・冷夏のため夏物商材の動きが悪く、一方で秋物商材の入荷も間に合わず、売上が非常に厳しい。
,,▲,スーパー（店長）,来客数の動き,・競合店との競争が激化し、１品単価の低下が続いている。また、来客数についても、前年と比べて、１割程度の大幅な減少となっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・お盆も営業するなど、販売時間を延長したが、販売量を確保出来ていない。
,,▲,住関連専門店（経営者）,単価の動き,・来客数は前年よりも増加しているが、単価が低下しているため、売上は前年よりも１割程度減少している。
,,▲,住関連専門店（営業担当）,お客様の様子,・天候不順のため、レジャー用品・夏物衣料などの季節商材の売上が前年の半分程度と最悪の状況である。
,,▲,タクシー運転手,来客数の動き,・観光客数が前年に比べて少ないことに加えて、せっかく当地に訪れても、天候不順のため海や山に出かける観光客が少ない。
,,▲,住宅販売会社（従業員）,販売量の動き,・価格に変化はないが、客の購買意欲が高まらず、販売量が伸びていない。
,,×,コンビニ（エリア担当）,販売量の動き,・天候不順のため、行楽時期にもかかわらず、来客数が増加していない。
,,×,コンビニ（エリア担当）,競争相手の様子,・競合店であるスーパー等の販売促進の影響を受けている。
,,×,スナック（経営者）,来客数の動き,・雨続きであっため、稼ぎ時の週末の来客数が減少している。
,,×,スナック（経営者）,来客数の動き,・夏祭り等の時期には、来客数が増加したものの、お盆期間中の来客数は少なく、人件費のほうが高くついている。
,,×,観光型ホテル（経営者）,単価の動き,・道外客にはリピーターが多いが、客単価が低下傾向にある。宿泊単価は辛うじて１割未満の低下で推移しているが、料理、飲物、売店等の付帯収入の落ち込みが大きく、厳しい収益構造になっている。また、一部の旅行代理店で、量から質への戦略の転換が唱えられており、期待は大きいが、課題も多く、効果が出るのは秋以降だと思われる。
,,×,設計事務所（所長）,お客様の様子,・客から、住宅建築や設備投資の話が一切出てこない。
"企業
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,食料品製造業（団体役員）,受注量や販売量の動き,・原材料の高騰により利益率が低下しているものの、加工用原料イカの盛漁期であるため、製造の増産期に入り、受注量が増加している。
,,○,通信業（営業担当）,受注量や販売量の動き,・価格に対してはシビアである点に変わりはないものの、ネット系に関する投資意欲が少し上向いており、受注量、問い合わせ数が増加している。
,,○,通信業（営業担当）,受注量や販売量の動き,・前月に引き続き、受注量は増加している。また、受注価格に差はあるものの、以前であれば手控えていたような投資を行う企業が増加している。
,,○,その他サービス業［システムハウス］（経営者）,取引先の様子,・受注単価を別にすれば、仕事の量そのものは増えている。
,,□,食料品製造業（社員）,取引先の様子,・天候不順（猛暑地域・日照時間減少・台風過多等）による変化に加えて、中国輸入農産物の農薬問題、偽装表示問題と消費者に与えた信用低下により回復が遅れている。
,,□,建設業（経営者）,受注量や販売量の動き,・公共工事及び民間工事とも発注量が少ない。また、民間建築工事については、受注価格が非常に低下している。
,,□,輸送業（営業担当）,受注量や販売量の動き,・台風の影響はあったものの、全体として、貨物の荷動きに大きな変化はない。
,,□,司法書士,取引先の様子,・土地の売買、建物着工が依然として消極的であり、先行きが不透明である。
,,▲,その他非製造業［機械卸売］（従業員）,取引先の様子,・取引先の農機具メーカーは、秋作業向けの農機具の生産が追い込みにかかっているものの、天候不順等により農家では作柄が豊作とはいえない状況にあるため、生産調整している。
,,×,＊,＊,＊
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,求人数の動き,･３か月前と比べて、求人広告受理件数が、２％ほど増加している。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・医療系や福祉系の求人広告の受注が増加している。
,,□,人材派遣会社（社員）,雇用形態の様子,・企業においては、従業員の余剰感は払拭されていないことに加えて、業績も好転していないため、経費の捻出について厳しい状況にあり、人件費の削減、さらには派遣料金の値引きへの依頼も起きている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・前年と比較して、若干の業種の偏りはあるが、全体的な求人件数は、ほぼ同じ水準となっている。また３か月前からも大きな変化はない。
,,□,新聞社［求人広告］（担当者）,求人数の動き,・求人状況は、農作物の選別作業等の季節要因を除けば、依然として厳しい状況にある。
,,□,職業安定所（職員）,求人数の動き,・新規求人件数は５か月ぶりに前年より増加しているものの、パートの増加が主体となっている。
,,□,職業安定所（職員）,周辺企業の様子,・総求人数における、パートの増加が目立っている。また、リストラによる解雇者が増加している。
,,□,職業安定所（職員）,求人数の動き,・有効求人倍率は、前月に比べてやや改善したものの、なお低い水準で推移している。
,,▲,＊,＊,＊
,,×,＊,＊,＊
