Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,単価の動き,・暑い日が続き、なかなか秋物が稼働しなかった面もあったが、急に冷え込み、気温の寒暖の差が激しくなったため、防寒物など、単価の高い商品が少し動き始めた。
,,○,百貨店（売場主任）,販売量の動き,・気温が低いせいもあり、重衣料、特にコートの動きが顕著である。
,,○,百貨店（販売促進担当）,来客数の動き,・来客数は今月に入っても堅調に伸びており、客の購買意欲も高まってきている。
,,○,スーパー（店長）,販売量の動き,・今月は、ここ３か月間と比較しても販売量が伸びており、前年比103％と前年を上回っている。
,,○,スーパー（店長）,販売量の動き,・寒暖の差が激しく、衣料品が好調に推移している。来客数も伸びている。
,,○,スーパー（店長）,来客数の動き,・来客数、買上客数とも、順調に伸びている。商品単価が横ばいであることから、集客の良さが売上につながっている。特に気温低下の影響で衣料品の動きが好調である。ただし、無駄なものは購入しないという慎重な姿勢は相変わらず変わっていない。
,,○,家電量販店（店員）,販売量の動き,・エコポイント制度の効果で薄型テレビの売上が好調であり、全体の売上も、前年を大幅に上回っている。
,,○,家電量販店（地区統括部長）,販売量の動き,・エコポイント制度の大幅変更に伴い、薄型テレビの需要が前倒しになり、好調な売行きである。
,,○,観光型ホテル（経営者）,来客数の動き,・紅葉シーズンを迎え、客室の稼働が高くなってきている。
,,○,旅行代理店（従業員）,販売量の動き,・国内旅行については、企画商品の需要が高くなっているものの、業務性の個人需要が低下していることから、前年比94％となっている。一方、海外旅行については、個人の団体需要が増加しており、前年比155.8％となっている。
,,○,旅行代理店（従業員）,販売量の動き,・10月の取扱額は、国内旅行が前年比103％、海外旅行が前年比123％となっており、久しぶりに国内旅行、海外旅行とも前年を上回った。
,,○,通信会社（社員）,お客様の様子,・社会的に景気が上向く施策や対策が打たれているわけではないが、来年は良い年にしたい、しなければいけないという客の意識を強く感じる。あくまでも個人レベルでの話だが、必要な物には出し惜しみをせずに支出し、受身から攻めの意識を持つ客が多くなっている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光最盛期は過ぎたが、公共事業を始めとする各種工事やそれに付随する物資輸送が増加している。
,,□,商店街（代表者）,お客様の様子,・10月に入り、天候が例年並みとなったことから、衣料品にやや動きがみられたが、全体的には水面下から浮上していない状況が続いている。
,,□,商店街（代表者）,お客様の様子,・景気の上昇もなかなかみられず、先行き不安の状態が１年以上も続いていることから、消費者の買い方も慎重なものから生活防衛型のものになっており、必要最小限度の物しか買物をしなくなってきている。
,,□,スーパー（企画担当）,来客数の動き,・想定していたとおり、９月のたばこ値上げ前の駆け込み需要の反動減が起きている。また、来客数、買上点数の回復感もほとんど感じられず、価格競争下のデフレ状況は依然として払しょくされていない。
,,□,スーパー（役員）,単価の動き,・夏の猛暑の影響で果物・米などの農作物の品質が悪いことが売上に影響している。また、９月のたばこ増税前の駆け込み需要の反動が発生しており、たばこの売上は前年比40％となっている。一方、たばこを除外した商品単価は前年比100.1％、客１人当たりの買上点数は前年比101.2％となっており、客単価は前年比101.3％と上昇している。客単価の若干の上昇と商品単価の下げ止まりなど、良い方向に推移している部分もあるが、全体としてはこの数か月大きな変化はみられない。
,,□,スーパー（役員）,お客様の様子,・年金支給日や給料日の後に買物が集中する傾向が強くなっている。お金に余裕がなく、日々がまんをして、お金のある時に一気に買物をしている様子がうかがえる。
,,□,コンビニ（エリア担当）,お客様の様子,・たばこ増税前後の異常値を除くと、客の購買個数や購入額に大きな変化はみられない。
,,□,コンビニ（エリア担当）,来客数の動き,・たばこ値上げ前の買いだめ需要の反動があり、売上は減少しているが、来客数は前年並みで推移している。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品以外の車関連商品の売上が前年より落ち込んでいる状況が続いている。
,,□,高級レストラン（スタッフ）,来客数の動き,・週末の観光客の入込が良く、売上は前年を２％上回っている。ディナーは来客数、客単価とも前年を上回ったが、ランチは逆であり、特に安価なメニューに人気があることから、客単価の低下が目立っている。
,,□,タクシー運転手,来客数の動き,・相変わらず電話注文が減少している。来客数も前年から減少しており、客単価も低下している。
,,□,観光名所（役員）,来客数の動き,・今月は上旬の天候不良に加えて、紅葉時期が遅れていることや高速道路料金引下げの効果が薄れてきていることから、前年並みの入込客を維持するのがやっとの状況であった。
,,□,美容室（経営者）,お客様の様子,・客の様子をみると、現状維持の空気が強く、思い切った買物もしないが、極端に支出を控えることもなく、堅実に消費をしている。
,,□,美容室（経営者）,来客数の動き,・景気が低迷しているため、変化のない状態が続いている。
,,□,住宅販売会社（経営者）,来客数の動き,・モデルハウスへの来場客数はほとんど変わらずに推移している。
,,▲,商店街（代表者）,お客様の様子,・なかなか景気が良くならず、客からは、収入が上向きにならない、値上がりばかりするという話を聞く。
,,▲,商店街（代表者）,来客数の動き,・前月と比較して来街者数が減少している。また、来街者のうち買物袋を携えている客の数は３分の１にも満たないことから、中心部においては、用事が済めばそのまま帰宅するか、用事の後に飲食をするのみで帰宅していることが推測される。このため、物販については、どの業種も売上が減少している。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・新聞やテレビの中国関連のニュースの割に、中国人観光客は今年の夏と比べて少なくなってはいない。１番の問題は日本人観光客が減少していることであり、客からは就職難と不況の会話が多く聞こえてくる。
,,▲,百貨店（売場主任）,販売量の動き,・10月に入り、前年よりも暖かい日が続いている。秋物は10月初旬より動き始め、婦人服、紳士服ともにジャケット・ニット関連の動きが中旬になって良くなってきたが、コートの動きは前年の70％台にとどまっており、非常に厳しい。ヤングキャリアゾーンでは、ジャケットについて今年のトレンド商品よりも、ニットジャケットの方に動きが出ている。
,,▲,百貨店（売場主任）,単価の動き,・５～７月にかけては、売上、買上客数が前年を下回ったものの、来客数は前年並みで推移していた。しかしながら、８月以降は売上、買上客数のみならず、客単価も低下傾向にある。
,,▲,百貨店（販売促進担当）,お客様の様子,・10月に入り、前半の気温があまり下がらなかったことから、秋冬物が動かず、重衣料の動きも鈍かったため、客単価が低下している。
,,▲,百貨店（役員）,単価の動き,・この１か月、客単価の低下及び買上点数の減少が顕著である。
,,▲,コンビニ（エリア担当）,お客様の様子,・９月のたばこ増税の影響で来客数が大きく落ち込んでいる。
,,▲,衣料品専門店（店長）,お客様の様子,・買物自体が小額化している。金額の大きな物が売れず、小さな物しか売れなくなっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・受注量が前年比で60％台となっており、受注の落ち込みが大変厳しい状況にある。
,,▲,乗用車販売店（従業員）,販売量の動き,・エコカー補助金の制度終了により、受注台数が大きく落ち込んでいる。小型車の販売も厳しい状況にある。
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・本来、天候には大きく左右されない業種であったが、悪天候が続いたせいか売上が大きく減少している。
,,▲,高級レストラン（スタッフ）,来客数の動き,・ランチの来客数が減少した。30～40歳代の主婦層の利用がめっきり減っており、年齢層がますます高くなってきている。他店の和食料理店も同様で、ビジネスマンや年齢層の低い主婦の姿はみられなかった。夕食は落ち込んだまま、回復の兆しが見えない状況にある。
,,▲,観光型ホテル（スタッフ）,単価の動き,・グリーンシーズンの北海道観光も終わり、冬場に向けての端境期となっており、室数だけは何とか維持しているが、単価の下落傾向が続いている。
,,▲,タクシー運転手,販売量の動き,・９月20日以降、急激に売上が下がっており、景気は下向きとなっている。例年であれば、売上は３か月前と比較して数％程度の低下となるが、今年は３か月前と比較して約11％も下がっている。
,,▲,通信会社（企画担当）,販売量の動き,・スマートフォン等のタッチ型通信端末の販売は好調であるものの、その他の通信端末の販売が個人を中心に伸び悩んでいる。
