Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,家電量販店（経営者）,販売量の動き,・消費税増税を意識した買物の傾向が強くなっている。特に４Ｋテレビなどの高価格商材、リフォーム関連の販売量が増えている。
,,◎,自動車備品販売店（店長）,来客数の動き,・消費税増税が決まりつつあるなか、国内タイヤメーカーの値上げが決まったことから、冬タイヤの駆け込み需要がみられ、８月の売上は前年比200％超えとなっている。
,,○,百貨店（営業販促担当）,来客数の動き,・買上客数はいまだに前年並みまで回復していないものの、来客数が前年を上回ってきている。７月末から気温が上がったことで、シーズンアイテムが動き出している。
,,○,家電量販店（店員）,販売量の動き,・８月前半の猛暑の影響で夏物家電、特にエアコンなどがよく売れた。販売台数は前年の1.8倍となっている。
,,○,その他専門店［医薬品］（経営者）,販売量の動き,・10月からの消費税増税の影響で８月は好調であった。９月も過去の消費税増税直前の月と同様の数字を見込めるが、増税後は悲惨な状況になる。
,,○,旅行代理店（従業員）,販売量の動き,・年度内の旅行計画の話が入ってきており、販売量が伸びている。下期のビジネス需要の動きも少しずつ出始めている。
,,□,商店街（代表者）,お客様の様子,・客の様子から、段々と景気が悪くなってきている雰囲気が強く感じられる。
,,□,商店街（代表者）,来客数の動き,・８月上旬は観光客の入込があり、宿泊、交通、土産物で動きがみられたものの、観光客以外の地域住民はまばらであり、例年以下の来街者数であった。中旬においては、歩行している来街者が例年以上にみられたが、下旬になると来街者数は再び減少した。全体として、前年以下の来街者数となり、多くの業種でやや悪い状態であった。
,,□,一般小売店［土産］（経営者）,来客数の動き,・８月は国内客、海外客共に前年を上回っている。夏休み時期ということもあり、家族連れが多く、購買件数の多い月となった。客単価は前年並みであったため、旅行客数が増加したことが売上のプラス要因となっている。
,,□,一般小売店［酒］（経営者）,販売量の動き,・３か月前と比べると、販売量が回復基調にあるが、まだ景気が上向いているとまではいえない。
,,□,百貨店（役員）,お客様の様子,・前月、前々月と比べると、10月からの消費税増税を前にした駆け込み需要の動きが明らかにみられる。ただし、こうした動きは一時的なものであり、この後の反動がどうなるか分からない。
,,□,スーパー（店長）,お客様の様子,・お盆休みが長期間となったことで、お盆商戦における帰省準備用品や高単価商材の買い回りが前年と比較して少なかった。不必要な商材は買わないという節約志向の客が目立っている。
,,□,コンビニ（エリア担当）,販売量の動き,・気温が高くなると販売量が増える傾向があるが、８月は気温の高い日が続いた際に、予想ほど販売量が伸びなかった。客が消費を抑えている、又はより価格の安い店舗に流れているとみられ、消費者心理の厳しい状況が継続していることがうかがえる。
,,□,衣料品専門店（店長）,販売量の動き,・消費税増税の影響により、オーダー関連の販売量が大きく伸びている。問合せも例年と比べて多い。
,,□,衣料品専門店（店長）,お客様の様子,・客が無駄な買物をしなくなっている。
,,□,乗用車販売店（従業員）,来客数の動き,・当社の決算期が９月ということもあり、例年８月は谷間の月となる傾向がある。客の動きは多少みられたが、全体的に盛り上がりに欠けた月であり、景気はこれまでと変わらない。
,,□,高級レストラン（経営者）,お客様の様子,・消費税増税前であるが、客の動向は余り変わらない。ただし、10月の消費税増税後については、不透明な部分がある。
,,□,高級レストラン（スタッフ）,販売量の動き,・８月はこの１年間で最も多忙な月となり、売上は前年から34％の増加となった。中旬までは家族連れの団体客が主であり、週末になると、ランチ、ディナー共に満席の状態が続いた。こうした中、回転率を上げるため、スタッフが後片付け、セッティングを素早くこなし、テーブルを長い時間空けないようにしていた。下旬になると、来客数はさすがに減少してきたが、年配客の来店が目立つようになった。ゆったりとした雰囲気の中で、スタッフは客と会話を交わしながらサービスに努めていた。
,,□,高級レストラン（スタッフ）,販売量の動き,・８月は前年並みの売上となった。８月前半、特に気温の高い日は、観光客、地元客共に来店が多く、昼夜で売上が上がった。一方、後半は、気温の高い夏休み中にお金を使ったこと、９月における２度の３連休や10月からの消費税増税などを前にして、客が行動を控えていたことなどから、全体的に売上が減った。
,,□,観光型ホテル（スタッフ）,来客数の動き,・国内客、外国人観光客共に団体旅行が低調である。ビジネス需要を含めた個人予約でのカバーを狙ったが、及ばなかった。
,,□,旅行代理店（従業員）,お客様の様子,・当地への観光客及びビジネス客の入込が好調を維持している。夜の街もにぎわいがあり、活気がある。
,,□,旅行代理店（従業員）,お客様の様子,・前年と比べて、客の来店の動きが鈍い。客単価も上がってこない。
,,□,タクシー運転手,来客数の動き,・８月はタクシー１台当たりの売上が前年から３％ほどのプラスとなったが、乗務員不足と減車の影響で稼働台数が減少したことで、会社全体の売上は前年比マイナス10％と大きな減収となった。
,,□,通信会社（企画担当）,お客様の様子,・８月の来客動向は７月と変化がなかった。お盆期間中も想定内の来客数であった。
,,□,美容室（経営者）,お客様の様子,・お盆を過ぎても客の動きが衰えず、安定した売上を維持している。
,,□,美容室（経営者）,来客数の動き,・この２～３か月、来客数がほとんど変わっていない。
,,□,住宅販売会社（経営者）,お客様の様子,・消費税増税を直前に控えて、様子見の客が多く、商談に要する時間が以前よりも長くなってきている。
,,▲,商店街（代表者）,お客様の様子,・来客数、販売量、販売単価のいずれも前年と比べて数字が落ちている。消費税増税前の駆け込み需要はほとんどみられない。
,,▲,商店街（代表者）,販売量の動き,・７月までは順調に推移していたものの、８月に入ってから減少傾向が続いている。暑さの影響もあるが、お盆休みが例年のような短期集中とならなかったことで出費が増えたのか、一般商品と飲食店における消費の動きが悪くなっている。
,,▲,商店街（代表者）,販売量の動き,・雨不足の影響で果実の収穫が若干遅れている。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・今年に入ってから、景気が段々と悪くなってきている。８月の売上は、前年比92％、一昨年比98％であり、外国人観光客が売上に占める割合も13％まで落ち込んでいる。
,,▲,百貨店（売場主任）,販売量の動き,・８月は消費税増税前の駆け込み需要による売上増を見込んでいたが、一部を除いて、目立った動きはみられなかった。前回の増税時から余り期間が空いていないこと、税率の引上げ幅が小さいことから、客の購買意欲が高まっていない。
,,▲,百貨店（販売促進担当）,来客数の動き,・来客数は微減にとどまっているが、外国人観光客の減少幅が大きくなっており、外国人観光客による売上がマイナス基調になってきている。
,,▲,スーパー（店長）,来客数の動き,・客の購買行動の落ち込みや客単価の低下などがみられ、売上が下がっている。競合他社も同じような状況にあり、地域全体が減少トレンドの動きとなっている。
,,▲,スーパー（企画担当）,販売量の動き,・お盆期間などの晴れの日は前年並みの販売量となるが、それ以外の日はぱったりと止まる。その止まり方も以前と比べて極端であり、客が相当節約している様子がうかがえる。
,,▲,スーパー（役員）,来客数の動き,・ここ数か月、売上に大きな落ち込みはみられないが、来客数、客単価が落ち込む流れとなっている。また、８月はお盆商戦が売上面での大きな山となるが、帰省などの行動が年々減少していることで山が小さくなっており、厳しい状況になってきている。
,,▲,スーパー（役員）,お客様の様子,・お盆商戦は帰省客が多いこともあり、活発に推移したものの、お盆明けの動きがとても悪かった。想像以上に客はお金に余裕がないようだ。
,,▲,コンビニ（エリア担当）,来客数の動き,・来客数が減っている。天候要因による部分が大きいが、それ以外の要因による影響もうかがえる。
,,▲,コンビニ（エリア担当）,お客様の様子,・地域の基幹産業である漁業関係から良い情報が伝わってこない。港周辺の加工場なども含めて、関連施設の稼働が低下していることから、景気はやや悪い。
,,▲,乗用車販売店（経営者）,販売量の動き,・新車の受注量が依然として上向いてこない。他社の状況も注意深くみているが、大きく変わらないようである。基幹産業の低迷が一因とみられる。
,,▲,乗用車販売店（従業員）,販売量の動き,・消費税増税前の駆け込み需要による伸びを期待していたが、残念ながらそうはなっていない。
,,▲,乗用車販売店（従業員）,販売量の動き,・前月と比べて、販売台数が大きく減少している。
,,▲,高級レストラン（スタッフ）,来客数の動き,・来客数が減少傾向にある。
