Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,コンビニ（エリア担当）,来客数の動き,・タスポ導入に伴い、来客数が増加しており、売上の増加につながっている。一緒に飲料水等を購入する客も多く、売上の上乗せになっている。
,,◎,コンビニ（エリア担当）,来客数の動き,・タスポの導入により、店内でのたばこ購入者が増加したため、来客数が前年から10％程度増加している。
,,○,スーパー（店長）,販売量の動き,・前月に引き続き、ポイントカードによる販促が奏功しており、販売点数が増加傾向にある。
,,○,スーパー（店員）,販売量の動き,・５月に入ってもポイントカードの入会が多くみられ、それに伴って販売量も増えている。
,,○,コンビニ（エリア担当）,来客数の動き,・タスポ導入の影響で、店頭でのたばこ購入客が増えており、来客数が増加している。この動きと連動してたばこ以外の商品も売れてきている。
,,○,乗用車販売店（営業担当）,お客様の様子,・イベント時の来客数が、前年と比べて10％増加している。
,,○,観光名所（職員）,来客数の動き,・観光シーズンの閑散期であり、３か月前に比べると利用者は30％程度減少したものの、天候に恵まれたことから、前年に比べると５％ほどの増加となった。
,,○,その他レジャー施設（職員）,お客様の様子,・試合開催日に当施設が使いにくい状況となるため、試合開催日の利用者が減っているものの、それ以外の日の利用者は増えており、全体的には前年と同程度かそれ以上の利用がみられる。今春に店舗看板を整備したことにより認知度が高まっており、新規客が増えるなど、徐々に活気が戻ってきている。
,,○,設計事務所（職員）,それ以外,・新年度を迎え、公共工事では新規工事が発注され始めている。民間も気候の回復と共に工事が本格化している。いずれも例年と比べると量は少ないが、時期的に建設業界の景気はやや上向いている。
,,□,百貨店（販売促進担当）,お客様の様子,・節約志向の高まりからか、客のなかで着回しの意識が強くなっている。新規にコーディネートして買うというよりは、手持ちのアイテムとうまく合う商品を選んで買っているため、なかなか複数点数の販売に結びつかない。結果的に客単価を引上げるのが難しい状況である。
,,□,スーパー（役員）,販売量の動き,・既存店ベースでの売上は順調に推移しているが、客１人当たりの買上点数が前年比99％台とやや減少している。一方、客単価は商品価格が2.5％ほど値上がりしていることから、やや上昇している。過去数か月と同様に、売上増加は来客数増加によるものとなっている。
,,□,家電量販店（店長）,来客数の動き,・買回り客が減少している。
,,□,家電量販店（店員）,お客様の様子,・売上は前年実績を上回ったものの、来客数が落ち込んだ。ガソリン値上げの影響で、客が出控えているようだ。
,,□,乗用車販売店（従業員）,販売量の動き,・ガソリンの高騰が先行き不安を呼んでおり、客の購入意欲を低下させている。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・ダイレクトメールに対して、顧客からの反応が少ない。健康は二の次なのか、よほどの好条件でなければ集客につながらない。
,,□,観光型ホテル（経営者）,単価の動き,・道外からの団体ツアー客の入込が良くない。ただ、その落ち込みを企業、団体等の法人客や個人客の増加、宿泊単価の上昇でカバーできている。また、付帯収入においても客単価が伸びている。
,,□,旅行代理店（従業員）,単価の動き,・海外旅行は好調であったが、国内宿泊客はネット予約が主流となりつつあり、依然として低迷している。パック旅行は関東圏のリゾート施設や沖縄が伸びたが、単価が上がってこない。
,,□,タクシー運転手,お客様の様子,・ガソリンの暫定税率復活で生活に対する危機感が一層高まっているなかで、節約できるものは徹底的に節約する傾向が一層強まっている。車内での客との会話においてガソリン価格の高騰がよく話題にのぼる。
,,□,タクシー運転手,お客様の様子,・ゴールデンウィーク期間中は、観光客による利用などで少しは良かったが、ゴールデンウィーク以降は、地元客はタクシーに乗らず、夜の繁華街も飲みに出る人が少なく、厳しい状況が続いている。
,,□,住宅販売会社（経営者）,販売量の動き,・モデルハウスへの来場者が少なく、成約数も大変少ない。
,,▲,商店街（代表者）,販売量の動き,・桜の開花が道央と同時期になったことから、道央圏ではゴールデンウィークの花見を地元で行う傾向がみられたほか、ガソリンの値上げもあり、遠距離からの観光客が減少した。ゴールデンウィークの地元飲食店の売上は前年の80％という状態であり、月間を通しても80％前後の見込みとなっている。
,,▲,商店街（代表者）,お客様の様子,・食品等の値上げに加えて、高齢者の医療制度における年金からの保険料徴収が始まったことにより、平日来客者の主体である中高年者の消費意欲が大きく低下している。
,,▲,商店街（代表者）,お客様の様子,・５月中旬以降、天候が不順なことの影響もあるが、最近の原油高、身の回りの物価の上昇、年金に対する不安等から、客の消費意欲が鈍くなってきている。また、来客数も減少している。
,,▲,商店街（代表者）,競争相手の様子,・気温の不安定さと様々な商品の値上げ等が影響している。周りの店からも良い話は一切聞かれず、閉店する店もかなり出てきている。
,,▲,商店街（代表者）,お客様の様子,・客の買物の様子をみると、非常に細かく、かつ少量での買物の仕方になっている。
,,▲,百貨店（売場主任）,単価の動き,・来客数が伸びないなか、購入単価が低下している。
,,▲,スーパー（役員）,販売量の動き,・客の買上点数の減少がかなり目立つようになってきた。
,,▲,衣料品専門店（店長）,単価の動き,・ゴールデンウィーク前までは良かったが、５月に入ってからガソリンが値上がりするとともに、買上点数が極端に落ちている。１点買いする客が増えており、買上率は前月の８割程度となっている。
,,▲,家電量販店（経営者）,来客数の動き,・景気の不透明感からか、客の買い控え傾向が強い。
,,▲,家電量販店（地区統括部長）,販売量の動き,・前月に引き続き、薄型テレビの販売量が前年を大きく下回っている。一方で、気温の高い日が続いたせいかエアコンの需要が２けた増加と伸びている。ただ、薄型テレビの落ち込みをカバーするには至っていない。
,,▲,乗用車販売店（従業員）,販売量の動き,・道北の自動車市場は一向に回復傾向がみられない。特に５月は買換えの話が少なく、なかでも商用系車種は前年の50％程度の販売量しかなかった。
,,▲,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品の高騰により、節約志向が強まっている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・ゴールデンウィーク期間中は受け入れ態勢を万全としたこともあり、前年実績を上回るなど善戦したが、中旬以降は前年実績を下回っており、５月全体としては前年実績を９％下回った。ランチは前年実績を２％上回るなど健闘したものの、フレンチレストランのディナーが相変わらず厳しい状況にある。
,,▲,高級レストラン（スタッフ）,お客様の様子,・例年に比べて、今年のゴールデンウィーク後は、外食気分が乗らないようである。景気低迷や消費動向が悪いなか、週末のテレビ番組でオリンピック予選や地元球団の交流戦などのスポーツ番組が高視聴率だったことも、来客数減少の理由の１つに挙げられる。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・宿泊の予約状況をみると、前年や３か月前に比べて減少傾向にある。原油高などによる不景気感で消費はやや落ち込んでいるようであり、企画を増やして消費を喚起するようにしても現状維持がやっとの状態である。
,,▲,タクシー運転手,来客数の動き,・総会シーズンであるが、夜の繁華街の人出が例年よりも少ない。
,,▲,通信会社（企画担当）,単価の動き,・以前にも増して、客が通話・通信品質よりも、通信料を重視した選択をするようになってきた。
,,▲,観光名所（役員）,来客数の動き,・ゴールデンウィークは後半の天候不順も加わり、来客数が伸びなかった。その後も特に国内客の動きが鈍く、全体の来客数は前年を下回る見込みとなっている。
,,▲,設計事務所（所長）,競争相手の様子,・例年のこの時期と比べて、問い合わせ数、成約数共に激減している。
,,×,一般小売店［土産］（経営者）,販売量の動き,・生活必需品の値上がりが、ムード的にとても足を引っ張っている。特にガソリン税を始めとした暫定税率の問題は悪い影響を及ぼしている。
,,×,一般小売店［酒］（経営者）,販売量の動き,・最近の石油価格の上昇に端を発して、食品を始めとした様々な商品が値上がりしているなか、酒類においてもビールや焼酎の値上げが行われた。マスコミなどで頻繁に報道されていることもあり、客の購買意欲が低下している。また、主要取引先である外食産業においても客の出費控えが顕著に現れてきている。
,,×,百貨店（売場主任）,お客様の様子,・４月のガソリン値下げとその後の再値上げ、高齢者の医療制度の問題、食品等の値上げ等の動きにより、客の様子が慎重になっている。
