Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,来客数の動き,・８月は当市最大の夏祭りが行われ、周年記念であったことや当商店街区域でのフリーＷｉ－Ｆｉの運用開始なども起因して、前年を５万人以上も上回る人出があり、飲食、交通関連などが売上を伸ばしたほか、物販でも前年以上の売上となった店舗が多くみられた。８月25日以降は若干低調となったが、全体として好調を維持した。
,,○,一般小売店［土産］（経営者）,お客様の様子,・東日本大震災の悪夢が薄らいできているためなのか、国内客による売上が増えた。
,,○,一般小売店［酒］（経営者）,単価の動き,・ビール類を始めとしてかなりの商材で値上げを行ったが、その影響もあまりみられず、販売量は順調に推移している。また、高額商材の売行きも徐々に勢いを取り戻してきている。
,,○,百貨店（売場主任）,単価の動き,・来客数は横ばい又は前年割れで推移しているが、高単価商材の売上が好調であったことから、８月は前年を上回る商況となっている。外国人観光客による売上も好調で前年の２倍以上で推移している。
,,○,百貨店（販売促進担当）,来客数の動き,・８月に入り来客数の増加が続いている。天候に恵まれたことや外国人観光客の増加が要因であり、今後しばらくはこうした傾向が続く。
,,○,スーパー（店長）,単価の動き,・商品単価が上がり、それに伴い客単価も上昇している。特に付加価値の高い商材の動向が良い。
,,○,スーパー（店長）,来客数の動き,・お盆商戦も含めて、来客数の前年割れが続いているが、少しずつ回復してきている。８月は気温の高い日が続いたことで客単価が上がり、売上は好調であった。ただ、客の様子をみると目的買いが多いなど、節約志向が強く、あまり無駄遣いしない傾向にある。
,,○,スーパー（企画担当）,お客様の様子,・全般的に景気はやや良くなっている。ただし、消費が勢いづいているわけではない。客と話をしていても、これから物をたくさん購入するような時代が訪れるとは考えにくい。
,,○,コンビニ（エリア担当）,来客数の動き,・観光客が増えており、それに伴い来客数も増加している。お盆明けからはバイクや自転車で旅行している観光客の来店も増えている。
,,○,乗用車販売店（従業員）,販売量の動き,・新型車の発売が相次いでおり、新たな機能を付加した車種も多いため、販売量全体のボリュームアップにつながっている。
,,○,自動車備品販売店（店長）,販売量の動き,・国内メーカーのタイヤの値上げ発表と同時にタイヤの販売量が増加している。夏タイヤだけでなく、冬タイヤも売れており、販売量は前年から50％程度増加している。
,,○,高級レストラン（スタッフ）,お客様の様子,・８月は開店と同時に満席になり、午後３時ごろまで満席が続いている。売上も前年比プラス３％とようやく前年を上回るようになった。日中は子ども連れの観光客など、家族客が多く、夕方以降は年齢層の高い客が目立つ。また、外国人客もちらほらとみられる。
,,○,観光型ホテル（スタッフ）,来客数の動き,・近隣アジア圏からの外国人観光客が引き続き好調に推移している。特に韓国からのゴルフツアー客は前年から15％増加するなど、伸びが大きい。また、国内旅行客やインセンティブ旅行客の利用も堅調に推移している。
,,○,旅行代理店（従業員）,販売量の動き,・業界的に繁忙期に入っているため、３か月前よりも動きが良くなっている。ただ、販売量は前年と比べて微増にとどまっている。
,,○,旅行代理店（従業員）,競争相手の様子,・同業他社の様子をみても、足元の状況が良く、先行受注の見通しも明るいとみている会社が多いなど、あまり後ろ向きな話は聞かれないため、景気はやや良くなっている。
,,○,美容室（経営者）,来客数の動き,・例年、８月後半はお盆前と比べて来客数が大きく落ち込む傾向にあるが、今年は落ち込み方が緩やかであり、その分売上が増加している。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・個人客は微増ではあるものの、増加傾向が続いている。外国人観光客も増加の兆しがみられる。
,,□,商店街（代表者）,単価の動き,・10万円以上の高額商材の動きが弱い。
,,□,商店街（代表者）,お客様の様子,・北朝鮮問題に対して客が特に反応することもなく、日々同じような雰囲気で買物している。
,,□,商店街（代表者）,来客数の動き,・前年は北海道新幹線の開業効果で国内観光客が増えたが、今年はその反動で大幅に減少している。外国人観光客は順調に推移しているが、国内観光客が減った分、苦戦している。
,,□,百貨店（担当者）,販売量の動き,・８月になり、気温が極端に低下したこともあり、衣料品を始めとした季節商材の動きが鈍化し、売上が伸び悩んでいる。
,,□,スーパー（店長）,競争相手の様子,・ここ数年、ディスカウントショップに客を取られており、かなり厳しい状況にある。通常８月に売らなければならない低単価商材の需要もディスカウントショップに取られている。
,,□,スーパー（役員）,来客数の動き,・８月に入り前年よりも気温の低い日が続いている。真夏日が７日間少なく、お盆期間の平均気温が約７度も低く、４週目の最高気温も2.4度低くなっている。このため、飲料や日配品などの夏物商材の動きが悪い。来客数もここ数か月と同様に前年比で約１％低下して推移している。ただ、７月と比べれば売上はやや上向き傾向にある。
,,□,コンビニ（エリア担当）,販売量の動き,・８月は前半の天候不順により苦戦している。冷菓や飲料水の販売量が前年から１割程度落ち込んでいる。
,,□,コンビニ（エリア担当）,販売量の動き,・お盆期間の天候不良で行楽客の来店は増えたが、気温が低かったことから小容量の飲料水やアイスの売上が減少している。また、観光客については、大型バス利用の団体客の入込はあるが、個人客が減少しており、駐車場の狭い店舗では影響が生じている。
,,□,衣料品専門店（店長）,来客数の動き,・来客数が前年を下回った月であった。
,,□,家電量販店（店員）,来客数の動き,・８月は天候が良くなかったため、来客数が伸び悩んだ。夏物家電の売上が落ち込み、盆需要も例年ほどの売上ではなかった。
,,□,乗用車販売店（経営者）,販売量の動き,・新型車の販売が落ち着き、受注量に一服感がある。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車効果がまだあまりみられない。先行きも不安である。
,,□,乗用車販売店（従業員）,お客様の様子,・様々なイベント施策を展開しているが、来場者数が前年と変わらない。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・引き続き石油製品の価格が安定していることから、特に変化がみられない。
,,□,高級レストラン（経営者）,単価の動き,・とにかく様々な物の価格が値上がりしており、利益率がどんどん下がっている。人件費も高騰しており、景気が上向く要素が１つも見当たらない。
,,□,高級レストラン（スタッフ）,販売量の動き,・８月の売上は前年を若干下回った。地元客はレジャー費がかさんだのか、価格引下げを告知した割に来客数が伸びなかった。現在、繁盛している飲食店は、低価格店、冊子掲示でのランチ割引サービスを行っている店舗、メニューだけでも外国語対応を告知している店舗だけである。
,,□,旅行代理店（従業員）,来客数の動き,・ピークシーズンを迎えた観光は好調に推移している。また、陸上やラグビーなどのスポーツ合宿も増加傾向にある。全体的に８月は人の動きが活発であるが、前年に比べて航空機の供給座席数が減っていることから、大きな伸びにはつながっていない。
,,□,タクシー運転手,来客数の動き,・例年８月はお盆休みの影響でタクシーの利用客が減る月であり、今年も同様の状況がみられた。タクシー１台当たりの売上は前年並みであったが、乗務員不足により車の稼働率が落ちており、会社の売上は前年を３％下回った。
,,□,タクシー運転手,来客数の動き,・イベント関係での利用が順調であったが、観光客の利用が伸び悩み、全体的には変わらない状況であった。
,,□,タクシー運転手,販売量の動き,・宿泊施設の稼働率が高いようであるが、レンタカーを利用する観光客が多く、かなりの需要をレンタカーに取られている。
,,□,タクシー運転手,来客数の動き,・３か月前と比べて変化がみられない。今の時期は本来繁忙期のはずだが、今年４月以降、売上が前年を下回る状況が続くなど、全体的な落ち込みに変化がみられず、厳しい状況にある。前々年との比較でも２～３％の減少となっている。
,,□,通信会社（社員）,販売量の動き,・来客数は微増したものの、販売量に大きな変化がみられなかった。
,,□,美容室（経営者）,来客数の動き,・来客数はここ３か月ほとんど変わらない。ただ、８月は店販品の売上がやや良く、全体の売上を押し上げた結果、前月の売上を上回った。
,,□,美容室（経営者）,販売量の動き,・最近は売上が増えても、景気が良くなっていると感じられない。
,,□,住宅販売会社（経営者）,お客様の様子,・株式市場がこう着状態にあるためか、消費が今一つである。住宅建築も頭打ちになってきている。
,,▲,百貨店（役員）,販売量の動き,・来客数が減少している。
