Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,来客数の動き,・今月に入り、消費税増税後の消費の落ち込みは徐々に回復し、地元客の来街者が例年並みに増加しつつあるほか、外国人観光客も増加している。また、中旬に行われた農業機械器具の展示会には20万人以上の人出があり、飲食、お土産、交通、宿泊の売上が増加した。道内他都市からの観光客の入込も例年以上となっており、装飾品及び衣料品の売上も増加した。
,,○,商店街（代表者）,販売量の動き,・若干ではあるが、消費税増税による販売不振からの改善がみられ、満足するほどではないが販売量も増加している。北海道観光は７月後半から日本人の個人型観光が増えており、活気が出てきている。また、外国人観光客は好調を維持しており、外国人観光客の買上分が業績を押し上げている。ただし、外国人観光客が訪問しないような地域はいまだ苦戦している。
,,○,一般小売店［土産］（経営者）,来客数の動き,・今月は突然暑くなった日が１週間ほど続き、それ以外は雨の日ばかりの異常気象であったが、売上は前年比100.4％と前年とほぼ変わらなかった。
,,○,一般小売店［酒］（経営者）,お客様の様子,・取引先の経営者と話をしても、前向きな発言が増えてきており、明るさがみられるようになってきている。なかには、店舗を拡張したいという希望も持つ経営者もみられるなど、今までにはなかったような傾向が出てきている。
,,○,百貨店（販売促進担当）,販売量の動き,・消費税増税直後の４月よりは回復傾向にある。ただし、客単価が上昇してきている一方で、購買客数は回復が遅れている。
,,○,スーパー（店長）,販売量の動き,・３か月前の４月は駆け込み需要の反動減で大きく売上が落ち込んだ月であったため、４月との比較では販売量は２割強伸びている。ただし、前年との比較では前年比87％と苦戦している。
,,○,スーパー（店長）,それ以外,・消費税増税の影響が大きい。食品などは回復しつつあるが、衣料品や住宅用品はまだ増税以前の状態に戻っていない。徐々に上向いてはいるものの、増税後の消費に関しては、必要な物を必要な量しか買わない傾向がみられるなど、慎重でシビアな様子が続いている。
,,○,コンビニ（オーナー）,来客数の動き,・全体的に中国からの観光客が増えており、その分が販売量に上乗せされている。
,,○,衣料品専門店（店長）,お客様の様子,・夏が来たことで少しは客の気分が上向いている。若干ではあるが、景気が良くなっている。
,,○,家電量販店（経営者）,販売量の動き,・消費税増税後の反動減がまだ続いている。家電については、目新しい商品がなく、単価の高い売れ筋商品も乏しいことから、全体的には苦戦しているが、客の様子からは不景気感が感じられない。
,,○,その他専門店［医薬品］（経営者）,単価の動き,・消費税増税の影響はまだ続いているが、やや回復傾向に転じている。ただし、７月は北海道としては気温の高い日が続いており、購買層の中高年にとっては店から足が遠のく原因となっている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・国内からの社員旅行、グループ旅行が堅調である。
,,○,観光型ホテル（役員）,単価の動き,・個人客が増加していることで全体の宿泊単価が上昇傾向にある。同じく、外国人観光客についても需要が旺盛なことから、宿泊単価が上昇傾向にある。
,,○,旅行代理店（従業員）,販売量の動き,・前年は天候が良くなかったことや参議院選挙の影響でビジネス客、観光客ともに低調であったが、今年は悪化要因があまりなかったため、前年を上回っている。
,,○,観光名所（従業員）,来客数の動き,・７月の来客数は前年比106％となっている。前月は天候不順の影響でこの２年間で初めて前年を下回ったが、今月はまた増加に転じている。
,,○,美容室（経営者）,お客様の様子,・売上が前年を５％程度上回って推移している。関連商材も若干動きが良くなっている。
,,□,商店街（代表者）,単価の動き,・消費税増税前の駆け込み需要の反動がまだ続いており、特に高額品の売上が厳しい状況にある。
,,□,商店街（代表者）,来客数の動き,・消費税増税に対する客のアレルギーは薄らいできたが、客の財布のひもは固いままである。
,,□,商店街（代表者）,お客様の様子,・７月はバーゲン時期であるが、スタート当初から客の購買率があまり高くない状況にある。中旬以降は気温の上昇にともなって、多少は買物するようになってきているが、最初の値下げ額で買う客はほとんどみられず、客単価もかなり低下している。
,,□,商店街（代表者）,お客様の様子,・客の様子は前と変わらないが、気分的には多少上向いている。
,,□,商店街（代表者）,来客数の動き,・当地は遠方の観光地ということもあり、ガソリンの価格高の影響で来客数が少なくなっている。
,,□,百貨店（売場主任）,お客様の様子,・夏物のセールが始まり、来客数が回復傾向にあるが、前年との比較では前年比97％という結果であった。外国人客による買上は前年比111％となっており、春先の減少から復調している。苦戦した夏物の定価品はセール対応となったが、売上は前年比93％で推移しており、買上率も上がりきっていない。
,,□,百貨店（売場主任）,販売量の動き,・セール以降の売上が前年をやや上回っている。ただし、来客数は減少している。
,,□,百貨店（販売促進担当）,来客数の動き,・７月に入っても消費税増税の影響から抜け出せていない。買上率や客単価は上がっているものの、来客数の減少幅が予想以上となっており、厳しい状況に変わりはない。
,,□,百貨店（役員）,販売量の動き,・６月に続き７月も数字の伸びがみられない。消費税分がレジで加算されることに客が慣れてくると同時に、店頭価格では買えないことを客が認知するようになり、生活防衛に走っている。政府は、景気が順調に回復していると発表しているが、地方経済についてきちんと語っているとは到底思えない。
,,□,スーパー（店長）,来客数の動き,・ガソリン価格の高騰や土日祝の高速道路料金の割引率の低下などにより、週末の来客数が減少傾向にある。
,,□,スーパー（役員）,来客数の動き,・７月に入っても来客数が減少し、客単価が上昇している状況に変化がみられず、５～６月と同様の状況で推移している。一部では消費税増税前の駆け込み需要の反動がいまだに続いている商材もみられ、増税が消費者にとって大きな負担となっている様子がうかがえる。
,,□,スーパー（役員）,販売量の動き,・肉や魚を中心に商品単価が上がっているため、見かけ上は売上が増えているが、景気が良くなり、消費が活発になっている様子はみられない。
,,□,コンビニ（エリア担当）,単価の動き,・気温が低い日が続いているため、飲料水、ビール、アイスなどの夏型商材の売上が大幅に減少している。
,,□,衣料品専門店（経営者）,販売量の動き,・豪華客船が毎週寄港していることで、観光客が街を散策している。また、夏のお祭りを控えて、各企業体からの踊り浴衣の追加発注が前年よりも増加したほか、染織作家が手がける高額着物が多数売れたことで、７月の売上は良かった。ただし、新作浴衣については、大型店の影響により、流通形態が変わってきているためか、売上が減少している。
,,□,家電量販店（店員）,来客数の動き,・前年と比べて来客数が減少している。台所回りの家電は前年並みの売上があったが、薄型テレビはいまだ回復がみられず、冷房機器は前年を下回った。全体の売上は前年実績を下回った。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量が低水準で推移している。
,,□,乗用車販売店（従業員）,販売量の動き,・個人的には前月と販売量が変わらなかったが、全体としては前月よりも販売量がやや減少している。
,,□,乗用車販売店（役員）,販売量の動き,・受注量が一向に上向いてこない。これまでは受注残があったため、販売量の落ち込みを最小限にすることができていたが、受注残も少なくなってきており、これからが大変である。
,,□,自動車備品販売店（店長）,競争相手の様子,・４月以降、当店も含めた同業者の来客数が前年比80％台で推移している。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が高止まりしているため、状況に変化はみられない。
,,□,高級レストラン（スタッフ）,販売量の動き,・売上は前年並みであった。予約状況は悪くないが、特に夜のフリー客が少ない。客層は新規客が増えているものの、なじみ客が減っている。アジア人観光客が利用する飲食店は予約が多いようだが、当店は昼夜ともあまり利用されていない。客単価が低下しているため、材料費が高くなりすぎないよう注意している。
,,□,一般レストラン（スタッフ）,単価の動き,・７月は客単価が前年比103％とアップしており、２か月連続で増加している。
,,□,旅行代理店（従業員）,お客様の様子,・先行受注状況が前年より悪い。ただ、消費税増税の影響というよりも、受注環境が停滞している雰囲気がある。
,,□,タクシー運転手,販売量の動き,・７月は中央競馬の開催により、３か月前と比べて売上が約10％伸びている。ただし、前年実績と比べると、約２％下がっているため、全体としては変わらない。
,,□,タクシー運転手,お客様の様子,・７月の実績は前年並みであった。わずかながらの増減はあるものの、状況はほとんど変わらない。
,,□,パチンコ店（役員）,単価の動き,・原油価格の値上がりが落ち着いたものの、電気料金や一部の食料品価格の値上がりが必至なため、全体としては変わらない。
