Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,百貨店（売場主任）,お客様の様子,・来客数は前年比98％であったが、新テナントのオープンなどにより来店した客の購買が回復傾向にあり、購買意欲の上昇が感じられる。秋冬物の定価品の動きは前年並みであったが、改装による売場面積の減少があるなかで、売上は計画の99％に達しており、想定どおりの状況で推移した。
,,○,スーパー（役員）,来客数の動き,・４月以降、消費税増税前の駆け込み需要の反動で来客数が大幅に落ち込み、厳しい状況にあったが、10月は来客数が前月より２％増加するとともに、客単価も前年を３～４％上回ったことで、売上が前年を上回っており、ここ数か月でも良い状況となっている。
,,○,乗用車販売店（従業員）,販売量の動き,・販売量の前年比をみると、悪いなりにマイナス幅が縮小してきている。特に高額の人気車種での動きが顕著である。
,,○,その他専門店［医薬品］（経営者）,お客様の様子,・消費税増税の影響が少しずつ薄らいでいる。
,,○,観光型ホテル（スタッフ）,来客数の動き,・インターネット予約及び直接予約が堅調であるほか、海外からの観光客も団体客、個人客ともに好調である。
,,○,旅行代理店（従業員）,来客数の動き,・航空機利用者の動きをみると、観光、ビジネスの両面で人の動きが活発になっている。
,,○,旅行代理店（従業員）,販売量の動き,・前年と比べて受注が好調である。
,,○,観光名所（従業員）,来客数の動き,・10月26日現在の来客数が前年比107％と前年を上回っていることから、やや良くなっている。
,,□,商店街（代表者）,来客数の動き,・全体的なトレンドは変わっていないが、10月は天候が安定していたこともあり、飲食関係の店舗の売上が良かった。
,,□,商店街（代表者）,単価の動き,・世の中全体の景気が下向いているなか、北海道はこれから冬に備えて出費のかさむ時期であるため、客が消費を引きしめにかかっている。
,,□,商店街（代表者）,販売量の動き,・売上が前年を下回っている店舗がほとんどである。天候面で悪い条件がないにもかかわらず、こうした状態は今までになかったため、少し心配な状況である。
,,□,一般小売店［土産］（経営者）,来客数の動き,・台風の影響で売上が減少したが、景気そのものは変わっていない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・10月半ばまでは売上が良いペースで推移していたが、後半に入ってからは動きにストップがかかっており、それまでの貯金を使い果たす形となった。ここ数か月、１か月の間でそういう増減の激しい動きのみられる月が増えている。
,,□,百貨店（役員）,お客様の様子,・ファッション関連は寒さとともに動きが戻りつつあるが、耐久消費財や高価格帯のブランド品の動きが鈍い。
,,□,スーパー（店長）,販売量の動き,・３か月前と比べて、販売量が減少気味であり、ほぼ足踏み状態である。販売量を７月と比較すると、８月が98％、９月が96％、10月が97％となっている。
,,□,スーパー（店長）,来客数の動き,・週末の来客数の減少傾向に変化がみられない。
,,□,スーパー（企画担当）,来客数の動き,・来客数の減少傾向が続いている。消費税増税の負担感が増していることで、来店頻度を下げて消費を抑える傾向が出ている。
,,□,コンビニ（エリア担当）,販売量の動き,・生鮮品の売上は回復傾向にあるものの、飲料水や菓子など、保存が効いて買いだめしておくような商材の販売量が減少している。
,,□,衣料品専門店（経営者）,お客様の様子,・寒くなってきたためか、節約のためかは分からないが、観光客や市民が街を歩く姿が減ってきている。展示会で多額の買物をする顧客もみられるが、売上は前年比92％となっている。光熱費などの物価の高騰が家計を圧迫している。
,,□,家電量販店（経営者）,販売量の動き,・ここ数か月、売上が前年を３割程度下回る状態が続いている。
,,□,家電量販店（地区統括）,販売量の動き,・消費税増税後の低迷からは幾分持ち直しているが、依然として客の財布のひもは固く、ほぼ横ばいの状態が続いている。
,,□,乗用車販売店（従業員）,販売量の動き,・周りをみても、販売量が落ち込み気味であったり、売上を上げるのに苦しんでいる店舗が多い。景況感としては変わらないかやや下がっている状況にある。
,,□,自動車備品販売店（店長）,単価の動き,・タイヤの売行きをみると、販売量は前年並みとなっているが、価格帯が例年にないほど下がっている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格が低下しているが、石油製品の価格はまだ高いままである。
,,□,スナック（経営者）,来客数の動き,・11月の市長選を控えて客足が遠のき始めているが、今のところはそれほど落ち込みがみられない。
,,□,旅行代理店（従業員）,お客様の様子,・商談の生じるタイミングが遅い。客の状況が良ければ、早めの依頼が来るため、景況感としては厳しいまま変わらない。
,,□,タクシー運転手,来客数の動き,・例年、10月と４月はタクシーの利用が少ない月であるため、売上は８月や９月よりも悪く、ほぼ前年並みで推移している。
,,□,タクシー運転手,来客数の動き,・８～９月と売上が前年から微増しているが、水準としてはほぼ前年並みで推移している。
,,□,通信会社（企画担当）,販売量の動き,・通信機器の秋商戦の動向をみると、期待ほどの集客は得られていないが、札幌圏がけん引していることで前年並みの売上を記録している。
,,□,美容室（経営者）,来客数の動き,・ここ３か月、来客数が低調に推移しており、前年を５％程度下回っている状況に変化がみられない。
,,□,住宅販売会社（経営者）,お客様の様子,・消費税増税後の回復が遅れている。特に値がかさむ商材で回復が遅れている。
,,▲,商店街（代表者）,来客数の動き,・10月は大きなイベントがなく、周辺住民も外出を控える時期であるため、平日、特に火曜日や水曜日の街中は閑散としていた。消費税増税の影響は薄らいできているものの、燃料費などの高騰もあり、自家用車で訪れる来街者が前年よりも減っていることが駐車場の様子からうかがえる。
,,▲,商店街（代表者）,来客数の動き,・地方ということもあり、現在の景気はあまり良くない。貸切バスの安全性向上を目的とした新料金体系が導入されたことで、大型観光バスの貸切料金が値上がりしており、思うような集客ができていない状況にある。
,,▲,百貨店（売場主任）,来客数の動き,・秋めいた天候となり、朝晩の冷え込みが続いているなかで、コートの売上は前年と比べて10％程度増加している。トレンドであるスカートも売上の伸び率が高い。ただし、婦人服、紳士服全体としては、前年の90％台となっており、非常に厳しい状況にある。物産展についても、９～10月と客単価、売上とも厳しい状況であった。
,,▲,百貨店（販売促進担当）,来客数の動き,・消費税増税以降、来客数の減少傾向が続いており、回復のめどが立たない状況にある。
,,▲,百貨店（販売促進担当）,それ以外,・消費に対する客の選別が厳しくなってきている。ポイント付与やＯＦＦセールなどの企画を仕掛けても、消費行動を刺激するに至らず、購買意欲の喚起になかなか結び付かない。
,,▲,スーパー（企画担当）,来客数の動き,・既存店の来客数の前年比減少幅が大きくなっている。
,,▲,コンビニ（エリア担当）,来客数の動き,・来客数が減少しており、特にたばこの売上の減少幅が引き続き大きくなっている。価格帯別の販売動向をみると、低単価の商材が動いている。
,,▲,衣料品専門店（店長）,来客数の動き,・消費税増税に加えて、電気料金などの値上げの影響から、やや悪くなっている。
,,▲,家電量販店（店員）,販売量の動き,・暖房器具やストーブの販売台数が前年と比べて落ち込んでいる。
,,▲,乗用車販売店（役員）,お客様の様子,・土日のイベントの来客数が増えてこない。同様に中古車展示場の来客数も少ない。新型車の発表を控えて先行受注を始めているが、過去の新型車発表前と違い客の動きが鈍い。
,,▲,高級レストラン（経営者）,来客数の動き,・消費税率を10％に上げるかどうかの判断時期が間近となり、再度の税率上昇に対する不安感が増しており、年末に向けて客の財布のひもが固くなっている。
,,▲,高級レストラン（スタッフ）,単価の動き,・週末のランチタイムは満席となるが、平日は日によって一瞬満席となる程度であり、全体の売上は前年を10％程度下回った。閑散期に入ったこともあり、人件費と人手の兼ね合いから、回転率が悪くなりがちである。
,,▲,高級レストラン（スタッフ）,来客数の動き,・来客数が減少したことで、売上は前年を下回った。来客数は電気料金の値上げが発表されるとともに落ち込んだ。また、駅周辺の飲食店を対象としたランチ割引本の新刊が発行されたことで、駅周辺の飲食店の実質的な価格が大幅に下がっており、打撃を受けている。地方の店舗では、ミシュランガイドに掲載され、いつも混んでいた道南のそば店が、昼食時も席が空くようになるなど、今まで勝ち組だった店も厳しい状況にある。
,,▲,観光型ホテル（役員）,来客数の動き,・全ての客層において来客数が減少している。これまで好調であった海外客のほか、国内団体客も落ち込みが大きい。
