I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,旅行代理店（従業員）,販売量の動き,・店頭の取扱額が前年比約120％と好調であった。
,,◎,観光名所（従業員）,来客数の動き,・当施設の利用乗降客数は１月26日時点で前年比130.1％となっており、１月としては過去最高の利用乗降客数になることが確定したほどの入込状況にある。
,,○,一般小売店［酒］（経営者）,単価の動き,・年末の消費の反動もあってか、客の動きがやや鈍い。ただ、相変わらず高額商材が売れているということもあり、売上はそれなりの金額をキープしている。
,,○,百貨店（売場主任）,お客様の様子,・外国人観光客による売上が前年比152％と好調を継続しているほか、来客数が前年比102％と好調を維持している。月半ばに停滞した売上も下旬に入ってから回復傾向にあり、定価品、バーゲン品とも前年を上回っている。
,,○,百貨店（担当者）,来客数の動き,・積極的に景気が上向きにあるとまではいいづらいものの、３か月前との比較では改善している。
,,○,百貨店（販売促進担当）,それ以外,・気温が平年並みとなり、これまでの温暖、少雪の状態がみられなくなってきたことで、防寒衣料、雑貨商材を中心に多少改善の傾向がみられる。
,,○,スーパー（役員）,お客様の様子,・灯油やガソリンの価格が低下していることに加えて、電気料金が下がったこともあり、客の節約意識がやや弱くなっている。
,,○,コンビニ（店長）,来客数の動き,・１月の売上は前年比105％であった。商材の単品管理に加えて、販促の強化により、１月も今売れる商材を他店より多く売ることができている。
,,○,衣料品専門店（経営者）,単価の動き,・ガソリンや灯油の価格が低下していることもあり、前年とは異なり、新春初売りなどでは多くの市民や観光客が街を行き交っている。外国人観光客の入込も前年よりも増加している。当店の売上も前年を上回った。また、ホテル展示会の催事も好調であった。
,,○,衣料品専門店（店長）,単価の動き,・依然として必要な物しか買わないという客の状況は変わらないが、客の視点が質の良い商材を志向する方向に移ってきており、客単価が前年と比べて８％の伸びとなった。
,,○,乗用車販売店（役員）,販売量の動き,・待望の新型車が発表され、新車の受注が好調に転じてきた。ただし、中古車は前年の状況から変化がみられず、受注が伸びてくるのはこの先のこととみている。
,,○,一般レストラン（スタッフ）,単価の動き,・中国、東南アジア、オーストラリアを始めとした海外からの旅行客が増えている。特に、中華圏からの旅行客は価格が高くても、質の良い商材を求める傾向があるため、当店の客単価も上昇しており、売上増加につながっている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・中国本土を始めとする近隣アジアからの観光客、国内からの個人客、団体客のいずれも好調に推移している。需要を喚起するようなスポーツ大会イベントがあったことも追い風となった。
,,○,旅行代理店（従業員）,お客様の様子,・高額商材の受注が好調である。
,,○,タクシー運転手,販売量の動き,・好調であった12月の売上をそのまま維持できている。夜の会合なども増加している。
,,□,商店街（代表者）,単価の動き,・客の財布のひもが固く、買上単価がなかなか上がってこない。
,,□,商店街（代表者）,お客様の様子,・１月は豪雪の影響により、道路状況が悪かったため、高齢者の外出機会が減少するというマイナス要因があった。ただ、全体的なトレンドには変化がみられない。
,,□,商店街（代表者）,お客様の様子,・客の声としては、変化が感じられないという意見が大半である。
,,□,商店街（代表者）,来客数の動き,・１月に入り、プレミアム付商品券の効果が一部の業種や商店街内の百貨店の一部店舗などに表れている。ただし、プレミアム付商品券の使用期間が１月までであるにもかかわらず、売上の伸びは鈍重であった。また、12月に売上を伸ばした夜型飲食店は、客の夜間の出控えもあり、今一つであった。当商店街内の客足も例年より途絶えがちであった。
,,□,商店街（代表者）,販売量の動き,・新年の初売りは好スタートだったが、曜日並びの関係から前年を下回ったところが多かった。また、積雪の少ない状況が続いていることから、客の外出機会の増加に伴う売上増を期待したが、氷点下の日が多かったこともあり、伸び悩んだ。当地のプレミアム付商品券は１月末までが使用期間であり、これまで順調に使われているため、今後の動向に不安がある。
,,□,スーパー（店長）,販売量の動き,・１月は来客数が前年比97％であったのに対して、売上が前年比93％、販売量が前年比92％にとどまった。販売量は12月に続いて伸びがみられない状況であり、３か月前と比較しても10％弱落ち込んでいる。
,,□,スーパー（店長）,競争相手の様子,・どの競争店も前年実績を割り込んでいる状況にある。比較的好調な店舗は改装などを行ったところである。
,,□,スーパー（店長）,来客数の動き,・正月は来客数、売上ともに伸びたが、それ以降は消費動向が上向いてこない。衣食住のいずれの部門も前年の来客数を下回っている。食品部門は比較的安定した売上で推移しているが、特に衣料品部門については来客数、売上ともに回復がみられない状況にある。
,,□,スーパー（役員）,来客数の動き,・ここ数か月、商品単価の上昇に支えられ、客単価が前年から１％強上昇している状況に変化はみられないが、大型店の出店により客が分散していることに加えて、雪害などにより客の移動範囲が狭くなっていることで来客数が減少しており、若干ではあるが売上も減少している。
,,□,コンビニ（エリア担当）,来客数の動き,・客単価は引き続き上昇傾向にあるが、来客数の回復が遅れている。他業態の動向などから、除雪作業の減少、公共工事の減少、漁業の不振が影響しているとみられる。
,,□,衣料品専門店（店員）,単価の動き,・単価の高い商材の動きが悪い。
,,□,家電量販店（店員）,販売量の動き,・初売りは例年以上の盛り上がりがあった。しかし、月後半になり、来客数が激減した。
,,□,乗用車販売店（従業員）,販売量の動き,・思うように販売量が伸びてこない状況にある。
,,□,乗用車販売店（従業員）,競争相手の様子,・３月に決算期を迎える企業が多いため、１～３月は販売量の伸びる時期であるが、例年以上の伸びがみられるわけではない。また、景気が上向いているというわけでもないため、全体としては変わらない。
,,□,乗用車販売店（従業員）,お客様の様子,・ガソリン価格がやや上昇に転じている。また、新年会などで外出する機会の多い時期であるが、早く帰宅する人が多く、景気が良いとは感じられない。
,,□,自動車備品販売店（店長）,お客様の様子,・雪不足の影響により冬タイヤを履きつぶそうという客が多く、買い控えがみられることで冬の主力商品が売れない状況にある。その一方で、新車販売が好調なことで中古車にも動きがみられ、カー用品全般的に買物客が増えている。少額の買物が多いが、当店の来客数も微増している。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格の低下が続いていることで石油製品価格が大幅に下落しており、販売量が堅調に推移している。
,,□,高級レストラン（経営者）,お客様の様子,・年末から年始にかけて、買物をしている一般市民の様子をみていたが、買物袋をたくさん持って歩いている人がやや少なかった。年末も年始も一時的には消費が伸びるが、後が続かない状況がうかがえる。
,,□,高級レストラン（スタッフ）,販売量の動き,・１月後半は降雪などの影響で来客数がやや減少したが、売上は前年並みであった。市内の百貨店で行われる人気のチーズの催事が史上最高の売上になったことの影響なのか、催事の開催期間中は当店の来客数が伸びなかった。また、他店で、ランチが半額になるクーポン付きの書籍を利用する場面を初めて目撃したが、経営者らしき人が会計時に客と目を合わせないようにしており、苦悩さがうかがえた。
,,□,観光型ホテル（役員）,来客数の動き,・これまでと比べて外国人観光客の伸びが鈍化しているため、来客数に大きな変化がみられない。
,,□,旅行代理店（従業員）,お客様の様子,・販売量だけをみると、前年よりも微増しているが、レジャーとして旅行に行きたいという客の要望が増えているわけではないため、全体としては変わらない。
,,□,タクシー運転手,販売量の動き,・売上は前年比100％で推移しているものの、例年にはないスポット要因での押し上げによる部分が大きく、堅調とは言い難い。
,,□,タクシー運転手,販売量の動き,・１月に入ってからは雪が多く、寒かったため、３か月前と比較すると売上は約８％増えている。しかし、天候が良い日には売上の下がる傾向がみられたことから、売上が伸びたのは雪が降ったおかげであり、全体としては変わらない。
,,□,タクシー運転手,来客数の動き,・思ったよりも受注量が伸びておらず、前年実績とほぼ同じで、変化がみられなかった。
,,□,通信会社（社員）,お客様の様子,・客の消費意欲が上向かないのは元より、市場動向も改善の傾向がみられない。北海道の市況は依然として低迷しているというのが業界の見方となっている。
,,□,通信会社（企画担当）,単価の動き,・携帯電話の料金やその他の提供条件に関する総務省のタスクフォースの影響で、最後のキャッシュバック合戦が過熱している。販売量は増えたものの、市内を中心に過度な割引となっている。
