Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,旅行代理店（従業員）,販売量の動き,・７月の参議院選挙の影響で止まっていた需要が８月に動き出している。インバウンド、アウトバウンドともに旅客数が伸びている。作付けが遅れていた農作物も回復しているが、ここ数日の集中豪雨の影響が懸念される。
,,○,商店街（代表者）,来客数の動き,・夏物の展開を継続している店としていない店との間で差があるが、残暑が厳しいため、８月の閑散期に入っても夏のセール品を求める客がそれほど減っていない。
,,○,商店街（代表者）,来客数の動き,・８月は夏の最大イベント月であり、全体的に天候にも恵まれ、当地地方新聞では、ほぼ前年並みの来客数があったとの記事も掲載された。しかしながら、地元住民による場所取りが前年よりやや減少するなど、不安材料も残った。一方で、レンタカーや他県ナンバーの車両が中心市街地の駐車場でも散見された。飲食関連の店舗では、行列のできる店舗も何件か発生し、売上を伸ばした。
,,○,一般小売店［土産］（経営者）,来客数の動き,・雨の被害で旅行ができなかった人が意外にいたり、地元のイベントの際に当商店街への客足が遠のいたりしたが、売上は前年比で４％伸びている。
,,○,百貨店（売場主任）,お客様の様子,・来客数は前年比99％程度だが、売上は前年比100％のペースで推移している。盆シーズンの食品売上が絶好調であるほか、秋物の動きが良く、地方客の売上も伸びている。客単価の伸びも感じられる。
,,○,百貨店（売場主任）,単価の動き,・セールの開催時期を遅らせた影響もあり、婦人服、服飾雑貨中心に好調に推移している。８月は休業日を１日設定したが、何とか前年並みで終了できそうである。
,,○,百貨店（販売促進担当）,来客数の動き,・８月に入り北海道でも暑さの厳しい日が続き、夏物衣料を中心に好調を維持している。特に来客数の伸びが高くなっており、そのことが売上拡大に寄与している。これは全国的な猛暑の影響から、避暑のために北海道に旅行する人や、夏の間だけオフィスを北海道に移す個人事業主などが増えているためとみられる。
,,○,百貨店（販売促進担当）,お客様の様子,・ずっと前年割れしていた来客数が回復傾向にあり、買上率も前年から改善している。客単価も衣料品を中心に前年を上回っており、全体的に動きが底堅くなってきている。
,,○,スーパー（店長）,販売量の動き,・販売量はここ３か月下落傾向にあったが、８月は３か月の平均より２％程度良かった。
,,○,スーパー（店長）,来客数の動き,・夏休みに入り、ギフト、行楽、盆といった季節商材の購入を目的とする客が顕著に増加している。これにより、客単価も上がっており、好調な売上を維持している。
,,○,スーパー（役員）,単価の動き,・８月の客単価はこの２～３か月と比べて前年比で２％強上昇している。販売促進の影響もあるが、夏の暑さや果物の糖度上昇などにより、グレードの高い商品や量目の大きい商品の売上構成比が伸びている。
,,○,家電量販店（地区統括部長）,販売量の動き,・気温が高い傾向にあるなか、エアコン、冷蔵庫、扇風機といった夏物家電の需要が前月に引き続き好調に推移している。
,,○,乗用車販売店（従業員）,販売量の動き,・今月は自己最高の販売台数となり、店全体としても販売台数が最も良かったため、今までより上向き傾向にある。
,,○,観光型ホテル（スタッフ）,来客数の動き,・近郊で開催されるスポーツ大会、イベント、学会が好調に推移している。全体的にＷｅｂ及び旅行会社の個人型商品の販売も好調である。
,,○,タクシー運転手,来客数の動き,・観光客も増えているようで、週末は札幌市内のホテルも混んでいると聞いている。夜の人出も前年より多くなってきている。
,,○,タクシー運転手,販売量の動き,・競馬開催や大型イベントなどがあり、今月は３か月前と比較して27.8％の売上増であった。前年との比較でも9.7％の増収であることから、やや良くなっている。
,,○,観光名所（従業員）,来客数の動き,・例年８月が年間を通じて最も入込数の多い月になるが、25日現在の当社の利用客数は前年比111.9％となっており、最繁忙期にあっても前年を上回る傾向が継続している。
,,○,美容室（経営者）,お客様の様子,・新しいメニューや新商品に関して客が興味を持ち、質問をしたり、買ったりといった傾向が出てきている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光繁忙期による来客数が引き続きピークを迎えており、輸送量が増加している。
,,□,商店街（代表者）,お客様の様子,・好天に恵まれてヤングカジュアルの軽衣料がやや活発化している。観光客に支えられている飲食店もやや良かった。酒屋のビールの売上でもそのことが立証されている。
,,□,商店街（代表者）,お客様の様子,・暑さと集中豪雨の影響で客の様子に変化が生じるとみられたが、それほど変化がなかった。
,,□,商店街（代表者）,販売量の動き,・中心部の大型集客施設の７月の売上が芳しくない。原因は色々と考えられるが、景気回復はまだ道半ばであるとみられる。その一方で、海外からの旅行者の増加は著しい。日本のオンシーズン期は交通費、宿泊費とも高額なため、例年ならば旅行者の少ない時期であるが、そうしたことをもろともしない高所得者と思われる旅行者がたくさん来ている。消費金額も高額であり、旧正月の時期に匹敵するほどの消費動向である。
,,□,一般小売店［酒］（経営者）,販売量の動き,・中旬まで非常に気温の高い日が続いたり、あるいは盆の需要があったりということで、堅調に推移してきたが、後半になって、大雨が降るなど、天候が崩れたことで急速に売上が減少している。前半の貯金を食いつぶす形で後半は苦戦が続いている。
,,□,百貨店（売場主任）,お客様の様子,・前年に比べて、夏物のセールの動きが良くなっている。特にパンツ、ブラウス、カットソー関連が前年比で１割程度アップしている。また、下旬に入って秋の気配が感じられることで、秋物の動きも前年比で２割程度アップしている。
,,□,百貨店（役員）,来客数の動き,・今月の来客数は前年比で２けたのアップで推移したが、買上客数は前年比103％、客単価は微増で推移した。ファッションは前半の暑さと後半の急激な寒さを受け、前半は夏物、後半は秋物が動き前年を上回った。
,,□,スーパー（店長）,来客数の動き,・前月から来客数が今一つ伸びてきていない。売上も苦戦している。
,,□,コンビニ（エリア担当）,来客数の動き,・盆期間は前年並みの来客数で推移したが、20日以降は来客数が１割程度減少している。好天であった前年の反動もあるが、盆期間に一時的に増加したアイスクリームや飲料水以外の商品群での売上の増加は少なかった。
,,□,衣料品専門店（店長）,単価の動き,・夏になって少しは良くなるとみていたが、さっぱり良くならない。前年もそうだったが今年もやはり同じようなものであった。
,,□,衣料品専門店（店長）,来客数の動き,・高額商品の動きが悪くなっている。
,,□,衣料品専門店（店員）,販売量の動き,・夏の各イベントがあったが、夏物衣料の動きが前年に比べて鈍かった。消費税増税の問題やガソリン価格の高騰、電力料金の値上げなどによる家計の圧迫感があったとみている。
,,□,家電量販店（店員）,販売量の動き,・来客数は前年よりもやや少なく、売上は微増であった。薄型テレビの販売量はまだ回復していない。
,,□,乗用車販売店（従業員）,販売量の動き,・車両販売台数はさほど変わらない。個人客の需要が減少しているが、法人のがまん切れによる乗換え需要で補っている。
,,□,乗用車販売店（営業担当）,販売量の動き,・受注量に大きな変化がみられない。
,,□,自動車備品販売店（店長）,来客数の動き,・原油高にともなう一部のカー用品の値上がりで客の購買意欲が低下している。
,,□,高級レストラン（経営者）,お客様の様子,・観光シーズンは来客数が増えて、一見景気も良くなったようにみえるが、観光客が少なくなると、今までどおりの売上となってきている。客の様子をみても、客単価が上がる気配もない。
,,□,高級レストラン（スタッフ）,来客数の動き,・残暑の厳しい日々が続いているが、ランチタイムは家族連れや修学旅行生の団体客が入り、常に満席である。ディナータイムは予約こそないものの、コースの注文も多く、来客数、客単価とも前年を上回った。売上は好調で前年から７％増加している。
,,□,高級レストラン（スタッフ）,お客様の様子,・真夏日が増えたせいか、西洋料理に対する客足が遠のいており、給料日後の月末も伸びなかった。一方で、今夏はビールが売れたようだ。食材は、輸入食品を中心に値上げが続いている。
,,□,高級レストラン（スタッフ）,お客様の様子,・現政権の経済対策の効果が薄れてきている。
,,□,一般レストラン（スタッフ）,単価の動き,・仕入食材の値上げにともない一部の商品を値上げしたため、客単価はアップしたが、来客数が減っており、売上は前年並みであった。
,,□,スナック（経営者）,来客数の動き,・人出がない。
,,□,スナック（経営者）,来客数の動き,・ここに来て、現政権の経済対策で少しは効果があったように感じられるが、店舗の売上と来客数にはほとんど変化がない。
