Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,家電量販店（店員）,販売量の動き,・12月商戦が近いということで商品全体に動きがみられる。中でも薄型テレビは販売台数が前年より伸びている。
,,○,乗用車販売店（営業担当）,販売量の動き,・前年に比べて販売量が多い。来客数も前年より増えている。
,,○,その他専門店［医薬品］（経営者）,販売量の動き,・医薬品業界も値上げラッシュがあり、買いだめのような消費行動がみられる。また、例年よりもインフルエンザや風邪が流行していることから、関連商品が売れている。
,,○,旅行代理店（従業員）,販売量の動き,・年末年始の旅行の申込が前年に比べて増えている。
,,○,住宅販売会社（従業員）,お客様の様子,・今後予測される消費税率引上げに対しての反応が意外に強く、税率上昇前に住宅を買おうという客が増えてきたように感じる。
,,□,商店街（代表者）,お客様の様子,・11月は防寒衣料の最盛期であるが、前半は気温の高さから客の購買が少なかった。中旬以降の冷え込みで一時的に売上は増えたが、下旬に入るとバーゲン待ちの客がみられるようになり、数字が今一つ伸びきらない。
,,□,百貨店（売場主任）,お客様の様子,・気温が高いことの影響で、相変わらずコート、ジャケット等の動きが鈍い。客は、まだ商品を買おうという状況にはなっておらず、様子を見ているという状態である。
,,□,スーパー（企画担当）,お客様の様子,・原油価格高騰の影響に伴うガソリン、暖房用灯油の大幅値上げが家計を直撃しており、消費に大きな影響を与えている。
,,□,スーパー（役員）,単価の動き,・過去３か月、売上に大きな変化はないまま推移している。客単価や１人当たりの平均買上点数も大きな変化は無く、前年比103％前後で推移している。
,,□,高級レストラン（スタッフ）,来客数の動き,・週末の客の入込は、前年を15％ほど上回っており、待ち時間も長くなっている。一方、ディナーについては前年を５％下回っており、月全体でみると来客数はほぼ横ばいとなっている。ただ、メニュー改訂の影響もあるのか、客単価は前年を７％上回り、健闘している。
,,□,高級レストラン（スタッフ）,お客様の様子,・３連休がある月は厳しいこともあり、夕食が前年並み、昼食が前年から30％のダウンとなった。食品や灯油の値上げも響いているようで、すすきのの高級店では、売上が悪いことから従業員を早めに帰すと聞いている。地方は閑散としており、特に大量降雪のあった旭川周辺では客足が遠のいたという話を聞いた。
,,□,スナック（経営者）,来客数の動き,・９～10月は繁華街への客足が遠のいており、前年と比べて売上がかなり落ち込んでいたが、11月は前年並みの売上となった。
,,□,旅行代理店（従業員）,お客様の様子,・ボーナス前のせいか、客の動きが鈍く、景気が上向いている様子はみられない。
,,□,タクシー運転手,来客数の動き,・例年11月は、初雪とともにタクシーの利用が増えてくるが、今年は初雪が例年よりも遅かったこと、また全般的に暖かい日が多く、雪の日が少ないことなどから、例年よりもタクシーの利用が少ない。
,,□,タクシー運転手,お客様の様子,・降雪期に入ることから需要の増加を見込んでいたが、12月の灯油代の大幅な値上げを控え、客は極力無駄な出費を控えているようであり、実車率が上がってこない。
,,▲,商店街（代表者）,販売量の動き,・客の低単価志向は強く、商品の動きは横ばい傾向にある。現況においては、販売量の増加は期待できない。
,,▲,商店街（代表者）,お客様の様子,・冬物衣料のシーズンに入り、本来なら動きが良くなるはずだが、灯油やガソリンの値上がりに加えて、各種製品の値上がり傾向がみられることから、客が購買に慎重になっている。
,,▲,商店街（代表者）,お客様の様子,・客の選択が更にシビアになっており、より安い物を選ぶようになっている。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・原油高の影響で灯油やガソリン、食品など様々な分野で値上げが行われており、冬を迎える消費者に心理的、経済的圧迫感を与えている。我々の業界は消費者が可処分所得を向けることで成り立っているので、どうしても消費が減退していく情勢にある。
,,▲,百貨店（売場主任）,お客様の様子,・客単価が低下しているほか、週末の家族客が非常に減っている。特に30～40代の客の減少が目立っている。
,,▲,百貨店（販売促進担当）,販売量の動き,・冬を前にして、灯油価格の上昇や食料品などの相次ぐ値上げが消費マインドを低下させている。ファッション売場では単品での購買が増えており、コーディネートアイテムを勧めてももう１品がなかなか売れない。価格弾力性の小さい高額品も例外ではない。
,,▲,スーパー（店長）,販売量の動き,・前月よりは若干良かったものの、３か月前と比較すると依然として低迷している。
,,▲,コンビニ（エリア担当）,単価の動き,・単価が低下しており、安売り商品ばかりが売れている。また各カテゴリーにおいて高価格の商品が軒並み売れないという傾向もみられる。
,,▲,コンビニ（エリア担当）,単価の動き,・来客数は前年並みで推移しているが、消費者の買い控えが目立っており、単価が継続して低下している。
,,▲,コンビニ（エリア担当）,お客様の様子,・来客数は前年並みだが、客単価が低下している。客は特売商品の価格に非常に敏感であり、安い商品を狙って購入しているようである。
,,▲,衣料品専門店（店長）,販売量の動き,・灯油の値上がりが大分響いているのか、催事等でも客の動きは決して良くはない。来客数も大きく落ち込んでいる。
,,▲,家電量販店（地区統括部長）,販売量の動き,・10月からの地方都市での地上デジタル放送の開始に伴い、薄型テレビ等のデジタル家電の需要増加を期待していたが、結果は前年から５％のアップにとどまっている。一方、白物家電はここ半年ほど、前年を大きく下回っており、全体としては前年を下回っている。
,,▲,乗用車販売店（従業員）,販売量の動き,・ガソリン等の値上がりの影響から、車の維持費が増加しており、乗換えに結び付かなくなっている。
,,▲,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・原油価格の急騰により、石油製品の価格が高騰している。
,,▲,観光型ホテル（経営者）,来客数の動き,・来道客数の減少を受けて、道外からの団体客の集客が落ち込んでいる。道内客は依然として回復しておらず、特に企業の観楓会などは大きく減少している。
,,▲,観光型ホテル（経営者）,来客数の動き,・前年に比べて来客数がやや減少している。その中身をみると、個人客は安定的に推移しているが、団体客、とりわけ国内客が目立って減っている。
,,▲,観光型ホテル（スタッフ）,単価の動き,・北海道観光の動向をみると、札幌、旭川方面では観光客が前年を上回っているが、地方の動きが悪く、全体としては観光客が減少している。また、観光客数の減少を補うための価格ありきの営業政策により、消費単価の伸び悩みがみられており、売上を維持するのが精一杯の状況である。
,,▲,旅行代理店（従業員）,販売量の動き,・10月から販売量の増えない状況が続いている。景気が安定しないことから、先行きに不安を持っている客が積極的に動かない様子がうかがえる。
,,▲,タクシー運転手,販売量の動き,・運賃収入が下げ止まらない。
,,▲,美容室（経営者）,販売量の動き,・関連商品の売上が前年よりも１割程度下がっており、必要な物以外は購入しないという雰囲気が感じられる。
,,▲,設計事務所（所長）,お客様の様子,・厳寒期を控えての灯油やガソリンの値上がりで、客が生活の先行きに不安感を感じていることをひしひしと感じる。
,,×,高級レストラン（スタッフ）,来客数の動き,・前月同様、来客数は前年から10％ほど減少している。市内全体で利用客の減少が目立っており、12月に向けての利用控えなのか、判断が付かない。客単価を上昇させることで、どうにか売上は保っているものの、食材の高騰や消耗品の値上げも控えており、収支バランスの悪化が懸念される状態にある。
,,×,スナック（経営者）,来客数の動き,・11月は過去最低の来客数であった。周りの飲食店からも同様の話を聞いている。
,,×,美容室（経営者）,来客数の動き,・９～11月と来客数が前年から10％近く減少している。
,,×,設計事務所（職員）,それ以外,・あまりの仕事量の少なさにより、他社との競争が厳しくなっており、価格や取引秩序のようなものが失われ始めている。
,,×,住宅販売会社（経営者）,来客数の動き,・モデルハウスへの来場者が極端に減っている。
,,×,住宅販売会社（従業員）,販売量の動き,・戸建志向の低下や金融機関からの借入条件の悪化、建築基準法の改正に伴う建築確認申請の遅れなどが経営に大きく響いている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（団体役員）,受注量や販売量の動き,・消費者の海外商品に対する敬遠感の高まりから、国内の原材料使用による商品にシフトしており、当地の食品製造業は年末受注を含め、状況がやや良くなってきている。
,,○,出版・印刷・同関連産業（役員）,受注量や販売量の動き,・首都圏からの商談がこれまで以上に多くなりつつある。
