Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,お客様の様子,・外国人観光客の大量買いはなくなったが、国内客による自分用の土産の購入などもあり、個人消費が少しずつ持ち直している。
,,○,商店街（代表者）,来客数の動き,・人の流れが戻ってきている。
,,○,百貨店（販売促進担当）,来客数の動き,・来客数の増加傾向が続いている。春から夏に移る絶好の行楽シーズンが到来し、来道者数が増加していることも好影響をもたらしている。
,,○,スーパー（店長）,販売量の動き,・６月からのビール類の値上げを前に駆け込み需要がみられたことから、５月は販売量が伸びており、景気はやや上向きになってきている。
,,○,スーパー（店長）,来客数の動き,・今期に入り、来客数の増加傾向が続いている。
,,○,スーパー（役員）,来客数の動き,・５月前半は気温が高く推移したなか、飲料、酒類、精肉などの需要が高まり、来客数の増加につながった。また、客の平均買上点数が前年を上回ったことから、客単価も前年から1.5％上昇した。ただ、来客数を前年と比べると１％ほど下回っており、商品価格上昇の影響が気がかりである。
,,○,スーパー（役員）,販売量の動き,・５月はゴールデンウィークの人の動きが活発だった。後半には酒の駆け込み需要もあり、一時的な動きではあるが売上が増加している。
,,○,コンビニ（エリア担当）,販売量の動き,・ゴールデンウィーク期間の天候が良かったことから、行楽客の利用も多く、売上、来客数共に回復傾向にある。ただ、前年の天候が悪かった分の反動もあるため、一時的な影響とみられる。
,,○,コンビニ（エリア担当）,来客数の動き,・観光客の入込が増えてきており、それに伴い来客数、売上が回復してきている。
,,○,衣料品専門店（店長）,来客数の動き,・５月は購入客数が前年から８％アップ、客単価も前年から５％アップと堅調に推移している。特に天候が良くなった月末にかけての集客が多くみられた。
,,○,家電量販店（店員）,お客様の様子,・５月後半になって客が夏物家電に注目するようになり、購入につながっている。冷房機器コーナーもにぎわい始めている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・アジア圏からの観光客が好調である。特にゴルフ目的の観光客が好調であり、大統領選挙を終えたばかりの韓国人観光客は活況を呈している。国内企業の大型報奨旅行も好調に推移している。
,,○,旅行代理店（従業員）,来客数の動き,・ゴールデンウィーク以降、やや寒い日もあるが、全般的に天候が良いことから、チューリップや芝桜などの各地の花観光の集客が順調である。航空機も満席の日が目立ち、人の動きが活発になっている。
,,○,旅行代理店（従業員）,販売量の動き,・前年の台風被害以降、旅行を自粛していた各種組織、団体などで旅行を計画する動きが出始めている。
,,○,旅行代理店（従業員）,販売量の動き,・６月以降の旅行に関する問い合わせの件数が増えてきている。
,,○,旅行代理店（従業員）,販売量の動き,・夏秋の旅行需要が増えてきている。
,,○,美容室（経営者）,販売量の動き,・客の来店周期が以前よりも短くなってきており、技術売上と関連する商材の売上が共に前年から３％程度増加している。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・旅客、特に個人客の利用が増加している。また、乗用車の輸送量も伸びている。
,,□,商店街（代表者）,来客数の動き,・百貨店撤退の影響がじわじわと出てきている。中心商店街の来街者が減少しており、各店からは売上への影響がみられるという声が聞こえる。なかには売上が10％以上減少している店もある。
,,□,商店街（代表者）,お客様の様子,・客の様子に変化がみられない。
,,□,商店街（代表者）,来客数の動き,・５月に入り、旅行客の増加に伴い土産、交通、宿泊などの業種が売上を伸ばしている。例年と比較すると、国内観光客が増加しており、これは前年８月の台風被害により旅行を見合わせた旅行客が年を持ち越して旅行しているためとみられる。ただ、こうした動きは一時的、業種限定的な影響とみられ、当地の経済情勢は依然として悪い状態のまま推移している。
,,□,商店街（代表者）,販売量の動き,・前年は北海道新幹線の開業効果もあり、国内客の来道が多かったが、今年は落ち着いた様相である。
,,□,一般小売店［土産］（経営者）,来客数の動き,・アジアからの観光客が好調に推移していることに加えて、５月に入り天候が回復したこともあり、売上が前年比126.5％ととても良かった。ただ、国内の景気が上向いているという実感はいまだ持てない。
,,□,百貨店（売場主任）,お客様の様子,・景気が上向いているとも、下向いているともいえない。当社も競合他店も４月の売上が前年を上回ったことを景気回復の兆しといえなくもないが、当社については前年に売上を大きく落としたことの反動増によるものであり、前々年との比較ではほぼ横ばいであるなど、明確な兆しとはいえない面がある。
,,□,スーパー（店長）,来客数の動き,・ゴールデンウィーク期間中も母の日商戦も来客数の減少に歯止めがかからない状況にある。ディスカウント店への客の流出を懸念している。
,,□,スーパー（企画担当）,お客様の様子,・地方では昇給が行われたとしても持続性のあるものではなく、以前のように雇用環境の改善が景気や消費の活性化につながっていない。経済のメカニズムが何か新しいものになってきているようである。
,,□,コンビニ（エリア担当）,販売量の動き,・ゴールデンウィーク期間は好天に恵まれたこともあり、売上が好調だったが、５月後半は例年よりも気温が低かった上、週末の雨により運動会需要も取り込めなかったことから、月全体でみると苦戦している。
,,□,衣料品専門店（店長）,来客数の動き,・ゴールデンウィーク期間の来客数、買上客数が前年を下回った。
,,□,家電量販店（経営者）,販売量の動き,・冷蔵庫を始めとした白物家電の販売量が例年に比べて落ち込んでいる。
,,□,乗用車販売店（経営者）,販売量の動き,・新型車効果とレンタカー需要で新車の受注は若干上向き傾向にあるが、関連商材の販売が見込みほど伸びてこない。また、中古車も依然として低調であり、全体的には大きな変化がみられない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売台数が前年並みであるなど、景気は変わらない。
,,□,自動車備品販売店（店長）,来客数の動き,・タイヤ値上げ前の駆け込み需要がみられる。同時にオイル交換などのメンテナンス需要も生じている。ただ、６月以降は反動減で売上が落ち込むことが懸念されるなど、景気は変わらない状況にある。
,,□,高級レストラン（スタッフ）,来客数の動き,・ランチ、ディナー共、一時的に満席にはなるが、その後が続かない。例年であれば、ゴールデンウィークが明けた中旬以降も観光客の来店があるが、今年は少なく、来客数は前年を13％下回った。
,,□,観光型ホテル（役員）,来客数の動き,・最寄り空港で海外定期便の運休などが相次いでいることから、外国人観光客を中心に来客数が減少傾向にある。
,,□,タクシー運転手,来客数の動き,・様々なイベントが開催されたことで好調さを感じていたが、小グループの観光客や法人客の利用に伸びがみられず、全体としてはプラスマイナスゼロで変化がみられなかった。
,,□,タクシー運転手,競争相手の様子,・業界全般的に売上が不調であり、前年を下回って推移している。また、地元空港の５月の国際線就航がゼロだったこともあり、観光客の利用も減少した。
,,□,通信会社（社員）,販売量の動き,・ここ数か月、前年と比較して販売量に大きな変化がみられず、横ばいで推移している。一方、利益については前年と比べて減少傾向にある。
,,□,住宅販売会社（経営者）,お客様の様子,・金利低下で住宅市場は堅調に推移しているが、客単価があまり上向いてこない。販売量もそれほど増えていない。
,,□,住宅販売会社（経営者）,お客様の様子,・北朝鮮問題の影響などで景気の先行きを心配して様子見していた客が徐々に落ち着きを取り戻し始めている。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・消費に力強さが戻ってこない。特にゴールデンウィークが明けてからは販売量の動きが悪く、厳しい売上が続いている。
,,▲,百貨店（担当者）,販売量の動き,・中心部に新たな商業施設がオープンしたことで、当店も含めて来客数の増加がみられるものの、売上への影響は食品などの一部の部門に限定されている。
,,▲,百貨店（営業販促担当）,来客数の動き,・５月に入り、来客数が前年の94％に減少している。特にポイントアップ企画、割引セールなどの売出し期間の集客が弱く、売上に大きく響いている。
,,▲,コンビニ（オーナー）,来客数の動き,・５月の売上が前年比92％となるなど、依然として競合店の影響がみられる。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型車が出て３か月が過ぎ、その効果も薄れてきている。先行きが心配になるほどである。
