Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,来客数の動き,・前月に引き続き国内客、外国人観光客共に増加しており、売上も順調である。６月の売上は前年比114.4％、一昨年比112.4％となっている。また、外国人観光客による売上は全体の２～３割を占めている。
,,◎,一般小売店［酒］（経営者）,お客様の様子,・最近は観光客の入込が多く、約15年ぶりに観光入込客数が800万人を大きく超えるような勢いである。また、それに伴って、市外の事業者の出店などが相次いでおり、不動産の売買も活発になっている。全体的に当市の景気は活気付いており、当社の売上にもそのことが反映され、近年にないほど売上が好調である。
,,○,商店街（代表者）,来客数の動き,・６月上旬及び下旬は例年並みの売上であったが、中旬は道内外からの観光客に加えて、小グループの外国人観光客の入込が目立ち、全体的に売上を伸ばした業種が多かった。また、中旬は公共交通機関や自家用車などを利用して買物に訪れる地元客の来街も増加しており、例年と比べて好調であった。
,,○,百貨店（売場主任）,単価の動き,・相変わらず来客数は微減傾向にあるものの、客単価が上昇しているため、売上は微増となっている。どうせ買うなら良い商材をと考える客が増えていることで、商品単価が上昇している。
,,○,百貨店（販売促進担当）,来客数の動き,・６月上旬こそ客単価が低下し、苦戦を強いられたが、中旬以降は来客数、買上率、客単価のいずれもプラス傾向となっており、売上も前年を上回って推移している。
,,○,百貨店（営業販促担当）,来客数の動き,・来客数が前年を上回ってきている。買上率はまだ前年を下回っているものの、客単価はプラスとなっている。特に婦人服において客単価の上昇が目立っており、売上も徐々に回復傾向となってきている。
,,○,スーパー（役員）,お客様の様子,・ホテル関係や建設関係が好調で当地への人の入込が増えている。建設関係者による夕食の買物もあり、消費全体が若干伸びている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・４～５月に引き続き効率よく集客できた月であった。国内外からのＷｅｂ予約も好調であった。
,,○,旅行代理店（従業員）,来客数の動き,・６月は北海道を周遊する国内チャーター便が初めて当地に就航し、新たな需要につながった。また、大型のマラソン大会の際には臨時便も就航し、道外から多くの参加者がみられた。
,,○,旅行代理店（従業員）,来客数の動き,・観光客及びビジネス客の入込が多く、当市のホテルの稼働率が高水準であった。
,,□,商店街（代表者）,来客数の動き,・天候不順の影響なのか、来客数が前年よりも５％ほど減っている。
,,□,商店街（代表者）,お客様の様子,・客の動きはこれまでと変わらない。会話の内容も変わっていないようである。
,,□,商店街（代表者）,販売量の動き,・今年の６月は近年にないほど、とても寒く、ファッション関係を中心に夏物商材の動きが鈍く、苦戦を強いられている店が多い。
,,□,百貨店（担当者）,お客様の様子,・夏物セールが始まったことで、客の消費の動きがやや上向いてきている。
,,□,百貨店（役員）,販売量の動き,・３か月前と比べると販売量や売上の動きは良くなっているが、景気が良くなっているという確信までは持てない。
,,□,スーパー（店長）,競争相手の様子,・市内の競合店の売上状況が悪く、全体的なトレンドは変わっていない。
,,□,スーパー（店長）,お客様の様子,・商材の価格に、原材料価格の高騰が反映されていることもあり、客の節約志向が依然としてみられる。必要な商材以外は購入しない客が多い。
,,□,スーパー（店長）,販売量の動き,・競合店に売上でやや負けているなか、当店の周りで駐車場、道路などの整備が進められているため、客向けの通用口が余り使えなくなっており、厳しい状況が続いている。
,,□,スーパー（企画担当）,お客様の様子,・６月は運動会シーズンであり、子供がメインとなるイベントにはきちんとお金をかけていたようであるが、ふだんの買物については財布のひもは固いままである。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数の動きに余り変化がみられない。
,,□,衣料品専門店（店長）,来客数の動き,・客単価が下がっており、来客数も減っている日が多い。特に若い世代の客が減っている。
,,□,乗用車販売店（経営者）,販売量の動き,・レンタカー需要を除けば、小売市場に大きな変化はなく、販売量も変わっていない。
,,□,乗用車販売店（従業員）,販売量の動き,・４～５月と比べても売行きは維持できている。ただ、景気が上向き又は下向きというほどではない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量の増減もなく、目新しい商品もないため、景気は変化していない。
,,□,自動車備品販売店（店長）,販売量の動き,・オイル交換などのメンテナンス需要で前年並みの来客数を獲得できているが、車や灰皿、マットなどの車内用品の販売量は前年比95％と落ち込んだ。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油価格が高値で安定していることで販売量が減少気味である。
,,□,高級レストラン（経営者）,お客様の様子,・百貨店内に出店しているが、客が店内で買物している雰囲気もなく、消費動向としては余り良くない。観光客の入込は多少あるが、景気が良いというほどではない。
,,□,高級レストラン（スタッフ）,単価の動き,・11時30分の開店後は即満席となり、14時頃まで満席の状態が続くなど、ランチの客入りは良い。一方、ディナーは７割ほどの客入りであり、高単価のコース料理の予約がないと、売上が伸びない。例年、この時期は多忙だが、今年の売上は前年を12％下回るなど、厳しかった。
,,□,高級レストラン（スタッフ）,販売量の動き,・中旬以降の天候不順の影響でランチの来客数が減ったが、どうにか前年並み程度に収まった。夜はサッカーワールドカップの影響で閑古鳥の鳴く日が数日あり、ボーナス月の活況さが感じられなかった。知り合いの食堂では、人手不足のなか、能力の高い主婦パートの勤務時間が延びており、フルタイム並みに勤務するケースが目立ってきているようである。
,,□,旅行代理店（従業員）,お客様の様子,・目立った購買活動がみられないため、景気は変わっていない。
,,□,旅行代理店（従業員）,来客数の動き,・来客数が前年をやや下回って推移している。
,,□,タクシー運転手,来客数の動き,・外国人観光客の需要が例年並みにあった。イベント関係の需要は好調であったが、その分、国内観光客の需要が減少しており、全体としては景気は変わっていない。
,,□,タクシー運転手,販売量の動き,・売上が前年から３％程度減少している。６月は閑散期であり、車両の稼働率を考慮すると、景気はさほど変わっていない。
,,□,タクシー運転手,来客数の動き,・３か月前と比べて売上に変化はみられない。今年は外国人観光客の動きにもやや鈍さがみられる。これから夏場に向けて、観光客、地元客に動きが出てくることを期待しているが、売上は伸びないのではないかとみている。人手不足の影響も懸念材料である。
,,□,通信会社（社員）,来客数の動き,・来客数、販売量共に横ばいないし減少傾向で推移している。
,,□,通信会社（企画担当）,販売量の動き,・新規の契約者は想定よりも増えているものの、複数の契約を取ることに苦労しており、景気は変わっていない。
,,□,観光名所（従業員）,来客数の動き,・６月26日時点の来客数は前年比97.3％、一昨年比104.8％とほぼ例年並みで推移している。
,,□,美容室（経営者）,お客様の様子,・ここ数か月、客の来店周期や客単価が同じような数値で推移しており、客の動きが固定化している傾向がみられる。
,,□,美容室（経営者）,来客数の動き,・ここ３か月、来客数がほとんど変わらない。
,,□,美容室（経営者）,それ以外,・定期的に来店する客が多く、来客数が安定的に推移している。
,,□,住宅販売会社（経営者）,お客様の様子,・気温が余り上がらず、夏らしくない天候となっているなど、天候不順の影響で客のムードが良くない。イカの水揚げが前年に引き続き低調であることも影響が大きい。
,,□,住宅販売会社（経営者）,お客様の様子,・モデルルームを訪れる客の様子に大きな変化はみられないが、客の多くが以前よりも慎重に物件を吟味している。
,,▲,スーパー（企画担当）,来客数の動き,・このところ来客数の前年割れが続いている。絶対数が減少していることもあるが、むしろ来店頻度が落ちていることに起因しており、買物を控えたいという消費者の節約行動の表れとみられる。
,,▲,スーパー（役員）,単価の動き,・ここ数か月、景気がやや悪いなかで変化がみられず推移していたが、６月に入り、水準がやや落ち込んでいる。年金支給月というプラス要素がありながら、来客数、客単価共に前年と比べると厳しい数値で推移している。特に生鮮部門では、青果物、総菜、日配品などの客単価の低下、相場価格が上昇している商材の買上点数の減少などがみられ、チラシやポイントサービスなどによる買い回り傾向が強くなっていることがうかがえる。
,,▲,コンビニ（エリア担当）,販売量の動き,・例年よりも気温が低いことから、１次産業などの動きが遅れており、そのことが売上にも影響してきている。
,,▲,コンビニ（エリア担当）,来客数の動き,・漁業の動きが年々悪くなっており、周辺の加工場などで稼働の落ち込んでいる状態が続いている。
