Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,美容室（経営者）,販売量の動き,・３か月前は新型コロナウイルスの影響で自粛の雰囲気が出始めた時期だったため、かなり売上が落ちた。その時期と比較すると、７月の売上は150％程度となっており、前年とほぼ同じような売上に回復している。
,,○,百貨店（販売促進担当）,来客数の動き,・新型コロナウイルスの影響で減少していた客足が、少しずつではあるが回復してきている。
,,○,百貨店（役員）,お客様の様子,・新型コロナウイルスに係る緊急事態宣言の終了後、景気は良くなってきている。ただ、今後も景気の良さが持続するかは見通せない。
,,○,百貨店（営業販促担当）,来客数の動き,・６月後半にみられた特別定額給付金の効果が薄まったこと、セール時期を前倒しした前年の反動があったことなどから、７月前半の売上はかなり苦戦したものの、中旬以降は日を追うごとに前年に近い水準まで戻ってきている。ただ、来客数は年配客を中心に大きく落ち込んでおり、回復傾向がみられない。
,,○,スーパー（店長）,それ以外,・３か月前は新型コロナウイルスの第１波のピークであり、店舗内の専門店街は営業を自粛して休館した。一方、現在は来客数、売上共に回復傾向にあることから、景気はやや良くなっている。ただ、実際には景気が不安定なまま推移している。
,,○,スーパー（店長）,お客様の様子,・自粛要請のあった３か月前と比較すると、来客数、買上点数共、圧倒的に伸びている。衣料品や日用品は、前年と比較して遜色のない数値まで回復しているほか、マスク、ホビー、食品なども好調に伸びている。一方、化粧品は、メイク関連での落ち込みが大きくなっている。また、水着、浴衣、キャリーケースなど、今年使用する機会がないようなカテゴリーの商材はいまだに前年の２～３割にとどまっている。
,,○,乗用車販売店（経営者）,来客数の動き,・移動制限が解除され、ビジネスが動き始めたことで、少しずつではあるが、各業種の景気が以前よりも活性化してきている。来客数も土日を中心に増えており、受注も少しずつではあるが回復している。
,,○,自動車備品販売店（店長）,単価の動き,・必要な商材の購買が増えてきている。ただ、必要なものと不必要なもののメリハリを個々の客がはっきりとさせるようになってきている。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・緊急事態宣言の解除以降、販売量が徐々に回復している。
,,○,高級レストラン（スタッフ）,販売量の動き,・売上は昼食を中心に前年の30％を超えてきた。状況としては悪いが、少し先が見えてきた。ただ、ＳＮＳの投稿をみると、飲食店の紹介記事が少しずつ増えてきているが、おウチご飯の記事がいまだに多く、客の外食への抵抗感が残っていることがうかがえる。自分自身も東京からの出張帰りの人を冷静にみてしまうことがある。
,,○,高級レストラン（スタッフ）,来客数の動き,・僅かではあるが、来客数が増えている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・行政や地方自治体による観光需要喚起のキャンペーンの効果により、若干の集客がみられた。
,,○,旅行代理店（従業員）,来客数の動き,・新型コロナウイルスの影響により落ち込んだ航空機の利用者数は、５月が前年比7.7％、６月が前年比16.3％となっており、回復傾向に転じてきている。７月末から欠航便が就航を再開し始めたことも航空機利用者の増加につながっている。しかし、期待していたＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンにおいて、東京都内の発着が除外されたことで、地元から東京への需要、東京から当地への観光需要のいずれも伸びが鈍化してしまった。
,,○,旅行代理店（従業員）,お客様の様子,・３か月前は新型コロナウイルスの影響が最も深刻な月であったため、その時期と比較すると、景気はやや良くなっている。ただ、自治体独自の旅行代金補助事業やＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの効果により、家族などでの個人旅行のみ取扱が増加している状況であり、当店主力の企業、組織の団体旅行はいまだに客先の警戒心が強く、７月も全く取扱のみられない状況が続いている。
,,○,旅行代理店（従業員）,販売量の動き,・３か月前の緊急事態宣言中は当店が入居している商業施設自体が休館となっていたため、予約は皆無であった。７月に入ってからは、どうみん割引などの経済政策により、宿泊予約が少しずつ増えてきている。
,,○,旅行代理店（従業員）,お客様の様子,・国や自治体の特別定額給付金やＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンなどの効果で客が動き出した。また、客が動き出す気配も強まっている。
,,○,タクシー運転手,お客様の様子,・外出自粛要請が解除されたことで、４～５月と比べると景気はやや良くなっている。ただ、例年開催されるイベントなどが自粛されたため、人の動きはそれほどみられない。Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンも東京が除外されたことで目立った動きがみられない。
,,○,通信会社（企画担当）,販売量の動き,・前年の約８割にまで来客数が回復したことに加えて、新機種の購入や乗換えを行う客が想定よりも多かった。
,,○,観光名所（従業員）,来客数の動き,・７月26日時点の利用乗降客数は前年比24％であった。５月は全日休業、６月は前年比6.4％であったことから、少しずつではあるが、客足は戻りつつある。ただ、この回復ペースでは、事業全体は赤字続きであり、非常に厳しい状況にある。
,,□,商店街（代表者）,来客数の動き,・自粛解除により来客数は徐々に増えているが、元の状態には程遠い。第２波の感染拡大が起これば、景気は再び悪化することになる。
,,□,商店街（代表者）,来客数の動き,・７月に入り、当地においても10名以上の新型コロナウイルス感染者が出たことから、区域内への来街者が減少傾向にあるなど、消費者の外出自粛がいまだに続いている。店舗によっては、現金１割還元セールなどを行っているが、現状目立った効果はみられない。ただ、地元住民の来街が減少している一方で、週末は道内他都市ナンバーの車両が散見されることから、土産や飲食などの一部業種では、一定の売上を上げているとみられる。
,,□,商店街（代表者）,販売量の動き,・新型コロナウイルスの影響による景気低迷に加えて、長雨や大雨による作物高騰の影響が重なり、２～５月の水準を上回ることができない状況にある。
,,□,一般小売店［酒］（経営者）,それ以外,・毎日発表される新型コロナウイルス感染者の人数が人出を左右する状況が続いており、売上が厳しいまま変わらない。
,,□,百貨店（売場主任）,単価の動き,・３か月前は、新型コロナウイルスの感染拡大を受けて自主休業していた期間中であったため、単純に比較できないが、来客数、買上客数共に前年と比べて大きなマイナスとなっている。ただ、客単価が前年並みの水準に回復するなど、良い兆しもみられるようになってきている。
,,□,スーパー（企画担当）,販売量の動き,・新型コロナウイルスによる緊急事態宣言の解除後、地方の市町村部では平常時の状態に戻りつつある一方で、都市部では引き続きまとめ買いを中心とした売上の増加傾向が続いている。
,,□,スーパー（役員）,来客数の動き,・ここ数か月、売上の良い状態が続いている。消費者はいまだに外食を控えており、内食比率の高い生活を送っている。また、新型コロナウイルスから身を守る行動の一環として、買物回数を減らし、１回の買物でまとめ買いする傾向がみられる。そのため、前年と比較して、来客数が減少している一方で、買上点数が増加している。全体の客単価が上昇することで売上を底上げしている。
,,□,家電量販店（店員）,お客様の様子,・７月半ばまで、夏物家電のエアコン、冷蔵庫などの売行きが良かった。特別定額給付金が客の購入を後押ししている。
,,□,乗用車販売店（従業員）,販売量の動き,・早く今の状況が変わらないと先々が心配である。
,,□,乗用車販売店（従業員）,販売量の動き,・まだ例年並みの販売量まで回復していないが、２～３か月前と比べると客の動きは確実に良くなっている。これまで客も我慢していたのか、気温が高くなってきたことで、そろそろ良いのではと考えるようになり、商談の決まる台数も増えている。
,,□,乗用車販売店（従業員）,販売量の動き,・新車販売の状況をみると、６月に受注がやや戻ってきた感があったが、７月に入ってからは新型コロナウイルスの影響があった４～５月と同じような販売量になっている。
,,□,高級レストラン（スタッフ）,販売量の動き,・ガイドラインにのっとり新型コロナウイルス対策に取り組んでいる。今年に入り週１日の定休日を設けた影響もあり、７月中旬まで売上は前年比31％で推移していたが、下旬の４連休ではＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの効果もあり、客に入店待ちをしてもらう状況となった。ただ、最終的な売上は前年比40％にとどまった。
