Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,単価の動き,・防寒着を中心に、３か月前と比べると単価の高い物が売れている。
,,○,一般小売店［土産］（店員）,お客様の様子,・米国テロの影響で国内旅行が増加し、それほど多くはないものの、北海道にも観光客が流れてきている。
,,○,スーパー（店長）,来客数の動き,・10月は来客数が２、３年ぶりに前年を上回っている。
,,○,家電量販店（店員）,販売量の動き,・客単価、来客数に目立った動きはないが、販売量は増加している。また、客はいろいろな店を回ってから買いに来ている。
,,□,百貨店（売場主任）,来客数の動き,・10月は前年同月比で94％であったが、これは前年のプロ野球球団優勝セールで大幅に売上が増加したためである。消費に関しては好転の兆しがみえる。
,,□,百貨店（売場主任）,単価の動き,・ジャンバーやアウターなどが依然として売れず、単価が上昇しない。
,,□,衣料品専門店（店員）,来客数の動き,・来客数の減少が続いている。特に平日に少なく、売上の確保が厳しい。秋物についても買い渋りがみられる。
,,□,高級レストラン（スタッフ）,来客数の動き,・BSE（牛海綿状脳症）問題の影響で、一部の店舗の来客数が減少しているが、全体でみると変わらない。また、宿泊部門では、米国テロの影響もあり、海外を避けたハネムーン客の増加が目立っている。
,,□,美容室（経営者）,来客数の動き,・来客数が変わらない。
,,□,設計事務所（所長）,お客様の様子,・いろいろな相談案件や建築分野以外の仕事の相談などがあり、なかには受注に結び付く案件もある。
,,▲,商店街（代表者）,単価の動き,・売れ筋が低単価の商品であるため、売上の増加に貢献しない。
,,▲,商店街（代表者）,お客様の様子,・秋冬物の季節商材に対する反応が慎重であり、衝動買いをしなくなっている。特に中年齢層において、この傾向が顕著である。
,,▲,百貨店（売場主任）,来客数の動き,・コートなどの防寒着の動きが良くなってきているものの、来客数が減少しており、高額商品も売れない。
,,▲,スーパー（企画担当）,単価の動き,・食品部門の来客数は、前年同月比を10％程度上回って推移しているが、１品単価は前年の94％と低い。
,,▲,スーパー（企画担当）,お客様の様子,・BSE（牛海綿状脳症）問題の影響で、牛肉の売上が前年の半分以下に減少している。セール、イベントも期待したほどの効果がない。
,,▲,コンビニ（店長）,単価の動き,・来客数の減少はようやく止まったが、単価が10円から20円程度低下している。
,,▲,衣料品専門店（店長）,単価の動き,・以前は冬物の販売時期に高額商品が売れていたが、今月は低価格商品しか売れなくなっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・商品的には良い物がそろっているが、なかなか契約に結び付かない。
,,▲,住関連専門店（営業担当）,単価の動き,・来客数は前年を上回っているが、単価が前年の95％と下回っているため、売上は減少している。
,,▲,高級レストラン（スタッフ）,お客様の様子,・今月の前半はBSE（牛海綿状脳症）問題で来客数が激減し、牛肉料理が売れていない。後半は多少回復したが、個室、飲物の利用が特に悪く、前年の６割となっている。
,,▲,スナック（経営者）,来客数の動き,・今月、釧路では市議会選挙があったため客が街に出てきていない。祝勝会に期待していたがその流れも悪い。
,,▲,タクシー運転手,来客数の動き,・電話による注文は前年と比べて減少していないが、すすきのからタクシーで帰る客など、夜間の利用が減少している。また、すすきのの飲食店経営者の話を聞いても来客数が大幅に減少しているところが多い。
,,▲,タクシー運転手,来客数の動き,・観光客は貸切りのツアーバスを、市内一般の客は自家用車やバスを利用しており、電話予約の件数も減少している。
,,▲,通信会社（企画担当）,販売量の動き,・以前は３万円前後の携帯電話も売れていたが、今は１万５千円前後でないと売れない。
,,▲,住宅販売会社（従業員）,販売量の動き,・客の動きがかなり緩慢であり、販売量も減少している。
,,×,コンビニ（エリア担当）,販売量の動き,・周辺スーパーとの競争が激化し、単価が低下している。
,,×,衣料品専門店（店長）,単価の動き,・高額商品が売れず、単価が低下している。
,,×,乗用車販売店（従業員）,販売量の動き,・来客数が極端に減少し、これが販売量に大きく影響している。
,,×,高級レストラン（スタッフ）,販売量の動き,・BSE（牛海綿状脳症）問題の影響で、来店が敬遠される傾向にある。また、来店しても牛肉関連のメニューが売れない。
,,×,スナック（経営者）,来客数の動き,・来客数が前年と比べて非常に少ない。これほど少ない年は今までにない。
,,×,旅行代理店（従業員）,来客数の動き,・来客数が前年比80％まで落ち込んでいる。海外旅行は問い合わせ自体も非常に少ない。国内旅行についても沖縄方面が不調であり、旅行需要が冷え込んでいる。
,,×,旅行代理店（従業員）,販売量の動き,・米国テロ以降、海外旅行客が激減する等、客が旅行を手控える傾向がある。
,,×,旅行代理店（従業員）,販売量の動き,・米国テロに加えて炭そ菌騒動で、海外旅行需要がすっかり冷え込んでいる。
,,×,住宅販売会社（従業員）,販売量の動き,・地価が下げ止まらないこともあり、客の購買意欲がわかず、販売量が減少している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,その他サービス業［システムハウス］（経営者）,取引先の様子,・要員を補充するために外注先で要員を確保しようとしたが、仕事が空いている技術者がいない。
,,□,食料品製造業（経営者）,受注量や販売量の動き,・受注が伸び悩み、販売量が増加していない。
,,□,通信業（営業担当）,受注量や販売量の動き,・この時期の商談は来年度の導入という案件が多く、受注量、価格に変化はない。
,,□,司法書士,取引先の様子,・依然として不動産取引、建築着工が低迷している。
,,▲,輸送業（営業担当）,受注量や販売量の動き,・需要の減退により、貨物量が減少している。
,,▲,金融業（企画担当）,それ以外,・売上を確保するために、建設業では受注競争が激化し、赤字を覚悟している。小売業等では価格競争が激化している。
,,▲,その他サービス業［建設機械リース］（支店長）,取引先の様子,・砂利業者では、前年よりも受注が３割減少している。
,,▲,その他サービス業［建設機械リース］（支店長）,取引先の様子,・BSE（牛海綿状脳症）問題の影響で､家畜運搬の運送業者等、関連業者の仕事が激減している。
,,×,輸送業（支店長）,受注価格や販売価格の動き,・物流量が大幅に減少している。この傾向は、建築素材にかかわらず、日常雑貨に至るまで広がっている。これまで好調だった製紙関連にも陰りがみえ始めている。
,,×,広告代理店（従業員）,受注価格や販売価格の動き,・レギュラーベースの広告費で、既に一度決まった案件に対しても値下げを要求する企業が増加している。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,－,－,－
,,□,職業安定所（職員）,雇用形態の様子,・求職者は３か月ぶりに減少し、求人数も増加したものの、パートが中心であり、常用の求人数の増加は微々たるものである。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・この数か月、横ばいであった求人数の伸びが、前年度割れとなっている。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・建築業はやや持ち直しているが、食料品製造業、小売業で求人数が前年よりも減少している。
,,▲,新聞社［求人広告］（担当者）,求職者数の動き,・街の発展を支えてきた基幹産業の衰退などで、雇用の厳しさが更に増している。求人広告もパート、アルバイトなどの求人は増加しているが、正社員の募集は低調である。
,,▲,職業安定所（職員）,求人数の動き,・常用の求人倍率が２か月連続して前年を下回っている。
,,×,人材派遣会社（社員）,周辺企業の様子,・営業先の様子をみると、売上が減少傾向にあり、利益確保が更に難しくなっている。
,,×,求人情報誌製作会社（編集者）,求職者数の動き,・求人掲載件数が減少しており、前年実績を下回っている。また、数か月前までは新規出店計画や事業拡大計画などの案件もあったが、今月は明るい材料がみられない。
,,,,,
　２．東北,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,－,－,－
,,○,百貨店（広報担当）,単価の動き,・買上単価が前年を上回っており、購買率も前年より高くなっている。
,,○,その他専門店［呉服］（経営者）,販売量の動き,・今月実施したセールは、春のセールよりも売上が良い。
,,○,観光型旅館（経営者）,来客数の動き,・今年は例年になく紅葉がきれいで、当旅館がテレビ番組で紹介されたため来客数が増えている。
