Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,単価の動き,・単価の高いフォーマルな商品や、秋物の羽織がよく動いており、客単価、商品単価ともに上昇している。
,,○,衣料品専門店（店員）,単価の動き,・秋物の実売期になり、羽織物等の動きが良くなっている。また、Ｔシャツよりもブルゾン等の高単価商品が動くため、売上が良くなっている。
,,○,一般レストラン（スタッフ）,競争相手の様子,・競合店の新規開店があり競争が激しくなっているが、前年の売上を超えている店舗が何店かあるなど、飲食フロア全体の売上は前年を上回っている。
,,○,観光型ホテル（経営者）,来客数の動き,・３か月前の６月はサッカーワールドカップがあったために非常に来客数の動きが鈍かったが、今月は３か月前に比べて客の動きが良くなっている。
,,○,旅行代理店（従業員）,お客様の様子,・熟年の客の動きが活発になってきている。
,,□,商店街（代表者）,お客様の様子,・観光客向けの飲食店では、来客数は横ばいであるが、客単価が低下している。また、衣料専門店では、９月に入って残暑が続いているため、秋物商材が前年を下回っている。
,,□,一般小売店［土産］（店員）,来客数の動き,・２か月前から、団体旅行での来客が前年割しており、その回復も鈍いが、個人客の動きが、観光消費を支えており、全体として、大きな変化はみられない。
,,□,百貨店（売場主任）,単価の動き,・秋物商材の販売時期であるが、３か月前の夏物商材の時期と同じような立ち上がりをみせており、正価で買うよりも、イベントや値下げを待つ客が非常に多いと見受けられる。
,,□,スーパー（店長）,競争相手の様子,・競合各社とも、営業時間の拡大や販促、チラシの強化といった対応策が強力になってきており、全体的に大きな変化はみられない。
,,□,スーパー（企画担当）,競争相手の様子,・競合各社では、価格を前面に出した内容でのチラシ合戦が、相変わらず続いていることに加えて、実際の店頭価格も低売価を訴求し続けているなど、デフレ傾向は更に進行している。買上点数は回復傾向にあるものの、単価の低下がそれを上回っており、売上も回復傾向にあるとはいえない状況である。
,,□,家電量販店（店員）,来客数の動き,・来客数はここ３か月間大きな変動がないが、客単価は少しずつ低下しており、全体的に大きな変化はみられない。
,,□,高級レストラン（スタッフ）,来客数の動き,・シーズンをずらして当地に訪れる観光客が例年以上に多く、また、連休の入込数も予想以上に多いが、全体としては大きな変化はみられない。
,,□,高級レストラン（スタッフ）,お客様の様子,・連休が多く、ディナー客が減少していたが、道内版の旅行雑誌に大きく掲載されたことを契機に、ディナー客数と売上が増加し、全体としては、売上がやや増加している。
,,□,観光型ホテル（経営者）,単価の動き,・道外客は旅行代理店の集客によるものだが、依然として低額商品の販売が中心であるため、宿泊料金の上昇は難しい状況にある。また、付帯収入の単価も上昇は期待しがたい。地元の道内客についても同様で、コンビニを利用しての持ち込みが目立つなど、景気先行き不安模様を反映して、自己防衛志向が顕著である。
,,□,観光型ホテル（スタッフ）,販売量の動き,・宿泊単価は横ばいであるが、付帯収入単価が低下しており、宿泊人数の増加によって、何とか売上を維持している状態である。
,,□,旅行代理店（従業員）,販売量の動き,・来客数は前年より増加傾向にあり、海外への旅行も徐々に回復しつつあるが、依然として、低価格の商品が主流となっている。
,,□,美容室（経営者）,単価の動き,・美容料金の単価を上げるのは非常に厳しく、売上に大きな変化はみられない。
,,□,設計事務所（所長）,お客様の様子,・業界の中で「物を建てる」とか「設備投資をする」といった話はまるで出てこないなど、否定的な話が多く、前向きな話はゼロといえる状況である。
,,□,住宅販売会社（従業員）,販売量の動き,・単価の安いものの動きはあるが、単価の高いものは非常に動きが悪く、全体的な購買量は低迷している。
,,▲,商店街（代表者）,販売量の動き,・農村部が収穫時期であることに加えて、休日に地域のお祭りが多く行われたため、近隣住民の来客が少なく、商店街全体的に休日の売上のダウンが大きい。
,,▲,商店街（代表者）,お客様の様子,・シーズンの変わり目だが、客の慎重な動きが強くなっている。
,,▲,スーパー（店長）,来客数の動き,・同業他社との競争の熾烈化、景況感の悪化もあり、来客数は、３か月前と比較して、５％程度減少している。
,,▲,コンビニ（エリア担当）,単価の動き,・天候に恵まれ来客数は回復したが、客単価が低下しており、売上が減少している。
,,▲,コンビニ（エリア担当）,単価の動き,・客も価格に敏感になっていて、価格の安いものしか買わない傾向にある。
,,▲,衣料品専門店（店長）,販売量の動き,・展示会をしても買う人が少なく、販売量が減少している。
,,▲,住関連専門店（営業担当）,来客数の動き,・従来は来客数が前年並みか若干上回る水準で推移していたが、今月は前年を割り込む状況となっている。
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・客は、医薬品を購入する際、高額品、大容量品を避け、数日分、いわゆる治る分だけしか買い求めない。推奨しても、価格の高いものは二の足を踏んでいる状況である。
,,▲,高級レストラン（スタッフ）,販売量の動き,・宿泊個人客は回復し、地元客のレストラン利用も安定しているが、会議・宴会利用の受注件数が減少している。
,,▲,旅行代理店（従業員）,単価の動き,・単価の安い海外企画商品については、やや回復の兆しはあるが、国内商品の販売が鈍化している。
,,▲,タクシー運転手,来客数の動き,・観光客の入りも少なく、公共事業の減少などで建築関係の人達が夜に街に出ないなど、来客数が減少している。
,,▲,通信会社（企画担当）,お客様の様子,・安い携帯、安いサービスプランといったものを好む傾向がどんどん強くなっている。
,,▲,美容室（経営者）,来客数の動き,・来店周期が以前より長くなっている。
,,▲,美容室（経営者）,来客数の動き,・７月以降お客様の来店サイクルが長くなっているのが顕著である。
,,▲,住宅販売会社（従業員）,来客数の動き,・マイホームセンターなどの住宅展示場への来客数が著しく減っている。
,,×,百貨店（売場主任）,来客数の動き,・今月中旬に地下の食品売場の改装をしたところ、来客数は、前年を上回っているが、来客数の減少は避けられない状況となっている。
,,×,スナック（経営者）,来客数の動き,・観光客も含め、地元のリピーター、常連客の来店が大きく減少している。
"企業
動向
関連

(北海道)",,◎,金属製品製造業（統括）,受注量や販売量の動き,・販売価格は低下方向にあるものの、老健施設、学校施設等の発注が予想より多く、住宅の着工棟数の落ち込みをカバーしている。
,,○,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・消費単価は上昇していないが、宴会は増えており、多少は売上が良くなっている。
,,□,食料品製造業（団体役員）,受注量や販売量の動き,・消費の需要動向の低迷が続くなか、加工用原料であるイカの漁獲量の不振から原料価格が高騰しているが、製品価格には上乗せできないなど、企業経営は厳しい状況が続いている。食品添加物の使用問題や食品品質表示の不適正な事例が、いまだ引き続き発生しているなど、消費者の意識と企業に対する要望は強まっており、これらの対処に苦慮している。
,,□,金融業（企画担当）,それ以外,・設備投資の資金需要は少なく、人員削減など経営のスリム化を図る企業が多い傾向が続いており、全体的に大きな変化はみられない。
,,□,司法書士,取引先の様子,・不動産取引、住宅建築が依然として低迷状況にある。
,,▲,輸送業（支店長）,受注量や販売量の動き,・お盆明け以降、建築物件に明るさが戻ると考えられていたが、逆に延期・中止等があり、想定をはるかに下回る結果で、各社はその対応に忙殺されている。内需の落ち込みを多少なりとも輸出でカバーできる道内の製紙業界は、輸出比率を大きく上げて、急場しのぎをしているのが現状である。
,,▲,その他非製造業［機械卸売］（従業員）,取引先の様子,・鉄骨加工、建築金物業界では、札幌地区でこそ中小型マンションの建設工事にともなう仕事が出ているが、地方では牛ふん処理にかかる建物が目立つくらいであり、仕事量は大幅に減少している。そのため加工単価の値戻しは進まず、一段と苦境になっている。
,,×,＊,＊,＊
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,求人数の動き,・正社員の求人はまだマイナスの傾向だが、アルバイト、パートの伸びがみられる。特に、小売業、サービス業でこうした傾向が強い。
,,□,人材派遣会社（社員）,雇用形態の様子,・ここ数年間で、正社員を契約社員に変える企業がみられたが、この秋の契約更新の際に、契約社員をアルバイトという形態に変える企業がみられる。
