Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,百貨店（売場主任）,来客数の動き,・買上客数が前年並みで推移している。
,,○,百貨店（販売促進担当）,来客数の動き,・来客数が前年を上回る日が増えてきた。来客数の増加に応じて売上も前年並みとなっている。また、食品物産展も好調であった。
,,○,スーパー（店長）,それ以外,・年始の帰省客や家族連れによる購買が好調であり、福袋や冬物処分品、携帯電話、寿司、刺身を中心に好調に推移した。前月の大雪の影響による反動もあったが、来客数、買上点数ともに着実に伸長して推移している。全般的に催事の動きも好調であり、ひな人形が市内客を中心に販売量が伸びているほか、バレンタイン商戦も友チョコの拡大とともに手作り用品の販売が好調である。
,,○,衣料品専門店（店員）,お客様の様子,・初売りの状況は良かったが、成人式の振袖は当日の着付け写真などのアフターサービスに終始した。ホテルで開催した展示会については、例年よりも厳しい寒さの影響で客足が今一つであった。
,,○,乗用車販売店（従業員）,来客数の動き,・エコカー補助金の復活が発表されて以来、来客数が例年よりも増えている。
,,○,乗用車販売店（営業担当）,販売量の動き,・年末に発表された新型車の受注が好調であることに加えて、前年の受注残が売上に貢献している。
,,○,住関連専門店（経営者）,販売量の動き,・前年の東日本大震災の影響が徐々になくなっており、売上が前年を上回って推移している。
,,○,タクシー運転手,来客数の動き,・１月半ばまでは、タクシーの売上が前年を大きく下回って推移していたが、中旬以降は寒い日が多かったこともあり、売上が前年を上回るようになってきた。１月全体では前年並みであるが、前年12月と比べて、前年比のマイナス幅が小さくなってきた。
,,○,美容室（経営者）,来客数の動き,・売上が前年よりも５％程度上昇している。また、近所のファミリーレストランの様子を見ても、以前とは明らかに様子が違っており、午後２時ごろでも席が埋まっている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・例年と比較して、悪天候による欠航回数が減少している。また、映画の撮影にかかる人と機材等の輸送が特需として発生している。
,,□,商店街（代表者）,お客様の様子,・客は必要なものについて、価格や品質を吟味しながら、慎重に買物をしている。それに伴い、衝動買いも少なくなっている。
,,□,商店街（代表者）,お客様の様子,・なかなか給料やボーナスが上がらないなか、消費税の増税問題など、客の購買意欲をそぐ話ばかりが出てきている。客からは愚痴ばかりが出ており、なかなか買物につながらない状況にある。
,,□,商店街（代表者）,お客様の様子,・かなり気温の低い日が続いているため、冬物セール品に対する購買は好調であるが、お買い得品を求める傾向が強く、単価面で厳しい。商品を買っている割に、特に売上が増えているわけではない。
,,□,商店街（代表者）,お客様の様子,・状況に変化がみられない。客の話からも、そのような傾向がうかがえる。
,,□,商店街（代表者）,来客数の動き,・厳寒による出控えにより、あまり良くない状態で推移している。前年と比べても来街者の増加はみられず、低調のまま推移している。天候不順等により、客足の減少した３か月前と比べても大きな変動はみられない。
,,□,一般小売店［土産］（経営者）,来客数の動き,・８月以降伸びていた売上が11月から落ち込み始めており、新年を迎えても、その傾向が変わっていない。台湾や香港、マレーシアといった国からの観光客は大分戻ってきているが、中国本土からの観光客や日本人旅行者が極端に少ない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・客の買上点数が大変シビアになっており、買物の仕方が非常に細かくなっている。例えば、今までケースで買っていた物も、バラで５～６本という買い方になっている。
,,□,百貨店（売場主任）,販売量の動き,・初売りの福袋の売上は前年を上回った。しかし、冬物のクリアランスセールでは、ミセスのコート及びジャケットの売上が前年の９割となっており、非常に厳しい状況にある。その一方で、ひな人形の動きが活発であり、バレンタインのイベントも好調に推移している。また、冬休み企画の子供向けイベントは好調な集客がみられたが、買上への影響はほとんどなかった。
,,□,百貨店（販売促進担当）,販売量の動き,・店舗への来客数は若干伸びているものの、買上客の伸び率が鈍ってきている。
,,□,百貨店（役員）,お客様の様子,・今月は衣料品が比較的順調に推移している。一方、ホームセンターでは降雪関連商品の動きが良いが、他の商品の動きが悪く、最終的に前年を下回った。
,,□,スーパー（店長）,販売量の動き,・来客数が前年を上回るなど、堅調に推移している。特に食料品は安定して大きなぶれもなく推移している。その一方で、衣料品がやや苦戦している。気温が例年よりも低く推移していることから、特に１月の後半の動きが低調であった。
,,□,スーパー（企画担当）,お客様の様子,・内食化傾向が進むなか、年末年始商戦において、高単価商品の動きに一部明るさが出てきているものの、足元では再び価格競争の激しさや低価格商品への顧客の需要が強まっており、景気が上向いている実感は全くない。
,,□,スーパー（役員）,来客数の動き,・この数か月、売上は変わらず前年比99％～100％の間で推移している。商品単価が前年より上昇していることもあり、既存店ベースでの客単価は前年を上回っているが、来客数は前年比98％前後で推移しており、客の買物頻度が減少していることがうかがえる。
,,□,衣料品専門店（店長）,販売量の動き,・今年の冬は非常に寒いことから、冬物が売れることを期待していたが、思っていたほどの動きがみられなかった。
,,□,自動車備品販売店（店長）,販売量の動き,・非常に良かった前年の販売量と同等の実績が見込まれる。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格が安定しており、自動車燃料及び暖房用燃料の販売量に変化はみられない。
,,□,高級レストラン（スタッフ）,単価の動き,・１月に入ってから、予想に反して売上が低迷している。悪天候の日が続いたこともあり、ランチ、ディナーとも、来客数の極端に少ない状態が続いており、来客数は前年比で２けたのマイナスとなった。
,,□,高級レストラン（スタッフ）,販売量の動き,・フェアのメニューは不調であったが、通常メニューが堅調で例年並みとなった。知り合いの飲食店も、週末を中心に客足が伸び、例年並みであったと聞いている。
,,□,高級レストラン（スタッフ）,来客数の動き,・春節を迎えたことにより、外国人の客足が戻りつつあるが、地元客が減少しており、全体としては変わらない状況にある。
,,□,観光型ホテル（経営者）,単価の動き,・来客数は徐々に回復傾向にあるものの、前年と比較すると大きく減少したままである。また、客単価も平年を大きく下回っている。
,,□,観光型ホテル（スタッフ）,来客数の動き,・東日本大震災以降、宿泊業者の低価格競争が慢性化している。一方、宴会、会合は復調傾向にあるが、小規模化と単価の低下傾向がみられる。
,,□,タクシー運転手,販売量の動き,・例年、この時期は寒さが厳しく、雪も降るため、３か月前と比べれば、売上は約12％増加している。しかし、売上の伸び率は前年と変わらないため、全体としては横ばいでの推移となっている。
,,□,観光名所（職員）,来客数の動き,・東南アジアからの観光客が増えつつあるが、東日本大震災前の水準と比べれば微増である。
,,□,住宅販売会社（経営者）,お客様の様子,・客の様子をみると、住宅を取得しようという方向に向いていないことがうかがえる。
,,□,住宅販売会社（従業員）,お客様の様子,・分譲マンションのモデルルームを見に来る客の数はさほど増えていないが、客の成約率の高い状態が継続している。市場の在庫が少ないのが原因とみられる。
,,▲,スーパー（企画担当）,来客数の動き,・年末年始の消費が一段落し、以前より一層の節約ムードが漂っている。
,,▲,スーパー（役員）,来客数の動き,・10年に１度といわれる寒波の影響により、来客数が減少している。それに伴い売上も低迷している。
,,▲,コンビニ（エリア担当）,来客数の動き,・積雪の多さや気温の低さにより、客の外出が減っており、来客数の伸びが鈍化している。
,,▲,コンビニ（エリア担当）,来客数の動き,・１月は例年以上の気温の低下や積雪の多さがあったことから、来客数が減少している。
,,▲,家電量販店（店員）,来客数の動き,・初売りはまずまず良かったが、中盤から後半にかけて急速に来客数が激減している。
,,▲,家電量販店（地区統括部長）,販売量の動き,・前年の地上デジタル放送への完全移行後、薄型テレビの不振が続いており、年が明けても回復には程遠い状況にある。厳しい売上が続いている。
,,▲,その他専門店［医薬品］（経営者）,販売量の動き,・豪雪の影響もあるが、特に遅い時間帯の来客数が激減している。
,,▲,旅行代理店（従業員）,販売量の動き,・前年までは旅客の動きが活発であったが、１月に入ってからは全体的に動きが鈍くなっている。国内からの観光客の訪れも流氷が接岸するまでは動きが鈍いまま推移する。
