Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,家電量販店（地区統括部長）,販売量の動き,・消費税増税前の駆け込み需要が徐々に増えている。特に冷蔵庫、洗濯乾燥機等の買換え促進が顕著に表れている。
,,◎,観光名所（従業員）,来客数の動き,・２月の利用客数は前年比で約122％と好調である。降雪が少ないこと、天候が安定していることが好影響となっている。
,,◎,住宅販売会社（経営者）,お客様の様子,・客の気分が一転しており、消費税増税前の３月までに何でも買い求めようという動きが出ている。
,,○,商店街（代表者）,単価の動き,・高額商品が売れてきている。
,,○,商店街（代表者）,販売量の動き,・旧正月からさっぽろ雪まつり期間中にかけて、外国人観光客が空前の入込となり、外国人観光客が立ち寄る店の売上は例年を大幅に上回った。一方で、東京方面の大雪の影響で、雪まつり期間中の週末に航空機の欠航が相次いだことから、高額の買物をともなう日本人観光客のキャンセルが多数みられ、各方面に大きな影響が出た。また、２月は降雪量こそ少なかったものの、低温が続き、積雪量が多いままであったことから、観光客以外の客足が鈍く、そのことが売上に影響している店も多かった。全体としてはやや良くなっているものの、伸びが鈍っている。
,,○,百貨店（売場主任）,お客様の様子,・来客数は前年比101％と微増ながらも、定価品の売上は前年比108％となっている。消費税増税前に購入しようと宝飾が絶好調であるほか、全てのカテゴリーで前年を上回った。ただ、客単価が上昇している反面、洋服やバッグなどの販売量は若干減少している。
,,○,百貨店（販売促進担当）,それ以外,・店内で買い回りをする客が増えている。来客数は前年を大きく下回ったものの、来店した客は２か所以上の売場で買い上げている。宝飾品や時計、プレタブランドの客単価も上昇している。
,,○,スーパー（店長）,販売量の動き,・４月からの消費税増税を前にして、需要の前倒しが多くみられる。紳士スーツやトラベルキャリーバッグ、５月人形の販売量が伸びているほか、食品も飲料を中心に売れており、ビールなどのケース買いも目立つ。消耗品である紙製品の動きも顕著である。自転車も通学用を中心に早めの動きがみられるほか、冷蔵庫や洗濯機の買換え需要は異常値のような数値を示している。
,,○,スーパー（役員）,単価の動き,・ここ数か月、生鮮食品の相場上昇、その他食品の値上げ等により、商品単価が前年から４～５％上昇しているなか、２月の客１人当たりの平均買上点数が前年を上回っており、来客数も前年並みを維持している。また、４月からの消費税増税を控えて駆け込み需要も起き始めており、消費はやや良い方向にある。
,,○,スーパー（役員）,お客様の様子,・消費税増税前の駆け込み需要が始まっており、ティッシュペーパーやトイレットペーパー、洗剤等が前年の15％増で売れている。
,,○,コンビニ（エリア担当）,単価の動き,・長く低迷していた、たばこの売上が回復傾向にある。また、新商品に対する客の反応も良くなってきている。これらがけん引して客単価の回復がみられる。
,,○,家電量販店（店員）,販売量の動き,・消費税増税前の駆け込み需要により、全体的に来客数が増えており、売上も伸びている。
,,○,乗用車販売店（従業員）,お客様の様子,・顧客の動きが積極的になってきている。
,,○,乗用車販売店（従業員）,販売量の動き,・消費税増税前の駆け込み需要の効果により、販売量が伸びている。
,,○,乗用車販売店（営業担当）,販売量の動き,・新車の販売量が順調に伸びている。新型車効果と消費税増税前の駆け込み需要が要因となっている。一方で、中古車については、軽自動車の比率が高いため、利益率の低下が懸念される。また、車検対象車が減少しているため、サービス部門の利益も減少してきている。
,,○,自動車備品販売店（店長）,販売量の動き,・消費税増税を前にして、車の購入、納車が進んでいるなか、タイヤやオーディオといった関連用品の購入が好調である。
,,○,観光型ホテル（スタッフ）,来客数の動き,・さっぽろ雪まつりを始め、札幌モータショーや各種スポーツイベントに関連した宿泊客を効率良く取り込むことができた。国内からの旅行客、海外からの観光客ともに堅調である。
,,○,旅行代理店（従業員）,お客様の様子,・４月の先行受注が前年比115％となっており、消費税増税後にもかかわらず好調である。
,,○,旅行代理店（従業員）,販売量の動き,・管内を訪れるビジネス客及び観光客が増えている。特にビジネス客の動きが活発になってきている。
,,○,旅行代理店（従業員）,お客様の様子,・客から４月の消費税増税後の旅行代金に関する質問を頂くが、それによって旅行を控えるなどの判断はみられない。ただ、旅行客が増えているとまでは感じない。
,,○,旅行代理店（従業員）,お客様の様子,・来客数が増加しているため、やや良くなっている。
,,○,住宅販売会社（従業員）,お客様の様子,・４月の消費税増税前に分譲マンションを購入しようと買い急いでいる客が多くみられ、３月末までに引き渡しできる分譲マンションの在庫が底をついてきている。駆け込み需要は大きいが、客の需要を満たせるだけの供給がない状況になってきている。
,,□,商店街（代表者）,競争相手の様子,・例年であれば、２月に入ると春物に切り替えるショップが多くなるが、今年はセールを継続して、冬物を売り続けるショップが目立っている。そういうショップではある程度の需要を取り込めているが、春物の動きが良いというショップは見当たらない。
,,□,商店街（代表者）,お客様の様子,・今月は消費税増税前の駆け込み需要が多く、その分を除くと決して良い数字ではない。
,,□,商店街（代表者）,来客数の動き,・２月初旬にかけて、北京語圏からの外国人団体客が例年よりも多くみられた。時期的に中心部を訪れる外国人の来街者はあまりいないが、ホテルや交通関係、土産物関連等での売上が伸びた。一方、中旬以降は外国人観光客が減少したほか、地元客の外出控え、買い控え等により来街者が減少し、全体的には例年並みであった。ただ、地元百貨店の地下食品売場の夕方における来客数が微減しており、そのことが懸念材料となっている。
,,□,一般小売店［土産］（経営者）,お客様の様子,・当地では、雪あかりの路というイベントが２月７日から16日までの10日間にわたり開催されたが、期間中の週末が２週とも全道的な大雪となり、交通機関が乱れたことから、売上にマイナスの影響が相当みられた。
,,□,一般小売店［酒］（経営者）,販売量の動き,・観光客の入込は順調だが、飲食店など、当店の商売に直結するような業種の売上にはなかなか結びついてこない。一方、街の雰囲気もにぎやかで活気が出てきているが、それが売上、販売量につながらない。
,,□,百貨店（売場主任）,お客様の様子,・今年は前年よりも２～３週間早く春物を投入したが、特に動きはみられず、ほぼ前年と同様の動きであった。消費税増税前の駆け込み需要については、今月の時点ではまだ動きがみられない。
,,□,百貨店（売場主任）,販売量の動き,・消費税増税前だから買っておくという言葉が客から聞かれるようになったものの、大量に商品を買うような動きはみられず、化粧品等の必要なものを若干多く買うという程度である。客の財布のひもは相変わらず固いままであり、売上への影響はほとんどみられない。
,,□,百貨店（販売促進担当）,来客数の動き,・２月に入ってから天候不順の日が多く、特に中旬以降の低温、降雪が直に影響していることで、来客数のマイナス傾向が続いている。ただし、買上率や客単価はプラス傾向となっているため、全体的には上下動が少なく堅調に推移している。
,,□,百貨店（役員）,来客数の動き,・今月は中旬から良い天候が続き、暖かくなってきたこともあり、自転車等が例年よりも早く動き出している。消費税増税前の駆け込み需要はまだ実感できていないが、高額ベッドが動き出しているなど、高額家具の動きが少し良くなっている。
,,□,スーパー（店長）,来客数の動き,・来客数は前年並みとなっているが、販売量が前年を下回っている。消費税増税にともなう駆け込み需要は少しずつ出てきているが、まだまだ景気が良いとまでは言えない。
,,□,スーパー（企画担当）,お客様の様子,・４月の消費税増税を前に、食料品や日用品の買いだめ需要がみられ、客単価が上昇し、売上が増加している。ただし、４月以降は相当な反動が懸念される。
,,□,コンビニ（エリア担当）,販売量の動き,・生鮮品は前年並みの売上を維持しているが、酒、たばこといった免許品の売上が大きく減少しており、総売上も前年比マイナスとなっている。
,,□,衣料品専門店（経営者）,お客様の様子,・今月前半はソチオリンピックがあったことで、消費者の気持ちが高まり、景況感も良かったが、月半ばに暴風雪による交通まひが２日間続いたことで、消費者があまり街に出てこなくなった。売上も前年を下回ってしまった。
,,□,衣料品専門店（店長）,来客数の動き,・消費税増税前のにぎわいがあまりみられない。
,,□,乗用車販売店（従業員）,販売量の動き,・前年と比べてコンパクトカーの受注が少し伸びている。しかし、セダン系の車種や2000CCクラスの車種の動きがぱったりと止まった。
