Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,一般レストラン（スタッフ）,単価の動き,・価格の高いメニューも売れるようになり、前年の同時期と比べて客単価が２％ほど上昇している。
,,○,スナック（経営者）,来客数の動き,・来客数が増加している。朝まで店を開けていると、これまでは少なかったスナック等の従業員の来店も増加している。
,,○,観光型ホテル（スタッフ）,販売量の動き,・単価は下げ止まっていないが、宿泊客数の増加により売上が増加している。
,,□,商店街（代表者）,それ以外,・季節商材の浴衣等は売れ行き好調だが、依然として購買単価は低く、季節商材以外はあまり売れない状況が続いている。
,,□,商店街（代表者）,お客様の様子,・夏物が最盛期の月であるが、これまでバーゲンの前倒しできたため、客もバーゲンに慣れしてしまい、来客数が伸びず、購買行動も低単価の商品を単品買いする傾向が目立つ。
,,□,一般小売店［土産］（店員）,お客様の様子,・サッカーワールドカップが終了し、団体客やゴルフ客の増加を期待したが、ゴルフ客が伸び悩んでいる。
,,□,百貨店（売場主任）,単価の動き,・年々早まる夏の売りつくしセールを本年度も前年より早く行っているが、値下げ待ちの客が非常に多い。
,,□,衣料品専門店（店長）,単価の動き,・例年よりも早く夏物処分セールを実施している店が多いが、売上が好調という話を聞かない。
,,□,衣料品専門店（店員）,単価の動き,・婦人服は売上が好調であるが、紳士服に関しては夏に洋服にお金をかける客が少なく、Ｔシャツ等の低価格商品が中心に動いているため、売上があまり良くない。
,,□,家電量販店（店員）,販売量の動き,・７月は天候不順でエアコンの売上が前年の４割程度である。メーカ出荷も同様の傾向と聞いている。
,,□,住関連専門店（統括）,販売量の動き,・商店街を通行する客が増加しており、自社は来客数、売上ともに増加しているが、周囲の店舗の状況はあまり変わっていない。
,,□,高級レストラン（スタッフ）,単価の動き,・ハーフサイズ等メニューの変更もあるが、高額なメニューの注文がほとんどなく、観光客の客単価が低下したままである。
,,□,高級レストラン（スタッフ）,来客数の動き,・夕方以降に雨になる日が多く、週末や月末でも来客数が大幅に減少する日もあるが、昼の団体客を中心に個室利用が堅調であり、全体でみると変わらない。
,,□,観光型ホテル（経営者）,来客数の動き,・当社の来客数は変化していないが、地元で競合する宿泊施設では減少しているという話を聞く。
,,□,旅行代理店（従業員）,販売量の動き,・来客数に変化がない中で、高額商品の売行きが伸びず、売上が増加していない。
,,□,タクシー運転手,来客数の動き,・前年と比べて雨の日が多かったこともあり、タクシー利用客はあまり減少していない。また、売上も前年と比べると若干のマイナスだが、６月までほどの大きな減少ではない。
,,□,タクシー運転手,お客様の様子,・依然としてタクシーの乗り控えが続いており、前年との比較でも利用客数が減少したままである。
,,□,美容室（経営者）,来客数の動き,・前月まで好調だった来客数、店販品の売上が今月は芳しくない。
,,□,設計事務所（所長）,お客様の様子,・取引先や客との会話の中で、景気が良くなったという話を聞かないし、上向きに何かしてみようとか、設備投資をしてみようという話もほとんど聞かない。
,,□,住宅販売会社（従業員）,来客数の動き,・展示場等の来客数が減少したままである。
,,▲,百貨店（売場主任）,来客数の動き,・夏物衣料の動きが芳しくなく、高額品の動きも止まっている。
,,▲,スーパー（店長）,お客様の様子,・他店との競争のため値引きせざるを得ない状況の中で、単価が低下しており、売上が減少している。
,,▲,スーパー（企画担当）,お客様の様子,・６月まで好調であった行楽関連商品の売れ行きが、一段落するとともに、客の低額消費の傾向や無駄買いをしないという消費行動が依然として続いており、財布のひもが固いというよりは、むしろ財布そのものが見当たらないという感じがする。
,,▲,コンビニ（エリア担当）,単価の動き,・給料が支給される20日から25日の間でも売上の確保が困難になっている。
,,▲,衣料品専門店（店長）,単価の動き,・クリアランスセールの割には販売量が伸びない。
,,▲,乗用車販売店（従業員）,販売量の動き,・好調だった小型車の動きも鈍くなり、全体的に売上が減少している。
,,▲,住関連専門店（営業担当）,お客様の様子,・悪天候が続き、例年と比べて日照時間が少なく、夏という季節感を感じられず、バーゲン品や季節商材に対する客の購入意欲が低下している。
,,▲,旅行代理店（従業員）,販売量の動き,・サッカーワールドカップの影響で減少した申込件数が回復すると期待したが、今月も販売量が伸び悩んでいる。
,,▲,旅行代理店（従業員）,単価の動き,・海外旅行を中心に低価格商品の販売量は増加しているが、全体的に厳しい状況にある。
,,▲,観光名所（職員）,競争相手の様子,・低価格競争がますます激しくなっており、とにかく価格を下げて客を引き込もうという方向に向かっている。
,,▲,観光名所（役員）,単価の動き,・道外からの来客数が減少し、消費単価も低下している。今年は、利尻・礼文等の離島観光のウエイトが高く、従来の道東経由の入込が減少している。また、客の低価格志向に歯止めがかかっておらず、土産物の選別に対する目が厳しい等、消費単価も低下している。
,,▲,美容室（経営者）,販売量の動き,・客の動きが全く無く、客単価が上昇していない。また、このような状況では値上げもできない。
,,▲,住宅販売会社（従業員）,来客数の動き,・マイホームセンター、モデルハウス等の来客数が著しく減少している。
,,×,コンビニ（エリア担当）,来客数の動き,・天候が悪いこともあり、来客数が減少し、販売単価も低下している。
,,×,コンビニ（エリア担当）,競争相手の様子,・価格競争が激化しており、競合店各社がかなり値下げをしている。
,,×,スナック（経営者）,来客数の動き,・地元企業の倒産の影響等による固定客の来客数の減少に加え、新規の客や観光客も減少している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,金属製品製造業（統括）,受注量や販売量の動き,・住宅向けの販売量は増加していないが、販売価格は競争が激しく大幅に低下しているものの、中大型物件の受注量が増加している。
,,○,通信業（営業担当）,受注量や販売量の動き,・前月と比べると受注量が横ばいであるが、この２か月間は受注量が増加傾向にある。
,,○,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・受注量が回復し、前年を上回る勢いで推移している。
,,□,食料品製造業（経営者）,受注量や販売量の動き,・個人の中元需要が前年よりも増加する等、お中元商戦が比較的順調である。
,,□,食料品製造業（社員）,それ以外,・天候不順による日照不足のため、農作物が生育不良であり、農産物加工工場等の稼働が不安定になることが懸念されている。
,,□,金属製品製造業（経営者）,受注量や販売量の動き,・売上、販売量ともに不調である。
,,□,建設業（経営者）,受注量や販売量の動き,・公共工事の減少に加え、民間工事の量も少なく、価格も厳しい。
,,□,輸送業（経営者）,取引先の様子,・販売量、取引額ともに減少している。
,,□,輸送業（支店長）,取引先の様子,・受注価格が低迷により事業を継続できなくなり、工場の縮小、撤退等をする取引先がでてきている。
,,□,輸送業（営業担当）,取引先の様子,・船会社の採算悪化により、港湾作業料金の値下げ要請が出ている。
,,□,通信業（営業担当）,受注量や販売量の動き,・商談数や商談規模からみて、この数か月間やや上向きの感じを受けていたが、今月に関しては３月前と比較してほぼ横ばいである。
,,□,その他非製造業［機械卸売］（従業員）,受注価格や販売価格の動き,・鉄骨、建築金物加工に供する副資材の出荷価格が、前年の８割強にとどまっている。韓国製を中心とした外国製品の価格に引っ張られて、適正利益に程遠い価格になっている。ここにきて国内メーカーが対応策を取り始めているが、相手も対抗するため、値引き競争が激化してユーザーのみが得する状況である。
,,▲,＊,＊,＊
,,×,＊,＊,＊
"雇用
関連

(北海道)",,◎,－,－,－
,,○,＊,＊,＊
,,□,人材派遣会社（社員）,雇用形態の様子,・これまでは正職員を削減し、契約社員、派遣社員、パート社員に変更する雇用形態が進んできたが、最近は契約社員、派遣社員、パート社員等も削減する企業が出てきている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・求人件数は業種によって微増微減と様々であり、全体でみると変化はない。
,,□,新聞社［求人広告］（担当者）,求人数の動き,・求人広告件数が前年と比べて８割程度の水準であり、好転していない。
,,□,職業安定所（職員）,求職者数の動き,・新規求職者が一向に減少せず、窓口での相談が増加しているが、就職件数が増加しない。
