Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,設計事務所（所長）,競争相手の様子,・札幌市内に限ってだが、着工件数が前年の同時期に比べても相当多い。普通に歩いていても、あちらこちらで工事をしているのが目に付く。
,,○,商店街（代表者）,お客様の様子,・５月後半の気温の上昇により、夏物の反応が良くなっている。また、気温の変動があることから、いまだ春物にも動きがあり、トータルすると比較的良い動きになっている。
,,○,百貨店（売場主任）,お客様の様子,・今年の春商戦に限れば、高くても自分に合った商品であれば買うケースが多く、定価販売のシェアが増加している。
,,○,スーパー（店長）,販売量の動き,・売上状況は決して良くないが、３か月前と販売量を比較すると７％ほど増加している。
,,○,家電量販店（地区統括部長）,販売量の動き,・オリンピック需要によるＡＶ商品の動きが活発となっている。
,,○,一般レストラン（スタッフ）,販売量の動き,・前月から消費税総額表示の影響が薄れ、わずかではあるが売上が前年を上回った。
,,○,観光型ホテル（スタッフ）,販売量の動き,・ゴールデンウィークの休みの並びも良かったことから、宿泊件数・宿泊客単価が回復し、売上は前年から12％ほど増加している。
,,○,旅行代理店（従業員）,販売量の動き,・６月の販売量はほぼ前年並みに落ちてきたが、７月以降の先行申込が好調であり、全体としては上向きになっている。
,,○,その他レジャー施設（職員）,お客様の様子,・プロ野球チームの人気が盛り上がってきた。シーズン初めとは観客の様子が明らかに異なり、熱気が感じられ、サッカーチームのサポーターの熱気に徐々に近づいている。それに伴い、グッズの売行きもまずまずとなってきている。
,,□,商店街（代表者）,お客様の様子,・５月は初夏を思わせる気温の日もあり、夏物の動きが活発化した。また、ゴールデンウィークは桜の満開時期と重なったため、道内からの観光客が多く、飲食店では前年から売上が10％前後伸びた。
,,□,商店街（代表者）,お客様の様子,・シーズンに入っているものの、季節商材の売上がまだまだ増加してきていない。この大きな理由には、消費税総額表示の影響があり、客は頭では分かっているものの、感覚的に値上がり感を持っている感じを受ける。
,,□,一般小売店［土産］（店員）,お客様の様子,・数年前から、有名メーカーのお土産品が指名買いで売れる傾向があったが、最近は、残りの物をプラスアルファで余分に買っていかなくなっている。財布のひもが固い傾向がより強まっている。
,,□,コンビニ（店長）,単価の動き,・相変わらず弁当が売れない。カップラーメンにおにぎりが付いていた時期はまだ良かったが、最近はおにぎり一個だけ、パン一個だけ、ラーメン一個だけという昼食が目立つ。
,,□,家電量販店（経営者）,販売量の動き,・買い控え傾向が強く、購入単価も下がっている。
,,□,家電量販店（店員）,販売量の動き,・５月は冷蔵庫・洗濯機・生ごみ処理機が良く売れたものの、薄型テレビ・ＤＶＤレコーダーが前年並みにとどまったほか、ビデオカメラも良くなく、全体としては変わらない。
,,□,乗用車販売店（従業員）,来客数の動き,・客の来場数が前年より少なく、売上も前年より少し悪くなっている。
,,□,乗用車販売店（役員）,販売量の動き,・受注量・販売価格とも、前年割れの状況が続いている。一向に回復の兆しもみえない状況である。
,,□,住関連専門店（経営者）,来客数の動き,・依然として来客数が少なく、特に夕方６時以降の来店がかなり落ち込んでいる。
,,□,住関連専門店（営業担当）,単価の動き,・従来、売り出し等は外税で価格の割安感を広告できたが、消費税総額表示の実施後、内税表示となり、価格に割安感が出ないため、本体価格の単価を下げざるを得ない状況である。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・客数の減少は依然として止まらないものの、不思議と客単価が上昇しているので、数字的には同じくらいを保っている。客単価が落ちた時が怖い。
,,□,高級レストラン（スタッフ）,来客数の動き,・５月前半はゴールデンウィークの曜日の関係から観光客の入込数が大幅にアップしたものの、後半は徐々にダウンし、全体では前年並みであった。
,,□,高級レストラン（スタッフ）,お客様の様子,"・ゴールデンウィークの後、ディナーの売上は前年から40％と激減しており、全体でも前年から30％のダウンとなった。ランチでは売上・人数・単価が前年並みで、4,000円以上の高額メニューも時々注文が入っていた。夜に外食を控え、昼はおいしいものを食べたいという客層が少し増えたようだ。景気回復とは言えないが、明るい兆しである。"
,,□,観光型ホテル（経営者）,来客数の動き,・道外からの団体客に関しては、１バス当たりの人員数の減少傾向が顕著になりつつある。道外からの個人客は増加傾向にあるが、総数はいまいちであり、道内客は横ばいとなっている。業界では、道外主要都市の景気回復機運に期待しているが、観光まではまだまだ及んでこない。
,,□,観光型ホテル（経営者）,来客数の動き,・ゴールデンウィーク期間中は、前年と比べて10％程度の来客数の増加があったが、５月後半は伸び悩んで、トータルとしてほぼ前年と変わらない。
,,□,美容室（経営者）,来客数の動き,・月間の来客数がほぼ一定化して変化がない。
,,□,住宅販売会社（従業員）,来客数の動き,・住宅業界の場合、モデルハウスの来場者数が３か月前と比べてほとんど変わらず、相変わらず低調である。
,,□,住宅販売会社（従業員）,販売量の動き,・企画の動きの低下もあるが、単価の低下が非常に目立っている。
,,▲,商店街（代表者）,販売量の動き,・連休後の休日は中心部の集客が少なく、開店休業状態である。
,,▲,スーパー（店長）,競争相手の様子,・４月の消費税総額表示の導入以来、競合各社のチラシ本数の増加や価格強化が以前にも増して強まっている。
,,▲,スーパー（店長）,販売量の動き,・来客数・売上とも前年を下回っている。直近の商品動向では、自転車・靴などで苦戦状況が継続しているほか、アメリカ産牛肉が前年比80％と低迷している。
,,▲,コンビニ（エリア担当）,単価の動き,・５月の連休時は良かったが、連休明けから急激に売上が減少している。また、チラシの反応は大きいが、何もない時の反応が鈍っている。
,,▲,コンビニ（エリア担当）,来客数の動き,・消費税総額表示以降、客の買上点数が減少傾向にあり、客単価が上昇していても、買上点数が減っている。
,,▲,衣料品専門店（店員）,販売量の動き,・夏物衣料中心の動きになり、単価も低下しているが、２～３か月前に比べると、何点かをまとめて買う客が少なく、１点のみの買上が目立つ。夏のボーナスをそれほど当てにしていない感じに見受けられる。
,,▲,乗用車販売店（従業員）,競争相手の様子,・今までだと、同じ業界の中でも良いところと悪いところがあったが、今月については業界全体が低迷している。
,,▲,タクシー運転手,来客数の動き,・連休中は人も結構入っていたが、現在は落ち着いてきている状態である。陽気が良くなったせいか、電話の注文も少なくなっている。
,,×,百貨店（売場主任）,お客様の様子,・高額品の動きが非常に厳しい。単価が低下しているのもあるが、装飾品・宝石関連の動きが非常に良くない。
,,×,高級レストラン（スタッフ）,来客数の動き,・来客数が極端に減っている。料理の傾向・サービス等、特に低下しているものはなく、強いて言えば、消費税総額表示による割高感が利用意欲を削いでいるのではないか。
"企業
動向
関連

(北海道)",,◎,通信業（営業担当）,それ以外,・今まではランニング・イニシャルコスト的に高額で触手を伸ばさなかったサービスの利用、又は、それらへの取り組みの動きが増えてきた。特にブロードバンド回線を利用した映像伝送関係で動きが顕著となっている。
,,○,食料品製造業（経営者）,受注量や販売量の動き,・本州向け商品の発送量が多くなっている。
,,○,家具製造業（経営者）,受注量や販売量の動き,・東京、大阪、名古屋などの大都市圏向けが良くなりつつある。百貨店向けも回復してきた。
,,○,出版・印刷・同関連産業（経営者）,取引先の様子,・ＰＲ品、販促品について増量する動きが出てきている。
,,○,輸送業（営業担当）,取引先の様子,・原材料のコスト削減のため、設備投資が活発に動いている。また、紙パルプ業界は国内需要が上向きのため輸出をセーブしている。
,,○,その他非製造業［機械卸売］（従業員）,受注価格や販売価格の動き,・鋼材・ステンレス材の高騰に加えて、工業用ガス等関連副資材の値上げが続いている。道内の鋼製品製造業の仕事量はまだ満足できる量にはなっていないが、資材値上げ分の加工単価是正が認められる環境になってきた。
,,○,その他企業［コンベンション担当］（従業員）,受注価格や販売価格の動き,・高単価の利用も多くなっており、低価格帯との二極化が進んでいる。
,,□,金属製品製造業（統括）,受注量や販売量の動き,・住宅の着工が遅れ気味と思われ、製品出荷量は前年よりも減少している。
