Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,一般小売店［酒］（経営者）,販売量の動き,・取引先からの注文が回復傾向にあり、販売量は３か月前と比べるとほぼ２倍になっている。ただ、新型コロナウイルス発生以前の水準とはまだ大きな差がある。
,,○,百貨店（売場主任）,販売量の動き,・４月前半は来客数、売上共に回復してきていたが、後半に入り、東京都や大阪府などで緊急事態宣言が発令されたことから、来客数、売上の伸びがみられなくなった。ただ、時計、宝飾品、特選品については、比較的若い世代の客を中心に動きが良い。
,,○,百貨店（販売促進担当）,来客数の動き,・来客数が増加傾向にある。４都府県での緊急事態宣言の影響を受けて直近の伸びは鈍化しているものの、気温の上昇に伴って人出は確実に増えてくるため、月全体の来客数、買上客数は改善することになる。
,,○,衣料品専門店（店長）,お客様の様子,・スーツの需要は落ちたままだが、それに代わってジャケット関連の販売量が増えてきている。
,,○,乗用車販売店（経営者）,販売量の動き,・コロナ禍のなか、業界ごとの良しあしはあるが、車業界では需要期を迎えていること、各メーカーによる新型車効果がみられることなどから、景気はやや良くなっている。
,,○,乗用車販売店（従業員）,来客数の動き,・北海道の場合、春先需要の時期であり、売れ筋の新車種が発売されたこともあり、来場者が増加している。全体の販売台数も増加しており、客の購買意欲が増していることがうかがえる。
,,○,自動車備品販売店（店長）,販売量の動き,・現状、来客数が増加しており、売上も前年を上回っている。特にタイヤやカーナビゲーションの販売量が増加している。
,,○,観光名所（従業員）,来客数の動き,・感染拡大傾向にあるとはいえ、季節的に外出しやすいシーズンとなり、新型コロナウイルス対策を整えたうえで余暇を楽しもうとする客が増えてきている。
,,○,美容室（経営者）,販売量の動き,・４月の売上は１～３月よりも５～10％増加している。前年と比べても５～10％増加している。
,,□,商店街（代表者）,来客数の動き,・新年度に入ったが、依然として低調な状況が続いている。特に若い世代の来街者が例年と比べて著しく少ない。これは新型コロナウイルス感染回避に向けて、中心部を訪れない期間が長くなっていることで、来街意欲が減退しているためとみられる。また、区域内の駐車場、バス停の利用者は月を重ねるごとに少なくなっている。
,,□,商店街（代表者）,販売量の動き,・青果物の収穫が順調であることから、好調をキープしている。前年のりんごが豊作だったこともプラスとなっている。
,,□,一般小売店［土産］（経営者）,販売量の動き,・売上は一昨年の18.1％にとどまっている。社員35人全てを守るため、売れる不動産は売っているが、新たな借金が４億円に達するなど、厳しい状況が続いている。
,,□,スーパー（店長）,それ以外,・新型コロナウイルスの感染拡大に伴って、緊急事態宣言が発出されるなど、新型コロナウイルスの影響が続いており、景気は厳しいまま変わらない。
,,□,スーパー（店長）,販売量の動き,・春休み期間中は学校行事関連商材など、どうしても必要となる商材が動いたため、売上のトレンドも数か月前と比べると上向いたが、春休み明け以降は停滞気味である。特にファッション衣料や化粧品の動きが悪く、一昨年と比較すると売上はまだまだ落ち込んでいる。
,,□,スーパー（役員）,単価の動き,・この数か月、売上に大きな変化はみられない。前年と比べると、来客数がやや減少しているが、客単価が上昇していることから、どうにか前年並みの売上を確保できている。ただ、ここ最近の流れから、客単価の上昇幅が縮小しており、来客数の微減傾向が続くことで、今後、売上が減少する懸念がある。
,,□,スーパー（役員）,販売量の動き,・前年は小中学校の休校により内食での昼食需要が一気に増大したが、今年は内食が定着していることもあり、前年ほどの伸びがみられない。
,,□,コンビニ（エリア担当）,お客様の様子,・工事、漁業、農業の動向が前年と同じか、それ以上になっているというプラス面と、観光が下向き傾向になっているというマイナス面があることから、小売業の販売状況は３か月前とほぼ同じような状況にある。
,,□,家電量販店（店員）,来客数の動き,・来客数は前月とほとんど変わらないものの、前年と比べるとやや減少している。目的買いの客がほとんどである。
,,□,乗用車販売店（従業員）,販売量の動き,・今の状況から、景気が上向くような傾向はみられない。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・３か月前と比べて、販売量の変化が特にみられない。
,,□,高級レストラン（経営者）,来客数の動き,・今のところ、当地では新型コロナウイルス感染者数の少ない状態が続いていることから、ゴールデンウィーク期間中にある程度の観光客が訪れるとみられ、それに伴って売上も多少増えることになる。ただし、その２週間後に感染者数が増えることになれば、景気はどんどん悪くなる。北海道全体での感染者数が増えていることもあり、今後が心配である。
,,□,高級レストラン（スタッフ）,来客数の動き,・これまでと同様に来客数の少ない状態が続いている。
,,□,高級レストラン（スタッフ）,来客数の動き,・客の動向が変わっておらず、来客数の減少傾向が続いている。
,,□,観光型ホテル（スタッフ）,来客数の動き,・依然として海外からの予約が皆無である。国内の団体旅行も不振が続いている。一方、コンサートやイベントに伴う宿泊客は回復傾向にある。
,,□,旅行代理店（従業員）,来客数の動き,・北海道独自の観光支援策である「新しい旅のスタイル」事業が始まったが、対象が圏域内での利用に限定されていること、実施時期が限定されていること、同居者との旅行に限定されていることなどから需要は少ない。道外への旅行についても、予約が入ったとしても航空便の運休に伴い取消しとなることが多く、３か月前と状況は変わらない。
,,□,旅行代理店（従業員）,販売量の動き,・相変わらずレジャー控えの動きがみられる。さらに、４都府県で緊急事態宣言が発出されたことで良化の見通しも立たない。当地域の新型コロナウイルス感染者数は減っているものの、全国的な状況が変わらない限り景気が上向くことはない。
,,□,タクシー運転手,お客様の様子,・コロナ禍が続くなか、現在の状況は３か月前と変わっていない。前年と比較すれば若干良くなっているが、先行きについては見通せない状況にある。
,,□,通信会社（企画担当）,来客数の動き,・新型コロナウイルスの感染が拡大しているものの、道央圏の大規模商業施設や専門店では、一部の地方店舗を除き、来客数に変化がみられないことから、景気は変わらない。
,,□,美容室（経営者）,来客数の動き,・新型コロナウイルス感染者数の減少に伴って、来客数が回復する傾向がみられる。
,,□,住宅販売会社（経営者）,お客様の様子,・新型コロナウイルスの影響で分譲マンションのモデルルームに訪れることができない客が多くみられる。オンラインでの商談を用いたとしても、購入するかどうかの判断には長い時間が掛かるようになっている。
,,▲,商店街（代表者）,来客数の動き,・新型コロナウイルス感染者数が増加しているとの報道が過熱するごとに商店街の来街者が大幅に減っている。目的買い以外の客の来客数が極端に減っている。
,,▲,百貨店（営業販促担当）,来客数の動き,・年明けから少しずつ回復傾向がみられていたものの、４月に入り、新型コロナウイルスの感染状況が全国的に拡大傾向にあることを受けて、来客数が大きく落ち込んでいる。特に年配客の動きが悪くなった。
,,▲,コンビニ（エリア担当）,販売量の動き,・来客数と同様に、販売量も悪くなってきている。主要産業である漁業の落ち込みが影響しているのか、所得の減少が影響しているのか、徐々に悪い流れになってきている。
,,▲,コンビニ（エリア担当）,販売量の動き,・新型コロナウイルスの感染拡大に伴い、出荷量も減ってきている。
,,▲,高級レストラン（スタッフ）,販売量の動き,・４月の売上は前年を超えそうだが、例年の30％台にとどまりそうなことから、景気はやや悪い。前半は良かったが、４都府県を対象とした緊急事態宣言の発出が影響したのか、４週目から落ち込んだ。夜は客がほとんど入らない。平日のランチ客は低単価メニューの注文が多く、売上貢献度が低い。
,,▲,旅行代理店（従業員）,来客数の動き,・２～３月の冬季観光は新規路線就航の影響などもあり、多少の回復傾向がみられていたが、４月に入ってから、首都圏、関西圏での新型コロナウイルス感染拡大に伴って航空便の減便が進んでいることから、観光、ビジネス共に利用客の伸びがみられなくなっている。
,,▲,旅行代理店（従業員）,それ以外,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンや北海道による「新しい旅のスタイル」などの観光需要喚起策がストップするなか、４都府県で緊急事態宣言が発出されたことが追い打ちを掛けている。５月上旬までの旅行が見合わせられるようになり、苦戦している。それ以降の旅行についても、緊急事態宣言が解除されるまで、申込みを一旦控えるようになることが懸念される。
