Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,商店街（代表者）,来客数の動き,・観光客に加えて近郊の市町村からの流入もあり、来客数が大幅に増えている。
,,○,商店街（代表者）,お客様の様子,・大手百貨店の閉店に伴い、客の流動状況に変化がみられたことに加えて、ラーメンサミットといった地域イベントや百貨店での集客イベントなどにより、商店街への来訪者が増加した。また、２回あった連休での観光客の入込により、ホテル・飲食店が好調である。
,,○,家電量販店（店員）,販売量の動き,・９月は暖房機に動きがみられた。また、招待会などを行うと、ある程度金額が上がった。
,,○,家電量販店（地区統括部）,販売量の動き,・ここ２、３か月、来客数は前年を上回り、また、ＯＡ商品の復活もあるなど、売上は回復基調にある。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行は依然として厳しい状況が続いている。しかしながら、国内旅行はパッケージ旅行に回復の兆しが出始め、前年を上回る販売人員を記録している。
,,○,旅行代理店（従業員）,販売量の動き,・毎日の旅行申込額が増加傾向にあり、海外旅行の申込も改善している。
,,□,商店街（代表者）,お客様の様子,・秋物の商品の動きが少しずつ活発になってきたように感じるが、依然として客の慎重な購買態度は変わらない。
,,□,商店街（代表者）,お客様の様子,・９月前半の気温の上昇で秋物商材の出足が遅れ、後半に入ってもコート等の防寒物の商品を買おうとする意志の盛り上がりが、客にみられない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・販売量は依然として横ばいで、なかなか売上が増えてこない。
,,□,百貨店（売場主任）,お客様の様子,・客の慎重な買物の様子が目につく。
,,□,百貨店（売場主任）,お客様の様子,・百貨店は秋本番を迎え、単価の安い単品のセーターやスカート・パンツなどが非常に好調であるものの、スーツやコートなどの単価の高いものは大変不調である。また、冬物商材も紹介のためにと置いているが、コート・毛皮などの重衣料が非常に不調である。
,,□,スーパー（店長）,単価の動き,・１人当たりの客の買物点数の減少に加えて、単価の減少が相変わらずみられる。
,,□,スーパー（店長）,来客数の動き,・競合店のチラシがますます強化され、ディスカウント率も高まるなかで、チラシの商品を求める客が流動的に動いている様子が見受けられる。当店の来客数も一時的に落ち込んでおり、景気の悪さを相変わらず感じる。
,,□,スーパー（店長）,単価の動き,・来客数については、営業時間の延長を行っているなかで、それほど変わりはないが、単価が低下している状況が相変わらず続いている。
,,□,衣料品専門店（店員）,来客数の動き,・最近は来客数が非常に少なく感じる。特に週末や祝日の来客数が少なくなっている。また、週末に来る客は購買意欲が高くなく、ウインドウショッピングを楽しんでいる様子が感じられる。
,,□,住関連専門店（経営者）,来客数の動き,・来客数の減少に歯止めがかからなく、どんどん減ってきている。単価が高くなってきたのが救いだが、非常に悪い状況である。
,,□,住関連専門店（営業担当）,お客様の様子,・不振な売上をばん回すべく特売チラシ等の商材を強化しているが、特売期間中は来客数が多く、売上も増加するものの、平日になると来客数が減少し、平均すると売上が前年を下回る状況が続いている。
,,□,高級レストラン（スタッフ）,来客数の動き,・９月に入り、個人・団体とも観光客の入込が増えている。客単価も微少ではあるがアップしている。
,,□,一般レストラン（スタッフ）,単価の動き,・来客数は前年を若干上回ったものの、前月に引き続き単価が下落しており、結果として売上は前年を下回った。
,,□,観光型ホテル（経営者）,単価の動き,・観光客数には若干の減少がみられるものの、総じて大きな落ち込みにはなっていない。また、宿泊単価については底が見えてきているが、低下傾向はまだ続いている。問題は付帯収入で、料理、お土産、飲物が低迷している。ただし、カニ、トウモロコシといった地元産品を使ったものは、数量こそ少ないが高価なものも売れている。
,,□,旅行代理店（従業員）,販売量の動き,・海外旅行の低迷が続いている。多少は上向き傾向にあるが、それでも例年の50％以下で受注が鈍い。
,,□,タクシー運転手,来客数の動き,・例年９月はタクシーの利用が少ない月ではあるが、今年は例年と比べてもタクシーの利用客が大きく減っている。特に夜間の利用が極端に減っている。
,,□,タクシー運転手,お客様の様子,・夜の繁華街に出る客がいない。以前は日勤と比べると６：４くらいで夜勤務の売上の方が良かったが、今では５：５くらいの比率になっている。
,,□,タクシー運転手,販売量の動き,・今年は秋の漁業の主力であるサンマが大変豊漁であるが、豊漁すぎて逆に豊漁貧乏という状況であり、なかなか景気の回復に繋がっていかない。また、今月末に十勝沖地震があった影響で、観光地域のホテル・旅館でキャンセルが相次いでいる。
,,□,美容室（経営者）,来客数の動き,・客が来店する頻度が固定化されてきているため、イベントや企画では動かないように感じられる。
,,▲,一般小売店［土産］（店員）,販売量の動き,・今月は、かなり客の買い控えがみられる。客の動きを見ても、前年や一昨年と比べて若干減る傾向にあるなど、悪い動きになっている。
,,▲,スーパー（店長）,お客様の様子,・今年はプロ野球チームの優勝セールを実施できなかったこともあり、９月の売上は前年比で８割程度と不調である。主力の食料品を始め、多くの部門で前年比を大きく割り込む状況のなか、旅行部門のみが前年の売上を上回っている。
,,▲,スーパー（店長）,単価の動き,・客単価が少しずつ低下しており、３か月前と比べて客単価が20円近く低下している。
,,▲,コンビニ（エリア担当）,単価の動き,・前年との天候の差の影響もあるが、客の買上点数が減っている。
,,▲,乗用車販売店（従業員）,販売量の動き,・例年、９月は商品が売れる月であるが、今年は厳しくなっている。特に新規の成約件数があまり良くない。
,,▲,高級レストラン（スタッフ）,それ以外,・来客数が順調に推移しているなか、今月下旬の十勝沖地震以降、キャンセルや利用手控えが発生し、大きな減収となった。
,,▲,高級レストラン（スタッフ）,販売量の動き,・この時期は雨が降ったりしても夜間の客が減少する。また、今月は災害が起きたこともあり、ディナーの売上は前年比で60％程度となった。
,,▲,観光型ホテル（経営者）,来客数の動き,・今月前半の来客数の動きは前年と比べて遜色なかったが、後半は悪くなってきて、全体では前年を３％程度下回る見込みとなっている。原因は今のところよく分からないが、若干良くない動きが出てきている。
,,▲,美容室（経営者）,販売量の動き,・客の動きも全くなく、単価自体も上がらない。自分の将来のことを考えて、できるだけ買物を控えている面が客にはある。
,,▲,住宅販売会社（従業員）,来客数の動き,・マイホームセンター等に来る客が徐々に減ってきている気がする。
,,×,スーパー（企画担当）,単価の動き,・青果物と水産物を中心に販売単価が大きく低下しており、一方で１人当たりの買上点数は伸びていないことから、足元の売上状況は極めて厳しい。
,,×,その他専門店［医薬品］（経営者）,来客数の動き,・３か月前ですら、かなりの来客数の落ち込みであったが、その後も更に１か月当たり数百人規模で来客数が減るという危機的状態が続いている。
,,×,スナック（経営者）,来客数の動き,・繁華街に人が全然出ていない。
,,×,スナック（経営者）,来客数の動き,・８月は少し観光客が入ったことから、９月も引き続き観光客が入ってくると思っていたが、ほとんど観光客が見られなかった。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,通信業（営業担当）,受注価格や販売価格の動き,・多少ではあるが、客からの要望がデフレ状態の価格重視から、サービス内容の充実度合いに移ってきた印象を受ける。
,,○,その他非製造業［機械卸売］（従業員）,取引先の様子,・大規模畑作基地である十勝地区では、当初心配された、いも・ビート等の収量が例年並みと見込まれ、見込み生産した農機具も来年への持越しをせず、今シーズンで完売される見込みである。
,,□,食料品製造業（経営者）,受注価格や販売価格の動き,・過去10年で最低の商品単価であるにもかかわらず、荷動きが相変わらず低調である。
,,□,金属製品製造業（統括）,競争相手の様子,・全体としては変わらないが、競合相手が低価格販売で営業攻勢をかけており、受注金額が低下している。業界全体では、受注量が落ちているようだ。
,,□,輸送業（支店長）,取引先の様子,・合理化投資等の設備更新が商流・物流にも大きな変化をもたらし始め、新たな商材が生まれつつある。
,,□,輸送業（営業担当）,受注量や販売量の動き,・今までと大きな変化はないが、新規物件の受注や見積依頼等の動きが出てきた。
,,□,通信業（営業担当）,受注量や販売量の動き,・受注金額等が落ち込んでいるとは特段感じないが、目に見えて上向いている感じでもなく、良い意味での平行線といった状況である。
