Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,お客様の様子,・気温が低いということもあり、春物の出だしが前年より遅かったが、客の様子をみていると、春物のトレンド商品は、秋冬に比べると購買意欲が増しているように思われる。
,,○,百貨店（売場主任）,お客様の様子,・春先に向けての入進学・卒業の時期でもあり、スーツ・フォーマルウェアも含めて婦人服の売上が好調である。また、食品やタオルなどのギフト商品も非常に好調である。
,,○,旅行代理店（従業員）,来客数の動き,・３月24日現在の来客数がほぼ前年並みとなり、２年前をも上回る勢いがある。ただし、２年前と比較して国内旅行は順調だが海外旅行が停滞気味である。
,,○,旅行代理店（従業員）,販売量の動き,・国内旅行客の動きが活発になり、３月はもちろん４～５月の先行受注も好調になってきた。前年の選挙による出控えで前年比は参考にならないが、販売額・来客数ともに上昇している。
,,○,通信会社（企画担当）,お客様の様子,・金額はそんなに大きいものではないが、通信に関するインフラ設備投資の話がわずかながら出てきた。ＩＴ化による業務効率化を進めて経費を抑える動きについて、これまでは経費が抑えられるかどうか分からないことから「やらない」だったのが「やってみようか」という風潮に変わりつつある。
,,○,観光名所（役員）,来客数の動き,・ロープウェイの予約状況が強含みで推移している。
,,○,美容室（経営者）,お客様の様子,・客は新しいメニューに興味を示すようになり、商品の購入も増えてきた。
,,○,設計事務所（所長）,競争相手の様子,・同業仲間の間も忙しそうなところが多い。春を前にして明らかに前年、一昨年とは様子が違う。
,,□,商店街（代表者）,販売量の動き,・月初めに連日大雪が降り、春物衣料・靴などが不振であった。後半になり盛り返したものの、売上を取り戻すことまではできなかった。
,,□,商店街（代表者）,販売量の動き,・販売量の変化がみられない。
,,□,商店街（代表者）,単価の動き,・天候不順のせいもあるかもしれないが、客は本当に必要なものしか購入しないという傾向が依然として続いている。
,,□,スーパー（店長）,お客様の様子,・客数が前年を10％以上も下回るようになってきている。客単価も８％ほど、低下している。買上件数のみが前年をクリアできていることから、安い時に安いものを購入しようとする客の動きがより強く感じられる。
,,□,スーパー（店長）,来客数の動き,・ＢＳＥや鳥インフルエンザの報道の影響で肉の売上が瞬間的に落ち込んだが、すぐに回復しており、来客数・販売量とも大きな変化はみられない。
,,□,コンビニ（エリア担当）,来客数の動き,・一部の地域で来客数の回復がみられるが、全体的には来客数の動きに大きな変化はない。
,,□,衣料品専門店（店長）,来客数の動き,・依然として来客数が減っており、現在も客足が戻ってきていない。
,,□,家電量販店（店員）,販売量の動き,・例年、３月は１人立ちセットの家電品が売れるのだが、今年は単価が低く、必要最低限の用品しか揃えない傾向がある。道内外への発送数も前年比97％程度となっている。
,,□,家電量販店（地区統括部長）,販売量の動き,・シングル需要が活発になると思われたが、思いのほか低調に推移している。一方で、アテネオリンピックに向けて積極的な販促展開を実施していることもあり、薄型テレビ・ＤＶＤなどのＡＶ商品は依然好調である。
,,□,乗用車販売店（従業員）,単価の動き,・新車販売は相変わらず厳しい状態にあるが、最近は車検の単価も低下しており、サービス部門の売上も少なくなっている。
,,□,乗用車販売店（役員）,単価の動き,・受注量の伸び悩みがあり、売上金額の回復がみられない。車検台数、新車販売とも良くなく、大変厳しい状況が続いている。
,,□,住関連専門店（営業担当）,競争相手の様子,・４月からの消費税総額表示の影響で、同業他店や異業種との価格競争が激しくなっている。意識して単価を上げない店もあり、単価を下げざるを得ない状況が生じている。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・客数はほぼ最低ラインまで低下しているが、それ以上に購買数や少量での買物客が増加していることが気になっている。
,,□,高級レストラン（スタッフ）,来客数の動き,・２月と同様に来客数の減少がみられる。送別会等の受注は多いが、個人客の需要の減少が目立っている。
,,□,高級レストラン（スタッフ）,来客数の動き,・春休み中の観光客の入込を期待したが、入込は極端に悪く、前年比では２割の減少となっている。ただし、客単価はほぼ変わらない。
,,□,一般レストラン（スタッフ）,来客数の動き,・前年の11月から５か月連続して、来客数の前年割れが続いている。
,,□,観光型ホテル（経営者）,来客数の動き,・来客数は前年とほぼ同数に推移していることから、景気の動向としてはあまり変わらない。
,,□,旅行代理店（従業員）,販売量の動き,・道内他地区では海外旅行の需要が前年並みに近づきつつあるが、釧路は頭打ちであり、一向に回復の兆しがみえない。
,,□,旅行代理店（従業員）,販売量の動き,・２月に回復した海外旅行が、３月は一転して前年比50％まで転落している。
,,□,タクシー運転手,来客数の動き,・３月は年度末ということもあり、一年のうちで12月に次いでタクシー利用が多く、売上の多い月であるが、今年は２月よりも悪く、札幌市内のタクシーも前年比で10％程度のマイナスとなっている。
,,□,タクシー運転手,お客様の様子,・例年３月は歓送迎会シーズンとなるが、夜の繁華街への人出は芳しくない。空車の列は相変わらずで、客一人拾うのも苦労している状態だ。
,,□,住宅販売会社（従業員）,販売量の動き,・全体的な販売量の低下もあるが単価の低下もみられる。また、客の判断には、かなり経済的な制約があるように思われる。
,,▲,一般小売店［酒］（経営者）,単価の動き,・高額商品のウイスキーについては、依然として販売量が良くない状態が続いている。反面、低価格の焼酎等が依然として元気が良い。
,,▲,スーパー（店長）,来客数の動き,・客数は相変わらず前年を10％ほど下回る水準で推移している。売上については食品部門で苦戦が続いているが、２月と比較してやや回復の兆しが現れている。
,,▲,スーパー（店長）,販売量の動き,・販売数量が10％ほど減少しており、３か月前と比べるとかなり悪くなっている。
,,▲,コンビニ（エリア担当）,お客様の様子,・特売商品の動きばかりが目に付く。また、競合店の価格が下がっている。
,,▲,コンビニ（店長）,単価の動き,・３か月前は規制緩和の関係で酒免許が下りたため酒がよく売れたが、その後、周りの店にも酒免許が付いてしまい、結局は客の奪い合いとなり、単価の下落となってしまった。
,,▲,衣料品専門店（店員）,単価の動き,・見込んでいたジャケットや春物のコート・ブルゾンなどの動きが悪く、Ｔシャツなどの低単価商品中心の動きになっている。想定よりも売上が下回っている状況である。
,,▲,家電量販店（経営者）,販売量の動き,・耐久消費財の買い控え傾向が強く、「壊れるまでは…」という客が多い。
,,▲,乗用車販売店（従業員）,販売量の動き,・販売量もそうだが、来客数に動きが全くなく、いつもの３月らしくない。天候にも左右されるかもしれないが、こういう状態は今までなかった。
,,▲,高級レストラン（スタッフ）,お客様の様子,・全体の売上は前年から10％のダウンとなっている。料理はほぼ前年並みであるものの、ワインなどの飲物が30％ほどダウンしている。ランチでは、ビジネスマンのミニ送別会のような小グループが目立っていることもあり、前年並みとなったが、ディナーはレストラン離れが加速しており、売上は前年から30％強下がっている。また、個室では、送別会などの団体客が夜から昼へ移行したため、客単価が下がり、売上が減少している。
,,▲,スナック（経営者）,来客数の動き,・３月は歓送迎会などで忙しい月なのだが、最近は１次会だけで終わることが多く、２次会まで流れることが少ないため、食事の店は忙しいようだが、スナック・クラブなどは暇なようだ。
,,▲,観光型ホテル（スタッフ）,販売量の動き,・３月の宿泊客の動きは、前年に比べて18％程度の減少となる見込みである。その大半はツアー客の減少によるものである。
,,▲,タクシー運転手,来客数の動き,・市内への観光客数は増えていない。東南アジアからの観光客などもたまに入っているが、バスを利用するため、タクシーや夜の人出には何ら変わりなく、夜も閑散しているような現状である。
,,▲,住宅販売会社（従業員）,販売量の動き,・例年の３月に比べて、モデルハウスなどの来客数が少なくなっている。
,,×,住関連専門店（経営者）,販売量の動き,・だんだんと暖かくなってきたが、依然として売上は最悪の状態を抜けきれない。
,,×,スナック（経営者）,来客数の動き,・異動の時期なので、送別会・歓迎会が少しはあるかなと考えていたが、検討違いであった。宴会が少ないうえ、飲食店街に出てくる客が例年に比べて少なく感じる。
