Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,お客様の様子,・厳しい状況ではあるが、ボーナスの支給や定額給付金の給付などの影響により、３か月前と比べると、単価の低い商品を中心に、客の購買意欲が高まっている。
,,○,商店街（代表者）,来客数の動き,・定額給付金の給付の影響も大きいが、先行きへの不安感がやや緩和してきている。月末の通行量調査においても、１時間に100人近くの来街者があり、３か月前と比較して1.5倍以上の増加となっている。
,,○,百貨店（役員）,お客様の様子,・気温の高さとセールの前倒しにより、３か月前に比べると売場に活気がみられる。
,,○,スーパー（店長）,販売量の動き,・３か月前と比較すると、わずかではあるが販売量が増えてきている。
,,○,家電量販店（経営者）,販売量の動き,・プレミアム付商品券、省エネ家電のエコポイント制度を利用する買物客が多く、前年と比較して、テレビ、冷蔵庫を中心に売上が伸びている。
,,○,家電量販店（地区統括部長）,販売量の動き,・省エネ家電のエコポイント制度がより具体化したことにより、薄型テレビや冷蔵庫といった商品の販売量が２けたの増加となっている。
,,○,乗用車販売店（従業員）,販売量の動き,・現在の自動車販売は国策の影響が大きく、環境対応車購入時の減税の効果から前年よりも好調である。
,,○,その他専門店［医薬品］（経営者）,来客数の動き,・新型インフルエンザの影響で、健康に対して防衛的な感覚が客に芽生えており、客からの相談や商品の問い合わせが増えている。
,,○,通信会社（企画担当）,販売量の動き,・通信関連機器を新たに導入したり、入替えをする企業が増えてきている。ただし、設備投資に高額をかける企業は皆無であり、各企業の経営状況は引き続き厳しい状態にある。
,,○,観光名所（職員）,来客数の動き,・繁忙期に入ってきたことによる季節的な影響かもしれないが、３か月前に比べると利用客が29％増加している。
,,○,設計事務所（職員）,それ以外,・景気浮揚対策の補正予算の執行にともない、文教施設の耐震診断や改修業務が数多く発注されているほか、医療施設からの耐震化補助を受けるための耐震診断依頼も多く、所内の担当者が忙しくなっている。
,,□,商店街（代表者）,お客様の様子,・夏物シーズンに突入したが、天候不順の影響もあり、客の購買態度は依然として慎重である。セール待ちをしている印象もある。
,,□,商店街（代表者）,お客様の様子,・客の買物に対する行動は依然として慎重なままである。
,,□,一般小売店［土産］（経営者）,来客数の動き,・新型インフルエンザの影響で、観光客の動きが止まっていたが、ようやく先週から小学生の修学旅行がみられるようになってきた。ただ、それ以外の観光客はまだ減ったままであり、外国人観光客は極端に減っている。
,,□,一般小売店［酒］（経営者）,販売量の動き,・月末になり、暑い日が続くようになってきたが、世の中の様子に左右されているためか、今一つ消費に勢いがみられない。
,,□,百貨店（売場主任）,単価の動き,・販売量はほぼ前年並みでの推移となっているが、売上は前年の90％弱となっており、客単価の低下が著しい。特に、衣料品については、約1500円も客単価が低下しており、前年並みの販売量に対して、売上が前年の80％台にとどまっている。
,,□,百貨店（販売促進担当）,単価の動き,・来客数の回復する兆しがみられるものの、売上が伸びているのはセール品が中心であり、定価品に対する購買態度には変化がみられない。また、セール品のまとめ買いも少ない。定価品の代替として、セール品を購入するケースが多いため、客単価の低下にもつながっている。
,,□,スーパー（店長）,競争相手の様子,・各社とも価格訴求型のチラシが増えており、客単価が低下している。そのため、来客数の増加を図らなければ、売上が確保できない状況になっている。
,,□,スーパー（店長）,単価の動き,・６月に入っても、客単価が前年を下回る傾向に変化はみられない。父の日のギフト関連の動きも、母の日と同様に単価の低下がみられた。
,,□,コンビニ（エリア担当）,来客数の動き,・タスポ効果は一巡したが、予想以上に売上が維持できている。ただ、今月前半は天候要因により、伸び悩みがみられた。
,,□,衣料品専門店（店長）,来客数の動き,・今月も高額商品に動きが全くみられず、売上に悪影響が出ている。
,,□,家電量販店（店長）,販売量の動き,・省エネ家電のエコポイント制度に期待していたが、交換対象商品が不明確だったことから起爆剤とはならなかった。
,,□,家電量販店（店員）,販売量の動き,・エコ家電や薄型テレビは前年よりも伸びているが、月を通して気温が低かった影響もあり、全体の売上は前年を下回った。
,,□,乗用車販売店（従業員）,販売量の動き,・一部の人気車種の受注は好調であるが、他の車種は受注が低迷しており、全体としてはあまり良くない状況のままである。
,,□,高級レストラン（スタッフ）,単価の動き,・ランチタイムはほぼ満席状態となっており、来客数は前年を２％上回っている。特に、観光客の来店が目立っている。ただし、リーズナブルな値段の注文が多く、客単価は前年を3.5％下回っている。全体の売上は前年を２％弱下回っている。
,,□,旅行代理店（従業員）,販売量の動き,・土日の来客数は戻りつつあるが、新型インフルエンザのフェーズ６への引上げに伴い、夏以降の海外旅行の延期が目立っており、全体としては前年をやや下回っている状況にある。
,,□,タクシー運転手,来客数の動き,・６月もタクシーの利用客が減ったままであり、売上は前年を大きく下回っている。特に平日の日中や週末の日中及び夜間の売上が大きく減少している。ただ、今月の減少幅は１けたとなっており、10％ほどのマイナスとなった４～５月と比べると、減少幅が縮小している。
,,□,タクシー運転手,来客数の動き,・相変わらず電話での注文数が減少している。
,,□,美容室（経営者）,お客様の様子,・ようやく定額給付金の給付が始まったが、何か変化が出てきている様子もみられず、現状維持の状態に変わりはない。
,,□,その他サービスの動向を把握できる者［フェリー］（役員）,来客数の動き,・年度が替わってから、３か月連続で利用客が前年比２けたのマイナスとなっている。
,,□,住宅販売会社（経営者）,来客数の動き,・相変わらずモデルハウスへの来場者が前年を下回っている。
,,□,住宅販売会社（従業員）,お客様の様子,・相変わらず客の動きが慎重である。
,,▲,商店街（代表者）,販売量の動き,・客の買い控えが続いているなか、気温が低かったことから、衣料品については、大型店、路面店とも夏物に動きが全くみられず、前年を下回っている状態にある。
,,▲,百貨店（売場主任）,来客数の動き,・お中元商品への客の食い付きが良くなく、売上に伸びがみられない。
,,▲,スーパー（企画担当）,お客様の様子,・天候不順が続いたせいか、景気の回復に一服感がみられる。
,,▲,スーパー（役員）,単価の動き,・商品単価が4.0～4.5ポイント落ち込む一方で、客の買上点数が４ポイントほど増加する傾向が相変わらず続いている。ただ、６月に入り、来客数が減少傾向に転じている。３か月前までは４ポイント前後の来客数の増加がみられていたが、今は前年並みの来客数を維持するのがやっとの状況となっている。
,,▲,コンビニ（エリア担当）,単価の動き,・前年と比較して、天候条件が悪かったことから、特に週末の行楽需要が減少している。また、平日についても、喫煙者の減少によりたばこの売上が前年から５％以上減少するなど、客単価の低下が続いている。
,,▲,高級レストラン（スタッフ）,お客様の様子,・６月は下旬から来客数が増えてきたものの、全体では前年をやや下回った。新型インフルエンザは終息したようだが、レストランではその余波が続いている。
,,▲,観光型ホテル（経営者）,来客数の動き,・景気悪化や新型インフルエンザに関する報道が、消費マインドを過剰に悪化させている。ゴールデンウィークには、そこそこ動きがみられた観光客も、今月は平日、休日にかかわらず動きが止まっており、年金世代の動きも弱くなってきている。観光客の動きは過去にないほどの落ち込みとなっている。
,,▲,旅行代理店（従業員）,販売量の動き,・ホテル業者のインターネット販売が伸びている影響で宿泊券の需要が伸び悩んでいる。また、景気低迷の影響で、業務旅行の受注も落ち込んでいる。ただ、海外旅行については、前年を上回る販売額となった。
,,▲,旅行代理店（従業員）,単価の動き,・夏の繁忙期を迎え、売上の増加する時期だが、今年は取扱人員数の割に売上が伸び悩んでいる。特に海外旅行において、その傾向が顕著に表れている。
,,▲,旅行代理店（従業員）,お客様の様子,・周年記念、例年又は隔年で定期的に実施しているなどの理由がないと、旅行消費につながらない傾向が強くなっており、新たな需要が発生している実感がない。また、定額給付金の給付も需要喚起にはつながっていない。
,,▲,タクシー運転手,販売量の動き,・観光客の減少が影響している。３か月前と比べて、売上は約４％下回っており、前年と比べても約５％下回っている。
