Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,乗用車販売店（営業担当）,販売量の動き,・販売量が前年から５％ほど増加している。
,,○,観光名所（職員）,来客数の動き,・来場者数が前年比103％と増加しており、好調に推移している。
,,□,商店街（代表者）,単価の動き,・１月はバーゲンがあり、１週目はそれなりに動きがみられたが、２週目以降はプライスが通らなくなる傾向が強く、かなりの単価低下がみられた。
,,□,一般小売店［酒］（経営者）,販売量の動き,・本来なら１月は新年会が行われる月だが、今年は新年会そのものが減っている。得意先の話によると、新年会の出席人数が10％程度減っているようであり、２次会に流れる客も少なくなっている。そのため酒の販売量も相変わらず伸び悩んでいる。
,,□,スーパー（役員）,単価の動き,・客単価が前年比102.2％、商品単価が前年比100.5％と前年を上回っていることに加えて、買上点数、来客数の伸びが大きいことから、売上は前年比105％台となることが見込まれている。前年比の推移から、売上は今月も好調に推移している。
,,□,家電量販店（経営者）,お客様の様子,・年末需要が一段落して、客の購買意欲が下がっており、大きな動きはみられない。
,,□,家電量販店（店員）,それ以外,・薄型テレビ、ＤＶＤレコーダーなどが前年実績を上回って売れているが、全体の売上金額に大きな伸びはみられない。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・今必要な医薬品など、必要最小限のものは購入するが、プラスワンでの推奨品の動きが今一つである。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格の高騰によって節約ムードがまん延している。
,,□,高級レストラン（スタッフ）,来客数の動き,・客単価は維持できているが、来客数、特に宿泊客数の減少により、売上は前年から10％以上の落ち込みとなった。
,,□,一般レストラン（スタッフ）,お客様の様子,・客との会話のなかで、諸物価の値上げや定率減税廃止等による給与の減少等から、生活防衛のために外食頻度を減らしているとの話を聞いている。
,,□,タクシー運転手,来客数の動き,・札幌のタクシーは、12月17日に平均9.2％の値上げを行ったが、景気全般が良くないせいか、値上げ後の効果がみられない。１月の売上は前年をやや下回っている。
,,□,タクシー運転手,お客様の様子,・札幌では、年末に11年ぶりのタクシー運賃値上げがあり、運送収入の増加が期待されたが、現在のところは思ったような伸びがなく、値上げの効果が出ていない。今冬の灯油、ガソリンの高騰により公共交通機関に客が流れているようである。
,,□,観光名所（役員）,来客数の動き,・引き続き、国内団体客が減少しているが、好調な外国人客の入込により穴埋めできている。来客数は前年比プラスとまずまずの数字を計上できる見込みにある。
,,□,住宅販売会社（従業員）,単価の動き,・販売量の低下がどん底の状態にある。小口の工事についても頭打ちの状態であり、非常に状況が悪い。
,,□,住宅販売会社（従業員）,お客様の様子,・最近の金利状況や今後の税率アップの話題などから、客が様子見をしている様子がうかがえる。
,,▲,商店街（代表者）,来客数の動き,・１月は真冬日が続き、冷え込みが厳しかったことから、中高年の来店が減少している。灯油販売店こそ、寒さで需要が伸びたことから売上が伸びているが、全般的には、業種を問わず売上が前年割れとなっている。
,,▲,商店街（代表者）,販売量の動き,・スニーカー、ブーツ類の販売が前月より落ち込んでいる。
,,▲,商店街（代表者）,お客様の様子,・灯油の大幅な値上げ、食品の値上げなど、消費者にとって直接家計に響くようなことが続いている。ただでさえ慎重な買い方であったが、更に買い控えが進んできている。
,,▲,一般小売店［土産］（店員）,来客数の動き,・10～12月の来道客数は前年から５～10％減少しており、特に団体客数は15％ほど減少している。原油や生活用品の物価高が、北海道観光の移動費、土産物、食べ物の売上単価を落としている。
,,▲,百貨店（売場主任）,お客様の様子,・初売りから来客数の減少、単価の低下がみられ、大きなマイナスで推移した。月を通して回復傾向はみられず沈んだままであり、ここ２～３か月連続して同じような状況となっている。
,,▲,百貨店（売場主任）,来客数の動き,・原油高騰の影響により財布のひもが非常に固くなっている。１月に行われた催事でも、余計なものは買わないという様子が見受けられた。
,,▲,百貨店（販売促進担当）,お客様の様子,・年明けの冬物セールが思惑どおりにいかなかった。前年末のファッションの不振はセール待ちとされていたことから、その反動で年明けのセールの好調が予測されたものの、好調に推移したのは初日のみで２日目以降は大きく失速している。相次ぐ諸物価の上昇に、客が過敏に反応し、生活防衛に走っているようである。
,,▲,スーパー（店長）,販売量の動き,・１月の販売量は前年比97％となっている。売上が伸びてこないことから、利益確保のために特売商品の限定数量を少しずつ減らしており、そのため総販売量が減少している状況である。
,,▲,スーパー（企画担当）,単価の動き,・相次ぐ食品の値上げや灯油、ガソリンの値上げにより、客の生活防衛意識が高まっている。即席めんやカップめんの動きが鈍っている一方で乾めんやパスタの動きが活発になっているほか、米、ハム、ソーセージなどのタイムサービスバーゲンに長蛇の列ができており、商品の動きや客の動きが変化してきている。
,,▲,コンビニ（エリア担当）,来客数の動き,・正月明け以降、来客数が伸び悩んでいる。幸いにも客単価は上昇しているが、来客数が戻ってこないことが懸念材料である。就労目的の人口流出が発表されている数字以上に多いとみている。
,,▲,コンビニ（エリア担当）,お客様の様子,・ガソリンの高騰、食品の値上げの影響で消費者の買い方がシビアになっている。１食当たりの購入金額を減らし、なるべく安い特売商品を購入しているようである。
,,▲,コンビニ（エリア担当）,単価の動き,・客単価の低下が続いている。食品の値上げの影響から、同一商品群でも安い商品の購入に特化してきているようである。
,,▲,衣料品専門店（店長）,販売量の動き,・冬物衣料の動きが悪く、商店街でイベントを行っても落ち込んだままである。
,,▲,家電量販店（地区統括部長）,販売量の動き,・初売りは前年並みに売れたが、初売り以降は成約率が低く、薄型テレビや冷蔵庫といった大物商品の販売量が、前年と比べて落ち込んでいる。
,,▲,高級レストラン（スタッフ）,来客数の動き,・観光客の入込が特に悪い。天候等の影響もあったのか、観光客の来店は前年から10％も減少している。また通常、週末は平日の約２倍の来客数となるが、今月は1.7倍止まりとなっている。
,,▲,高級レストラン（スタッフ）,販売量の動き,・灯油高と降雪が売上に響いている。ランチと個室は、女性客と団体客が減少したことから前年を30％下回った。地方のレストランは、客単価の減少に歯止めが掛からず、バイキング店では、食材原価の上昇で大打撃を受けている。
,,▲,観光型ホテル（経営者）,来客数の動き,・道外ツアー客の入込が良くない。地元客もさっぱりである。
,,▲,観光型ホテル（経営者）,来客数の動き,・前年と比べて来客数がやや少なくなっている。内訳をみると、個人客に変化はみられないが、団体客が減ってきている。
,,▲,観光型ホテル（スタッフ）,単価の動き,・観光客の消費は全般的に低単価商品を選ぶか、買上点数を減らす傾向にある。原油高などの影響で財布のひもをしっかりと閉めているようである。
,,▲,旅行代理店（従業員）,お客様の様子,・原油高騰により旅行商品に影響が出始めている。物価高感もあり、業務性以外の商品の先行受注は低調である。
,,▲,旅行代理店（従業員）,販売量の動き,・来店客が前年から５％ほど減少している。
,,▲,旅行代理店（従業員）,来客数の動き,・前年と比較して１月の受注状況が明らかに悪化しており、客の財布のひもがかなり固くなっている。
,,▲,通信会社（企画担当）,販売量の動き,・携帯電話の販売競争が激化しており、安い料金プランを伴った端末購入に客が移行しつつある。そのため客の利用料金の総額が減少傾向となっている。
,,▲,美容室（経営者）,お客様の様子,・来店間隔が以前よりも長くなっており、それに伴い売上も減少している。売上は、ここ２か月連続して前年から10％程度の減少となっている。
,,×,コンビニ（オーナー）,単価の動き,・ガソリンの値上げが大きく影響しており、客の買い控えや単価低下が見受けられる。今回発生した食品の安全問題の影響も懸念される。
,,×,スナック（経営者）,来客数の動き,・全体的に客が減りつつある。前年と比べると、間違いなく客が減ってきている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,＊,＊,＊
,,□,輸送業（経営者）,取引先の様子,・全体の輸送量は少し増えているが、燃料の高騰が大きく影響している。ここ３か月同じような状況が続いている。
,,□,その他サービス業［建設機械リース］（支店長）,競争相手の様子,・３月の決算期を前にして商談が少ない。
