Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,その他専門店［医薬品］（経営者）,単価の動き,・ここ数か月、風邪薬やクリーム等の季節商材の売行きが非常に悪かったが、３月はようやく平年並みに回復した。
,,○,高級レストラン（スタッフ）,販売量の動き,・全体での売上は前年比114％となった。部門別にみると、昼食は、広告メニューが好評で前年比で25％増加した。夕食は、統一地方選挙の影響から個人客が減少しており、前年比で15％減少した。一方、個室は企業の利用が増えて前年比200％を超えた。近年３月は企業の利用が少なかったため、今年は利益の出た企業が増えたように感じる。
,,○,観光型ホテル（経営者）,単価の動き,・宿泊者数はそこそこであるが、宿泊単価が上向いているほか、売店等の付帯収入についても単価の伸びが著しい。全体の伸び率としては決して大きくはないが、３年前の売上水準に戻ってきている。
,,○,旅行代理店（従業員）,販売量の動き,・３月に入り、来客数が増加している。添乗員付きの旅行が売れていること、また時期的なことから、退職者による利用が多いことがうかがえる。
,,○,観光名所（役員）,販売量の動き,・ロープウェイの輸送人員は、前年比で５％の増加となっている。
,,○,美容室（経営者）,来客数の動き,・今月は売上、来客数とも前年比３％程度増加しており、久々に活性化している。
,,□,商店街（代表者）,来客数の動き,・今年は春の訪れが早く、安定した天候となっており、業種によって若干のぶれはあるものの、総体的に前年比では良くなっている。
,,□,商店街（代表者）,販売量の動き,・気温の上昇に伴い、来客数が増加しているものの、売上は伸びていない。
,,□,商店街（代表者）,お客様の様子,・前年10月から売上の低迷が続いている。暖冬の影響も大きいが、消費者の様子をみると、生活防衛型の消費行動となっており、不要不急な商品については特に慎重になっていると感じる。
,,□,商店街（代表者）,お客様の様子,・出足はまずまず好調だったが、天候や気温の変化が大きく、春物商材の最盛期であるにもかかわらず、今一つ客の購買意欲が安定していない。このため、春物商材の安定的な売上がみられなかった。
,,□,一般小売店［酒］（経営者）,販売量の動き,・例年なら３月は、企業の歓送迎会、学校の謝恩会等、外での飲食の機会が大変多い季節だが、今年は統一地方選挙を控えていることもあり、思いのほか会合が行われていない。このため、得意先である飲食店への入込数が少なくなっている。
,,□,百貨店（売場主任）,お客様の様子,・依然として客の慎重さがうかがえる購買動向となっている。衣料品では春物商材が思いのほか伸びていない。
,,□,スーパー（役員）,単価の動き,・３月に入り客単価が前年比で0.5％低下しているが、来客数、買上点数が増加しており、既存店ベースでの売上高は前月と同様に前年比で１％強増加している。
,,□,コンビニ（エリア担当）,お客様の様子,・暖冬の影響で、買物等の移動に不便がないため、客が郊外の大型店に行く機会が多く、コンビニの需要が減少しており、来客数に影響を及ぼしている。
,,□,コンビニ（エリア担当）,来客数の動き,・少雪で足場が良かったため、遠方のスーパーに客が分散した１～２月と比較すると回復傾向にあるものの、来客数は前年割れが続いている。売上は前年を上回っているが、依然としてたばこ増税に伴う単価の上乗せ要因が強い。
,,□,家電量販店（地区統括部長）,販売量の動き,・ＡＶ機器は薄型テレビが順調に販売台数を伸ばしている反面、単価の低下が著しく、結果として横ばい状態である。その他の商品も好不調の波が顕著に現れており、家電全体でも横ばいの状況となっている。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量については一向に回復感がなく、相変わらず前年割れで推移している。
,,□,乗用車販売店（従業員）,単価の動き,・例年、この時期は一番売上の良い時期であるが、今年は新型車が投入されたにもかかわらず、前年とあまり変わらない。
,,□,乗用車販売店（営業担当）,販売量の動き,・売上の前年比が伸びておらず、苦戦している。
,,□,その他専門店［ガソリンスタンド］（経営者）,競争相手の様子,・販売量の伸び悩みから価格競争に陥っている。
,,□,高級レストラン（スタッフ）,来客数の動き,・前半は平日の客の入りが特に悪く、来客数が前年比で10％の減少となっていた。後半から徐々にではあるが前年を上回る日が続いているものの、全体では前年を下回っている。
,,□,観光型ホテル（経営者）,来客数の動き,・来客数、売上とも前年比で２％程度のマイナスだが、平年ベースで考えると平均的な売上であり、全体としては変わらない。
,,□,旅行代理店（従業員）,来客数の動き,・客の来店に波があり、来客数が前年より悪化している。
,,□,旅行代理店（従業員）,お客様の様子,・２～３月の客の様子をみると、客の動きが少し活発化したようであったが、このような傾向が長続きしない。ここ数日の客足や予約状況をみると、客の動きが鈍ってきているように感じる。
,,□,タクシー運転手,お客様の様子,・客の様子をみると、普段はバス、電車、地下鉄等の公共交通機関で移動しており、タクシーを利用するのは悪天候の時や急ぎの時などとなっているようだ。
,,□,タクシー運転手,販売量の動き,・例年３月は人事異動の時期なので、送別会や謝恩会が催され、夜の街も多少はにぎわいがあるはずだが、今年は期待ほどではない。統一地方選挙を控えていることなどから、関係者が夜の街を出歩くのを控えているようだ。暖冬で雪が無いことも利用客の減少に拍車を掛けている。
,,□,その他サービスの動向を把握できる者,来客数の動き,・天候不順の影響で、前年に比べてフェリーの運休回数が多かった。
,,□,住宅販売会社（経営者）,販売量の動き,・戸建住宅の販売が相変わらず低調に推移している。
,,▲,百貨店（販売促進担当）,販売量の動き,・２月までの暖冬で春物商材がいち早く動いたものの、３月に入ってからの気温低下、降雪により顧客の購買心理に冷や水を浴びせた格好となり、春物商材の動きが急激に鈍っている。ファッションは購買時期が重要なので、時期を逸した状況下で顧客の購買心理が好転することは望めない。
,,▲,スーパー（店長）,販売量の動き,・北海道全体での既存店の売上高は前年比95.1％であり、２月からは2.4％のマイナスとなっている。部門別にみると、衣料品が前年比93.6％、住居用品が98.1％、食品が98.5％、専門店が89.8％となっている。２月との比較でも衣料品と専門店のマイナスが大きく、全体としては悪化傾向にある。全国の比較では住居用品、食品、専門店が遅れをとっている。
,,▲,コンビニ（オーナー）,単価の動き,・全体的に買上単価が低下している。客の来店状況をみると、地元客が減り、地元以外からの観光客が多くなっているなど、地元客の動きが消極的になっている。
,,▲,衣料品専門店（店長）,来客数の動き,・統一地方選挙の準備等での外出が増えたり、天候もあまり良くなかったため、商店街への人出が非常に少なかった。
,,▲,家電量販店（店員）,来客数の動き,・安売りの店に客が集まっているようであり、前年と比べると来客数が少し減っている。また客は必要な物しか買わない傾向にあり、新入学セットの単価も低下している。
,,▲,乗用車販売店（従業員）,販売量の動き,・２月はそれなりに客の動きがあったが、３月に入ってからは、例年と比べても極端に客足が減少しており、販売量も落ち込んでいる。
,,▲,一般レストラン（スタッフ）,来客数の動き,・前月まではランチタイムの来客数が減少する一方でデイナーの来客数は前年並みであった。しかし今月はランチタイム、デイナーともに来客数が前年割れとなった。
,,▲,スナック（経営者）,来客数の動き,・今年に入り、１～２月と売上が伸びていたが、３月に入ってからは、ぴたりと客足が止まっており、この３年間で一番売上が少なくなっている。選挙の年は悪いと言うが、歓送迎会の月であるにもかかわらず、繁華街は静かなものである。
,,▲,旅行代理店（従業員）,来客数の動き,・売上が前年比で20％程度減少している。
,,×,スナック（経営者）,来客数の動き,・３月に入ってから、歓送迎会があるかと思っていたが、思ったよりも少なく、前年を下回る状態となっている。
,,×,タクシー運転手,来客数の動き,・景気が低迷しているせいか、最近はタクシーの利用が天候に左右されることが多い。今年は３月の中旬に雪が降ったりしたが、それ以降は暖かい日が続いており、前年よりもタクシーの利用客が大きく減少している。
,,×,住宅販売会社（従業員）,販売量の動き,・最近は販売量が低迷していたが、更に状態が悪くなっている。販売単価自体も低下している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,輸送業（経営者）,取引先の様子,・営業努力もあるかも知れないが、輸送関係の物の流れが少し良くなっている。
,,○,通信業（営業担当）,受注価格や販売価格の動き,・以前は価格に敏感であった客も、最近は納期や品質を重視するようになっており、商談時の視点の変化がみられる。デフレ意識からの脱却を客から感じる。
