Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,一般小売店［酒］（経営者）,販売量の動き,・５月はゴールデンウィークがあり、郊外に出かけて飲食をするシーズンになってきたことから、３か月前と比べて、客先が明るくなった様子がうかがえる。ただ、本格的な景気の回復にはまだまだ時間がかかる。
,,○,百貨店（役員）,販売量の動き,・今月はホームセンター部門が好調に推移し、久しぶりに前年実績を上回った。好天に恵まれ、気温が高かったことから、特に園芸品などが好調であった。一方で、百貨店部門は引き続き厳しく、良くなっているとは言い難い部分もある。
,,○,スーパー（企画担当）,お客様の様子,・景気回復の兆しとまではいかないが、客単価の動きや平日の客の買物の様子を見る限りでは、前年秋以降の暗さはうかがえない。底を打ったように感じる。
,,○,コンビニ（エリア担当）,来客数の動き,・タスポ効果が一巡したが、売上、来客数ともに前年を上回っており、懸念していたタスポ効果の反動は予想より小さいものとなっている。
,,○,家電量販店（経営者）,販売量の動き,・定額給付金の給付開始とそれにあわせて発売されたプレミアム付商品券に加えて、省エネ家電のエコポイント制度の開始など、家電業界への追い風が強まっていることから、売上が顕著に伸びている。
,,○,家電量販店（店長）,単価の動き,・エコポイント制度の開始にともない、指定３品種の動きが良くなりつつある。ただ、それ以外の商品は低迷したままである。
,,○,乗用車販売店（従業員）,販売量の動き,・環境対応車購入時の減税効果により、売上が約20％増加している。ただ、今後については不安である。
,,○,その他専門店［医薬品］（経営者）,来客数の動き,・長いトンネルを抜け出たかのように、売上が前年を大幅に上回っている。ただ、地道な顧客対策が実を結びつつあることによるものなのか、新型インフルエンザの効果によるものなのか、判断の付かない部分がある。
,,○,美容室（経営者）,お客様の様子,・落ち込んでいた客の来店頻度が前年並みに回復しており、３か月前よりも動きが良くなっている。
,,□,商店街（代表者）,販売量の動き,・５月前半は、ゴールデンウィークが好天に恵まれ、桜が満開となったことに加えて、高速道路料金引下げなどのプラス材料があり、中心街周辺のホテル、飲食店の売上は前年を１～２割上回ったが、後半は新型インフルエンザの影響による来街者の減少と前半の反動減がみられ、全体では前年並みの売上となった。
,,□,商店街（代表者）,お客様の様子,・消費者の先行き不安を受けて、相変わらず客の慎重な買い方が続いている。特に季節商材については、セールを行っても客の反応が悪くなってきている。
,,□,商店街（代表者）,来客数の動き,・最近の全国的な不景気の流れを受けて、主婦を中心とした午前中の来客が大きく減っている。３か月前と比べて売上は悪いまま変わらない。
,,□,商店街（代表者）,お客様の様子,・客の動向をみると、景気があまり良くないことや先行きへの不安などから、相変わらず買い控えが続いている。
,,□,商店街（代表者）,来客数の動き,・ゴールデンウィークの来街者数は、前年の７～８割程度と少なかったが、プレミアム付商品券の発売期限が５月22日までということもあり、月後半は中心街に足を運ぶ人が増加した。
,,□,百貨店（売場主任）,販売量の動き,・前年にはなかった企画を実施したことから、売上は過去３か月のトレンドである前年比80％台前半を上回る前年比92％となる見込みとなっている。ただ、企画の反動も出ており、来月まで影響しそうな状況であることから、全体的な傾向としては変わらない。
,,□,百貨店（販売促進担当）,お客様の様子,・今月に入り、来客数の減少幅が拡大している。ファッションと異なり、比較的好調に推移してきたインテリア雑貨、生活雑貨など、低単価の商品まで不況の影響を受け始めている。消費者の生活防衛意識の高まりにより、客単価、商品単価とも上昇が見込めないなか、入店客数、買上客数の減少は売上減少に直結するため、相変わらず厳しいままである。
,,□,スーパー（企画担当）,販売量の動き,・パン、サラダ油などの食品やトイレットペーパーなどの日用品の値下げが続いており、売上の厳しい状況が続いている。一方で、低価格弁当が大きく販売量を伸ばしており、同じ最寄品でも価格感応度に違いが出てきている。
,,□,スーパー（役員）,単価の動き,・前月と同様に、商品単価が低下傾向で推移している。客１人当たりの買上点数が前年比で２～３ポイント上昇しているが、商品単価の低下により、客単価は相変わらず前年比で0.2～0.3ポイントの低下で推移している。チラシ販促においても、均一価格の商品が増えるなど、商品の価格帯を減らす傾向にある。
,,□,コンビニ（エリア担当）,来客数の動き,・タスポ導入から１年が経過したこともあり、たばこの販売量は前年を下回っている。しかしながら、それ以外の商品の動きは前年を上回っており、特に低価格商品の販売量が増加している。売上、来客数ともに引き続き前年を上回っている。
,,□,衣料品専門店（店長）,お客様の様子,・客との会話から、今後景気が良くなるという考えを持っていないことがうかがえる。
,,□,衣料品専門店（店長）,販売量の動き,・開店したばかりであるため、前年との比較はできないが、他店の状況をみると買上客が引き続き減少傾向にある。店内に入ってきても商品を買わないで帰る客も多く、１人当たりの買上点数も減少傾向にある。
,,□,高級レストラン（スタッフ）,来客数の動き,・ゴールデンウィークは、曜日配列の良さもあり、相当の入込がみられた。当初はゴールデンウィーク後の反動を危惧したが、特に落ち込みもみられず、最終的な売上は前年比113％となった。ただ、ゴールデンウィークのプラス分を除くと、前年並みの売上であった。
,,□,旅行代理店（従業員）,販売量の動き,・新型インフルエンザの影響がみられた。
,,□,旅行代理店（従業員）,お客様の様子,・新型インフルエンザの影響を受けて、公務や公共性の高い組織の出張、教育旅行を中心に、関西方面への旅行の取消しがみられた。また、海外派遣交流事業の延期も発生した。
,,□,タクシー運転手,競争相手の様子,・今月はタクシー会社が１社廃業しており、５年前に10社あったタクシー会社が現在では７社となっている。業界では、次に廃業するのはどこかと噂されている状況である。現金商売のタクシーが廃業しなければならないところまで景気が落ち込んでいるのが今の実態である。
,,□,タクシー運転手,来客数の動き,・引き続き電話注文数が減少しており、来客数も減少している。
,,□,通信会社（企画担当）,販売量の動き,・今年に入り、通信サービスへの加入者数が緩やかに伸びている傾向が続いている。
,,□,観光名所（役員）,来客数の動き,・５月の観光入込は、高速道路料金引下げ等によるマイカー客の増加や、天候に恵まれたことにより、ゴールデンウィーク期間中は前年を上回ったものの、ゴールデンウィーク以降はこれまでと同様に、来客数の低迷が続いており、状況に変化が感じられない。
,,□,美容室（経営者）,販売量の動き,・今月の売上は前年を上回っているが、非常に売上が悪かった４月の反動によるものなのか、景気の回復によるものなのか、判断が付かない。
,,□,設計事務所（所長）,来客数の動き,・例年と比較して問い合わせが少なく、ほとんどみられない。あってもかなり慎重な様子がうかがえる。
,,□,設計事務所（職員）,それ以外,・新規着工の建築工事が相変わらず少ない。近々予定されている10億円程度の国の建築工事の入札では、大手を始めとする20社近くの建設会社が応募しており、落札を目指してしのぎを削っている。
,,□,住宅販売会社（経営者）,お客様の様子,・倒産する会社が多いことから、客のムードが非常に悪くなっている。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・新型インフルエンザの報道を受けて、観光客が激減している。
,,▲,百貨店（売場主任）,単価の動き,・セール拡大の影響もあり、客単価が大きく落ち込んでいる。販売量は前年を上回っているが、売上は２けたのマイナスとなっている。特に宝飾を含む特選品、家具等の高額品において、買上単価が大きく落ち込んでいる。顧客の目は必要最小限の安価な商品にしか向いていないことがうかがえる。
,,▲,スーパー（店長）,販売量の動き,・ゴールデンウィーク明けから売上が低迷しており、販売量も前年を５％ほど下回っている。
,,▲,スーパー（店長）,単価の動き,・母の日のギフト関係の客単価が前年を下回っており、ゴールデンウィーク中の客単価も前年割れが続いていた。客単価の動きからは回復基調にないことがうかがえる。
,,▲,コンビニ（エリア担当）,単価の動き,・ゴールデンウィーク後、客単価が大きく低下している。特に特売品以外の購入を控える傾向が目立っており、買物量自体が少なくなってきている。
,,▲,家電量販店（店員）,来客数の動き,・来客数が前年を下回っている。エコポイント制度の始まった５月15日以降もエコポイント対象商品だけが動いている状況であり、全体の売上は前年実績には届かなかった。
