Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,来客数の動き,・暖かい日が続いたこともプラスとなり、売上は前年比109.6％、一昨年比110.4％となった。外国人観光客による売上が全体の33％を占めるなど、好調だったほか、国内客の客単価も10％上昇した。
,,○,商店街（代表者）,販売量の動き,・春になるにつれて販売量が増えてきている。
,,○,百貨店（営業販促担当）,来客数の動き,・前年と違い天候が安定していたこと、雪解けが早かったことから、春物の動きが好調である。特に婦人靴、衣料品などの動きが良い。来客数が安定していることで食品も前年実績並みで推移している。
,,○,コンビニ（エリア担当）,来客数の動き,・来客数が回復傾向にある。また、アルコール類の売上が回復しているなど、生活必需品ではないし好品の売上が増加しており、景気はやや良くなっている。
,,○,衣料品専門店（店長）,お客様の様子,・客単価が若干低下しているものの、前年の衣替えの際に買い控えしていた客が多かったことから、客単価の落ち込み分を上回る販売量の増加がみられる。
,,○,乗用車販売店（経営者）,来客数の動き,・週末のイベントの来客数が増えている。それに伴い受注量も増えてきている。中古車のイベントも盛況であり、前年を上回る受注量となっている。
,,○,その他専門店［ガソリンスタンド］（経営者）,来客数の動き,・雪解けが早かったため、自動車用燃料の販売が好調である。ただ、暖房用灯油の販売が低調であった。
,,○,高級レストラン（スタッフ）,販売量の動き,・北海道ふっこう割の駆け込み需要の影響で３月の売上は前年を上回った。ランチは気温が低下した下旬の来客数が減少したが、夜間は特に地元の団体客による利用が増えた。月末になり顧客の一部が顔を見せなくなっていることから、統一地方選挙に向けて選挙活動が忙しくなっているとみられる。市内のホテルでは、卒業旅行や家族旅行での利用増加が著しいようだ。
,,○,観光型ホテル（スタッフ）,来客数の動き,・北海道ふっこう割がプラス要因となり、景気はやや良くなっている。冬季スポーツイベントなどを目的とした客も効率良く取り込むことができている。
,,○,通信会社（企画担当）,お客様の様子,・災害時の通信サービスに優位性があることを客に理解してもらえていることで、他社から乗り換える客が想定の倍以上みられるなど、販売量が伸びている。
,,○,観光名所（従業員）,来客数の動き,・３月27日時点の来客数が前年比106.6％となるなど、上向きで推移している。こうした傾向は３か月前から継続している。今年の冬は穏やかな天候で個人客の動きが活発であったほか、北海道ふっこう割の効果でツアー客の入込が好調であり、そのことが追い風となっている。
,,○,美容室（経営者）,来客数の動き,・今年は例年よりも雪解けがかなり早かったため、来客数が増加している。技術売上及び関連商材の売上は共に５％程度の増加となっている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・例年と比較して僅かではあるが、閑散期の観光客数が増加傾向となっている。
,,□,商店街（代表者）,お客様の様子,・日々の販売額に大きな変化はみられない。ただ、客の動きをみると節約志向が強まっている。
,,□,商店街（代表者）,来客数の動き,・地域住民については、日配品の購入目的以外に来街する客が少ない。また、春休みの学生の遊興施設への立入りについては、区域内歩行者の様子をうかがう限り、例年以下とみられる。道内外からの観光客やビジネス客についても、駐車場やホテルの出入りをみる限り、例年以下とみられる。
,,□,商店街（代表者）,販売量の動き,・今年は雪解けが早かったことから、売上の増加を期待していたが、大きな変化はなかった。景気は悪くないが、良い印象もない状況である。
,,□,一般小売店［酒］（経営者）,販売量の動き,・３か月前の12月は１年で最も多忙な月であるため、３月の売上は12月と比較すると良くないが、今年は月初めから売上が好調に推移しており、前年比110％を達成している。ただ、身の回りの景気が良いという実感は余りない。
,,□,百貨店（販売促進担当）,来客数の動き,・３月の来客数は横ばいで推移しており、購買率も横ばいが続いている。客単価が上向いていることから、全体売上はプラスとなっているが、単価上昇の要因は外国人観光客の恩恵による部分が大きく、一般客については客単価や購買率の低下傾向から脱却できていない。
,,□,百貨店（役員）,販売量の動き,・競合店が１月末で閉店したことの影響がいまだにみられない。
,,□,スーパー（店長）,来客数の動き,・買上点数や客単価は前年並みであるが、専門店を含めた全館での来客数が減少している。目的買いの客がほとんどであり、衝動買いをするような客は少ない。
,,□,スーパー（店長）,お客様の様子,・来客数は増えているが、３月上旬の気温上昇に伴い、雪解けが一気に進み、例年よりも道路状況が格段に良いことが、広域からの集客につながっているだけである。客単価や購買商材の動向などに大きな変化はみられないため、景気は変わらない。
,,□,スーパー（役員）,来客数の動き,・来客数の前年割れが続いている。３月はここ数か月で最も落ち込みが大きかった。天候の影響もあるが、これまで前年を下回ることのなかった平均買上点数が、３月は約２％落ち込んでおり、客の買い控えが感じられる。
,,□,スーパー（役員）,販売量の動き,・気温の変動が激しく、売る商材と売れる商材が絞れない状況となっている。
,,□,コンビニ（エリア担当）,お客様の様子,・時間帯によるが、観光客の流れが生じている地域が増えている。
,,□,乗用車販売店（従業員）,販売量の動き,・来客数、販売台数共、前年並みであり、まだまだ足踏み状態が続きそうである。
,,□,高級レストラン（スタッフ）,販売量の動き,・例年、春休みは小さな子供連れの家族、若い世代の客が多い。また、ランチタイムは団体客が多く、特に国内観光客が目立っている。当地滞在中に３日連続で来店する客がみられるなど、サービス、料理に満足してもらえている様子もうかがえる。前月に引き続きアイドルタイムに来店する客も多く、スイーツやドリンクなどが売れている。売上は前年を50％以上上回るなど、好調が続いている。
,,□,高級レストラン（スタッフ）,来客数の動き,・様々な要因が複雑に絡み、売上が増加する日と減少する日がみられる。要因の特定は難しいが、レストランの現実として来客数が減少傾向にある。
,,□,スナック（経営者）,来客数の動き,・統一地方選挙を控えて売上がやや落ち込むとみられたが、結果的に影響はみられなかった。このまま良い状況で推移することが期待できる。
,,□,旅行代理店（従業員）,お客様の様子,・雪解けが早く、農家での作業着手が例年よりも早まっており、年度末における間際需要がさほどみられない。統一地方選挙もあるせいか、市場の動きは落ち着いている。
,,□,旅行代理店（従業員）,お客様の様子,・法人需要について、ゴールデンウィークの長期化や消費税増税前の駆け込み需要などの影響がみられない。
,,□,タクシー運転手,販売量の動き,・ほぼ前年並みの数字で推移しているものの、運転手の人手不足が深刻な状態となっている。公的な支援が望まれる。
,,□,タクシー運転手,単価の動き,・３月の全体的な売上は２～３割の落ち込みとなっており、２～３か月前と変わらない。タクシー部門は僅かではあるが増収となったが、そのほかの部門は厳しい状況が続いている。この先も変動はみられない。
,,□,美容室（経営者）,販売量の動き,・売上は前月よりも良いが、前年並みの水準となっている。ここ３か月の平均をみる限り、景気は良くなっていない。
,,□,美容室（経営者）,お客様の様子,・今年のゴールデンウィークの10連休を手放しで喜んでいる客の少なさに驚いている。10連休により、売上にどのような変化が起こるのかを今から心配している。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームに来訪する客の多くが、消費税増税を前にして、購入に慎重な姿勢を取っている。
,,▲,商店街（代表者）,来客数の動き,・天候不順による季節外れの大雪などで来客数が10～15％減った。
,,▲,百貨店（売場主任）,販売量の動き,・３か月前と比べて、全体売上の前年比が低下している。食品などの身の回り品は好調であるが、宝飾、時計などの高額品の動きが悪くなっている。
,,▲,スーパー（店長）,来客数の動き,・３か月前の12月は年末商戦の盛り上がりもみられず終わった。その後、１月に競合店が閉店したことで、その店の客が当店に流れてくるようになり、２月は久しぶりに前年並みの売上となったが、３月は以前と同様の下降トレンドに入っている。
,,▲,スーパー（企画担当）,来客数の動き,・前年の秋口以降、データからも店頭での実感からも、客の来店頻度が明らかに低下している。
,,▲,コンビニ（エリア担当）,単価の動き,・来客数の割に売上が落ち込んでいる。ビールなどのし好品の売上が大きく落ちていることから、客の生活に余裕がないことがうかがえる。
,,▲,家電量販店（店員）,販売量の動き,・３月の売上は前年をやや下回った。来客数も前年を下回っており、１人立ちセットを購入する客も減っている。
