Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,商店街（代表者）,お客様の様子,・気温が高くなるなど、天候に恵まれ、客の動きも非常にスムーズになっている。
,,◎,一般小売店［土産］（店員）,来客数の動き,・３か月前に比べると新千歳空港利用の乗降客数は増えている。北海道観光が去年から少しずつ回復してきたといえる。要因はよく分からないが、愛知万博の効果で国内旅行の需要が喚起されている面もあると考えている。
,,◎,旅行代理店（従業員）,来客数の動き,・前年比で110％の来客数となっている。
,,○,商店街（代表者）,お客様の様子,・天候が安定しており、夏物が比較的安定した売上を確保している。
,,○,一般小売店［酒］（経営者）,販売量の動き,・６月に入り、割と天候に恵まれたこともあり、得意先への来客数が増えていると感じる。それが当店の売上にも影響してきている。
,,○,百貨店（役員）,お客様の様子,・今月に入ってから雨の量も少なく、夏型の天候が続いているので、季節商材、特に夏物衣料の動きが目立つ。またタイミングの良いサマーバーゲンも期待通りで、買い方は慎重ではあるが、売上は前年を上回っている。ただし家具等の大型耐久消費財についてはあまり奮わない。
,,○,スーパー（店長）,販売量の動き,・５月より販売量が少し落ちているが、３か月前と比べると少し伸びている。
,,○,コンビニ（エリア担当）,来客数の動き,・新年度に決まった公共工事が始まっており、いくつかの地域で工事需要が発生しているため、若干客数が上向き傾向にある。
,,○,コンビニ（店長）,販売量の動き,・今年は冬が長かった分、ずっと横ばい感があったが、今月は好天に恵まれ、飲料、アイスクリーム、冷凍食品等の買物点数が好調で、ようやく横ばい感から脱した。
,,○,衣料品専門店（店長）,販売量の動き,・商品単価はそれほど変わらないが、客の買上率が上昇しており、販売量が増えている。気温が上がって夏物が売れているという面はあるが、ここ２～３か月の売上の動きは前年比120％と伸びが上向きになっている。
,,○,衣料品専門店（店員）,お客様の様子,・現金で買物する比率が上がっている。
,,○,家電量販店（地区統括部長）,販売量の動き,・ＡＶデジタル商品が堅調で家電をリードしている。ＯＡ機器はやや苦戦しているが、好天によりエアコンが好調である。
,,○,乗用車販売店（従業員）,販売量の動き,・今月は新規客が増えていて、販売台数が前年より増えている。
,,○,観光型ホテル（スタッフ）,販売量の動き,・海外からの旅行客は相変わらず好調で、全体宿泊数の２けた増加の支えになっている。単価は前年より若干低めになっているが、下がり幅は縮小している。
,,○,旅行代理店（従業員）,来客数の動き,・ハワイやアジア、中国方面は伸び悩みをしているが、ヨーロッパを中心に客の動きは好調である。遅れていたハネムーンや家族旅行も動き始めた。
,,○,美容室（経営者）,お客様の様子,・来客頻度が以前より多くなってきている。
,,□,商店街（代表者）,販売量の動き,・６月の週末は好天に恵まれ、アウトドアの動きと関連して、焼肉店の販売量が増えた。豚や鶏は横ばいであったが、ジンギスカンに使うラム肉の販売が好調であった。
,,□,商店街（代表者）,お客様の様子,・６月に入って天候も落ち着き、季節商材の売上も少しずつ上昇気運になってきている。
,,□,商店街（代表者）,単価の動き,・今月は気温の高い日が続き、夏物商戦としては、販売量からみた客の購買状況は悪くはないが、単価の低いものに集中してしまって、全体の売上としては上がっていない状態である。
,,□,商店街（代表者）,単価の動き,・好天が続いているので客数は伸びているが、客単価はそれほど伸びていない。
,,□,百貨店（売場主任）,お客様の様子,・今月は通常価格での夏物の最終消化を図る月だったが、７月の値下げ待ちの客が非常に多くみられた。
,,□,スーパー（店長）,単価の動き,・客数は前年比102％と前年を上回っているが、客単価がなかなか上がらず、売上は前年より５％以上も落ち込んでいる。特に夏物衣料の売上不振が目立つ。
,,□,スーパー（店長）,来客数の動き,・６月は気温上昇により、衣料品は前年比97％と前月から８％のアップとなる。特に父の日のギフト需要や本人需要で売上を一気に稼ぎ出したほか、季節商材の浴衣、Ｔシャツ、サンダル、帽子等は前年比で10％の増加を示している。主力の食品は前年比95％と前月から３％マイナスの状況である。住居用品は、改装に伴う売り尽くしセールやオリンピック需要があった前年と比較して客の対応が弱く、前年比94％となっている。なお、テナント入居している専門店等については前年比91％と前月並みの売上で推移している。
,,□,家電量販店（店員）,来客数の動き,・客数が少しずつ増えてきている。客は色々な店を良く回っている。
,,□,その他専門店［造花］（店長）,販売量の動き,・客の買い方をみると、利用回数が少ないという傾向が続いている。
,,□,高級レストラン（スタッフ）,来客数の動き,・６月に入り、季節的には一番良い時期と考えるが、相変わらず客数が伸びない。前月に続き、10％のダウンとなっている。
,,□,高級レストラン（スタッフ）,販売量の動き,・今月は天候が影響し、昼食はビジネス客が暑さで出歩かない分、売上が下がった。夕食はビールを飲みに来る客が増え、前年の売上を超えた。観光客も順調に来店しているようだった。個室では本州系企業の会合が目立ち、前年を大きく超えた。全体では変わらないが、もう少しでやや良くなると判断できるところであった。
,,□,スナック（経営者）,来客数の動き,・６月に入ってから少しずつ観光客も入り、新しい客が街中を歩いているのを見かける。あまり変わりはないが、少しは良くなっている。
,,□,スナック（経営者）,来客数の動き,・５月はゴールデンウィークもあり、繁華街でお金を使う人は少なかったが、６月は総会などの二次会での利用があり、多少、客の入りは良かった。
,,□,タクシー運転手,お客様の様子,・依然として乗り控えの感がある。６月もイベントがあった割には売上がいまいちである。
,,□,設計事務所（所長）,競争相手の様子,・忙しい事務所とそうでもないところと二極化しているが、全体数として仕事は少ないようだ。リフォーム、改修工事などはそれなりにあるが、新築物件の動きが鈍い。
,,□,設計事務所（職員）,お客様の様子,・温泉地の大手ホテル経営者の話によると、入込客数は前年から10％減とのことである。宿泊客は圧倒的に道内からが多いことから、愛知万博や竹島で代表される外交問題による影響ではなく、北海道の景気が悪いから入込客数が減少していると分析している。
,,▲,コンビニ（エリア担当）,競争相手の様子,・デフレの状況の中、競合店が商品の販売価格を下げている。
,,▲,衣料品専門店（店長）,来客数の動き,・呉服関係の仕事をしているが、近頃は展示会でも客の出足が非常に悪い。
,,▲,家電量販店（経営者）,販売量の動き,・買い控え傾向がますます顕著に現れている。家電品については、故障後の買換えが多く、故障前の買換えはほとんどない。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・イベントやセールでの集客が悪い。
,,▲,観光型ホテル（経営者）,来客数の動き,・緩やかだが、はっきりと来客数が減少している。首都圏や関西からの来客が落ち込み、愛知万博の影響が顕在化してきていると推測される。地元客の動きは依然として良くない。
,,▲,タクシー運転手,来客数の動き,・観光客の入込が前年と比較して落ち込んでいる。また市内の移動人口が少ない。
,,▲,観光名所（役員）,来客数の動き,・函館への観光入込客数、当社のロープウェイ輸送人員とも前年比で１割強の減少となっている。
,,▲,住宅販売会社（従業員）,販売量の動き,・成約するまでの時間が前よりも随分かかりすぎて、同じ時間内でも販売量が著しく落ちている。
,,×,乗用車販売店（営業担当）,販売量の動き,・前年より販売量が大きく下がった。
,,×,タクシー運転手,来客数の動き,・６月はＹＯＳＡＫＯＩソーラン祭りや札幌祭り等のイベントがあり、タクシーの利用を期待していたが、昨年までと比べて極端に減っている。雨の日が少なく、天気の良い日が多かったので、全般的にタクシーの利用客が少なかった。
,,×,住宅販売会社（従業員）,販売量の動き,・販売量の低迷と並行して、単価を低下せざるを得ない状況の現れが、業績低迷の一番の要素となっている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,家具製造業（経営者）,受注量や販売量の動き,・夏場に契約している請負物件が好調である。
,,○,輸送業（支店長）,取引先の様子,・本州向け鉄骨・コンクリート製品等の建設関連物資が順調に推移している。道内もビル、マンション等の建築が発生している。ここにきて建築物件は道内、道外とも好調となってきた。
,,○,通信業（営業担当）,取引先の様子,・ここ最近、取引先の様子として、受注状況が堅調、好調に推移しているとの話が多い。
,,□,食料品製造業（経営者）,受注量や販売量の動き,・荷動きがここ数年来、無いほど低調で、価格も安い。
