Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,一般小売店［土産］（経営者）,お客様の様子,・10月は衆議院選挙や大型台風があったが、引き続き国内観光客の売上が伸びており、全体売上は前年比103％、前々年比で121％と伸びている。北海道にもようやくアベノミクスの恩恵が表れ始めたとみている。ただ、当店に限れば、急激な少子化に伴い漁師の数が大幅に減少していることで原材料価格が上昇しているほか、人件費も上昇しているなど、経営面での影響が生じており、利益が前年から10％程度減少している。
,,○,百貨店（売場主任）,競争相手の様子,・当社の10月の売上は前年比104％前後で推移しており、競合他店も前年比105～108％程度で推移している。当社だけの売上が良いのであれば、前年との施策の違いや品ぞろえの差などが影響しているとみられるが、市内全体的に売上が好調なことから、景気はやや良くなっている。
,,○,百貨店（販売促進担当）,販売量の動き,・前月に引き続き外国人観光客の来店が伸びており、それに伴って客単価も上昇傾向となっている。特に特選ブランドや時計、化粧品で客単価アップ、売上アップが顕著となっている。
,,○,スーパー（店長）,お客様の様子,・比較的、価格の高い商材の売行きが良い。
,,○,コンビニ（エリア担当）,単価の動き,・たばこや酒などの免許品を中心に客単価が上昇するなど、回復傾向がみられる。電子たばこの購入による上乗せや量販店などでの酒類の価格引上げの影響などの特殊要因が中心であるが、そのほかの商材についても客単価が下げ止まってきた。
,,○,乗用車販売店（従業員）,販売量の動き,・わずかではあるが、来場数や新車販売台数が前年よりも伸びている。
,,○,自動車備品販売店（店長）,単価の動き,・国内各メーカーでタイヤの値上げがあったにもかかわらず、販売量、単価共に前年比110％以上を維持している。
,,○,その他専門店［医薬品］（経営者）,お客様の様子,・久々に前年並みの売上が確保できそうである。ただ、零細企業では、客の高齢化などにより経営が圧迫されてきている面がある。
,,○,観光型ホテル（スタッフ）,来客数の動き,・近隣アジアから観光目的で訪れる外国人客が堅調に推移している。また、今年は当地でプロ野球クライマックスシリーズが行われなかったが、学会や研究会が開催されたことでカバーでき、減少分以上の売上を稼ぐことができた。
,,○,旅行代理店（従業員）,販売量の動き,・ここにきて下期の問い合わせ件数などが増加してきたことから、景気はやや上向いている。
,,○,タクシー運転手,販売量の動き,・衆議院選挙の影響による需要の停滞感はあったが、稼働状況はおおむね堅調に推移した。
,,○,美容室（経営者）,販売量の動き,・技術売上は横ばい状態だが、関連商材の売上が前年から５％程度上昇している。やや割高な商材であっても、客が価値を認めれば買う傾向にある。
,,○,住宅販売会社（経営者）,お客様の様子,・衆議院選挙も終わり、株式市場も活況を呈していることから、景気は順調に上向きで推移している。客のムードもとても良い。
,,□,商店街（代表者）,単価の動き,・高額商材の販売量が減っており、客単価が下がっている。
,,□,商店街（代表者）,お客様の様子,・客の動きに変化がないため、景気も変わらないままである。
,,□,商店街（代表者）,販売量の動き,・10月は衆議院選挙の影響で物販店や飲食店に大きな落ち込みがみられ、月を通してもばん回できない状況であった。
,,□,百貨店（担当者）,来客数の動き,・４月以降、周辺の客足動向は前年と比べて安定した増加傾向にあるが、やや高止まりしてきている。ただ、街ぐるみでの共催イベントなどがあると来客数は伸びる。
,,□,スーパー（店長）,来客数の動き,・ここ数か月、来客数が前年割れしている。客の節約志向も依然として変わっていない。近隣の競合店によるディスカウントの影響が大きい。
,,□,スーパー（店長）,来客数の動き,・ここ数年、競合のディスカウントストアの攻勢によって、来客数がかなり減少しており、売上もダウンしている。特に生鮮食料品の価格差が大きいことから、客がディスカウントストアに流れる傾向がみられる。
,,□,スーパー（役員）,来客数の動き,・ここ数か月と比べると、10月の来客数は増加しているものの、客単価が前年比マイナス1.5％、買上率が前年比マイナス３％となっており、どうにか前年並みの売上を維持している状況となっている。
,,□,コンビニ（エリア担当）,単価の動き,・たばこやビールなどのし好品の売上が増加している。
,,□,コンビニ（店長）,来客数の動き,・依然として来客数が前年を下回っている。特に夕方から夜間にかけての落ち込みが大きい。
,,□,衣料品専門店（店長）,来客数の動き,・来客数、買上客数共に前年を下回っている。
,,□,衣料品専門店（店長）,販売量の動き,・10月のスーツ関連の販売量は前年並みとなっている。付随するコート類の販売量にも大きな変動がみられず、景気は変わらない。
,,□,家電量販店（店員）,来客数の動き,・来客数は前年と比較してやや落ち込んでいる。ただ、売上は前年を上回っている。
,,□,乗用車販売店（従業員）,販売量の動き,・前月に引き続き10月も新型車効果が続いている。ただ、11月になると雪が降り始めるため、これから販売量が段々と落ち込むことになる。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が安定していることから、景気に変化がみられない。
,,□,高級レストラン（経営者）,単価の動き,・物価がじわじわと上がってきている割に、給料が上がってこないため、家庭の負担が増大している。年末に備えて購買意欲が落ち込む時期であるため、当店のような飲食店は伸び悩んでいる。
,,□,旅行代理店（従業員）,販売量の動き,・建設、土木などの一部の業種からの受注が好調であるが、市場全体が潤っているとまではいえない。
,,□,タクシー運転手,来客数の動き,・10月も前月までと同様に乗務員不足の影響でタクシーの稼働が悪い。タクシー１台当たりの売上は前年を３％程度上回っているが、会社の売上は前年比マイナス７％であった。
,,□,タクシー運転手,販売量の動き,・売上の減少傾向が続いている。当市の人口減少の影響が徐々に表面化してきている。
,,□,タクシー運転手,来客数の動き,・10月の利用状況は、前月と比べて10～15％の落ち込みとなっており、依然として厳しい状況が続いている。
,,□,通信会社（社員）,お客様の様子,・定例発売の商材の発売時期がずれ込んだことで、10月は全体的に活気が上がらずに終わった。
,,□,美容室（経営者）,販売量の動き,・ここ３か月、売上がほとんど変わらない。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光シーズンも終盤を迎えたが、依然として見込み以上の輸送量がみられる。
,,□,住宅販売会社（経営者）,来客数の動き,・10月は衆議院選挙があり、選挙の結果次第で消費税などの動向が左右される可能性があったため、様子見している客が多かった。
,,▲,商店街（代表者）,来客数の動き,・駐車場の入庫状況及びバスの乗降客数などから、商店街区域の10月の来客数を判断すると、初旬から中旬にかけては平日を中心に微減していたが、下旬は比較的多くの客がみられた。天候不順などの影響で、冬物用品などを買い求める客が多かった。ただ、売上を伸ばした３か月前と比べると、景気はやや悪い状況にある。
,,▲,商店街（代表者）,来客数の動き,・衆議院選挙の影響で客足が遠のいた。
,,▲,百貨店（営業販促担当）,来客数の動き,・来客数が前月に引き続きマイナスとなっている。特にイベントや催事の弱い週の落ち込みが大きく、雑貨部門や食品部門にも悪影響が生じている。
,,▲,スーパー（役員）,それ以外,・水産業の不振が続いている。加工業者を含めて地域全体に影響が広がっている。
,,▲,コンビニ（エリア担当）,来客数の動き,・記録的不漁の影響で、港町の店舗では来客数の減少が著しい。
,,▲,乗用車販売店（経営者）,販売量の動き,・地元基幹産業が低迷していることで、関連する業界も含めて、全般的に景気がやや悪くなっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型車効果が全くみられず、販売量が伸びてこない。
,,▲,高級レストラン（スタッフ）,来客数の動き,・前年の北海道新幹線開業効果が薄れていることで、10月の来客数は前年実績のみならず、前々年実績も下回った。特に国内観光客の鈍化が顕著である。その一方で、東南アジアからの外国人観光客の姿が目立った。ランチは相変わらず満席になるが、以前と比べて待ち時間が少なくなっている。ディナーは７～８割の入込となっている。全体の来客数は前月に続き、前年を９％下回った。
,,▲,高級レストラン（スタッフ）,販売量の動き,・10月の売上は天候などの影響があり、やや悪かった。特に台風やみぞれに関する注意報が出るとフリー客が減少した。西洋料理が季節替わりにやや弱いことにも要因がある。
,,▲,スナック（経営者）,来客数の動き,・10月は衆議院選挙があったことで、客の入込がやや少なかった。
