I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,観光型ホテル（スタッフ）,来客数の動き,・国内旅行客、ビジネス客、外国人観光客ともに好調である。Ｗｅｂ予約の客も効率良く取り込めている。
,,◎,観光名所（従業員）,来客数の動き,・２月25日現在の利用乗降客数が前年比約125％と大きく伸びている。過去３か月をみても、こうした伸び率が継続している。
,,○,商店街（代表者）,来客数の動き,・中国を始めとしたアジア地域からの観光客により、限定的ではあるが、コンビニエンスストアやドラッグストアなどではプラス効果が表れている。
,,○,スーパー（役員）,お客様の様子,・北海道新幹線と関連したイベントや報道が増えており、街が活気付いてきている。
,,○,コンビニ（店長）,来客数の動き,・２月の売上は前年比105％となっている。特にテレビ番組で紹介されたことでポテトサラダ、めかぶやレンコンの入ったサラダが売上を押し上げている。
,,○,乗用車販売店（従業員）,販売量の動き,・北海道の場合、春先需要があるため、３か月前と比べると販売量が伸びている。
,,○,その他専門店［医薬品］（経営者）,販売量の動き,・ダイレクトメールや講演の効果が出てきたのか、久々に店内が活気付いてきており、販売量も上向いている。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が低価格で安定しているため、販売量が好調である。
,,○,旅行代理店（従業員）,来客数の動き,・今年は天候が安定しており、荒天による航空機の欠航便数が前年と比べて相当減っている。また、流氷の接岸こそ遅かったものの、冬季の体験型観光が浸透していることで観光客数は増加傾向にある。
,,○,タクシー運転手,販売量の動き,・２月は雪が多かったため、売上は３か月前と比べて約３％増えた。前年と比べても約７％増加していることから、やや良くなっている。
,,○,タクシー運転手,販売量の動き,・冬季ということもあり、タクシー１台当たりの売上がやや増加している。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光需要も含め閑散期となっているが、天候が思いのほか良かったこともあり、少数ではあるが観光客の利用がみられる。
,,□,商店街（代表者）,お客様の様子,・客は話では大変だと言っているが、話だけで景気にはあまり影響が出ていないような雰囲気がある。
,,□,商店街（代表者）,販売量の動き,・プレミアム付商品券の利用期間も終わったこともあり、業績は前年並みかやや減少している。ただ、今年は積雪が少なく、天候も比較的落ち着いているにもかかわらず、業績が伸びてこないことが不思議だ。
,,□,百貨店（売場主任）,お客様の様子,・２月に入って物産催事及びバレンタインデー、ホワイトデー関連の売上が前年実績を上回っているほか、閉店を控えたブランドの売上が前年実績の２倍となっている。その一方で、セールに関してはコートや防寒衣料の売上が前年の８割台にとどまっている。また、春物に関しては、前年実績は上回っているものの、販売量はそれほど多くない。これらのことから客の財布のひもが固い状況にある。
,,□,百貨店（担当者）,来客数の動き,・以前と比べて、特段の変化がみられない。
,,□,スーパー（企画担当）,単価の動き,・前年の消費税増税以降、加工食品を中心にかなりの値上げ感が否めず、消費の足を引っ張っている。
,,□,スーパー（企画担当）,販売量の動き,・販売量の伸び悩みが相変わらず続いており、客の消費行動も慎重さという面で従来からの変化はみられない。
,,□,スーパー（役員）,来客数の動き,・灯油やガソリンなどの価格低下により家計の負担は少なくなっているはずだが、異常なほど倹約志向が高まっている。相変わらず商品単価が前年比で３～４％上昇し、客１人当たりの平均買上点数も増加傾向にあるものの、２月に入ってから降雪量が増えたこともあり、来客数がここ数か月の平均を下回っている。
,,□,コンビニ（エリア担当）,単価の動き,・生鮮食品の売上は維持できているが、たばこやアルコールの売上の減少が継続している。また、年金支給日や給料日などの売上がこれまでのように確保できていないことから、客の節約志向が進んでいることがうかがえる。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数の回復が遅れている。前年は大雪の影響で比較的近くのコンビニエンスストアを利用する機会が増えていたが、今年は雪が少ないため、週末にスーパーを利用する機会が増えているようだ。また、漁業の不漁も続いており、沿岸部の店舗では売上の減少幅が大きい。
,,□,コンビニ（エリア担当）,単価の動き,・客単価が上昇していることで店舗の売上は増えているが、来客数が回復してこない。
,,□,自動車備品販売店（店長）,来客数の動き,・来客数が前年比80％となっており、なかでも車検入庫の利用客が前年比75％と少なくなっている。リーマンショックや東日本大震災の影響による落ち込みで、車両保有台数が横ばいで推移していることも影響している。
,,□,高級レストラン（経営者）,お客様の様子,・ガソリン価格や灯油価格が下がってきていることは市民にとって良いことではあるが、円高や株価の乱高下などの経済の不安定さが客の財布のひもを固くする一方である。景気が上向くような好材料が見当たらない。
,,□,高級レストラン（スタッフ）,販売量の動き,・客単価が低下しているものの、比較的、温暖な日が多かったことで来客数が前年並みで推移したため、売上は前年並みに落ち着いた。２月に入り、普段は提供していない欧州の人気メニューを提供したが、高単価にもかかわらず思いのほか好評で注文も多かった。一方、客がメニューを選ぶ際、高単価のコース料理ではなく、穀物系の主食料理を１人１点ずつ単品で注文することが多いため、客単価が上がってこない面もある。
,,□,旅行代理店（従業員）,お客様の様子,・海外旅行先としての危険度が増している地域が増えているため、旅行を控えようという雰囲気がある。
,,□,タクシー運転手,来客数の動き,・２月はさっぽろ雪まつりなどの大きなイベントがあったため、海外からの観光客などが多かったが、タクシーの利用は前年並みであった。
,,□,タクシー運転手,来客数の動き,・２月はさっぽろ雪まつりや旧正月の期間にある程度の売上の伸びがみられたものの、全体的な売上は前年とほとんど変わらなかった。
,,□,美容室（経営者）,販売量の動き,・２月の売上は前年よりは増えているが、３か月前とほとんど変わりがなかった。
,,□,住宅販売会社（役員）,お客様の様子,・マイナス金利の導入に加えて、来年からの消費税増税が予想されることで、分譲マンションのモデルルームへの来客数は増加しているが、予算が限られている客が多い。
,,▲,商店街（代表者）,来客数の動き,・雪の日が多かったせいか、来客数が前年と比べて５％程度減っている。
,,▲,商店街（代表者）,来客数の動き,・２月初旬に行われた氷まつりの際は、当地域においても若干の来街者の増加がみられたが、氷まつり終了後は、バスの乗降客数や周辺の駐車場の空き状況をみる限り、地元客の来街も少ない状況にある。また、アジア圏からの外国人観光客が買物袋を携行している姿もまばらであることから、ほとんどの業種で売上が減少したとみられる。
,,▲,一般小売店［土産］（経営者）,お客様の様子,・２月はさっぽろ雪まつりや小樽雪あかりの路といったイベントがあったものの、売上は前年比99％とほぼ前年並みであった。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・このところ数か月続いていた景気の良さにブレーキがかかっている。飲食業界にも人手不足が深刻な影を落とし始めてきており、経営者が大変困っている状況にあることが、当店の売上にも響いてきている。
,,▲,百貨店（売場主任）,お客様の様子,・外国人観光客による売上は前年比105％と増加したが、地元客による売上が大幅にダウンし、全体としても前年割れの月となった。気温が平年より高めに推移したことで、春物衣料の動きに期待したが、突然の大雪で来客数が減少したこともあり、定価品の売上は前年比98％と苦戦した。一方、イベント系の大型催事は好調に推移した。
,,▲,百貨店（販売促進担当）,来客数の動き,・春節やさっぽろ雪まつりが終わって以降、来客数の落ち込みに歯止めがかからない状態が続いている。外国人観光客の客単価や販売量も前年とは比べものにならないほど落ち込んでいる。
,,▲,百貨店（役員）,お客様の様子,・買物客の客単価が上がらず、来客数も減っている。株価が思ったように上がってこないことに加えて、地方においては賃金も上がる様子がみられないことから厳しい状況にある。
,,▲,スーパー（店長）,販売量の動き,・うるう年のため、営業日数が１日多かったが、最終日は悪天候の影響であまり上乗せができず、売上も販売量も前年から４％強の減少となった。こうした傾向は３か月前からずっと続いている。
,,▲,スーパー（店長）,来客数の動き,・前月と比べると、来客数の落ち込みが大きくなってきている。
,,▲,衣料品専門店（店長）,販売量の動き,・例年であれば、この時期はスーツの売行きが良くなる時期であるが、今年は販売量が前年比85％と非常に厳しい状況となっている。
,,▲,衣料品専門店（店員）,来客数の動き,・２月半ばから来客数が急に少なくなった。
