Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,商店街（代表者）,来客数の動き,・全般的に天候が良く、人の動きが活発になった。
,,○,商店街（代表者）,来客数の動き,・例年にない暑さで、各種夏祭りの人出が多く、若者向けの軽衣料、特に浴衣の売上が大きく増加しているほか、飲食店やゲームセンター、酒屋などが好調に推移している。
,,○,商店街（代表者）,お客様の様子,・８月の前半は夏物商戦が続き、客の流れが順調であった。後半に入っても晩夏色の夏物の素材の商品が順調に売れており、いつもの８月よりも客の購買意欲が増している。
,,○,一般小売店［酒］（経営者）,販売量の動き,・今年は猛暑ということで、ビールや飲料水の販売量が伸びたため、売上もそこそこ増加した。
,,○,スーパー（店長）,来客数の動き,・天候が良かったこともあり、朝や夕方の来客数がやや増加している。
,,○,スーパー（店長）,販売量の動き,・販売量を３か月前と比較すると、４％ほど増加している。
,,○,コンビニ（エリア担当）,販売量の動き,・今年は久しぶりの猛暑であり、夏型商品の売上が大幅に増加している。ただし、８月中旬以降は前年並みとなっている。現在の販売量は前年に比べ増加しているが、景気回復によるものとは判断できない。
,,○,家電量販店（地区統括部長）,販売量の動き,・今年の夏は、猛暑による季節商材の好調さと、オリンピック開催によるＡＶ商品の伸長が全体の売上を引上げている。
,,○,乗用車販売店（従業員）,販売量の動き,・販売数は前年と変わらないが、高額車の動きが少し良くなってきた。
,,○,乗用車販売店（役員）,来客数の動き,・３か月前より受注量が上向き、前年超えが多くなってきている。客も店頭に来店することが多くなっている。
,,○,観光型ホテル（スタッフ）,販売量の動き,・地区を問わず道内客が不振で、宿泊客数が前年実績を上回ることは困難な状況であるが、総消費単価が若干ながら上向いている。
,,○,旅行代理店（従業員）,販売量の動き,・国内旅行の申込が思わしくないものの、海外旅行の申込が順調に回復している。
,,○,観光名所（役員）,販売量の動き,・ロープウェイの輸送人員が前年から１割ほど増加している。
,,○,設計事務所（所長）,競争相手の様子,・前年の同時期と比べて、工事件数は確実に増えていると実感できる状況にある。
,,□,商店街（代表者）,販売量の動き,・暑さが続いたため、商店街では熱加工した商品の動きが鈍かった反面、喫茶店・コンビニ・酒店など水物を扱っている店舗では販売量が大きく増加した。しかしながら、これは一次的な現象で、本格的な景気回復にはまだ遠い。
,,□,商店街（代表者）,お客様の様子,・季節の変わり目でもあり、特売の反応も依然として慎重なものがある。まだまだ消費者の購買意欲は上がっていない。
,,□,商店街（代表者）,販売量の動き,・商店街の客の動きや販売量をみていても上向きとは言えない。
,,□,百貨店（売場主任）,お客様の様子,・８月上旬の気温の高い日が続いた週までは、非常に夏物の動きが良く、販売に結びついたが、中旬以降は急激な気温低下によって急に秋物が売れ出すなど、秋物の動きが例年より早くなっている。
,,□,スーパー（店長）,単価の動き,・客一人の買上個数は6.2個と、前年と比較して３ポイントくらい増加しているが、逆に客単価でみると２ポイントくらいダウンしており、厳しい状況が続いている。
,,□,スーパー（企画担当）,販売量の動き,・数年ぶりの猛暑により、アイス・ドリンク類等の涼味商材の売上が絶好調であったが、既存店ベースの全体売上高はわずかに前年実績を上回ったに過ぎず、買上点数については、従来同様低下傾向が続いている。
,,□,コンビニ（エリア担当）,お客様の様子,・天候が良いため、客がよく外に出ており、またアイス・飲料水等の購買も多くみられる。
,,□,コンビニ（エリア担当）,来客数の動き,・一部で公共事業の動きもあるが、来客数に関しては３か月前とほぼ変わっていない状況である。
,,□,コンビニ（店長）,競争相手の様子,・もともと同一地区に２店舗しかなかった地域が、現在は自社の新店も含めて６店舗まで増加しているなど、パイの奪い合いが激しくなっている。
,,□,衣料品専門店（店長）,販売量の動き,・今月は、客数が伸びないことに加えて、客の買い方も少額になってきている。
,,□,家電量販店（店員）,販売量の動き,・洗乾機・薄型テレビ・ＤＶＤレコーダなどが、引き続きよく売れたほか、猛暑の影響でエアコンや冷蔵庫などもよく売れた。
,,□,住関連専門店（営業担当）,単価の動き,・消費税総額表示による値上がり感の影響を引き続き受けている。また猛暑は８月上旬まで続いたが、家電製品の売上が一段落しており、売上の増加にはつながらない。
,,□,高級レストラン（スタッフ）,来客数の動き,・オンシーズンに期待したが、観光入込数は前年比で10％減少している。客単価の減少と合わせて、売上は20％の減少となっている。
,,□,高級レストラン（スタッフ）,お客様の様子,・ランチ・ディナー、個室のいずれも売上が前年を超えており、引き続き好調である。オリンピックが開催されて客不足が心配だったが、夕食客は予想ほど悪くなかった。本州からの観光客の入込が良かったほか、猛暑の影響で近隣のビール客が増えた。昼食では、冷たい飲物とカレーライスがよく売れた。
,,□,一般レストラン（スタッフ）,単価の動き,・前月まで堅調だった客単価が、今月に入ってから再び低下している。前年に比べると４％ほど下回っている。
,,□,観光型ホテル（経営者）,来客数の動き,・来客数の動きは前年とほとんど変化がない。６～７月は参議院選挙等がありマイナスだったが、８月は前年並みに回復してきている。
,,□,旅行代理店（従業員）,販売量の動き,・相変わらず個人旅行の動きが悪い。
,,□,タクシー運転手,来客数の動き,・８月は例年より暑い日が多かったが、30度を超す暑い日でもタクシーの利用は前年より減っている。また、オリンピック開催中は、競技が日本時間の夜間のせいか、夜のタクシー利用が極端に減っている。
,,□,タクシー運転手,競争相手の様子,・ここ数か月同業他社も苦戦を強いられており、景気上昇の気配がうかがえない。
,,□,タクシー運転手,販売量の動き,・８月は夏祭りやその他様々なイベントがあった。今年は天候も良く、人出は多かったが、タクシーを利用する客は期待ほどではなかった。
,,□,美容室（経営者）,単価の動き,・売上も客数もいくらか減少している。
,,□,住宅販売会社（従業員）,来客数の動き,・モデルハウスや展示場の来客数がほとんど増えていない。
,,▲,百貨店（売場主任）,お客様の様子,・８月はギフト需要としてお中元、また帰省を絡めての食品の動向が客の様子をうかがう基準として考えられるが、ここ一年の動きから判断すると、大幅に販売数量が減っている。お中元は、１人当たりの贈答件数が絞り込まれており、全国的な景気回復傾向とのギャップが感じられる。
,,▲,スーパー（店長）,来客数の動き,・化粧品、日用雑貨、寝装、家電、加工食品などは前年実績を上回っているものの、生鮮全般、衣料品全般で前年実績を下回っている。客数は前年実績を超えたものの、秋物商材の導入が遅れたことにより売上が減少している。
,,▲,コンビニ（エリア担当）,来客数の動き,・客数は増加しているが、これが気温の効果なのか、本当に景気が回復しているのか、まだはっきりと分からない。向上する可能性は十分にあるとは思える。
,,▲,住関連専門店（従業員）,販売量の動き,・今期は売上が減少し続けている。
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・いよいよお得意様の財布のひもが固くなってきたようだ。購買点数、品種が少なくなっている。また夏場の化粧品の落ち込みも痛い。
,,▲,スナック（経営者）,来客数の動き,・今月はお盆休みが重なり、夏祭りなどもあったが、家族連れや友達同士の客が目立ち、自店のようなクラブは暇だった。
,,▲,観光型ホテル（経営者）,来客数の動き,・宿泊客数の減少が著しい。台風の影響もないわけではないが、夏休みシーズンの道外客の動きが鈍い。韓国・香港などからの海外客が増加しているが、国内客の落ち込みをカバーするまでには至っていない。
,,▲,旅行代理店（従業員）,来客数の動き,・猛暑に加えて、オリンピック・沖縄ブームなどの影響で、熟年を中心に客の動きが低調であり、温泉への宿泊や東京の大型テーマパークなどへの旅行者は前年を大きく下回る。９月の動きも悪くなっている。
,,▲,タクシー運転手,来客数の動き,・観光客にしても、更には地元客にしても、タクシーの利用客自体が減少している傾向が相変わらず続いている。
,,▲,美容室（経営者）,お客様の様子,・客の来店周期がやや長くなってきている。
,,▲,住宅販売会社（従業員）,販売量の動き,・来客数が減少傾向にあり、販売量が減少している。更には単価の低下もみられる。
,,×,スナック（経営者）,来客数の動き,・今月の月初めは暖かかったせいか観光客も少し来店したが、８月の半ばを過ぎると逆に悪くなった。
