Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,商店街（代表者）,来客数の動き,・観光客の入込が非常に多くなった。今年はあまり天候が良くないため、景色を見に行っても満足しないようであり、屋内での買物に重点を置いている観光客が多い。
,,◎,観光型ホテル（経営者）,販売量の動き,・入込客数は伸び悩んでいるが、道外企業や諸団体の観光旅行が増加傾向にあることで、宿泊単価や付帯サービスの売上が高水準にある。サッカーワールドカップの影響は少ない。
,,◎,観光型ホテル（スタッフ）,来客数の動き,・道内客、道外客とも、宿泊客が増加している。特に観光目的の宿泊客が伸びている。
,,○,百貨店（売場主任）,お客様の様子,・百貨店はこの時期、初秋物や秋物の新製品の投入が一部行われるが、今年は夏物衣料と一緒に買上るケースがみられ、値下げ待ち等の様子があまり感じられない。
,,○,スーパー（店長）,来客数の動き,・気温低下により衣料品を始めとした夏物商材が不振であるものの、食品や専門店の売上は前年を上回っている。衣料品も、今年１～５月の売上は前年を上回って推移していることから、６月の不振は一過性のものであり、傾向としては上向きにあるといえる。
,,○,旅行代理店（従業員）,販売量の動き,・来客数が伸びている。
,,○,観光名所（役員）,販売量の動き,・ロープウェイの輸送人員、レストランや売店の売上とも前年を５％以上上回っている。
,,○,美容室（経営者）,お客様の様子,・フリーペーパー等の広告での反応が前年より良くなっており、新規客の比率が高くなっている。
,,○,設計事務所（所長）,競争相手の様子,・取引先に見積の問い合わせをしても、忙しそうで時間が掛かったりしている。最近ではみられなかった活気が感じられる。
,,□,商店街（代表者）,来客数の動き,・商店街で歩行者天国を２回実施したことで、商店街への人出が増え、飲食店や食料品販売店では来客数が増加したものの、それ以外の物販店では新規客の来店がみられず、全体としては変わらない。
,,□,商店街（代表者）,お客様の様子,・６月に入ってから低温が続き、季節商材の売上が低迷している。客もバーゲン待ちの状態である。
,,□,商店街（代表者）,お客様の様子,・暖かくなったことで、客の行動範囲が広がっており、色々なところへ買いに動いている様子が見受けられるが、買い方は決して高額にはなっていない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・前月と比べても、客先の主要客層である観光客の入込がやや少ない。
,,□,百貨店（売場主任）,お客様の様子,・父の日の関連でギフト需要が好調であったものの、天候不順の影響で夏物商材の動きが厳しかった。特に半袖シャツ、Ｔシャツ類の動きが非常に厳しかった。
,,□,コンビニ（エリア担当）,来客数の動き,・気温の低下や日照時間の少なさなどの影響により、夏物商材の売上が減少しているものの、来客数の動きが良く、３か月前と大きな変化はない。
,,□,コンビニ（エリア担当）,来客数の動き,・天候に左右される面は変わらないものの、天候が悪い日の減少幅が大きくなっている。一時的に売上が良くても、消費が前倒しされているだけであり、総支出が増えているわけではない。
,,□,衣料品専門店（店長）,来客数の動き,・今年は天候が悪いため、人出が少なく、夏物衣料が動かない。
,,□,家電量販店（店員）,来客数の動き,・買上客数が前年を下回っている。また天候不順の影響もあり、エアコンが動かない。
,,□,家電量販店（地区統括部長）,販売量の動き,・６月１日から札幌で地上デジタル放送が始まったことで、薄型テレビを中心にテレビの需要が伸びているが、気温が上がらないことから冷蔵庫、扇風機、エアコンといった季節商材の需要が落ち込んでいる。
,,□,乗用車販売店（営業担当）,来客数の動き,・告知活動で集客増を狙ったが、来客数は前年比87％にとどまっている。
,,□,住関連専門店（経営者）,販売量の動き,・天候不順で夏物商材の動きが悪い。
,,□,住関連専門店（従業員）,販売量の動き,・夏向けの商品が動いていない。
,,□,その他専門店［ガソリンスタンド］（経営者）,競争相手の様子,・石油製品の高騰に伴い１回の購入量が減っている。
,,□,高級レストラン（スタッフ）,来客数の動き,・観光シーズンに入ったものの、天候不順のせいか、観光客の入込が鈍い。
,,□,高級レストラン（スタッフ）,来客数の動き,・前月に引き続き観光客の入りが良い。ランチは満席の日が続いており、売上は前年比120％を超えた。客単価も今年初めて前年実績を上回った。
,,□,高級レストラン（スタッフ）,販売量の動き,・心配していたサッカーワールドカップは地元開催ではないためか影響がなかった。全体では前年並みの売上額となったが、ランチは天候不順の影響で外食が減り、前年を15％下回った。ディナーは利用人数が増えて前年を超えた。個室は企業の会合などが減少したことで前年を30％下回った。ディナーは、おまかせ料理を希望する顧客が２年前の半分となり、客層が変わってきたようである。
,,□,旅行代理店（従業員）,販売量の動き,・５月までの先行受注のお陰でかろうじて前年並みとなっているが、６月の来客数、販売額はどの旅行分野においても前年を大きく下回っている。
,,□,旅行代理店（従業員）,お客様の様子,・客の動向にあまり手ごたえが感じられない。好調だと思う時期が長続きしない。
,,□,タクシー運転手,お客様の様子,・初夏を迎え、各種イベントが催されているが、まだ不況感があるためか、移動手段としては公共交通機関であるバス、地下鉄に流れているようであり、タクシーの乗り控えが感じられる。
,,□,設計事務所（職員）,お客様の様子,・公共の新年度予算にもとづく業務が次々と発注されているが、内容は診断やコンサル的なもので報酬が少額であり、かつ工事発注につながる物件が少ない。民間もマンションは構造計算偽装問題の後遺症で売行きが悪く、新規物件の企画も低調となっている。
,,▲,商店街（代表者）,お客様の様子,・６月に入ってからの低温と天候の悪さで、客が全く夏物、盛夏物を買う気になっていない。後半に入ってからはバーゲンに向けての買い控えも入り、月を通して非常に苦戦している。
,,▲,百貨店（売場主任）,お客様の様子,・天候も多少の要因として挙げられるが、中旬から極端に来客数が減っている。購買単価はここ数か月上昇しているものの、人通りが少なく活気がない。
,,▲,百貨店（販売促進担当）,販売量の動き,・６月の道内は数年ぶりの低温、日照不足が月間を通じて継続したため、特に盛夏商材を中心にファッション部門の売上に悪影響を及ぼした。道内の消費トレンドは、いまだ気象条件で大きく左右されてしまう程度であり、首都圏とは明らかに景気の力強さが違う。
,,▲,スーパー（店長）,販売量の動き,・気温の低下の影響もあり、衣料品の販売が例年にないほどの不振となっている。例年であれば、この時期はＴシャツを中心に販売点数が大きく伸びるが、今年は苦戦を強いられている。
,,▲,スーパー（店長）,販売量の動き,・例年に比べて気温が低く、酒や飲料等の動きが悪い。また近隣に出店した競合店の影響をまともに受けている。
,,▲,コンビニ（エリア担当）,来客数の動き,・たばこの仮需要で一時的に売上は上昇しているが、全体としてはやや悪くなっている。天候の悪化が拍車をかけている。
,,▲,乗用車販売店（従業員）,競争相手の様子,・管内の同業他社をみても、前年を大きく下回っている。
,,▲,乗用車販売店（従業員）,販売量の動き,・前年と比べて売上が15～20％ダウンしている。新型車の投入がないためとも考えられるが、それでも厳しい状況にある。
,,▲,旅行代理店（従業員）,販売量の動き,・海外パッケージ旅行の需要が伸びない。格安や個人型の海外旅行に需要が移行しつつある。国内旅行ではメディアの格安パッケージが順調に伸びているが、単価は極めて低いのが現状である。
,,▲,住宅販売会社（従業員）,販売量の動き,・販売量の低迷は相変わらず続いている。傾向として大型物件の動きが非常に悪い。
,,×,その他専門店［医薬品］（経営者）,単価の動き,・低温の影響もあるが、夏の定番アイテムである殺虫剤やダイエット商材の動きが全くない。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,その他サービス業［建設機械リース］（支店長）,取引先の様子,・公共工事の発注が始まり、多少商材が出てきたような気がする。
,,○,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・前年の４～６月期と比較して格段に改善されているとは言い難いが、今年の１～３月期と比較すると、季節変動を加味しても若干上向きの感が強い。生産財関連の消耗資材需要より小型機械器具の需要が出ている。
,,□,食料品製造業（団体役員）,それ以外,・日照不足や低水温などといった天候不順による農水産物の不作不漁に伴い原材料の価格が高騰している。また受注の小口化の流れの中で価格改定要請も受け入れられず、業界全体が停滞している。
,,□,家具製造業（経営者）,受注量や販売量の動き,・東京からの受注は良いが、地方都市からの受注が良くない。
