Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,お客様の様子,・12月は年末商戦の時期であり、複数の買物袋を携行している夫婦やカップルが数多くみられた。また、月初めの降雪以降、寒さが厳しくなったことで、冬物衣料品の売上が１～２か月前に比べて増加している。
,,○,百貨店（売場主任）,来客数の動き,・12月25日現在、全店での売上は前年比101.7％と前年を上回っている。買上客数も前年比100.8％と前年を上回っている。
,,○,スーパー（役員）,お客様の様子,・東日本大震災の影響により家族の絆が重視されているせいか、クリスマス商材やお正月商材の動きが良く、年末商戦が活発になっている。
,,○,家電量販店（地区統括部長）,販売量の動き,・デジタル放送への完全移行以降、不振が続いていることに変わりはないが、11月までと比べるとやや回復傾向にある。
,,○,乗用車販売店（営業担当）,販売量の動き,・新型車の発表があったことで先行受注が進んでおり、新車販売の売上、利益が見込まれるようになってきた。
,,○,旅行代理店（従業員）,お客様の様子,・円高の影響と思われるが、海外旅行の受注が前年を２％上回っている。
,,○,タクシー運転手,来客数の動き,・12月は１年間で最もタクシーの売上が多い月であるが、今月は雪の日が多く、気温も低く推移したため、前年よりも売上が約５％上回っている。無線での注文も増えている。
,,○,タクシー運転手,販売量の動き,・今月前半は売上が低迷していたが、後半に入り、雪の多い寒い日が続いた影響で、売上が伸びてきている。３か月前と比較すると売上が数％減少しているが、前年との比較では約５％の伸びがみられる。通年では前年並みの売上を維持している。
,,○,観光名所（従業員）,来客数の動き,・３か月前の利用客数は前年比87.5％であったが、今月は25日現在で前年比101.0％となっていることから、やや良くなっている。
,,○,住宅販売会社（従業員）,お客様の様子,・モデルルームに来訪する客の数は11月よりも若干減少しているが、購入意欲の高い客が増えてきている。特に公務員の客が多い。
,,□,商店街（代表者）,お客様の様子,・ギフト関連商材の販売点数が減っており、買上金額にもバラツキが出ている。
,,□,商店街（代表者）,お客様の様子,・例年、12月は歳末の慌ただしさのなかに景気の良さが感じられるが、今年は慌ただしさがなく、静かであった。先行き不安があるせいか、客の買い方もより慎重になっており、商談もなかなかまとまらない。
,,□,商店街（代表者）,単価の動き,・年末商戦において、防寒コートなどの高額品の動きが悪い。一方で、値下げした商品や安価な商品に対しては客の反応が良く、全体的に客単価が低下している。
,,□,商店街（代表者）,お客様の様子,・全体的に客の様子に変化がみられない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・12月という季節要因もあり、売上は３か月前と比べて良くなっているが、年末の忙しさが年を重なるごとに失せており、特別な月ではなくなってきている。
,,□,百貨店（販売促進担当）,来客数の動き,・来客数が堅調に伸びているが、来客数の伸びほど買上客数が伸びておらず、客の財布のひもはまだまだ固いことがうかがえる。
,,□,百貨店（販売促進担当）,来客数の動き,・客単価は前年並みを維持しているものの、来客数の減少傾向に回復はみられず、売上の前年割れが継続している。前年に比べて、雪の日が多く、降雪量が多いことも客足に影響している。クリスマスケーキやおせち等の自家需要は大きく伸びているものの、最大商戦であるお歳暮等の進物需要が苦戦している。
,,□,百貨店（役員）,来客数の動き,・12月に入り、厳しい状況が続いている。22日が給料日の会社が多かったことから、23～25日にかけての３連休に期待したが、猛烈な寒波に襲われたことで客足が悪かった。来客数が伸びなかったため、客単価の低下をカバーできず、厳しい状況をばん回できなかった。特に、家具や家電製品は前年の売上が良かっただけに落ち込みが目立っている。
,,□,スーパー（店長）,販売量の動き,・12月の状況として、来客数、売上ともほぼ前年並みであまり変化がない。前年のエコポイント制度変更前の駆け込み需要の反動があった11月と比べると、家電製品の販売量は復調しつつあり、食料品や重衣料品についても堅調である。例年並みの冬らしさが出てきたことで冬物関連商材も順調に消化できている。全体的には、大きく伸びてもいないが、横ばいで推移している。
,,□,スーパー（店長）,それ以外,・本来売上が大きく見込める場面で降雪の影響があったことで、来客数、売上は前年を下回った。ただし、あくまでも一過性の影響であり、この時期の実需としては安定している。
,,□,スーパー（役員）,来客数の動き,・既存店の客単価は前年比101％となっており、この数か月と比べて大きな変化はみられない。一方、来客数は、競合店の増加や人口減少等の影響もあるが、前年と同様に2.0～2.5％減少しており、食品においても毎日の購買がシビアになってきたことがうかがえる。
,,□,コンビニ（エリア担当）,来客数の動き,・行事やイベントを家庭内で済ませる傾向が強まっている。クリスマスは曜日並びが悪く前年を下回ったが、年末は前年を上回った。一方、たばこの売上の伸びは鈍化してきている。
,,□,衣料品専門店（店長）,お客様の様子,・客の様子をみても、良くなるような気配がない。客からは悲観的な話ばかりを聞く。
,,□,衣料品専門店（店員）,単価の動き,・例年の12月商戦とは状況が違っている。消費税の増税案がニュースで流れたことで、消費者の購買動向が厳しくなっており、必要な品以外は買わない傾向が強まっている。歳末商戦も前年より悪い状況で推移している。
,,□,家電量販店（店員）,販売量の動き,・12月後半になり、来客数が増えたことで白物家電が売れ、売上が持ち直した。
,,□,乗用車販売店（従業員）,販売量の動き,・ここ３か月、販売台数が前年並みで推移している。
,,□,乗用車販売店（従業員）,単価の動き,・依然として販売の中心が軽自動車や小型自動車となっているため、利益が少ない状況に変わりがない。
,,□,自動車備品販売店（店長）,来客数の動き,・例年より降雪量が少ないため、スタッドレスタイヤの販売量はやや低調だが、中旬以降、気温が一気に下がってきたため、バッテリーの販売量が増えている。全体的には来客数、販売量ともに前年並みで推移している。
,,□,高級レストラン（経営者）,来客数の動き,・年末商戦で忙しくなるかと思ったが、売上がさほど伸びてこない。
,,□,高級レストラン（スタッフ）,販売量の動き,・12月はクリスマスという大きなイベントがあるが、そのイベント期間中は例年以上の集客があった。今年は３月に東日本大震災が発生したため、１年を通じてその影響を心配したが、結果的に震災の影響もなく、売上は前年比105％で終えることができた。
,,□,高級レストラン（スタッフ）,販売量の動き,・クリスマス商材やおせちなどの年末商材の販売数と予約数が例年並みとなっている。
,,□,観光型ホテル（スタッフ）,単価の動き,・海外からの観光客は低調である。引き続き団体型の国内旅行商品で客室の稼働を上げているが、低単価のスパイラルに陥っている。
,,□,通信会社（企画担当）,競争相手の様子,・新商品に対する引き合いは数多くみられるが、想定ほど顧客獲得数が伸びていない。
,,□,美容室（経営者）,来客数の動き,・秋以降、前年とほぼ同じ売上を保っている状態で推移している。そのため、良くもないが悪くもない状況にある。
,,□,住宅販売会社（経営者）,お客様の様子,・増税の報道等で将来の見通しが立たないという客のムードがまん延している。
,,▲,百貨店（売場主任）,来客数の動き,・お歳暮の売上は前年を５％上回った。衣料品関連では、紳士物のジャケット、スーツが前年並みとなった一方で、婦人物については、ジャケットが前年を10％下回ったものの、コートが前年を10％上回った。12月は特に寒かったことから、手袋やマフラーなどの防寒物に動きがみられた。
,,▲,コンビニ（エリア担当）,販売量の動き,・来客数は前年を上回っているが、アルコール類や雑誌などの比較的単価の高い商品で販売量の減少が続いており、全体の売上が低調に推移している。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・来客数の動きをみても、師走らしくない状況にあり、低迷している。年末のボーナス需要もみられない初めての年であった。
,,▲,高級レストラン（スタッフ）,販売量の動き,・今年のクリスマスは３連休となったが、飲食業の経営環境が厳しいことから、売上予測と販売戦略は難しかった。全体ではやや悪く、持ち帰りのケーキは好評であったが、クリスマスディナーは不発であった。クリスマス以外の平日は低価格のコースに人気が集中したため、来客数は増えたが売上は下がった。
,,▲,観光型ホテル（経営者）,単価の動き,・関東以西の客が東日本への旅行を手控えている影響が大きく、道外客が激減している。需要減少により宿泊単価が低下しており、そのことが売上に響いている。
,,▲,タクシー運転手,来客数の動き,・前年と比べて注文数の減少が続いている。観光客からの注文も減少している。
