Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,家電量販店（店員）,単価の動き,・今月は来客数が少し伸び、単価も上がってきた。液晶テレビ、洗乾機、ＤＶＤレコーダなどが良く売れた。
,,○,家電量販店（地区統括部長）,販売量の動き,・売上が前年比105％と回復してきた。ＡＶ商品、特に薄型テレビが好調で、単価も上がってきている。さらに、各社の新製品導入により市況が活発になってきている。
,,○,住関連専門店（営業担当）,お客様の様子,・ようやく雪が降ったことで、季節商材が一気に盛り上がる。バーゲンや特売も含めて、冬物商戦として久しぶりのにぎわいを感じる。
,,○,高級レストラン（スタッフ）,来客数の動き,・今月は衆院議員選挙があったが、選挙後はその反動か来客数が急に伸び、売上・単価ともに伸びた。
,,○,通信会社（企画担当）,お客様の様子,・これまでの経費削減一辺倒から、ＩＴ技術に興味を示す企業が徐々に見られるようになった。特に卸売業・小売業にそうした動きが微かに見え始めている。
,,□,商店街（代表者）,販売量の動き,・今月は例年より暖かく、婦人衣料店では冬物重衣料の動きが鈍く、前年割れになりそうである。一方、大型店については大手百貨店の閉店に伴う改装効果が持続しており、前年比で５％前後のプラスとなっている。
,,□,商店街（代表者）,販売量の動き,・平日は中心部、休日は郊外店という人の流れが固定化されてきている。
,,□,商店街（代表者）,お客様の様子,・季節商材に対する反応は少しずつ良くなっていると感じるが、客の慎重な買い方は依然として変わらない。
,,□,商店街（代表者）,お客様の様子,・防寒物の時期ということで、単価が確実に上がっている一方で、客の購買欲は今一つであり、去年のコート販売のピーク時のような様子がみられない。
,,□,一般小売店［酒］（経営者）,お客様の様子,・客の安値志向が依然として強く、単価が上がってこない。
,,□,百貨店（売場主任）,単価の動き,・来客数は前年並みに推移しているが、単価が下がっている。その要因の一つとして、コート・ジャケット類の重衣料の不調や、12月に入るとクリアランスセールが行われるので、その値下げ待ちの状況が考えられる。
,,□,百貨店（販売促進担当）,販売量の動き,・前年が月初めより気温が低下したのに対して、今年は月の前半の気温が高かったため、アウターの動きが鈍かった。
,,□,スーパー（店長）,単価の動き,・来客数は伸びているものの、単価の低い状況が相変わらず続いている。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車の効果で来客数は増えているが、なかなか成約までいかない。
,,□,乗用車販売店（役員）,お客様の様子,・受注量が伸び悩み、売上金額の回復がみられない。サービス工場も車検獲得の競争に伴う単価の減少が止まらない。
,,□,住関連専門店（経営者）,来客数の動き,・相変わらず来客数が悪く、年末商戦に客足が戻ってくるかが不安である。商店街全体としても、年末現金つかみ取りのバーゲンを行っているが、抽選券の発行状況が悪いようで心配である。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・ようやく来客数の減少に底がみえてきたが、利益を生ずるのに必要な絶対数を大きく下回っているため、現在の顧客の来店リピート率を上げる戦略が求められている。
,,□,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・セルフスタンドの進出により、価格競争に拍車がかかり、販売単価が下落している。灯油については、タンク火災の影響により灯油不足と価格の高騰が懸念されたが、11月は暖冬だったため販売量も少なく、影響はなかった。
,,□,高級レストラン（スタッフ）,来客数の動き,・今月に入ってからも来客数の落ち込みがひどい。客単価は微増であるものの、来客数は前年比で10％ほどの減少となっており、ランチタイムも満席とならない状況である。
,,□,一般レストラン（スタッフ）,競争相手の様子,・競合店の店長と話をすると、前年の売上を下回ることが当たり前のようになっており、前年比で90％以上あれば良しとする雰囲気となっている。
,,□,観光型ホテル（経営者）,来客数の動き,・予算の範囲内で広告・宣伝、営業をかけているが、出足が悪い。観楓会・社員旅行など、地元の行事も規模、陣容ともに小粒になっている。毎年、利用のあった客のなかには、行事を中止しているところもある。道外客についても、バス１台当たりの客数が１～２割程度減っており、相変わらず厳しい状況が続いている。
,,□,旅行代理店（従業員）,販売量の動き,・依然として、大きな変化はなく推移している。国内は個人旅行が順調であったが、法人は動きがなく、海外旅行とともに低迷を続けている。
,,□,タクシー運転手,お客様の様子,・暖冬で降雪がないせいか、客はバス・地下鉄などの公共の交通機関を選択しているようだ。
,,□,美容室（経営者）,販売量の動き,・さまざまな客へのアプローチは行っているが、状況は変わらない。
,,▲,百貨店（売場主任）,来客数の動き,・今月は暖冬のため防寒物が売れない。特にコート関連が厳しい。
,,▲,スーパー（店長）,単価の動き,・引き続き、単価の低下が続いている。
,,▲,スーパー（店長）,販売量の動き,・例年と比べ降雪が遅れており、そのためか衣料品の不振が続いている。特にコート・ジャケットなど重衣料が苦戦しており、シューズ関連も同様に不振が続いている。冷夏の影響で米などの値上がりが懸念されており、販売件数のダウンが発生している。
,,▲,スーパー（店長）,お客様の様子,・売上は前年比で90％程度となっている。主力の食品は上期の水準まで回復したものの、衣料品は気温が高めに推移したことや降雪が遅れている影響から前年を10％下回っているほか、旅行部門についても低調に推移している。
,,▲,スーパー（店長）,単価の動き,・食品の客単価が若干ではあるが低下している。
,,▲,コンビニ（エリア担当）,単価の動き,・客の入りはあるが、単価が下がっているので前年並みの売上が確保できていない。
,,▲,衣料品専門店（店長）,販売量の動き,・前年に比べて商品内容も良くなり、価格も据置きとなっているものの、販売点数が伸びない。
,,▲,衣料品専門店（店員）,来客数の動き,・平日の来店数は変わらないが、週末の来客数が減っている。仕事が休みの日に買物をするという人がかなり少なくなったように感じる。
,,▲,高級レストラン（スタッフ）,販売量の動き,・毎年好評である11月のフェアは全くの不振であった。ディナーや個室の売上も悪く、食事より飲物の落ち込みが顕著である。会社勤めの顧客はサービス残業が相当増え、予約してまで外食ができないようである。その一方で、主婦層からは休日の増えた夫が家にいるので困るといった話も聞く。
,,▲,旅行代理店（従業員）,販売量の動き,・好調に推移してきた国内旅行の受注が10月下旬から11月中旬にかけて前年を下回った。海外旅行は依然として受注を押上げる要因がなく、停滞したままである。
,,▲,旅行代理店（従業員）,来客数の動き,・来年１月のツアーの発売が開始されたが、前年より15％以上も申込人員が少ない。
,,▲,タクシー運転手,来客数の動き,・例年に比べて天候が良すぎるためか、日中の動きが悪い。また、夜の人出も非常に少ない。一方、ホテルは休日は客が入っているが、普段は入らない状態なので、このままだと最悪の状況になる。
,,▲,観光名所（役員）,来客数の動き,・ロープウェイの利用客数、レストランの来客数とも微減で推移しており、弱含みである。
,,▲,美容室（経営者）,それ以外,・サービス・飲食関係など、商店街全体での来客動向が悪くなってきている。
,,▲,住宅販売会社（従業員）,販売量の動き,・購買力の低下と単価の低下を強く感じる。
,,×,乗用車販売店（従業員）,販売量の動き,・新型車が発売されたが、前年の60％前後の需要しかなく、大変悪い状況である。
,,×,スナック（経営者）,来客数の動き,・今月は選挙があったが、寒さのためか客足も鈍く、思った以上に良くない。
,,×,スナック（経営者）,来客数の動き,・今月は選挙があり、選挙中は暇だと思っていたが、選挙後も繁華街全体が暇なようであった。
,,×,タクシー運転手,販売量の動き,・今月は選挙があり、また暖かく、雪もなかったので、例年に比べると極端にタクシーの利用客が少ない。規制緩和で地域内のタクシーの台数が増えているせいもあるが、売上も前年より10％以上のマイナスとなっており、過去最大のものとなっている。
,,×,住宅販売会社（従業員）,来客数の動き,・マイホームセンターに来場する客が著しく減っている。
"企業
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,食料品製造業（経営者）,受注量や販売量の動き,・北海道において水産物はいずれも大漁であったため、加工原魚の価格が安くなったことに伴い、製品価格も安くなっている。単価ダウンの影響で売上金額は減少しているが、数量的には増加しており、新たな消費が拡大している。
