Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,販売量の動き,・前年に収穫された果物が豊作だったこともあり、やや持ち直し傾向にある。
,,○,一般小売店［土産］（経営者）,来客数の動き,・１都10府県に出されていた緊急事態宣言が徐々に解除されたこともあり、３か月前と比べると人の動きが出てきている。直近の旅客数は３か月前の半分程度まで回復している。前年比では140％を超えているが、前年の今頃はちょうど北海道独自の緊急事態宣言が出ていた時期であるため、比較にならない。
,,○,一般小売店［酒］（経営者）,販売量の動き,・新型コロナウイルスの沈静化に伴い、人出も少しずつ増えてきている。ただ、いまだに新型コロナウイルス流行以前の水準には戻っていない。
,,○,百貨店（売場主任）,販売量の動き,・久々に売上が前年を上回っている。特に特選品、時計、宝飾などの高額商材の動きが良い。来客数も、国の緊急事態宣言が終了したことで、前々月や前月と比較して増えている。
,,○,百貨店（販売促進担当）,来客数の動き,・国による緊急事態宣言が解除されてから、来客数が顕著に増加している。この傾向はしばらく続く。
,,○,スーパー（店長）,販売量の動き,・前年は北海道独自の緊急事態宣言発出の影響もあり、衣料品、日用品が大幅に落ち込んだ月であったが、今年は商材の動きも来客数も前年以上となっている。ただし、衣料品はフォーマル、スーツなど、ビジネス関連商材の動きが悪く、販売量は一昨年の80％程度にとどまっている。
,,○,コンビニ（エリア担当）,販売量の動き,・新型コロナウイルス禍の影響で酒類の出荷量が減っていたが、３月に入ってやや回復の兆しが見られる。ただし、今後、感染状況が拡大したり、行政から再度の自粛要請が出されたりすることも懸念されるため、このまま回復基調が続くかは不透明である。
,,○,コンビニ（エリア担当）,来客数の動き,・売上は増加してきているが、来客数は新型コロナウイルスの流行が一巡しているにもかかわらず、いまだに減少傾向で推移している。
,,○,衣料品専門店（店長）,販売量の動き,・最悪だった前年を基準にすると販売量は改善しているが、一昨年の70％の水準にとどまっている。ただ、国による緊急事態宣言が解除されてから、月末に向けて販売量が大きく伸びていることから、今後の動向に期待している。
,,○,乗用車販売店（経営者）,販売量の動き,・春の増販期を迎え、人の動きも若干活発になってきている。新車、中古車、サービスのいずれの部門においても販売量が増えてきている。
,,○,乗用車販売店（従業員）,来客数の動き,・３月は決算期ということもあり、持ち直しの動きがみられる。客の来店が増えており、それに伴い成約数も伸びている。国による緊急事態宣言が解除されたこともプラスとなっている。
,,○,乗用車販売店（従業員）,お客様の様子,・前年と比べて来客数が大幅に増えており、受注量もほとんどの店舗で前年を超えている。このままの状態が続けば景気は上向くことになる。
,,○,高級レストラン（スタッフ）,販売量の動き,・３月の売上は厳しかった前年を上回ったが、例年の40％台にとどまるとみられる。昼は、曜日によって増減がみられるものの、全体的には回復傾向にある。知人の飲食店も昼は盛況だが、曜日によって安定しないとのことであった。街中の人出は増えているが、子供や学生など、レストランに来店しそうにない客層が多い。
,,○,観光型ホテル（スタッフ）,来客数の動き,・海外からの観光客は引き続き皆無であるが、Ｗｅｂ経由での国内ビジネス客、観光客の予約に回復の兆しが見られる。
,,○,旅行代理店（従業員）,来客数の動き,・新型コロナウイルスの感染対策が浸透しているなか、ワクチン接種が開始されたことにより、行動自粛から経済回復にシフトし始めている。既に北海道内のビジネス需要は２月から回復傾向となっている。
,,○,旅行代理店（従業員）,来客数の動き,・３か月前はＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンが一時停止となったことで、年末の予約がキャンセル続きとなり、新規の予約が全くない状態であった。現在は多少の販売がみられるため、景気はやや良くなっている。
,,○,通信会社（企画担当）,来客数の動き,・街中の人出が明らかに増えており、それに伴って店舗の来客数も回復している。大型スーパーやドラッグストアなどでの出張販売においても、都市部、地方を問わず人出が大幅に増えており、通信機器の販売量も、サービス契約者数も中高年を中心に回復基調にある。
,,○,観光名所（従業員）,来客数の動き,・３月19日以降、来客数が明らかに増えている。週を経るごとに増加幅も拡大している。
,,○,美容室（経営者）,来客数の動き,・不要不急の外出自粛要請の解除に伴い、各種文化教室の動きが活発になるなど、全体的に活気が出てきている。その結果、客の来店頻度も高くなり、売上がかなり増えてきている。今更ながら自粛要請の影響の大きさに驚いている。
,,○,美容室（経営者）,お客様の様子,・売上、来客数はほとんど変わらないが、客の雰囲気が良くなっている。購買意欲も上向いている。
,,□,商店街（代表者）,来客数の動き,・なかなか来客数が増えてこない。依然として商店街の来街者が戻っておらず、むしろ悪化している。
,,□,商店街（代表者）,来客数の動き,・中心部を訪れる来街者数が低調なまま推移している。当地の感染者数について目立った改善がみられないこと、ワクチン接種について時期も含めて未確定の部分が多いことなどが大きな理由となっている。区域内における駐車場の利用客も、バス停の乗降客数も少ないままである。また、夜型飲食店では、昼間のテイクアウトなどにより若干利用客が増加する兆しが見られているものの、夜間は激減したままである。
,,□,一般小売店［土産］（経営者）,販売量の動き,・前年の３月も今年の３月も客の来ない状況が変わっていない。売上は前年比で92.8％、一昨年比で23.2％となっている。
,,□,百貨店（役員）,販売量の動き,・新型コロナウイルスの影響で一進一退を繰り返している状況にあり、景気は変わらない。
,,□,百貨店（営業販促担当）,来客数の動き,・来客数は前年よりも増加しているが、一昨年と比較すると戻り切っていない。特に衣料品部門での集客は厳しい状況が続いている。
,,□,スーパー（店長）,それ以外,・引き続き新型コロナウイルスの影響がみられる。売上は前年よりも良くなっているが、一昨年と比較では90％とまだまだ悪い状況にある。
,,□,スーパー（企画担当）,お客様の様子,・新型コロナウイルス感染対策の自粛疲れからか、感染者数のリバウンド傾向がみられる。ただ、感染者が増加しているなかにあっても、客の消費行動は落ち着いており、極端な巣籠り消費も徐々にみられなくなってきている。
,,□,スーパー（役員）,販売量の動き,・前年は新型コロナウイルス感染拡大の影響を受けて、食品のまとめ買い需要が発生し、売上が伸びた時期であった。今年は内食が定着したこともあり、前年並みの売上を保っている。
,,□,家電量販店（店員）,来客数の動き,・当地域の感染者数が増えたことが影響したのか、３月初めの来客数は激減した。ただ、後半になってやや持ち直してきているため、全体としては変わらない。
,,□,乗用車販売店（従業員）,販売量の動き,・なかなか状況が改善されないため、販売量が上向いてこない。
,,□,自動車備品販売店（店長）,お客様の様子,・北海道の新型コロナウイルス対策に景気が左右されている。３月27日に札幌市民の不要不急の外出自粛などが要請されたことで、景気が下向くことも懸念される。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格高騰に伴う石油製品価格の値上げ、感染対策での行動自粛などが影響し、販売量は芳しくない。
,,□,旅行代理店（従業員）,来客数の動き,・国による緊急事態宣言が解除されたことで一時的に来客数が増えたが、全国的に感染者数が落ち着いてこないことから、来客数は依然として少ないままである。
,,□,旅行代理店（従業員）,お客様の様子,・首都圏の緊急事態宣言が解除されたとはいえ、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンが再開するめども立っていないことから、旅行需要は以前と変わらずほとんどみられない。また、ワクチン接種がいつまでに一般市民まで行き渡るのかも未定なことから、客の旅行意欲が湧かない状況にある。
,,□,旅行代理店（従業員）,お客様の様子,・国内のニュースなどをみても良い話が少ないこともあり、客は旅行を控えている。レジャーに割く時間を作ることが難しい空気になっている。
,,□,タクシー運転手,来客数の動き,・３月のタクシー売上は、前年と比較するとプラス10％であったが、新型コロナウイルス流行前の一昨年と比較するとマイナス30％程度であった。夜間の繁華街への人出は少しずつ増えてきたが、新型コロナウイルス流行前と比較するとまだまだ少ない。タクシー１台当たりの売上は前年比プラス20％であったが、一昨年と比べると、昼がマイナス10％、夜がマイナス30％であった。会社全体の売上は乗務員不足の影響もあり、前年比プラス10％にとどまった。
