Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,来客数の動き,・北海道胆振東部地震後の外国人観光客の回復が遅れている。ただ、そうした中で中国人とマレーシア人の観光客が目立っている。
,,○,商店街（代表者）,販売量の動き,・リンゴの収穫量が悪くないため、３か月前と比べるとやや良くなっている。今後については、ほかの果物の動向次第の面がある。
,,○,百貨店（売場主任）,単価の動き,・特選、宝飾、時計などの高額商材のほか、コートなどの冬物衣料に動きが出てきた。
,,○,百貨店（販売促進担当）,来客数の動き,・北海道胆振東部地震後の消費の落ち込みからの回復がみられ、来客数、買上客数、買上単価のいずれも前年を上回っている。こうした傾向は今後も続くとみられる。
,,○,スーパー（店長）,来客数の動き,・テナントのソウルフード店が11月で閉店することになり、閉店を前にして朝から200人ほどの客が並ぶ状況となっている。その客がスーパーにも流れていることで景気はやや良くなっている。
,,○,スーパー（役員）,お客様の様子,・例年と比べて暖かい日が続き、初雪が遅かったことから、人の動きが活発である。
,,○,コンビニ（エリア担当）,来客数の動き,・周辺で太陽光発電の工事が進められており、その影響で一部の地区で来客数が増えている。
,,○,衣料品専門店（店長）,来客数の動き,・全体的には引き続き下降気味で推移しているが、来客数がようやく回復してきている。まだ必要な物しか購買につながっていない状況だが、にぎわいを取り戻すことで徐々に購買意欲が上向いてくると期待している。
,,○,衣料品専門店（店長）,来客数の動き,・ギフトシーズンに向けて来客数が増えてきている。
,,○,家電量販店（経営者）,販売量の動き,・防災関連の商材、ＬＥＤランタン、ラジオ、石油ポータブルストーブなどの売行きが伸びている。また、４Ｋテレビ関連の商材も堅調に伸びている。
,,○,自動車備品販売店（店長）,来客数の動き,・降雪の遅れにより、11月の来客数は前年比130％となった。12月も冬季商材を中心に客の来店が見込めることから、来客数は前年比105％の見込みとなっている。
,,○,タクシー運転手,来客数の動き,・北海道胆振東部地震のあった９月以降、利用客が激減していたが、少しずつ以前の状況に戻ってきている。11月のタクシーの売上は若干前年を下回る程度であった。夜間も年末に向けて人出が戻ってきている。
,,○,タクシー運転手,販売量の動き,・降雪が遅れているにもかかわらず、販売量が増加している。
,,○,観光名所（従業員）,来客数の動き,・11月は天候が安定していたことに加えて、３連休の国内客、外国人観光客の入込が盛況であったことから、当施設の利用客も増加している。11月27日時点の利用客は前年比122.6％と前年を上回っている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・今年は特に天候に恵まれており、フェリーの欠航日数が減少している。
,,□,商店街（代表者）,来客数の動き,・北海道胆振東部地震の影響が薄れていること、例年と比べて雪の降る日が遅かったことなどから、11月前半の来客数が前年よりも多かった。
,,□,商店街（代表者）,お客様の様子,・客の様子は前月と変わらない。
,,□,商店街（代表者）,来客数の動き,・11月はスケートワールドカップが開催された影響で、宿泊、飲食などの一部の業種では例年よりも売上が増加した。一方、石油製品の価格高騰の影響により地域住民の来街が減少しており、日配品などを扱う多くの業種では売上が低調であった。全体的には景気のやや悪い状態が継続している。
,,□,商店街（代表者）,販売量の動き,・今年は例年よりも雪が遅く、衣料品、靴などの冬物衣料が壊滅状態にある。月末近くにようやく積雪がみられたことで少しは取り返しているものの、依然として前年を割り込んでいる。また、北海道胆振東部地震後の自粛ムードがまだ解消されていないことから、飲食店や飲み屋も低迷している。
,,□,一般小売店［酒］（経営者）,販売量の動き,・当地では新規店が大分増えており、それに伴い当店の取引先も増え、売上アップにつながっている。ただ、11月の売上は引き続き好調をキープしているものの、足元の景気は余り良くない。
,,□,百貨店（営業販促担当）,お客様の様子,・９月上旬の北海道胆振東部地震の影響に加えて、11月の気温が高めで推移したこともあり、衣料品が苦戦している。月末の最終週になってようやく前年並みの動きに戻りつつあるが、このまま回復傾向で推移するか予断を許さない状況にある。
,,□,スーパー（店長）,お客様の様子,・テナントの専門店の様子をみると、新店舗の売上が好調な一方で、既存店舗の動向が厳しい。
,,□,スーパー（店長）,販売量の動き,・９月の北海道胆振東部地震以降、必需品の商品動向が顕著に上向いた一方で、し好品や衣料品の節約志向が高まっている。お歳暮ギフトの件数を抑える動きもみられており、景気は変わっていない。
,,□,スーパー（企画担当）,お客様の様子,・９月の北海道胆振東部地震後は落ち着きを取り戻すにつれて、不要不急の消費を控える動きがみられるようになってきている。例えば、酒類の販売量が低下したり、高額商材の売行きが芳しくないなどの動きが目に付くようになってきた。
,,□,スーパー（役員）,来客数の動き,・ここ数か月、景気は悪い状態のまま推移している。ホームセンターやドラッグストアを含めた食料品小売での業態間競争が激しくなっていることで、客の奪い合いや価格競争が進んでおり、景気回復に結び付かない状況となっている。
,,□,コンビニ（エリア担当）,お客様の様子,・周辺地区に農家が多く、今年の米の作況が悪いことから、客の買い控えがみられる。また、来年に予定されている消費税増税に対して敏感に反応している様子もうかがえる。
,,□,コンビニ（エリア担当）,来客数の動き,・夏場の気温低下、９月の北海道胆振東部地震などの影響で、売上、来客数の前年比が一層悪化している。11月に入り販促チラシを出した時の来客数の増加割合が以前よりも大きくなっていることから、客が価格に対して敏感になっており、節約志向が一層強まっている様子がうかがえる。
,,□,コンビニ（店長）,単価の動き,・客単価が上昇しているが、たばこの値上げに伴う影響が大きく、景気は変わらない。
,,□,乗用車販売店（経営者）,販売量の動き,・競争相手も含めて、受注量の少ない状況に変化がみられない。受注残も月を追うごとに少なくなっており、売上を上げるのに苦慮している。
,,□,乗用車販売店（従業員）,販売量の動き,・高額車も売れてはいるが、全体の販売量が上向いてこない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売台数が伸びてこない。例年、北海道では11～12月が冬枯れの時期となり、１～３月で盛り返すという流れにある。
,,□,高級レストラン（スタッフ）,販売量の動き,・観光客が戻ってきており、外国人観光客の姿もみられるようになってきた。11月は３連休があったこともプラスとなり、来客数は前年を27％上回った。また、ランチタイムの回転率を上げるために若いスタッフが取り組んでいる様々な取組の結果も実績として表れてきた。
,,□,高級レストラン（スタッフ）,販売量の動き,・北海道ふっこう割の効果もあり、11月は堅調であった。ディナー客は相変わらず伸びていないが、ランチ客は安定していた。街中で観光客があふれているのをみると有り難い気持ちになる。
,,□,観光型ホテル（スタッフ）,来客数の動き,・北海道胆振東部地震の影響が依然として大きい。コンサートやある企業の長期滞在といった特殊要因もあったが、落ち込み分を取り戻すには及ばなかった。
,,□,旅行代理店（従業員）,お客様の様子,・ホテルや温泉旅館などの宿泊業は、北海道ふっこう割の影響で11月以降、前年を上回る予約状況となっている。一方、当地の旅行需要の主体となる農業については、ほぼ前年並みで落ち着いている。
,,□,旅行代理店（従業員）,お客様の様子,・客との会話の中で景気の良い話題が残念ながら出てこない。
,,□,旅行代理店（従業員）,お客様の様子,・12月を前に目立った動きがみられない。
,,□,旅行代理店（従業員）,お客様の様子,・来客数、客単価のいずれにも変化がみられない。
,,□,タクシー運転手,来客数の動き,・北海道胆振東部地震の影響も徐々に落ち着き、それに伴い来客数も戻ってきている。余震が続いていることもあり、客との会話で地震の話はいまだに話題に上がる。
,,□,タクシー運転手,お客様の様子,・今年は初雪が遅かったため、客の需要が例年よりも少ない。ただ、その分、事故などに伴う経費負担が少なくなっており、景気は変わらない。
,,□,通信会社（社員）,来客数の動き,・客の数に特に変化がみられないため、景気は変わらない。
,,□,通信会社（企画担当）,販売量の動き,・通信サービスについては、販売数、解約数共に想定どおりであった。一方、光関連サービスについては、純粋な新規加入者よりも既契約者の奪い合いという面が強くなってきており、動向を注視している。
,,□,パチンコ店（役員）,単価の動き,・原油価格が高騰していることもあり、景気は変わらない。
