Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,衣料品専門店（店長）,単価の動き,・単価設定を上げた商品構成で好調な売上を持続している。
,,○,住関連専門店（営業担当）,来客数の動き,・５月の下旬以降､天候がやや不順であるが、全体的には比較的気温の高い日が続き、来客数が安定して増加している。
,,○,一般レストラン（スタッフ）,単価の動き,・客単価がわずかではあるが上昇し、客数も５％ほど前年を上回っている。
,,○,スナック（経営者）,販売量の動き,・好天が続き､生ビールが多く出るようになった。
,,○,観光名所（役員）,販売量の動き,・安定した来道客数の入込等により来客数が増加しており、消費単価も上昇している。
,,○,設計事務所（所長）,競争相手の様子,・建築業界では、仕事がある会社と無い会社の差がはっきり分かれている。会社の規模の大小にかかわらず、仕事の流れる量が多いか、全く無いかのどちらかになる傾向にある。
,,□,商店街（代表者）,お客様の様子,・来客数は少しずつ増加しているが、依然として購買の様子は慎重である。
,,□,商店街（代表者）,単価の動き,・客は単品中心の購買傾向であり､夏物も商品単価が低下したままである。
,,□,百貨店（売場主任）,単価の動き,・６月のブライダルシーズンにあわせて高額品を用意しているが、今持っている洋服で間に合わせるとか、あまり似合わなくてもセール品を購入する客の動きがみられる。
,,□,スーパー（店長）,単価の動き,・依然として一点単価等を含めた客単価や買上点数が上昇していない。
,,□,スーパー（店長）,お客様の様子,・客は購入する商品ごとに店舗を使い分けて、複数の店舗を巡回して購入している。
,,□,コンビニ（エリア担当）,単価の動き,・客単価が低下したままである。
,,□,衣料品専門店（店員）,単価の動き,・結婚式に出席するためのスーツや夏物のビジネススーツを購入する客が多いが、低価格のＴシャツのみを購入する客も多いため、全体でみると単価にあまり変化がない。
,,□,高級レストラン（スタッフ）,来客数の動き,・レストラン、宴会ともに順調に推移している。４頭目のＢＳＥ牛が発見されたが、安心感が浸透したのか､鉄板焼き店舗でも売上の落ち込みはみられていない。
,,□,高級レストラン（スタッフ）,単価の動き,・高単価のメニューの注文がほとんどなく、単価が前年と比べて10％低下したままである。
,,□,観光型ホテル（スタッフ）,単価の動き,・若干ではあるが単価が下げ止っている。
,,□,旅行代理店（従業員）,販売量の動き,・サッカーワールドカップ開催の前後は旅行を手控える傾向がみられる。
,,□,タクシー運転手,お客様の様子,・歓楽街等におけるタクシー利用等の動きに変化がない。
,,□,美容室（経営者）,単価の動き,・来客数が伸びず、客単価も上昇していない。この状態が継続しているので料金も上げることができない。
,,□,設計事務所（所長）,単価の動き,・全体的に受注件数は増加傾向にあるが、設計料単価と工事費予算は低下している。
,,□,住宅販売会社（従業員）,販売量の動き,・住宅業界は飽和状態であり、販売数量は頭打ちの状態である。
,,□,住宅販売会社（従業員）,販売量の動き,・商品によって偏りが目立つが、販売のサイクルがある程度安定している。
,,▲,一般小売店［土産］（店員）,販売量の動き,・１人当たりの買上点数が３か月前と比べて減少し、客単価が低下傾向にあり、売上の確保が困難になっている。
,,▲,百貨店（売場主任）,来客数の動き,・例年にない大型催事を開催したが、来客数が大幅に減少している。また、周囲の競合店の売上も減少していると聞く。
,,▲,スーパー（店長）,お客様の様子,・依然として商品単価が低下しており、前年と比べて５％程度低下している。
,,▲,コンビニ（エリア担当）,販売量の動き,・５月に入ってから客の買上数量が減少している。
,,▲,コンビニ（店長）,来客数の動き,・去年の暮れから２、３月ごろまでにかけて回復してきた来客数が、今月は伸び悩み、悪い時期の状況に戻りつつある。
,,▲,家電量販店（店員）,来客数の動き,・来客数が減少しており、客単価も低下している。
,,▲,乗用車販売店（従業員）,来客数の動き,・単価の高い商品の動きが全くなくなり、単価の低い商品だけが売れている。
,,▲,乗用車販売店（従業員）,販売量の動き,・受注状況が悪く、苦戦している。
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・来店する前に電話で価格や、家にある薬品が代用できるかについて問い合わせをする客が非常に増加している。また、店頭で購入する場合も、間に合わせ程度の小容量の商品や安い商品を選ぶ傾向にある。
,,▲,スナック（経営者）,単価の動き,・５月の初旬は来客数が少なく暇な状態であり、ゴールデンウィーク明けの１週間も人出が非常に少なく、売上がかなり減少している。
,,▲,旅行代理店（従業員）,販売量の動き,・今まで順調に推移してきた国内旅行が、サッカーワールドカップの開催が近づくにつれて、警戒感を持ったり、様子をうかがったりする客が増加し、受注の動きが鈍くなっている。
,,▲,タクシー運転手,来客数の動き,・函館の観光客の入込は前年と比べて増加しているが、移動手段はレンタカーやバスに流れており､タクシーの需要は拡大していない。
,,▲,通信会社（企画担当）,販売量の動き,・次世代モデルへの移行が順調でなく、販売量が伸びていない。
,,▲,美容室（経営者）,来客数の動き,・来客数が減少している。
,,×,一般小売店［酒］（店長）,販売量の動き,・ススキノは総じて人出が少なく、多い日でも､あまり飲んだり食べたりしていない。取引先の一軒当たりの購入量が減少しており、過去最悪の状態である。
,,×,コンビニ（エリア担当）,お客様の様子,・客は安い商品にしか反応しない。
,,×,スナック（経営者）,来客数の動き,・来客数が激減している。これほど悪い状況は開店して20年間で初めてである。
,,×,旅行代理店（従業員）,来客数の動き,・ゴールデンウィーク以降、客足がパッタリと途絶え、来客数が前年よりも減少している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（経営者）,取引先の様子,・低価格競争が一服し、価格優先よりも、質を求める動きに取引先が変化している。高級感があり、やや高めの価格設定にしている品質重視の商品の投入が盛んになっている。
,,○,通信業（営業担当）,取引先の様子,・料金の安さよりも高付加価値型サービスを求める方向に取引先の動きがシフトしており、受注案件の金額が上昇している。
,,○,通信業（営業担当）,受注価格や販売価格の動き,・受注量に変化はないが、受注価格が上昇する等、企業に投資意欲がでてきている。
,,□,食料品製造業（団体役員）,受注量や販売量の動き,・行楽客や観光客の入込数は増加しているが、１人当たりの購買額は減少している。また、商品単価も低下傾向にあり、原料価格の高騰を製品価格に転化できない状況にある。
,,□,金属製品製造業（統括）,受注量や販売量の動き,・建築工事の減少により、製品の出荷額が減少したままである。
,,□,金融業（企画担当）,それ以外,・地域の金融機関を始め、広範囲の業種で、合併統合など再編の話が進んでいる。
,,□,その他サービス業［建設機械リース］（支店長）,受注価格や販売価格の動き,・受注競争が激化し､価格が低下したままである。
,,▲,輸送業（支店長）,受注量や販売量の動き,・例年であれば、５月の連休明け以降、建築需要が本格化するが、今年は受注物件が非常に少ない。その影響を受けて、トラック業界では、物流の減少の運賃の低下が進み、新年度になってから倒産が目立ち始めている。
,,▲,輸送業（営業担当）,受注量や販売量の動き,・一部の荷主企業の生産調整により､出荷量が減少している。
,,▲,司法書士,取引先の様子,・土地の流動化がみられず、土地の売買活動が消極的である。
,,×,その他非製造業［機械卸売］（従業員）,受注量や販売量の動き,・ゴールデンウィークがあり、稼動日が少なかったことを加味しても仕事量は少なく、前年と比べて大幅に売上が減少している。また、依然として単価が低く、ダブルパンチになっている。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,求人数の動き,・求人件数に下げ止まり感がある。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・卸売業､小売業、サービス業で若干ではあるが前年よりも求人件数が上回り､全業種でみても前年並みに回復している。
,,□,人材派遣会社（社員）,雇用形態の様子,・取引先の企業は、売上や利益が芳しくなく、人件費を含めた固定費を縮減する傾向がみられる。
,,□,人材派遣会社（社員）,雇用形態の様子,・これまで正社員を採用していた企業が、契約社員や派遣の採用に切替えている。
,,□,新聞社［求人広告］（担当者）,求人数の動き,・求人広告件数は依然として低調であり、前年と比べて２けた台の減少となっている。
,,▲,職業安定所（職員）,求職者数の動き,・新規求職者が増加し、新規求人の申込の減少がみられ、月間有効求人倍率の低下が著しくなっている。
