I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,一般小売店［酒］（経営者）,お客様の様子,・取引先の話を聞いていると、特にホテルや高級旅館、居酒屋などといった業界が大変好調なようであり、過去にないほどの売上と話すホテル経営者もみられた。実際に、当社からの仕入も相当増えてきている。
,,○,百貨店（売場主任）,お客様の様子,・これまで前年並みだった来客数が前年比108％と大きく伸びた。改装に伴い月初めから２週間は売場面積が減少していたにもかかわらず、売上は前年実績、予算とも上回った。また、改装効果により、定価品の売上が前年比105％となり、客の購買意欲が感じられた。
,,○,スーパー（役員）,単価の動き,・商材は値上がり傾向にあるものの、客の消費は落ちていない。節約志向に歯止めがかかってきている。
,,○,コンビニ（エリア担当）,来客数の動き,・１次産業が上向きになってきたことで来客数と売上が伸びている。
,,○,コンビニ（店長）,来客数の動き,・ちょっとしたユーモアを交えた手書きポップや新聞折込によるセールチラシの展開、同じ種類ののぼりの増加、販促物の見直しなどの効果により、９月の売上は前年比108％となった。特に、おでんの売上は前年比120％と好調であった。
,,○,乗用車販売店（従業員）,販売量の動き,・９月は会社の決算期で営業に力が入ったこともあり、売行きが伸びている。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格が安価で安定しているため、販売量が微増している。
,,○,観光型ホテル（スタッフ）,来客数の動き,・中国本土、台湾からの観光団体ツアー客が好調である。また、９月の大型連休は国内の個人旅行客を高単価で取り込むことができた。
,,○,旅行代理店（従業員）,お客様の様子,・旅行の新規申込が増加している。さらに、学生マーケットが活発になってきており、冬休み期間中の旅行や卒業旅行の相談件数が増加している。
,,○,旅行代理店（従業員）,販売量の動き,・９月の大型連休の効果が大きく、当店の取扱件数は前年比130％程度になった。また、９月は好天に恵まれたこともあり、観光業界全体が潤ったと聞いている。
,,○,タクシー運転手,販売量の動き,・９月は夏休みが終わっているため、売上が減少するとみられたが、９月の大型連休に観光客が多く訪れたことで、まずまずの売上であった。９月の売上を３か月前と比べると約5.5％の伸びがみられ、前年実績と比べても約2.9％の伸びがみられたことから、やや良くなっている。
,,○,観光名所（従業員）,来客数の動き,・９月27日までの集計だが、乗降客数は前年比106.6％と前年を上回っている。前年を上回る状況が約１年間にわたり継続していることから、やや良くなっている。
,,○,パチンコ店（役員）,来客数の動き,・観光客の増加による経済効果は大いにあるとみられる。ただ、潤っているのは観光業界のみのようにもみえる。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・例年より長い９月の大型連休の効果から、旅客、車両共に輸送量が増加した。
,,□,商店街（代表者）,単価の動き,・買回り品の販売量が減っており、客単価も低下している。
,,□,商店街（代表者）,お客様の様子,・食をテーマとしたイベントが開催されたことにより、近郊の市町村からの集客が伸びた。また、９月の大型連休の効果で周辺ホテルがほぼ満室状態となり、飲食関連にも良い影響が表れている。一方、プレミアム付商品券は使用が分散化しており、効果がないという店がほとんどであった。
,,□,商店街（代表者）,お客様の様子,・客の様子をみても、日々同じような発言をしているため、景気は変わらない。
,,□,商店街（代表者）,来客数の動き,・中旬までのイベントなどの効果により、来街者が前年を大きく上回ったことから、飲食、宿泊、交通などで大きく売上を伸ばしたが、物販においては低調であった。また、中旬以降は来街者が目に見えて減少しており、９月全体では前年並みとなるなど、景気回復が感じられない。
,,□,商店街（代表者）,お客様の様子,・客の様子をみると、客単価が圧倒的に高い客と低い客で二極化している。ただ、客単価が高い客は若干ではあるが増えてきている。
,,□,商店街（代表者）,販売量の動き,・当地では発行されたプレミアム付商品券が全て完売したが、販売開始時期が遅く、有効期限も来年１月末までのため、思ったほど消費が伸びなかった。ただ、客の消費は微増している。
,,□,百貨店（売場主任）,来客数の動き,・９月に入り、例年よりも気温が低く推移していたことから、秋物の動きを期待していたが、ニット、カット関連の売上が前年比110％となった一方で、ジャケットの売上が前年比80％台となるなど、ジャケットの動きが鈍かった。物産催事については前年比100％と前年並みとなっている。
,,□,百貨店（担当者）,来客数の動き,・来客数の増加がみられない。
,,□,スーパー（店長）,来客数の動き,・来客数の前年割れが続いている。
,,□,スーパー（店長）,来客数の動き,・３～８月の累計でみると、衣食住部門全体での売上は前年を上回っているものの、来客数が消費税増税前の水準に回復していない。特に衣料品の売上は前年比96％となっており、消費が回復していない状況にある。
,,□,コンビニ（エリア担当）,来客数の動き,・９月の大型連休期間中は前年を上回る売上を確保できたなど、行楽需要が大きかった。ただ、大型連休後は来客数が大きく落ち込み、月間の売上としてはここ３か月横ばいの状況が続いている。
,,□,衣料品専門店（店員）,単価の動き,・単価の高い商材の動きが鈍い。
,,□,家電量販店（店員）,販売量の動き,・販売量の前年比が微増で終わるなど、客に目立った動きはみられない。
,,□,乗用車販売店（役員）,販売量の動き,・消費者の購入意欲が低下しており、受注量が増加するような気配がない。ただ、他社も同じような状況であるため、地域全体としての問題とみられる。
,,□,自動車備品販売店（店長）,競争相手の様子,・冬に向けての準備として、冬タイヤの販売が増加する時期であるが、売上は前年比80％台にとどまっている。競合店も同様の状況である。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・これまで新しい医学情報について、時には経営者として不利な情報も含めて、偏見なく発信することをポリシーとしてきたが、こうした姿勢を支持する客が明らかに減少してきている。
,,□,高級レストラン（経営者）,来客数の動き,・景気が上向いていたとみていたが、観光シーズンや９月の大型連休が終わったこともあり、売上は前年比で横ばい又はやや下回って推移している。
,,□,高級レストラン（スタッフ）,販売量の動き,・９月の大型連休の曜日並びの良さもあり、９月の売上は前年を２％上回るなど、良かった。最近は当地でも特に外国人が目立つようになってきている。
,,□,観光型ホテル（役員）,来客数の動き,・外国人観光客の需要が旺盛なことから、来客数は堅調に推移している。国内客も秋の行楽客がわずかながらも伸びている。
,,□,旅行代理店（従業員）,来客数の動き,・農作物の一部にやや生育遅れがみられるものの、玉ねぎやビートなどの主要作物が前年並みの収穫量となっていることに加えて、水産業も順調な様子であることから、景気は変わらない。外国人観光客も好調を維持している。
,,□,タクシー運転手,来客数の動き,・９月のタクシーの売上はほぼ前年並みであった。ただ、観光客は増えているものの、観光客のタクシー利用は増えていない。
,,□,タクシー運転手,来客数の動き,・売上が前年実績とほとんど変わっていないなど、変化が感じられない。
,,□,タクシー運転手,販売量の動き,・イベントなどによる集客はあるが、平日の動きが鈍化している。小売業にとっては良いのかもしれないが、タクシー業界としては好ましくない動きである。
,,□,タクシー運転手,販売量の動き,・社員の高齢化に伴う社員数の減少により、売上が減っている。また、他産業の雇用が依然として好調なため、新入社員を確保できない状況にある。
,,□,通信会社（社員）,お客様の様子,・客は安価な価格帯の商材を買い求める一方で、付加価値の高い高価な商材は買い求めない。ないそでは振れない状況がうかがえる。
,,□,通信会社（企画担当）,お客様の様子,・競争力のある新商材を発売したものの、札幌圏の量販店や道内都市部における客の引き合いが前年や前々年に比べるとかなり少なくなっている。ただ、競合他社への流出も収まっているため、全体としては前年並みの契約獲得数となっている。
,,□,美容室（経営者）,お客様の様子,・技術売上、商品販売ともに同じような数字で推移しており、良くも悪くもなっていない状況が継続している。
,,□,美容室（経営者）,来客数の動き,・売上は少し良くなっているが、来客数が依然として減少傾向にあり、景気が良くなっているとはいえない。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・売上は前年比97％と例年並みに戻っているが、３か月前と比較するとやや悪い状況にある。一方、中国人観光客は増えており、日本語が聞こえず、中国語のみが聞こえるという日も何日かみられた。１人で60万円分を購入するという中国人の爆買いを初めて目の当たりにして驚いたこともあった。
,,▲,百貨店（販売促進担当）,来客数の動き,・９月に入って来客数、買上客数の減少傾向が続いている。また、好調であった外国人観光客による売上も以前ほどの勢いがなくなってきている。
