Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,お客様の様子,・春節にともない中国人を始めとした外国人観光客による販売量の増加、客単価の上昇により、売上が前年と比べて５割以上増加している。
,,◎,観光名所（従業員）,来客数の動き,・利用乗降客数の増加率が引き続き高い水準で推移している。２月25日現在で前年比117.6％となっており、４か月連続で前年を上回る状況が続いている。
,,○,商店街（代表者）,来客数の動き,・中国や台湾、香港、マレーシアなどからの観光客が増加していることで、ホテル、ドラッグストアが好調であった。ただ、他の業種は厳しい状態にある。
,,○,一般小売店［酒］（経営者）,単価の動き,・販売量はそれほど大きく変化していないが、客単価が伸びてきており、その分、売上が好調である。
,,○,百貨店（売場主任）,お客様の様子,・営業面積を圧縮するなか、売上が前年比100％、来客数が前年比101％となった。また、冬から春への端境期であるにもかかわらず、定価品の売上が前年比101％となるなど、購買意欲の高まりも感じられる。ただ、外国人観光客による売上が前年比365％と下支えした結果であり、地元客の売上については回復しきっていない。
,,○,百貨店（売場主任）,来客数の動き,・来客数が前年並みに近づいてきている。ただ、売上がともなっていない。
,,○,スーパー（役員）,お客様の様子,・ガソリン価格が低下していることで、電気料金などの値上がりに対して一息つくことができ、少しお金に余裕が出てきている。
,,○,コンビニ（エリア担当）,来客数の動き,・売上はここ２か月間横ばいで推移しているものの、来客数は少しずつではあるが、確実に回復している。
,,○,乗用車販売店（従業員）,販売量の動き,・冬から春先に変わってくるという北海道の時期的な要因もあるが、今月に関しては、周辺の他店も含めて、前月よりも販売台数が伸びている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・中国を始めとする近隣アジアからの観光客の利用が堅調であった。大型イベントや春節もプラスに作用した。
,,○,旅行代理店（従業員）,来客数の動き,・12～２月にかけて、荒天による航空機の欠航が多発しており、旅客数は前年割れで推移しているものの、ビジネス需要、観光需要ともに需要増の傾向は継続している。
,,○,旅行代理店（従業員）,お客様の様子,・新規受注が増加している。新規顧客からの問い合わせも増加している。
,,○,美容室（経営者）,お客様の様子,・今までの商材よりも品質が良ければ、多少価格が高くても商材を買う傾向が出てきている。客の傾向として価格重視から品質重視に移行してきている。
,,○,住宅販売会社（経営者）,お客様の様子,・住宅についてはまだ今一つという面もあるが、株価が堅調に推移していることで消費が徐々に回復しつつある。
,,□,商店街（代表者）,販売量の動き,・前年は２月の中旬から消費税増税前の駆け込み需要がみられていたため、今年は駆け込み需要がない分だけ、厳しい状況にある。
,,□,商店街（代表者）,お客様の様子,・依然として、客の様子はこれまでと同じ状況にある。
,,□,商店街（代表者）,来客数の動き,・自家用車や公共交通機関を利用する周辺住民の来街は、区域内の駐車場、バス乗降口、駅周辺の状況をみる限り、前月に引き続き減少しているものの、他地域ナンバーの車両や旅行バッグを持ち歩くアジア圏からのグループ観光客が前年よりも多くみられた。ただ、土産品や交通関連の売上は増加しているものの、観光客の増加にともない増加するはずのホテルや飲食関連については、目立った増加はみられない。この状況から、空港バスやＪＲで中心部に立ち寄り、買物をしているものの、宿泊に関しては近隣の温泉などに流れているとみられる。
,,□,商店街（代表者）,販売量の動き,・２月は悪天候の日も少なく、良い結果が出るとみていたが、実際にはあまり売上は良くなかった。ただ、消費税増税前の駆け込み需要があった前年と比べて、大きく売上を落としていないことから、期待を持てる状況にある。外国人観光客はさっぽろ雪まつりと旧正月の効果もあり、想像以上の入込となった。特に、旧正月の期間は商店街や百貨店が大混雑するなど、業績が好転していた。ただし、その一方で外国人観光客が立ち寄らないような店舗は苦戦している。
,,□,一般小売店［土産］（経営者）,お客様の様子,・さっぽろ雪まつり、小樽雪あかりの路とイベントが続いたものの、天候が悪かったため、日本人観光客の増加はみられなかった。２月は２週目までは苦戦したが、春節の始まった３週目からは、中国人観光客の入込にも助けられて、売上は前年比で115％、前々年比で119％となった。
,,□,百貨店（売場主任）,来客数の動き,・２月の中旬から気温が上がり、３月中旬から４月並みの天候となったことから、冬物のクリアランス商材は前年の80％台にとどまったものの、春物の売上が前年を10％上回るなど、大きな伸びがみられ、全体の売上は前年比プラスに転じた。また、催事場で行った物産展の集客が非常に良く、来客数も前年を上回った。
,,□,百貨店（販売促進担当）,来客数の動き,・客の買上率は上がっているものの、そのほとんどが外国人観光客によるものである。特に、さっぽろ雪まつりや春節を理由に来道した中華圏からの客が中心となっており、道内客の一般消費に変化はみられない。
,,□,百貨店（役員）,販売量の動き,・今月は輸入ブランドの売上が好調であったが、店舗によってばらつきがあり、全体的に良くなっているとは考えにくい状況にある。ただ、北海道の地方都市にも外国人観光客による買物がみられるようになってきている。
,,□,スーパー（店長）,来客数の動き,・来客数の動向に変化がみられない。
,,□,スーパー（企画担当）,来客数の動き,・加工食品、コーヒー、乳製品などのメーカーからの相次ぐ値上げ要請で、ほとんどの商品が値上げ分を価格に転嫁せざるを得ない状況にある。特売価格も上げざるを得ない。脱デフレには良いかもしれないが、客の財布のひもは固くなる一方である。
,,□,コンビニ（エリア担当）,お客様の様子,・前年10月ごろから夜間の来客数が減少しており、特に酒やたばこなどの免許品の売上が大きく減少している。電気料金の値上げ時期と重なっていることから、客の節約志向が強まっていることがうかがえる。
,,□,コンビニ（エリア担当）,単価の動き,・１月と比較して来客数が２％ほど回復しているが、売上にはほとんど変化がみられない。酒やたばこ以外の無免許品が買物の中心となっているなど、消費の回復が遅れており、単価も付いてきていない状況にある。
,,□,衣料品専門店（店長）,来客数の動き,・原油安や株価上昇の影響により、多少は景気が良くなっている。
,,□,衣料品専門店（店員）,単価の動き,・単価の高い商材の動きが悪い。
,,□,乗用車販売店（従業員）,販売量の動き,・例年であれば、繁忙期に当たる時期であるものの、例年に比べて低調に推移しており、繁忙期らしさが感じられない。
,,□,乗用車販売店（役員）,販売量の動き,・消費者のマインドがなかなか上向いてこない。客の動きをみると、来店する客が徐々に増えてきているが、受注に結び付いていない。
,,□,自動車備品販売店（店長）,競争相手の様子,・２月の売上が前年の80％台となっているなか、タイヤとオーディオに関しては前年の60％台にとどまっており、前年の消費税増税前の駆け込み需要の反動が感じられる。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・２月は悪天候と営業日数の少なさから、厳しい月であった。マスコミなどで悪天候時に外出しないよう呼びかけていたことも影響している。
,,□,観光型ホテル（役員）,来客数の動き,・冬期間のイベントや春節にともない多くのアジア系観光客が宿泊したことで、全体の宿泊客数が増加し、業績が上向いた。一方、ツアー客を中心に国内客が漸減傾向にあることが、今後への懸念材料となっている。
,,□,旅行代理店（従業員）,お客様の様子,・高額商材と極端に廉価な商材の販売が目立っており、中間帯の商材の人気がはかばかしくない。また、海外旅行については、イスラム国関連の影響により、ヨーロッパを中心に落ち込みがみられる。
,,□,タクシー運転手,来客数の動き,・年末年始から２月にかけて、来客数が前年並みで推移しており、良くも悪くもない状況にある。
,,□,通信会社（企画担当）,お客様の様子,・新サービスについて、札幌圏から離れた地方での購買や買換えの動きが想定よりも低調であるため、全体としては変わらない状況にある。
,,□,パチンコ店（役員）,単価の動き,・２月後半から原油価格が上がってきているため、これから一般家庭で買い控えが進むことが懸念される。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・季節的に公共工事などが動いていないため、輸送量が増加してこない状況にある。
,,□,住宅販売会社（役員）,来客数の動き,・今のところ、分譲マンションのモデルルームへの来客数に大きな変化はみられない。その結果、分譲マンション市場に大きな動きはみられず、大変落ち着いた状態にある。
,,▲,商店街（代表者）,お客様の様子,・地方の土産店においても、外国人観光客の利用が増加しており、客単価が上がっている。北海道の土産品には魅力のある商材が多いため、爆買いとまではいえないものの、販売量が増加している。
