Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,来客数の動き,・東日本大震災直後の３月と比べると、約70％と相当数の客が戻ってきている。
,,◎,美容室（経営者）,お客様の様子,・東日本大震災後、極端に落ち込んでいた売上が今月になって前年並みの売上に回復してきた。購買意識の高まりを感じる。
,,○,商店街（代表者）,来客数の動き,・客単価は依然低いものの、東日本大震災直後から少しずつではあるが客足が戻りつつある。
,,○,商店街（代表者）,来客数の動き,・東日本大震災の影響による買い控えの傾向はやや落ち着きを見せ、消費も回復傾向にある。ただし、観光需要の回復にはまだ時間がかかる。
,,○,商店街（代表者）,お客様の様子,・東日本大震災から３か月が経過して、消費マインドが落ち着いてきており、季節商材に対する動きは少しずつ上向いてきている。
,,○,商店街（代表者）,お客様の様子,・バーゲンの前倒しがみられるなか、気温の上昇とともに客の購買意欲が増してきている。バーゲンを前倒ししている店では実際に売上も上がってきている。
,,○,商店街（代表者）,来客数の動き,・３か月前と比べると、観光バスの台数が若干増えてきている。
,,○,百貨店（販売促進担当）,来客数の動き,・東日本大震災の影響が大きかった３～４月の景況と比べれば、来店客の動きや購買意欲は格段に高まっている。
,,○,スーパー（店長）,お客様の様子,・前年と比べて気温が若干低めに推移しているため、衣料品等の動きは厳しい状況にある。その分、食料品と家庭用品が堅調に推移しており、店全体としてはほぼ前年並みという状況にある。東日本大震災の影響も３か月が経過したことで、少し落ち着いてきており、客も必要な物はしっかりと購入するようになっている。ただし、実需品主体の動きはあまり変わらない。
,,○,衣料品専門店（店員）,単価の動き,・３か月前は東日本大震災の影響で消費意欲が低かったが、６月は全体の景気も回復しているなか、高額商品を購入する客も多くなってきた。また、観光客も国内にとどまらず、海外からも来るようになってきている。
,,○,家電量販店（経営者）,販売量の動き,・地上デジタル放送への移行を直前に控えて、テレビやチューナー、アンテナ工事の受注が増加している。さらに、火災報知機の義務化により報知機の販売も大幅に増加している。
,,○,乗用車販売店（従業員）,販売量の動き,・中古車相場の上昇にともない、乗換えの時期と判断する客が増えてきた。ただし、需要は軽自動車と小型車がほとんどである。
,,○,乗用車販売店（営業担当）,販売量の動き,・メーカーからの車の供給が回復してくるに連れて売上が回復基調になってきている。
,,○,スナック（経営者）,来客数の動き,・気候がやや良くなったため、売上が増加している。
,,○,旅行代理店（従業員）,販売量の動き,・６月の取扱額は、国内旅行が前年比99.9％、海外旅行が前年比131.8％となっている。国内旅行が若干前年を下回っているものの、海外挙式プランが好調で、全体の状況はやや良くなっている。
,,○,通信会社（企画担当）,販売量の動き,・東日本大震災により遠方の客とのつながりが一時的に弱まっていたが、再び交流が活発化しつつある。
,,○,観光名所（従業員）,来客数の動き,・３か月前は利用客が前年比で７割減だったが、現在は３割減程度まで回復してきている。
,,○,住宅販売会社（従業員）,販売量の動き,・東日本大震災後、遠のいていた客が大分戻ってきている。震災の影響でマンションの供給量が減ってきているため、需給関係はかなり改善されている。こうしたなかで、販売量もやや増加している。
,,□,商店街（代表者）,お客様の様子,・客の様子は以前と変わらず、現状のままで推移している。
,,□,商店街（代表者）,来客数の動き,・３か月前と比較すると、修学旅行及び外国人観光客などによる航空会社を含めた交通機関等の利用者数は増加しているが、購入品目は土産品等に限定されており、一般的な買物客は減少している。特に、気温の上昇があまり進まないため、夏物衣料品を取り扱う店舗は売上が伸びていない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・前月と比べると、売上も回復基調にあり、少しは明るい兆しが見えている。１件当たりの買上点数も以前と比べてそん色がなくなってきている。
,,□,百貨店（売場主任）,来客数の動き,・６月の売上は25日現在、前年比97.7％となっており、ここ３か月のトレンドである前年比95％を上回っているものの、買上客数は前年比94％前後と回復していない。
,,□,百貨店（役員）,来客数の動き,・東日本大震災後、消費マインドの低下が心配されたが、予想以上に消費動向は落ちていない。ただし、良いというほどではない。
,,□,スーパー（企画担当）,販売量の動き,・本州では景気がやや上向きのようだが、震災特需も終わり、これといった明るい材料がない。
,,□,スーパー（役員）,お客様の様子,・東日本大震災の影響による商品の欠品等もかなり回復しており、通常の消費動向に戻っている。
,,□,コンビニ（エリア担当）,単価の動き,・引き続きたばこの販売量の回復が売上をけん引しているが、それ以外の商品の回復は遅い。客単価も前年並みまで回復しない状況が続いている。
,,□,家電量販店（店員）,販売量の動き,・小型液晶テレビが駆け込み需要でよく売れている。エアコンの売行きも好調である。
,,□,家電量販店（地区統括部長）,販売量の動き,・７月24日のアナログ停波に向けて、テレビの駆け込み需要が多くなってきている。
,,□,自動車備品販売店（店長）,来客数の動き,・積極的な販促活動でなんとか踏ん張っているが、来客数、販売量ともに苦戦している店舗も多いとみられる。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・自動車用燃料の販売量の減少が継続している。
,,□,高級レストラン（スタッフ）,お客様の様子,・今月はやや悪いが、業界全体では自粛不況が落ち着き、低価格店の一部には客足が戻りつつある。一方で、高級店には最低限の客だけで、商売としては厳しい現実がある。
,,□,高級レストラン（スタッフ）,来客数の動き,・極端に平日の来客数が減少している。週末や休日前は予約での来客があるが、平日のフリー客が特に少ない。
,,□,観光型ホテル（経営者）,来客数の動き,・海外客は幾分回復の兆しが見えるものの、依然として本州方面からの日本人客の予約が低調である。
,,□,設計事務所（所長）,お客様の様子,・仕事の話はあるものの、なかなか契約までは進まない。
,,▲,百貨店（売場主任）,来客数の動き,・催事場での物産催事を３週連続行ったが、東日本大震災の影響もあるのか、客の入込が厳しいなか、買上客も少ない状況であり、前年比90％台前半の売上となっている。衣料品については、猛暑だった前年とは違い、羽織物に動きが多少あったものの、半袖物の動きがみられない状況である。
,,▲,百貨店（販売促進担当）,単価の動き,・以前は売上総額が前年を超えるまでには至らなくても、来客数の減少が続くなかで、客単価上昇の傾向が続いていたが、今月は来客数の減少に歯止めがかからないなかで、客単価も低下に転じてしまった。
,,▲,スーパー（店長）,販売量の動き,・水着、浴衣等の盛夏商材が不振である。気温が前年ほど高くないことに加えて、東日本大震災の影響による水離れ、祭などへの参加自粛により、販売量が伸びていない。また、食品も野菜の相場安から不振である。
,,▲,スーパー（役員）,来客数の動き,・既存店における客単価は前年比100.8％とこの数か月大きな変化はないが、来客数が前年から２％前後減少していることで、販売量が落ち込んでいる。東日本大震災後の影響で買い控えや来店回数の減少が続いているとみられる。
,,▲,コンビニ（エリア担当）,販売量の動き,・東日本大震災以降、温泉地や観光地の来客数が減少しており、週末の売上減少が続いている。また、夜間のアルコールの売上も減少しており、消費マインドは低下している。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・医薬品等の必需品の購入は最低限保たれると思われがちだが、実際は買い渋りが多くみられる。調剤においても間引き服用が起きている。
,,▲,高級レストラン（経営者）,来客数の動き,・観光客の入込が悪い。高速道路無料化社会実験が廃止になったことと東日本大震災の影響が原因とみられる。
,,▲,観光型ホテル（スタッフ）,お客様の様子,・近隣アジアからの観光目的の宿泊客が前年比で９割減となっている。一方、国内のビジネス・観光目的の宿泊客は前年並みまで回復したが、客単価は約２割の減少となっている。
,,▲,タクシー運転手,来客数の動き,・３月の東日本大震災以来、人の動きが少なくなっており、観光客も一向に回復していない。
,,▲,タクシー運転手,販売量の動き,・３か月前との比較であれば、約４％の売上増となっているが、前年には約７％の売上増があり、前年実績との比較では約10％の落ち込みとなっている。東日本大震災の影響がまだ大きく、身の回りの景気が回復しているとは思えない状況にある。
,,▲,タクシー運転手,来客数の動き,・福島原子力発電所の事故の影響で、西日本からの客と海外からの観光客が減少している。
