Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,販売量の動き,・前月に比べて、商店街の人出が増えている。来月初旬には商店街でのイベントが行われることもあり、人々の気分も上向いてきているようだ。
,,○,一般小売店［酒］（経営者）,販売量の動き,・３か月前に比べて、得意先への販売数量がやや活況を呈している。
,,○,家電量販店（店長）,販売量の動き,・天候が涼しいため、エアコンや扇風機などの季節商材に関しては前年以上に数字は悪いものの、夏季商戦ということもあり、販売量自体は好調である。
,,○,家電量販店（地区統括部）,来客数の動き,・前年比では売上こそ５％ほど減少したが、来客数が前年を上回り、客単価の低下も止まってきている。パソコンの販売台数が８か月ぶりに前年同月を上回ったことが大きい。
,,○,観光型ホテル（経営者）,来客数の動き,・かつてからみると微々たる比率ではあるが、売上が増加基調にある。財布のひもは相変わらず固いが、客の様子も明るく、楽しんでいる雰囲気がうかがえ、わずかながらも、良くなってきている前兆を感じている。
,,○,旅行代理店（従業員）,来客数の動き,・電話での受注が前年と比べて伸び悩んでいるものの、来客数は前年度並みに戻りつつある。
,,○,旅行代理店（従業員）,販売量の動き,・７月から９月までの３か月間における国内旅行の売上と先行受注額は、７月に入ってから前年を上回る動きを示しており、客の動きが活発化している。ただし、海外旅行については、前年並みへの復活は厳しい。
,,○,通信会社（企画担当）,来客数の動き,・旧機種からの機種変更が大半ではあるが、携帯電話の新機種の販売が好調である。ただし、在庫薄のため急激な販売増には結びついていない。また、物色のための来店が増加している。
,,□,商店街（代表者）,来客数の動き,・全体的なトレンドに変化はないが、大手百貨店の閉店に伴い客の動きに変化が表れている。特にお中元ギフトについては他の大型店への移行が顕著である。衣料関係については冷夏の影響で夏物の不振が目立っている。
,,□,商店街（代表者）,お客様の様子,・浴衣の最盛期のため、売上は好調であるが、正絹ものなど高額品の動きは今一つ良くない。
,,□,商店街（代表者）,お客様の様子,・気温が低いということもあって夏物のセール自体の盛り上がりがあまりなかった。しかし、袖物の動きはあるので、トータルすると売上はそれほど変わらない。
,,□,一般小売店［土産］（店員）,来客数の動き,・ＳＡＲＳの沈静化によって、北海道に来る観光客が増えたことは増えたが、依然として買物客の客単価の低下に歯止めがかかっていない。来客数の伸びに比例して売上も伸びるという状況ではなく、横ばいでの推移となっている。
,,□,百貨店（売場主任）,お客様の様子,・秋物の新商品を前年よりも早く展開しているが、今のところ客からの反応が全く見られない。冬から同様の状態が続いている。
,,□,衣料品専門店（店長）,お客様の様子,・近頃の客は買物に神経質というか、慎重になっている。
,,□,衣料品専門店（店員）,お客様の様子,・今年は気温が低いため、夏物衣料はあまり動いていない状況であるが、秋物衣料の動きが例年よりも早く好調である。トータルで見れば売上は前年と変わらない。
,,□,家電量販店（経営者）,お客様の様子,・イベントなどの様子を見ると、客は商品を買うことを決めかねていることが多い。特に、大型商品は決めかねて帰ることが多いようであり、景気はまだ回復していないという状況である。
,,□,家電量販店（店員）,販売量の動き,・冷蔵庫、洗濯機など台所用品は前年並みに売れているが映像関連の商品の売上が良くない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量もそうだが、単価についても一向に上がる傾向が見えない。
,,□,乗用車販売店（従業員）,販売量の動き,・顧客からの乗換えはあったが、新規での来場はあまり増えていない。
,,□,住関連専門店（経営者）,来客数の動き,・依然として一日の来客数が前年と比べて20％程度少なく、全体としては変わらない。
,,□,住関連専門店（営業担当）,お客様の様子,・７月に入って曇りの日が多く、また気温が低いため、季節商材の盛り上がりが全く感じられない。特に衣料品、ＤＩＹ用品の反応が鈍く、特売バーゲン品についても同様である。
,,□,高級レストラン（スタッフ）,単価の動き,・レストラン・宿泊部門ともに来客数が安定し、前年より増加しているものの、単価の下落に歯止めが効かず、予算を達成できない状況が続いている。
,,□,高級レストラン（スタッフ）,お客様の様子,・しばらく続いていた最悪の状態から脱し、売上が前年並みに近づいた。ただし、増えていると言っても、夜の売上が悪く、花火大会・カルチャーナイト・ビヤガーデンなど夜間のイベントがある日は、ディナーの売上が落ち込んでしまう。また、近隣のホテルの競合店に客が流れているようだ。
,,□,一般レストラン（スタッフ）,来客数の動き,・３か月前から依然として、来客数の前年割れが続いている。また、ボーナスの支給額が減った会社がかなり多いことも影響している。
,,□,スナック（経営者）,お客様の様子,・７月、８月と夏祭りの時期で外出する機会が多くなるが、若者と家族連れが多く、中高年層が少ないため、店への影響はあまりない。ただし、街に人が出てくるとにぎやかな気分になり、活気が出てくる。
,,□,タクシー運転手,お客様の様子,・夜、繁華街での客待ち時間は日に日に長くなっている。帰宅時間についても、バス・地下鉄といった公共交通機関の営業時間内に帰宅している人が多いようだ。
,,□,タクシー運転手,お客様の様子,・夏祭りシーズンだが、天候がパッとしないので、人出も少なく、利用客が大変少ない状態である。
,,□,観光名所（役員）,販売量の動き,・ロープウェイの輸送人員は、前年比で微増であるが、レストラン・売店の利用者が若干減少しており、全体の売上は横ばいである。
,,□,美容室（経営者）,来客数の動き,・売上増を図り、様々な手段を講じているが、一向に売上が増加する気配がなく、何かやるために投資することが生きてこない状況である。
,,▲,スーパー（店長）,単価の動き,・全体的に単価が低下している傾向にあるが、競合環境の激化するなかで、更なる価格低下、ディスカウントを行っており、単価の低下に歯止めがかからない。
,,▲,スーパー（店長）,販売量の動き,・例年であれば、ギフトの売上が、民間企業のボーナスが出た後に大きな売上構成を占めるはずであるが、今年は、ボーナスの支給率の低下や厚生年金のボーナスでの控除が影響してか、例年並みの売上が取れない。単価も当然下がっている。
,,▲,スーパー（店長）,販売量の動き,・売上については前月をやや上回り、やや回復傾向にあるものの、主力の食品が低迷している。前月まで好調に推移した衣料品も、冷夏の影響を受け低調である。また、専門店については雑貨関連は堅調に推移するも、ファッション関連で苦戦状況が続いている。
,,▲,スーパー（企画担当）,来客数の動き,・ここに来て、来客数の落ち込みが目立つようになってきている。店頭における実感としては、客の来店頻度が低下しているように思われる。
,,▲,住関連専門店（従業員）,単価の動き,・夏物商材の落ち込みが激しい。
,,▲,一般レストラン（スタッフ）,単価の動き,・今月は単価の下落幅が大きく、前年に比べて10％近く低下している。来客数もわずかではあるが減少しており、売上は10％の減少となっている。
,,▲,タクシー運転手,来客数の動き,・観光客はそれなりに訪れているが、天候が悪いため、函館山からの眺望も悪いことが多く、観光客のタクシー利用が少なくなっている。このため、売上の減少が続いている。
,,▲,設計事務所（所長）,単価の動き,・住宅一次取得層の年齢が下がる傾向にあり、予算がますます低くなっている。
,,×,百貨店（販売促進担当）,販売量の動き,・冷夏のため、夏物のバーゲンも初めは好スタートであったが、その後は急激に落ち込んでいる。
,,×,コンビニ（エリア担当）,競争相手の様子,・環境が厳しいなか、新規出店が相次いでいるため、限られたパイの中から新店による売上分が取られるため、既存店については非常に厳しい状況になっている。
,,×,コンビニ（店長）,来客数の動き,・飲料やアイスクリームといった商品は、通常であれば、７月の売上が年間で最も多くなるが、天候の不順により、来客数の減少とともに、こうした夏場に売れる商品の売上が悪くなっている。客は依然として最小限度のものしか買わないという悪い状況のなかで、冷夏が拍車をかけている。
,,×,その他専門店［医薬品］（経営者）,来客数の動き,・競合店が出来た訳でもないのに、来客数が激減している。また、アイテム別にデータを見ると、前年比で販売数が50％を切る商品が続出している。
,,×,スナック（経営者）,来客数の動き,・観光客の入りが悪いことに加えて、なかなか夜が暖かくならないため、客の入りが悪い感じがする。
,,×,タクシー運転手,来客数の動き,・例年７月は、上半期で最もタクシーの売上が多くなる月だが、今年は雨の日が少なく、暑くならないせいか、タクシーの利用が少なく、売上も前年を大きく下回っている。
"企業
動向
関連

(北海道)",,◎,－,－,－
