Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,お客様の様子,・９月に入っても暑さが続き、秋物の出足が遅れたものの、秋のトレンドがはっきりしているため、比較的、客の購買活動が早めに秋冬物にシフトしている。
,,○,商店街（代表者）,来客数の動き,・観光客の入込が前年より若干良いことから、売上は上向いている。
,,○,スーパー（店長）,販売量の動き,・販売量は前年比99％だが、商品単価の上昇により、売上は前年を上回っている。
,,○,コンビニ（エリア担当）,来客数の動き,・タスポの効果による売上の増加は継続していることに加えて、気温が高いという好要因が重なり、売上は伸びている。
,,□,一般小売店［酒］（経営,販売量の動き,・販売量の動きは、特に良くも悪くもない。こうした流れは、今年に入ってから継続している。
,,□,百貨店（売場主任）,お客様の様子,・前年にないようなイベントを行っても、ここ数か月売上は前年比95％台で推移している。気温が前年より低めで推移しているが、秋物の購買が順調とはみられず、客単価も低下している。
,,□,スーパー（役員）,単価の動き,・売上や客単価は順調に推移しているが、客１人当たりの買上点数が前年比97.6％と減少している。商品単価の上昇が客の買い控えにつながっている。
,,□,コンビニ（エリア担当）,単価の動き,・タスポの導入に伴い売上は増加しているが、原材料の値上げなどの影響により消費者の買物行動がシビアになっている状況に変わりはない。
,,□,コンビニ（エリア担当）,単価の動き,・３か月前と比較すると客単価が上昇している。まとめ買いで少しでも安く買おうという客が増加しており、たばこや食品のまとめ買いが増加しているため、結果として以前よりは客単価が回復している。
,,□,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・ガソリンの節約志向により、同業者間の価格競争が激化している。
,,□,旅行代理店（従業員）,お客様の様子,・客に安価な企画商品を案内しても、興味は持つものの、申込にはつながらない。
,,□,タクシー運転手,来客数の動き,・13日からの３連休については観光客の入込が多く、売上も少し増えたが、連休が終わると急に暇になって売上が落ち込んだ。
,,□,観光名所（役員）,来客数の動き,・７月以降、来客数の減少が続いてきたが、今月は比較的天候に恵まれたことから個人客を中心に来客数が増えている。全体としてみても何とか前年並みの来客数を維持できそうな状況にある。
,,□,観光名所（職員）,来客数の動き,・３か月前と比較すると、来客数は102.8%とほぼ変動はなかった。航空運賃や物価の上昇など、悪い材料があった割には、来客数が減少しなかった。
,,□,その他レジャー施設（職員）,来客数の動き,・当施設特有の問題もあるのかもしれないが、施設利用者のリピート率が低下している。体力作り、健康作りに際して、たとえ格安であっても有料のスポーツジムなどを利用せずに、お金の掛からない屋外ウォーキングで済ませる傾向が出てきているとみられる。
,,□,美容室（経営者）,お客様の様子,・冬を控えて好材料は見当たらないが、秋の行楽や小旅行に出掛けるなど、客の様子に景気に対しての緊迫感はあまり感じられない。
,,▲,商店街（代表者）,販売量の動き,・今月は20日過ぎまで残暑が続き、夏の服装で過ごすことができたため、秋冬物衣料に動きがみられず、路面店では前年を20～30％も下回った店舗もみられた。また、酒店ではビールの動きが鈍化しており、前年並みの売上にとどまった。
,,▲,商店街（代表者）,お客様の様子,・先行きへの不安が高まっているなか、食料品や灯油の値上がりが家計に影響を与え始めてきた。ただでさえ慎重な購買行動が更に慎重になっており、セールや季節商材に対する客の反応が非常に弱くなっている。
,,▲,百貨店（売場主任）,販売量の動き,・来客数が伸びてこないため、販売量も伸びず、厳しい状況にある。
,,▲,百貨店（販売促進担当）,単価の動き,・レディスファッションで客単価が上がってこない。節約志向が依然として強いことに加えて、月間を通じて気温が高く推移したことが拍車を掛けている。例年であれば、気温の低下とともにジャケットや薄手のコートなどが動き始める時期であるが、今年はロングカーディガンやニットなど羽織物で代替しているようだ。消費者の節約行動が秋物の主力商材の販売量の減少につながっており、客単価の低下の原因となっている。
,,▲,百貨店（役員）,単価の動き,・客単価の低下が非常に顕著になってきた。男性のサラリーマンも少しでも安価なものを探しているようである。
,,▲,スーパー（企画担当）,単価の動き,・生活感としては以前と変わりないが、米国の金融不安の世界的な影響がマスコミで報道されるなか、先行きへの不安感が大きくなっており、度重なる生活必需品の値上げで疲れ果てている消費者心理が尚一層萎縮している。
,,▲,スーパー（企画担当）,販売量の動き,・商品価格高騰の影響で、ハムやソーセージ、牛肉の手切り焼き肉が伸び悩む一方で、鶏肉、豚肉、ラムなどの生肉やひき肉、ギョウザの皮などが好調に推移しており、客の低価格志向が一層高まっている。
,,▲,スーパー（役員）,お客様の様子,・原材料価格の上昇に伴う食料品の値上げが続くなかで、客の買い控えが出ており、来店頻度も低下している。それらの影響によって売上も厳しくなっている。
,,▲,衣料品専門店（店長）,販売量の動き,・以前は特売をすればある程度物が売れたが、近頃は特売をしても物が売れなくなっている。
,,▲,衣料品専門店（店長）,来客数の動き,・前年と比較して来客数が減少している。入店しているショッピングセンター本体も同様の状況にある。消費動向としても、気温が低下し、秋物の実売期を迎えたにもかかわらず、低迷状況が続いていることから、客が消費を抑えていると感じる。
,,▲,家電量販店（経営者）,販売量の動き,・オリンピック需要の反動が出ており、大型液晶テレビが伸び悩んでいる。
,,▲,家電量販店（店員）,販売量の動き,・前年の地上デジタル放送開始の反動もあり、今年は売上、来客数共に、前年を大幅に下回った。
,,▲,乗用車販売店（従業員）,販売量の動き,・販売量に占める小型車の割合が高くなっており、販売量の良くなかった前年よりも売上が減少している。
,,▲,高級レストラン（スタッフ）,来客数の動き,・来客数は前年を15％も下回った前月からは大きく回復したが、前年から８％程度の減少となった。気温が高く、天候が安定していたなかで、大きなイベントや中小の催し物が開催されたことにより、消費者の外出する機会が増えたためとみられるが、企業や個人における防衛意識は更に強まっている。
,,▲,高級レストラン（スタッフ）,販売量の動き,・前月と同様に、ランチは前年比112％と健闘したが、ディナーは前年比85％と苦戦している。ただし、毎月のメニューの一部見直し・変更により、客単価が前年比107％と上昇していることから、売上はほぼ前年並みであった。
,,▲,高級レストラン（スタッフ）,お客様の様子,・前年並みの売上となったが、３か月前と比べると状況はあまり良くない。雨天日が少なかったため、天候による上下はなかったが、２度の連休のためか業態による格差があり、観光客の多い店では繁盛したようだ。北海道洞爺湖サミット終了後、洞爺湖の来客数は前年並みと健闘しているが、インターネットの書き込みなどで細かいクレームが増えており、対応に苦慮しているようだ。
,,▲,観光型ホテル（経営者）,来客数の動き,・来客数の動きはここ数か月と同様に厳しいものがある。７月は北海道洞爺湖サミットの影響、８月は北京オリンピックの影響と特定の理由があったが、９月はそういった理由も見付からず、全般的な不景気のなかで、こうした来客数の動きになっているとみられる。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・観光客の動向をみると、国内客、海外客共に、販売量は維持できているが、客単価が低下している。また、客の財布のひもが引き締められており、食事や売店での消費額も減っている。
,,▲,旅行代理店（従業員）,販売量の動き,・海外旅行は、10月の先行販売が好調なものの、９月の受注は前年比60％と不調であった。国内旅行は前年比90％を割り込んでおり、依然として不調である。全般的に長期の旅行が伸び悩んでいる傾向にある。一方、宿泊券の販売については危機的な状況にある。
,,▲,タクシー運転手,お客様の様子,・客からの電話注文は、前年を15％程度下回っている。全体の売上としても前年を10％程度下回っている。
,,▲,美容室（経営者）,来客数の動き,・白髪染めを始めとしたヘアカラーを自宅でする客が増えており、全世代にわたって出費を控えている傾向がみられる。そうした影響から売上が前年を10％以上も下回っている。
,,▲,住宅販売会社（経営者）,競争相手の様子,・不動産業者やマンション業者が次々に潰れている。都心部ではマンションの在庫も増えており、危ない経営状況にあるゼネコンも増えている。
,,×,商店街（代表者）,来客数の動き,・商店街最大のイベント終了後、客の出控えにより来客数が減少しており、それに伴い販売量が落ち込んでいる。特に、洋服や装飾関係では、通常の４分の３程度の来客数にとどまっており、減少が目立っている。
