Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,一般小売店［酒］（店長）,販売量の動き,・来客数が増加し、販売量も増加している。
,,○,旅行代理店（従業員）,販売量の動き,・国内パック旅行が順調に推移している。
,,○,旅行代理店（従業員）,販売量の動き,・依然として単価が低いが、海外旅行需要はアジア方面を中心に徐々に回復傾向にある。また、国内旅行も家族客は東京ディズニーリゾートに集中し、高齢者層は九州方面への旅行が多い。
,,○,観光名所（役員）,来客数の動き,・一時は安近短傾向が顕著であったが、最近は道外からの来客数が回復しており、売店等で単価の上昇は期待できないものの、売上が増加している。
,,□,商店街（代表者）,単価の動き,・商品の動きが少しずつ好転しているが、依然として低単価のため、売上は増加していない。
,,□,百貨店（売場主任）,お客様の様子,・例年ならば春物の定価品が売れる時期だが、２月末になっても「お買得商品」で底値になっている冬物に目がいく購買姿勢が目立つ。
,,□,衣料品専門店（店員）,お客様の様子,・今月はフレッシャーズの時期なので、スーツ類などが動いたが、客の買い方は依然として慎重である。競合店と見比べるため、下見だけという客も多く、即購入という人はそれほど目立たない。
,,□,その他専門店［医薬品］（経営者）,単価の動き,・客は競合店と価格を比較して購入しており、単価が低下傾向にある。
,,□,高級レストラン（スタッフ）,お客様の様子,・少人数の会合を中心に個室の利用は例年の２倍に増加しているが、雪まつり目的の観光客については来客数、売上とも減少している。
,,□,一般レストラン（スタッフ）,単価の動き,・例年よりも単価が低下したまま推移しており、回復していない。
,,□,観光型ホテル（スタッフ）,単価の動き,・道内客は増加しているが、単価は低い。
,,□,旅行代理店（従業員）,販売量の動き,・海外旅行の受注数が増加しているが、本格的な回復には至っていない。国内旅行は１月の受注数には及ばないものの、依然として堅調に推移している。
,,□,タクシー運転手,お客様の様子,・タクシーの乗り控えが改善されない。
,,▲,商店街（代表者）,お客様の様子,・冬物セールが終了し、春物を紹介する時期であるが、天候が安定していないこともあり、冬物は欲しくないが春物はまだ早いという客が多い。
,,▲,スーパー（店長）,単価の動き,・来客数は、若干増加しているが、１品単価の下落が止まらないという状況である。特に青果は市況安であり、前年比76％の単価で推移している。販売促進活動で販売点数を増加させても売上の増加につながりがたい。
,,▲,スーパー（店長）,販売量の動き,・来客数は増加しているが、試食販売をしても客の反応が鈍く、必要な物しか買わない。
,,▲,スーパー（店長）,競争相手の様子,・以前にも増して競合店とのチラシ合戦、価格競争が激化しており、価格低下に歯止めがかからない。
,,▲,スーパー（店長）,お客様の様子,・欲しい物は購入するという消費者の動きも一部にみられるが、食品メーカーの牛肉偽装事件以来、食肉を中心に食品への不信感が増大している。
,,▲,スーパー（店長）,単価の動き,・例年はこの時期に上昇する青果物の単価が今年は逆に低下している。また、食肉についても、BSE（牛海綿状脳症）問題などの影響で単価が低下している。
,,▲,スーパー（企画担当）,単価の動き,・来客数は例年よりも高い水準で推移しているが、青果、水産、衣料品を中心に販売単価の低下が続いており、売上の回復感はほとんどない。
,,▲,コンビニ（エリア担当）,来客数の動き,・競合店で更に値下げしているため、来客数が減少している。
,,▲,衣料品専門店（店長）,来客数の動き,・単価は上昇しているが、来客数がやや減少している。
,,▲,住関連専門店（統括）,単価の動き,・客はグループで来店して、メモをみながら相談し、少しでも安く買おうとしている。
,,▲,住関連専門店（営業担当）,単価の動き,・来客数は例年を上回っているが、客単価が５％低下している。買上点数も３％減少しており、売上は前年割れになっている。
,,▲,観光型ホテル（経営者）,来客数の動き,・２月前半の来客数は前年並みか前年を若干上回る状況であったが後半に大きく落ち込み、全体で前年割れとなっている。
,,▲,タクシー運転手,来客数の動き,・２月は雪まつり、スキーマラソンなど、冬のイベントが多い月であり、それなりに利用客は増加したが、イベントのない平日は低迷しており、特に雪まつり期間中の繁華街での地元客の利用状況が非常に悪い。
,,▲,美容室（経営者）,単価の動き,・客が依頼するサービス内容が髪を切る、部分的にパーマをかける、染めるなど必要最小限であり、客単価が上昇しない。
,,▲,美容室（経営者）,来客数の動き,・客の来店頻度が低下している。
,,×,商店街（代表者）,来客数の動き,・商店街の来客数は４割減少しており、２月に入ってから３店舗が閉店している。
,,×,百貨店（売場主任）,来客数の動き,・２月に入ってから来客数が大幅に減少しており、高額品、輸入家具、呉服、宝飾等の高額商品の売上確保が特に厳しい状態である。
,,×,コンビニ（エリア担当）,単価の動き,・買上点数、客単価が急激に低下している。
,,×,乗用車販売店（従業員）,販売量の動き,・高額の車種は全く売れず、低単価の車種の売行きが目に付き、売上に貢献していない。
,,×,高級レストラン（スタッフ）,来客数の動き,・暖冬の割には来客数が少なく、特にディナーの時間帯での減少が顕著である。
,,×,スナック（経営者）,来客数の動き,・２月は総会等の行事がある時期であり、以前は、懇親会、二次会にセットで参加していたが、最近は懇親会のみでまっすぐ帰宅する人が多い。
,,×,タクシー運転手,来客数の動き,・雪まつりの観光客数は増加しているが、タクシーを利用する客は減少しており、雪まつり期間中の売上も前年よりも大幅に減少している。
,,×,設計事務所（所長）,お客様の様子,・建築関連業界の人が事務所に来ていろいろ話をするが、建築分野では、新築、改修等の話がほとんど出てこない。取引先の営業担当者も、年内については、皆目先行きがみえなく真っ暗な状態だと言う。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,家具製造業（経営者）,受注量や販売量の動き,・厳しい状況ながらも受注が若干好転してきている。
,,□,食料品製造業（社員）,取引先の様子,・食品メーカーの牛肉偽装事件による十勝地域の農業生産者への影響は大きく、精神的不安感が拡大している。取引先も元気がなく、慎重な対応に終始している。
,,□,通信業（営業担当）,受注量や販売量の動き,・受注量や取引先の様子に変化がない。
,,□,通信業（営業担当）,受注量や販売量の動き,・問い合わせ件数は多いが、サービス内容によって、受注量にバラツキがあり、全体としてみると変わらない。
,,▲,出版・印刷・同関連産業（経営者）,受注価格や販売価格の動き,・競争見積依頼の数量が増加している。
,,▲,輸送業（営業担当）,取引先の様子,・これまでの貨物量の減少傾向に加えて、値下げ要請が多くなっている。
,,▲,金融業（企画担当）,それ以外,・老舗企業の経営不振が目立っている。
,,▲,その他サービス業［建設機械リース］（支店長）,取引先の様子,・取引先の不渡り、自己破産が前年よりも増加している。
,,×,輸送業（支店長）,取引先の様子,・例年であれば、年明け以降、新年度に向けた建築関連の引き合いが持ち込まれる時期であるが、案件数、建材、鋼材等の数量も前年を大きく下回っている。
,,×,広告代理店（従業員）,取引先の様子,・最近の受注量は少ないが長年の取引先であった大口受注先が会社更生法を申請したので、精神的なダメージが大きい。
,,×,司法書士,取引先の様子,・不動産取引が低調であり、住宅の新規着工数も依然として伸び悩んでいる。
,,×,その他非製造業［機械卸売業］（従業員）,取引先の様子,・鉄骨加工業界や建築関連加工業界は、見積案件が極端に減少しており、更にその少ない案件に何社もの会社が入りこむため、発注者の言いなりで単価は低下する一方である。受注しても納期に余裕がなく、工賃が割高となり結果として赤字になる。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,求人数の動き,・求人数は前年と比べて減少しているが、３か月前と比べると減少幅が縮小している。
,,□,人材派遣会社（社員）,雇用形態の様子,・各企業とも人材の余剰感があり、雇用調整のための再就職支援に関する情報へのニーズが拡大している。雇用調整をした後には、人材派遣を使う方向である。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・建設業、製造業、卸売業、運輸業で、求人数が前年比２けた台の減少幅である。
,,▲,新聞社［求人広告］（担当者）,求人数の動き,・小売業、サービス業のパート求人数は増加しているが、求人広告数は低調である。
,,×,人材派遣会社（社員）,求職者数の動き,・正社員の求人数が減少している。
,,,,,
　２．東北,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
